Score,Ref,Version,Lang,Content,Field
148.15073,Pilpula Charifta on Avodah Zarah 125:3,Vilna Edition,he,  במס'   חולין. פרק <b>גיד</b> <b>הנשה</b>: ,hebmorph-standard
166.3283,Chullin 91a:62,Wikisource Talmud Bavli,he,<b>גיד</b> <b>הנשה</b> נאסר לבני נח,hebmorph-standard
118.69157,Chullin 90b:20,Wikisource Talmud Bavli,he,<b>גיד</b> <b>הנשה</b> של שלמים מכבדו לאמה ושל עולה חולצו לתפוח,hebmorph-standard
118.65753,Chullin 69a:41,Wikisource Talmud Bavli,he,<b>גיד</b> <b>הנשה</b> נוהג בשליל וחלבו אסור דברי רבי מאיר,hebmorph-standard
126.085335,Chullin 96a:16,Wikisource Talmud Bavli,he,מתני׳ הנוטל <b>גיד</b> <b>הנשה</b> צריך שיטול את כולו,hebmorph-standard
142.42989,Makkot 22a:3,Wikisource Talmud Bavli,he,אפיק הבערה ועייל <b>גיד</b> <b>הנשה</b> של נבילה,hebmorph-standard
127.145134,Bartenura on Mishnah Chullin 7:5:1,On Your Way,he,<b>גיד</b> <b>הנשה</b> שנתבשל עם הגידים. של היתר:,hebmorph-standard
117.292175,Genesis 32:33,Tanach with Text Only,he,על־כן לא־יאכלו בני־ישראל את־<b>גיד</b> <b>הנשה</b> אשר על־כף הירך עד היום הזה כי נגע בכף־ירך יעקב <b>בגיד</b> <b>הנשה</b>,hebmorph-standard
36.0664,Metzudat Zion on Isaiah 19:5:1,On Your Way,he,<b>ונשתו</b>. ענין העתקה והסרה וכן <b>גיד</b> <b>הנשה</b> (שם ל״ב): ,hebmorph-standard
169.36368,Rashi on Chullin 89b:3:1,Wikisource Rashi,he,מתני' <b>גיד</b> <b>הנשה</b>: ,hebmorph-standard
169.36368,"Guide for the Perplexed, Part 3 48:6","Moreh Nevuchim, translated by Ibn Tibon",he,וטעם '<b>גיד</b> <b>הנשה</b>' כתוב:,hebmorph-standard
119.29702,Chullin 101a:10,Wikisource Talmud Bavli,he,"האוכל <b>גיד</b> <b>הנשה</b> של נבלה ר""מ מחייב שתים וחכמים אומרים",hebmorph-standard
155.49843,"Sefer Hamitzvot of Rasag, Negative Commandments 63","Sefer Hamitzvot L'Rasag, Warsaw, 1914",he,<b>וגיד</b> <b>הנשה</b>,hebmorph-standard
92.579,"Beit Yosef, Yoreh Deah 64:21:1","Tur Yoreh Deah, Vilna, 1923",he,אין מולחק החלבים עם הבשר פשוט בפרק <b>גיד</b> <b>הנשה</b> (צז:): ,aggresive-ngram
211.50835,Tosafot on Chullin 89b:3:1,Wikisource Tosafot,he,<b>גיד</b> <b>הנשה</b>:,hebmorph-standard
47.595303,Rashi on Jeremiah 51:30:1,On Your Way,he,"נשתה . קפצה כמו <b>גיד</b> <b>הנשה</b> ( בראשית לג ) <b>שנשה</b> ממקומו :
",ngram
142.29785,Chullin 90b:7,Wikisource Talmud Bavli,he,<b>גיד</b> <b>הנשה</b> של עולה חולצו לתפוח,hebmorph-standard
91.93999,Chullin 90b:14,Wikisource Talmud Bavli,he,<b>גיד</b> <b>הנשה</b> של שלמים מכבדו לאמה ושל עולה מעלהו,aggresive-ngram
142.56711,Chullin 94a:55,Wikisource Talmud Bavli,he,שלימה אינו צריך שיטול הימנה <b>גיד</b> <b>הנשה</b>,hebmorph-standard
122.71116,Sanhedrin 59a:29,Wikisource Talmud Bavli,he,ואנו אין לנו אלא <b>גיד</b> <b>הנשה</b> ואליבא דר' יהודה,hebmorph-standard
127.02276,"Kessef Mishneh on Mishneh Torah, Forbidden Foods 16:6:4",Torat Emet 363,he,"ומ''ש וכן <b>גיד</b> <b>הנשה</b> וכו', כבר נתבאר: 

",hebmorph-standard
118.80592,Pesachim 47b:7,Wikisource Talmud Bavli,he,אמר ליה אפיק הבערה ועייל <b>גיד</b> <b>הנשה</b> של נבילה,hebmorph-standard
118.58154,Chullin 89b:7,Wikisource Talmud Bavli,he,ואין הטבחין נאמנין על <b>גיד</b> <b>הנשה</b> דברי רבי מאיר,hebmorph-standard
48.8779,Mishnah Chullin 7:2,"Mishnah, ed. Romm, Vilna 1913",he,שולח אדם ירך לנכרי. <b>שגיד</b> <b>הנשה</b> בתוכה. מפני שמקומו ניכר. הנוטל <b>גיד</b> <b>הנשה</b>. צריך שיטול את כולו. רבי יהודה אומר. כדי לקיים בו מצות נטילה: ,ngram
30.339355,Chullin 96b:18,Wikisource Talmud Bavli,he,<b>גיד</b> <b>הנשה</b> שנתבשל עם הגידים בזמן שמכירו בנותן טעם ואם לאו כולן אסורין והרוטב בנותן טעם,original
29.612345,Chullin 89b:3,Wikisource Talmud Bavli,he,מתני׳ <b>גיד</b> <b>הנשה</b> נוהג בארץ ובחוצה לארץ בפני הבית ושלא בפני הבית בחולין ובמוקדשין,original
