Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Sforno on Numbers 34:2:1,On Your Way,he," ארץ סיחון ועוג בלתי גורל כפי הנראה בספר יהושע וזה כי ארץ סיחון ועוג אין בה קדושת ארץ ישראל כאמרו ואף אם טמאה ארץ אחזתכם ולא היתה ראויה לגורל אשר ענינו ברוח הקדש:

",hebmorph-standard,44.133026
1,--,Onkelos Deuteronomy 1:4,Onkelos Deuteronomy,he,בתר דמחא ית סיחון מלכא דאמוראה דיתב בחשבון וית עוג מלכא דמתנן דיתב בעשתרות באדרעי,aggresive-ngram,16.840578
2,--,Ibn Ezra on Numbers 22:2:1,Ibn Ezra on Numbers -- Torat Emet,he,לאמורי. בקמצות הלמ''ד והטעם לידוע שהוא סיחון ועוג ולא הי' במלכי כנען גדולים כאלה והעד אשר כגובה ארזים גבהו:,hebmorph-standard,62.548714
3,--,"Chizkuni, Genesis 50:11:1",Chizkuni,he,וירא יושב הארץ הכנעני הוא סיחון ועוג שגם הם כנענים נקראו כמו שפרש״‎י בפ׳‎ שלח ושופטים ובכמה מקומות.,hebmorph-standard,61.890278
4,--,"Chizkuni, Genesis 50:11:2",Chizkuni,he,אשר בעבר הירדן היא ארץ כנען כלומר יושבי ארץ סיחון ועוג ראו את האבל בגורן האטד בארץ כנען שהיו קורין לו בעבר הירדן שכשם שאותם היושבים בארץ כנען שהוריש יהושע קורין לעבר סיחון ועוג עבר הירדן כך אותם היושבים בארץ סיחון ועוג קורין לארץ כנען עבר הירדן כדכתיב בפרשת מטות כי לא ננחל אותם מעבר לירדן והלאה כי באה נחלתנו אלינו מעבר הירדן מזרחה.,hebmorph-standard,61.25549
5,--,Metzudat David on Joshua 24:12:1,On Your Way,he,"את הצרעה. היא הטילה בהם ארס ולא יכלו להלחם, וכאלו היא גרשה אותם, וחוזר ומפרש את שני מלכי האמורי סיחון ועוג: ",hebmorph-standard,53.613186
6,--,"Tafsir Rasag, Deuteronomy 29:6","Tafsir al-Torah bi-al-Arabiya, Paris, 1893",he, תם גיתם אלי הדא אלמוצע וכרג סיחון מלך חשבון ועוג מלך אלבתניה תלקנא ללחרב פקתלנאהמא ,ngram,36.913395
7,--,Rashi on Judges 11:18:4,On Your Way,he,"ויבא ממזרח שמש לארץ מואב ויחנון בעבר ארנון . לסוף מזרחה של ארץ מואב , ושם התחילה ארץ סיחון ועוג , וכבשו עבר הירדן במזרח ארץ כנען ועברו הירדן , ונכנסו לה לארץ כנען דרך המזרח :
",hebmorph-standard,44.75661
8,--,"Chizkuni, Deuteronomy 4:41:1",Chizkuni,he,"אז יבדיל משה אחרי הכותו את סיחון ועוג וכבר פירש הצווי בפ׳‎ מסעי וכאן הזכיר המעשה להזכיר טובה זו עם שאר הטובות שעשה להם. ועל עצמו אומר משה כך והוא כאילו כתיב אז הבדלתי דוגמא אדם כי יקריב מכם קרבן לה׳‎ זה הדבר אשר צוך ה׳‎ וכן הרבה.
",hebmorph-standard,35.805286
9,--,"Tur HaAroch, Deuteronomy 3:23:1","Perush al ha-Torah, Hanover, 1838",he,"ואתחנן. כתב הרמב""ן כאשר הזכי' כיבוש סיחון ועוג אמר הטעם ואת יהושע צויתי בעת ההיא לאמר כי אנכי לא אעבור שם למה כי התחננתי אל ה' אלהי ולא שמע אלי וצוה אותי לחזק את יהושע כי הוא יעבור. ופי': ",hebmorph-standard,44.677654
10,--,Rashi on Joshua 7:7:1,On Your Way,he,"ולו הואלנו . הלואי נמלכנו לשבת בעבר הירדן מזרחה , בארץ סיחון ועוג שנכבשה כבר :
",hebmorph-standard,71.130554
11,--,Or HaChaim on Numbers 7:42:1,On Your Way,he,"אליסף בן דעואל. ירמוז להיות שנאספו לעריהם תחילה על פי ה' כאמור זולת גבורי חיל שעברו כל חלוץ וגו', והוא אומרו אל יסף. עוד על פי דבריהם ז''ל שארץ סיחון ועוג לא היתה בכלל מתנת ארץ ישראל שנתן ה' לאברהם",hebmorph-standard,40.680332
12,--,Rashi on Numbers 32:3:1,On Your Way,he,"עטרות ודיבון  וגו' . מארץ סיחון ועוג היו:
",hebmorph-standard,106.69583
13,--,Onkelos Deuteronomy 29:6,Onkelos Deuteronomy,he,ואתתון לאתרא הדין ונפק סיחון מ לכא דחשבון ועוג מ לכא דמתנן לקדמותנא לאגחא קרבא ומחונון,ngram,36.826447
14,--,Targum Jonathan on I Kings 4:19,Mikraot Gedolot,he,גבר בר ארי בארעא גלעד ארעא סיחון מלכא אמוראה ועוג מלכא דמתנן ואסטרטיגא חד די ממנא בארעא:,ngram,32.32025
15,--,Tosafot on Kiddushin 38a:3:2,Vilna Edition,he,"עד בואם אל ארץ נושבת. פי' בקונטרס היינו מעבר לירדן ואילך דחשובה מארץ סיחון ועוג עד בואם אל קצה ארץ כנען היינו על שפת הירדן שהוא קצה ארץ כנען והיינו ארץ סיחון ועוג וי""מ איפכא דארץ נושבת היינו ארץ סיחון ועוג וקרי ליה נושבת לפי שקרובה למדבר ומפקא ממדבר והויא ישוב וקצה ארץ כנען היינו סוף ארץ כנען:",hebmorph-standard,61.773373
16,--,Gur Aryeh on Devarim 3:24:4,OYW,he,", הני מילי כשהם טובות מחולקות, כשנעשה לו האחת אין לעשות אחרת, כמו שאמר יעקב ""קטונתי מכל החסדים"". אבל בענין אחד, לפי שמלחמות סיחון ועוג הוא מעין כבוש הארץ, שהרי גם ארץ סיחון ועוג ירשו ישראל כמו ארץ כנען",hebmorph-standard,37.977245
17,--,"Siftei Hakhamim, Deuteronomy 3:24:8",Siftei Hakhamim,he,"ס גם לפי הפשט דבר דבור על בקשתו כלומר מאחר שהחלות להראות אותי שתי המלחמות של סיחון ועוג הראני גם מלחמת ל""א מלכים: 
",hebmorph-standard,53.70793
18,--,Ibn Ezra on Deuteronomy 31:2:1,Ibn Ezra on Devarim -- Torat Emet,he,לצאת ולבוא. במלחמה והטעם כי אילו לא הייתי מת עתה אין בי יכולת להלחם ואין לכם צורך למי שיעזור אתכם כי השם ישמיד הגוים גם יהושע והעד מה שראיתם בעיניכם במלחמת סיחון ועוג:,hebmorph-standard,44.456596
19,--,Niddah 61a:57,Wikisource Talmud Bavli,he,"(במדבר כא, לד) ויאמר ה' אל משה אל תירא מכדי סיחון ועוג אחי הוו דאמר מר ",hebmorph-standard,70.73174
20,--,Aramaic Targum to Job 5:22,Mikraot Gedolot,he,לחבל סיחון ולאולצן מדברא תגחך ומן משרית עוג דמתיל לחיות ברא דארעא לא תדחל:,aggresive-ngram,16.886759
