Score,Ref,Version,Lang,Content,Field
19.831781,Metzudat David on I Kings 8:41:1,On Your Way,he,"למען שמך. בעבור <b>פרסום</b> שמך:
",ngram
11.067593,"Bach, Orach Chaim 672:2:1","Tur Orach Chaim, Vilna, 1923",he," צריכין לשיעור כגון שמדליקין בפנים ואין שם <b>פרסום</b> <b>הנס</b> אלא לבני הבית או שמא נהגו העם כלשון הראשון שתופסי' אותו עיקר דלא בעי' שום שיעור וז""ל דרשות מהר""ש מאוסטריי""ך בספר המצות כתב שבזמן הזה אין שיעור לנרות",hebmorph-standard
2.8096833,Kol Bo 44:5,Kol Bo 1547 Venice Unknown Publisher,he,ולא יניחנה למעלה מכ׳ אמה לפי שאין העין שולטת בו ולא יהיה בזה <b>פרסום</b> <b>הנס</b> ואם הדליקה למעלה מכ׳ אמה ובא להשפילה צריך לכבותה ואח״כ להדליקה במקו׳ הראוי לפי שההדלקה עושה מצוה.  ,hebmorph-exact
1.6577973,Kol Bo 45:35,Kol Bo 1547 Venice Unknown Publisher,he, על פה לא יצא. ונהגו לרוב <b>פרסום</b> <b>הנס</b> לקרא כל הקהל בקול רם ארבע פסוקים של מגלה ואחר כך חוזר החזן וקוראם אחריהם והם איש יהודי. ומרדכי יצא. ליהודים. כי מרדכי. ואחר קריאת המגלה מברך הרב את ריבנו כאשר כתבנו,hebmorph-exact
17.855682,Pesachim 108b:1,William Davidson Edition - Aramaic,he,שאף הן היו באותו <b>הנס</b>,infreq
17.7224,Kitzur Shulkhan Aruch Yalkut Yosef 1:651:22,Kitzur Shulkhan Aruch Yalkut Yosef - Torat Emet 357,he," להדליק בביהכ""נ, ומתקיים שם <b>פרסום</b> <b>הנס</b> ברבים. ויש לצרף מ""ש בד""מ (אות ט), שנוהגים להדליקה בפתח מבפנים משום דשכיחי גנבים. וכ""כ רבינו ירוחם (דף סא:). וכיו""ב כתב בסדר רע""ג ח""ב (דף פה:), שאם נשבה הרוח או שפוחד",hebmorph-standard
67.40262,"Darchei Moshe, Orach Chaim 690:6:1","Tur Orach Chaim, Vilna, 1923",he," ובהגה""א פ""ק מסתפק אי בעינן שכל הי' צריכים להיות בני מצוה דמאחר שאינו אלא משום <b>פרסום</b> <b>הנס</b> לא בעינן שיהא בני מצוה עכ""ל: ",aggresive-ngram
14.694682,Rashba on Megillah 5a:1,"Gerlitz edition, published by Oraita",he," בית רבי משום דברוב עם הדרת מלך, ומהאי טעמא נמי ראוי שיתקנו לבני  הכפרים הקדמה ליום הכניסה כדי שיקראוה ברבים ויהא שם <b>פרסום</b> <b>הנס</b> יותר אבל  שיהו צריכין לטרוח ולחזר לא. ורב אסי סבר דהקדמת הכפרים ובני",hebmorph-standard
15.307872,Malbim on Jeremiah 48:19:2,On Your Way,he,<b>הנס</b> או נקבה אשר ,infreq
7.069172,Metzudat David on Isaiah 60:9:3,On Your Way,he,לשם ה׳. כ״ז יהיה בעבור <b>פרסום</b> שם ה׳: ,hebmorph-exact
20.475542,Metzudat David on Jeremiah 37:5:2,On Your Way,he,את שמעס. את <b>פרסום</b> גבורתם: ,ngram
