Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Ibn Ezra on Psalms 112:1:2,Ibn Ezra on Psalms -- Daat,he,במצותיו חפץ מאד - הם מצות עשה. ,hebmorph-standard,100.13601
1,--,Rosh Hashanah 30a:7,William Davidson Edition - Aramaic,he,מתיב רבא תקיעת ראש השנה ויובל דוחה את השבת בגבולין איש וביתו מאי איש וביתו אילימא איש ואשתו איתתא מי מיחייבא והא מצות עשה שהזמן גרמא היא וכל מצות עשה שהזמן גרמא נשים פטורות ,hebmorph-standard,87.05496
2,--,"Kessef Mishneh on Mishneh Torah, Firstlings 6:1:1",Torat Emet 363,he,"מצות עשה להפריש אחד מעשרה וכו'. בת''כ פרשת בחקותי: 

",hebmorph-standard,83.282104
3,--,Zevachim 106b:33,Wikisource Talmud Bavli,he,"פסח ומילה מצות עשה תיתי בק""ו ממותיר",hebmorph-standard,119.401436
4,--,"Sefer HaMitzvot LaRambam, Shorashim 6:1","Sefer HaMitzvot, Warsaw 1883",he, שהמצוה שיהיה בה עשה ולא תעשה ראוי למנות עשה שבה עם מצות עשה ולאו שבה עם מצות לא תעשה: ,ngram,32.359783
5,--,"Tur HaAroch, Deuteronomy 8:10:1","Perush al ha-Torah, Hanover, 1838",he,ואכלת ושבעת וברכת. זו מצות עשה פירוש ותברך: ,hebmorph-standard,83.44667
6,--,Korban Netanel on Pesachim 10:1,Vilna Edition,he,"  דאינה  . וזה אינה מצות עשה מן התורה: 
",hebmorph-standard,99.959015
7,--,"Bekhor Shor, Deuteronomy 10:20:2","Bekhor Shor, Breslau, 1914",he,"ואותו תעבוד. שתעשה מה שציוה עליך לעשות, וזהו מצות עשה:
",hebmorph-standard,83.282104
8,--,Shevuot 14b:4,Wikisource Talmud Bavli,he,זו היא מצות עשה שבמקדש שאין חייבין עליה,hebmorph-standard,101.74031
9,--,Shevuot 14b:5,Wikisource Talmud Bavli,he,ואיזו היא מצות עשה שבנדה שחייבין עליה,hebmorph-standard,112.295425
10,--,Rashi on Kiddushin 34b:11:1,Vilna Edition,he,"מא""ל - נילף כל מצות עשה שהזמן גרמא ממצה והקהל לחיובא:",hebmorph-standard,83.45671
11,--,Sanhedrin 90a:5,Wikisource Talmud Bavli,he,"(דברים יג, ו) ללכת זו מצות עשה בה זו מצות לא תעשה",ngram,33.18546
12,--,"Kessef Mishneh on Mishneh Torah, Ritual Slaughter 14:1:1",Torat Emet 363,he,"מצות עשה לכסות וכו': 

",hebmorph-standard,133.27869
