Score,Ref,Version,Lang,Content,Field
92.115425,Rashi on Avodah Zarah 8b:36:1,WikiSource Rashi,he,ואלכה לנגדך - <b>יעקב</b> <b>ועשו</b> שוין בגדולה:,hebmorph-standard
65.574905,Kiddushin 39b:9,Wikisource Talmud Bavli,he,"ודלמא לאו הכי הוה  ר' <b>יעקב</b> <b>מעשה</b> חזא  ודלמא מהרהר בעבירה הוה  מחשבה רעה אין הקב""ה מצרפה למעשה ",hebmorph-standard
56.301655,"Tur HaAroch, Genesis 27:45:1","Perush al ha-Torah, Hanover, 1838",he,"למה אשכל גם שניכם יום אחד. לפי הפשט אמרה על <b>יעקב</b> <b>ועשו</b>. וי""מ על יצחק <b>ויעקב</b> <b>שעשו</b> אמר להרוג ליעקב ביום שימות יצחק. 
",hebmorph-standard
76.83438,"Bekhor Shor, Genesis 27:1:1","Bekhor Shor, Leipzig, 1856",he,"ותכהין עיניו מראות. שלא תתמה איך נתחלף לו <b>יעקב</b> <b>בעשו</b>:
",hebmorph-standard
76.896614,Rashi on Kiddushin 39b:12:1,Vilna Edition,he,והאמר רבי אלעזר כו' - והיכי אמרי' דרבי <b>יעקב</b> <b>מעשה</b> חזא:,hebmorph-standard
27.940807,Genesis 27:22,Tanach with Nikkud,he,ויגש <b>יעקב</b> אל־יצחק אביו וימשהו ויאמר הקל קול <b>יעקב</b> והידים ידי <b>עשו</b>,ngram
61.66696,Ikar Siftei Hachamim on Exodus 15:15:2,On Your Way,he,(מכילתא) ונתיראו שמא יעשו עמהם מריבה על ריב שבין רועי אברהם ולוט ושבין <b>יעקב</b> <b>ועשו</b>:,hebmorph-standard
75.991356,"Bekhor Shor, Genesis 28:5:1","Bekhor Shor, Leipzig, 1856",he,"אם <b>יעקב</b> <b>ועשו</b>. כמה רבקות היו ומגיד לך הכתוב שהוא אח לאותה רבקה שהוא אם <b>יעקב</b> <b>ועשו</b>:
",hebmorph-standard
92.20126,Rashi on Genesis 28:5:1,On Your Way,he,"אם <b>יעקב</b> <b>ועשו</b>. איני יודע מה מלמדנו:
",hebmorph-standard
12.219101,Exodus 25:8,Tanach with Nikkud,he,<b>ועשו</b> לי מקדש ושכנתי בתוכם,hebmorph-exact
13.479071,Aramaic Targum to Esther 4:10,Mikraot Gedolot,he,ואמרת אסתר להתך למיזל ולמללא למרדכי ופקידת ליה על עיסק מרדכי דלא יגרי עם המן מצותא ארום דבבו דביני <b>יעקב</b> <b>ועשו</b> הוה נטר ליה:,hebmorph-exact
92.50045,Rashi on Genesis 25:19:1,On Your Way,he,ואלה תולדות יצחק. <b>יעקב</b> <b>ועשו</b> האמורים בפרשה: ,hebmorph-standard
61.517292,"Siftei Hakhamim, Exodus 15:15:2",Siftei Hakhamim,he,"א (מכילתא) ונתיראו שמא יעשו עמהם מריבה על ריב שבין רועי אברהם ולוט ושבין <b>יעקב</b> <b>ועשו</b>: 
",hebmorph-standard
13.49568,Sotah 41b:10,William Davidson Edition - Aramaic,he,ופליגא דרבי לוי דאמר רבי לוי משל של <b>יעקב</b> <b>ועשו</b> למה הדבר דומה לאדם שזימן את חבירו והכיר בו שמבקש להורגו אמר לו טעם תבשיל זה שאני טועם כתבשיל שטעמתי בבית המלך אמר ידע ליה מלכא מיסתפי ולא קטיל ליה,hebmorph-exact
39.41913,Genesis 25:26,Tanach with Nikkud,he,ואחרי־כן יצא אחיו וידו אחזת <b>בעקב</b> <b>עשו</b> ויקרא שמו יעקב ויצחק בן־ששים שנה בלדת אתם,aggresive-ngram
61.517292,Malbim on Isaiah 49:26:3,On Your Way,he,"וגאלך אביר <b>יעקב</b>,  <b>שאעשה</b> זאת למען הקשר שי''ל עם יעקב, ועל ידי צדקתך :
",hebmorph-standard
27.778868,Malbim on Jeremiah 33:26:2,On Your Way,he,"מקחת מזרע <b>יעקב</b> מושלים אל זרע אברהם יצחק ומזרע דוד מושלים אל זרע <b>יעקב</b>,  שזרע דוד ימשלו על זרע <b>יעקב</b>, וזרע <b>יעקב</b> ימשלו על בני ישמעאל <b>ועשו</b> :
",ngram
73.01401,Genesis 28:5,Tanach with Nikkud,he,וישלח יצחק את־יעקב וילך פדנה ארם אל־לבן בן־בתואל הארמי אחי רבקה אם <b>יעקב</b> <b>ועשו</b>,hebmorph-standard
39.352413,Haamek Davar on Genesis 28:5:1,"Sefer Torat Elohim, Vilna 1879",he, אם <b>יעקב</b> <b>ועשו</b>. מש״ה לא הרגישו יצחק ועשו כי בורח הוא מעשו אחר שלבן  הוא אחי אם עשו ג״כ: ,aggresive-ngram
27.73048,Genesis 25:29,Tanach with Nikkud,he,ויזד <b>יעקב</b> נזיד ויבא <b>עשו</b> מן־השדה והוא עיף,ngram
76.61686,Rashi on Kiddushin 39b:14:2,Vilna Edition,he,והאמר רבי אלעזר כו' - והיכי אמרי' דרבי <b>יעקב</b> <b>מעשה</b> חזא:,hebmorph-standard
34.77239,Genesis 27:30,Tanach with Nikkud,he,ויהי כאשר כלה יצחק לברך את־<b>יעקב</b> ויהי אך יצא יצא <b>יעקב</b> מאת פני יצחק אביו <b>ועשו</b> אחיו בא מצידו,ngram
76.83438,"Bekhor Shor, Genesis 27:30:1","Bekhor Shor, Leipzig, 1856",he,"אך יצא יצא. מיד שיצא <b>יעקב</b> <b>ועשו</b> בא:
",hebmorph-standard
60.137028,"Mishneh Torah, Murderer and the Preservation of Life 12:8",Wikisource Mishneh Torah,he,אם שאלו לאן אתה הולך ירחיב לו את הדרך כדרך שהרחיב <b>יעקב</b> <b>לעשו</b> שנאמר עד אשר אבוא אל אדוני שעירה.,hebmorph-standard
39.081196,"Rabbeinu Bahya, Bereshit 28:5:5","Midrash Rabbeinu Bachya [ben Asher]. Warsaw, 1878",he,"וע""ד חכמת הטבע אם <b>יעקב</b> <b>ועשו</b>, ידוע כי שני בנים הנולדים תאומים כאו""א, אבל <b>יעקב</b> <b>ועשו</b> הי' הפלא הגדול כי יצירת שניהם היתה בשליא אחת ומטעם זה היה הרצון בבטן כענין שכ' (בראשית כ""ה) ויתרוצצו הבנים בקרבה, ומפני זה הוצרך לומר אחי רבקה אם <b>יעקב</b> <b>ועשו</b> לומר סובלנית זו מי היתה:
",aggresive-ngram
39.21503,Rashbam on Genesis 37:1:1,daat,he,"וישב <b>יעקב</b> - <b>עשו</b> הלך אל ארץ מפני יעקב אחיו, אבל יעקב ישב אצל אביו בארץ מגוריו כי לו משפט הבכורה.",aggresive-ngram
