Score,Ref,Version,Lang,Content,Field
377.76108,"Sifra, Emor, Chapter 9 2",Sifra by Rabbi Shraga Silverstein,en,"2) This tells me only of a <b>thanksgiving</b> <b>offering</b>. Whence do I derive the same for all offerings? From ""And when you sacrifice a sacrifice,"" to include (all) sacrifices that are to be eaten in one day.",aggresive-ngram
337.78793,Mishnah Temurah 3:2,Sefaria Community Translation,en,"The offspring of a todah [<b>thanksgiving</b> <b>offering</b>] and its substitute, its offspring and the offspring of its offspring until the end of the world, behold these are like a todah, except they do not",aggresive-ngram
40.19702,Psalms 100:4,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	Enter His gates with [an <b>offering</b> of] <b>thanksgiving</b>; His courts with praise. Praise Him; bless His name.,ngram
38.849194,Akeidat Yitzchak 81:41,Akeydat Yitzchak by Eliyahu Munk,en,"Actually, ever since the blessing Noach had received after he had offered the <b>thanksgiving</b> <b>offering</b> for having survived the deluge with his family intact, snakes ought to have been afraid of humans. (Genesis 9,2)",hebmorph-standard
488.8867,Psalms 100:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	A psalm of thanksgiving [(to be recited over the <b>thanksgiving</b> <b>offerings</b>)]. Shout unto the L rd all the earth.,aggresive-ngram
473.8219,Mishnah Menachot 2:3,Sefaria Community Translation,en,The <b>thanksgiving</b> <b>offering</b> can render the bread rejected due to piggul but the bread does not render the <b>thanksgiving</b> <b>offering</b> rejected due to piggul.  How so? If he slaughtered the <b>thanksgiving</b>,aggresive-ngram
35.14262,Berakhot 34b:11,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,"to what does this <b>refer</b>? To the ""<b>Thanksgiving</b>"" in the Grace after meals. ",aggresive-ngram
38.88155,Berakhot 34b:10,William Davidson Edition - English,en," unqualified does not <b>refer</b> to <b>thanksgiving</b> of hallel; it obviously <b>refers</b> to the <b>blessing</b> of <b>thanksgiving</b> recited in the Amida prayer. One who bows in either, it is reprehensible.",aggresive-ngram
39.09881,"Chizkuni, Leviticus 7:12:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"אם על תודה יקריבנו, “If he offers this offering as a <b>thanksgiving</b> <b>offering</b>;” it does require placing his weight on it with his hands before slaughtering, and elevating it, i.e. swinging it, after the slaughtering; (Sifra)",hebmorph-standard
33.441307,"Tur HaAroch, Leviticus 23:18:1","Tur on the Torah, trans. Eliyahu Munk",en, offering a form of <b>thanksgiving</b> <b>offering</b>. Every <b>thanksgiving</b> <b>offering</b> contained 10 out of 40 loaves that were leavened. Nachmanides speculates that the normal prohibition to include anything leavened in,hebmorph-standard
367.15552,Leviticus 11:47,The Holy Scriptures: A New Translation (JPS 1917),en,"to make a difference between the unclean and the clean, and between the <b>living</b> <b>thing</b> that may be eaten and the <b>living</b> <b>thing</b> that may not be eaten.",aggresive-ngram
35.918297,Mishnah Menachot 13:7,Sefaria Community Translation,en,"“I take upon myself a <b>thanksgiving</b> <b>offering</b> or a shelamim offering” - he must bring a lamb. “I specified [one of these types of offerings] of cattle, but I do not know what I specified” - he must",hebmorph-standard
35.18517,Psalms 107:22,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	And they shall slaughter <b>offerings</b> of <b>thanksgiving</b> and tell of His deeds in song.,aggresive-ngram
34.678658,Sanhedrin 43a:96,"En Jacob, translated by SH Glick, 1916",en,"Is it not written ""a psalm for <b>thanksgiving</b>""?",aggresive-ngram
32.46115,Mishnah Menachot 9:3,Sefaria Community Translation,en, water for the sotah [suspected adultress subjected to a trial by ordeal through drinking the bitter waters]and a half-log  of oil for the <b>thanksgiving</b> <b>offering</b>.  With the log one measured [the oil] for,hebmorph-standard
506.0885,Psalms 147:7,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	Answer the L rd in <b>thanksgiving</b>; <b>sing</b> to the L rd on the lyre.,aggresive-ngram
51.73188,Berakhot 34b:9,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,"<b>refers</b> to the '<b>Thanksgiving</b>' in the Hallel.""",aggresive-ngram
449.34637,Shabbat 73a:6,Sefaria Community Translation,en,"MISHNA: The main categories of labor are forty minus one: <b>Seeding</b>, <b>plowing</b>, <b>harvesting</b>, <b>bundling</b>, <b>threshing</b>, <b>winnowing</b>, <b>selecting</b>, <b>grinding</b>, <b>sifting</b>, <b>kneading</b>, and baking.",aggresive-ngram
38.06975,"Shulchan Arukh, Orach Chayim 51:9",Sefaria Community Translation,en," on Shabbat or holidays (Tur) or on the days of Pesach, because the <b>Thanksgiving</b> <b>offering</b> was not sacrificed on those days on account of Chametz, and it should not be recited on the eve of Passover, and",ngram
390.91776,Berakhot 34b:6,William Davidson Edition - English,en,"The Gemara reconciles these two baraitot: This is not difficult; this baraita, which praises one who bows in the blessing of <b>thanksgiving</b>, <b>refers</b> to one who bows at the beginning of the blessing",aggresive-ngram
40.595387,Berakhot 59b:8,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,""" Is it ""abundant <b>thanksgivings</b>"" and not ""all <b>thanksgivings</b>""?  Raba declared:  I say ""God of <b>thanks</b>-<b>givings</b>.""  Rab Pappa said :  Let us therefore say both : ""Abundant <b>thanksgivings</b> and God of <b>thanksgivings</b>.""",aggresive-ngram
341.99045,Mishnah Menachot 7:2,Sefaria Community Translation,en,"[The grain-offering at] the dedication [of the Temple] consisted of [various kinds of] unleavened breads, like those [brought as part] of the <b>thanksgiving</b>-<b>offering</b>; [namely] loaves, wafers, and oily",aggresive-ngram
439.4207,Mishnah Menachot 7:3,Sefaria Community Translation,en,"If one slaughtered the <b>thanksgiving</b>-<b>offering</b> inside [the Temple courtyard] while its bread was outside the wall, the bread is not sanctified. If he slaughtered [the <b>thanksgiving</b>-<b>offering</b>] before [the",aggresive-ngram
