Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Job 36:25,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	All men have beheld it [(what He has wrought)]; man has seen it from afar [(from creation until now)].,ngram,22.409224
1,--,Rosh Hashanah 12a:5,William Davidson Edition - English,en,"The Sages taught in a baraita: The Jewish Sages count the years from Creation and the flood in accordance with the opinion of Rabbi Eliezer, from Tishrei, and they calculate the cycles of the sun and",ngram,20.853167
2,--,Genesis 1:27,Jewish English Torah,en,"God created the man in His image, in God's image He created him, male and female He created them.",aggresive-ngram,18.296757
3,--,Megillah 25b:1,William Davidson Edition - English,en,"what was before Creation and what is after, i.e., what will be at the end of time, therefore the Tosefta teaches us that the act of Creation is read in public.",ngram,25.565361
4,--,Rashi on Genesis 22:13:1,Sefaria Community Translation,en,And beheld a ram: (the ram) had been ready since the 6 days of creation,ngram,45.368107
5,--,Job 38:7,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	[Where were you] when the stars of morning sang together [(at the creation)] and all the men of G d [(the angels)] shouted?,ngram,25.003788
6,--,Berakhot 61a:8,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en," according to the statement of R. Ammi who said :  ""Behind"" refers to the work of creation, ""before"" to retribution. ",ngram,27.083258
7,--,Chagigah 11b:23,William Davidson Edition - English,en,"One might have thought that a person may not ask questions with regard to matters that occurred during the six days of Creation before the creation of man. Therefore, the verse states: “For ask now",ngram,26.021778
8,--,Chagigah 11b:22,William Davidson Edition - English,en,"One might have thought that a person may ask questions with regard to matters preceding the creation of the world. Therefore, the continuation of the verse states: “Since the day that God created man upon the earth,” but not earlier. ",ngram,21.891375
9,--,Proverbs 8:30,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	I was then His nursling, [His] delight, day [by] day [(two thousand years [the L-rd's ""day"" being a thousand years] — Torah being created two thousand years before the creation of the universe)], playing before Him at all times.",ngram,22.871744
10,--,Shadal on Genesis 1:27:2,Sefaria Community Translation,en,Male and female did He create them: This is the general [description] and below it explains the details of the creation of the female.,ngram,21.157349
11,--,Ecclesiastes 1:18,Kohelet by Bruce Heitler,en,"For in great knowledge is great frustration, and improving discernment increases pain.  ",aggresive-ngram,23.352488
12,--,Rashi on Numbers 16:30:2,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,"יברא ה׳ THE LORD WILL CREATE, to slay them by a kind of death by which no man has hitherto died — and what is this new creation?",ngram,22.459972
13,--,Taanit 7b:2,Sefaria Community Translation,en,"Rabbi Chama the son of Chanina said, ""The day of rain is as great as the day of the creation of heaven and earth, as it says, 'Heavens, drop down from above, and let the sky pour forth righteousness",aggresive-ngram,16.816837
14,--,Mishnah Chullin 5:5,Sefaria Community Translation,en,"The one day spoken about for oto ve'et beno, the day follows after the night. This Shimon ben Zoma expounded, ""It says in the story of Creation,'One day' (Genesis 1:5), and it says for oto ve'et beno",ngram,21.704784
15,--,Bereishit Rabbah 12:12,"Rabbi Dr. David Mevorach Seidenberg, from ""Kabbalah and Ecology""",en,... the Holy One created the upper ones and the lower ones in one [act of] creation.,ngram,27.407198
16,--,Psalms 19:3,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	[The renewal of the creation from] day to day [causes men to] utter words [of praise to the L rd], and [this renewal, from] night to night [causes them to] indite knowledge.",ngram,21.124474
17,--,Rashi on Megillah 31b:3:1,Sefaria Community Translation,en,From where do we know this?: what is the link between the creation and the ma'amadot?,ngram,24.824297
18,--,Chagigah 11b:6,Sefaria Community Translation,en,"Mishnah: One may not expound [the laws of] forbidden sexual unions before three people, nor the account of Creation before two, nor the [Divine] Chariot before one, unless he is wise and understanding from his own knowledge.",ngram,20.99947
19,--,"Shney Luchot HaBrit, V'Zot HaBerachah, Derech Chaim Tochachot Musar 119",Shney Luchot Habrit by Rabbi Eliyahu Munk,en," total of divine qualities such as wisdom, love, might and majesty. It might be asked: since these qualities existed prior to the Creation in G'd, what does it mean that they have been created? The answer",ngram,20.697298
20,--,Proverbs 9:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Wisdom has built her house [i.e., the L-rd has built the world with wisdom]. She has carved out its seven pillars [(the seven days of creation)].",ngram,23.99158
21,--,Taanit 10a:1,William Davidson Edition - English,en,"verse deals with the creation of the world, when all the water was contained in the deep. ",ngram,25.651863
22,--,Psalms 90:4,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	For a thousand years [(a man's life span at the creation)] in Your eyes are as yesterday's day which has [already passed], and [i.e., in addition to] a watch in the night.",ngram,21.677614
23,--,"Shulchan Arukh, Even HaEzer 127:10",Sefaria Community Translation,en,"If the scribe skipped [the words]: ""according to the creation of the world"", it's valid.",ngram,27.571688
24,--,Psalms 136:4,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Who performs great wonders by Himself [(In the beginning, at the creation of heaven, earth, sun, and moon, no angel had yet been created)]; for His lovingkindness endures forever.",ngram,20.701838
25,--,Ketubot 8a:8,William Davidson Edition - English,en,The Gemara suggests: Let us say that they disagree about this: One Sage holds: It was one act of creation with which man was created. And one Sage holds: It was two acts of creation with which man,ngram,27.204638
26,--,Megillah 21b:10,William Davidson Edition - English,en,"The Gemara asks: What are these ten utterances? Presumably, they are the utterances introduced by the words “and God said” in the story of Creation in the first chapter of Genesis. However, there are",ngram,20.588024
27,--,Pesachim 104a:8,William Davidson Edition - English,en,"The baraita continues: And one concludes the blessing with the order of Creation: Blessed is He Who arranges the order of Creation, or: Who orders Creation. And others say that one concludes with",ngram,23.01964
28,--,Mekhilta d'Rabbi Yishmael 23:12:1,"Mechilta, translated by Rabbi Shraga Silverstein",en,"(Exodus 23:12) ""Six days shall you do your work"": The Sabbath of creation is juxtaposed with shevi'ith (to teach that on shevi'ith — a year of Sabbath) the (observance of the) Sabbath of creation is not superseded.",ngram,21.707178
29,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 59a:15,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,I.e. created. ,aggresive-ngram,18.613857
30,--,Nedarim 39b:3,William Davidson Edition - English,en,"Apropos Korah and his congregation, Rava interpreted the repetitive formulation in this verse homiletically: “But if the Lord will create a creation [beria yivra], and the ground opens its mouth, and",ngram,20.06751
31,--,"Targum Jerusalem, Genesis 1:5","Targum Jerusalem, trans. J. W. Etheridge, London, 1862",en,"And it was evening, and it was morning, in the order of the work of the creation, (or of the beginning) the First Day.",infreq,14.51101
32,--,Eruvin 18a:17,Halakhah.com PDF,en,"As R. Ammi explained, for R. Ammi said: ... [Adam was] behind [last] in the work of the creation and before [the others] for retribution. ...",ngram,21.725498
33,--,Pirkei Avot 2:11,Open Mishnah,en,"Rabbi Yehoshua says: The evil eye, the evil inclination, and hatred of the creations remove a person from the world.",aggresive-ngram,19.911999
34,--,"Shney Luchot HaBrit, Nitzavim, Veyeilech, Ha'Azinu, Torah Ohr 16",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"It is only the people of Israel who are referred to by the title אדם; by describing the creation of אדם as ""in G'd's likeness"" (Genesis 1,26), the Torah concurrently refers to the creation of the Jewish people.",ngram,21.788155
35,--,Rashbam on Genesis 1:20:1,"Eliyahu Munk, HaChut Hameshulash",en,"יעופף על הארץ, even though its creation originated from the waters, it would grow to maturity on earth.",ngram,21.48901
36,--,Chagigah 12a:5,William Davidson Edition - English,en,"§ The Gemara continues to discuss Creation: Rav Yehuda said that Rav said: Ten things were created on the first day of Creation, and they are as follows: Heaven and earth; tohu and vohu, i.e., unformed and void; light and darkness; wind and water; the length of day and the length of night. ",ngram,21.874624
