Score,Ref,Version,Lang,Content,Field
38.088417,Isaiah 27:13,Tanach with Text Only,he,והיה ביום ההוא יתקע בשופר גדול ובאו האבדים בארץ אשור והנדחים בארץ מצרים והשתחוו ליהוה בהר <b>הקדש</b> <b>בירושלם</b>,aggresive-ngram
8.56626,"Siddur, Sefard 22:2:54",Torat Emet 357,he,"<b>קדיש</b> <b>שלם</b>
",hebmorph-exact
52.34937,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 423:1",Torat Emet 357,he," תתקבל.  זה הכלל דכל יום שיש בו מוסף או' <b>קדיש</b> <b>שלם</b> אחר הלל משום שכאן סיימנו תפלת שחרית:  

",hebmorph-standard
68.744865,"Beit Yosef, Orach Chaim 559:3:1","Tur Orach Chaim, Vilna, 1923",he,"ומ""ש ואומר <b>קדיש</b> <b>שלם</b> כלומר שאומר תתקבל וכ""כ הגהת אשיר""י דמסכת תעניות ובסמוך אכתוב דברי הגה""מ: ",hebmorph-standard
10.655682,Targum Jonathan on Isaiah 4:3,Mikraot Gedolot,he,ויהי דאשתאר יתוב לציון ודעבד אוריתא יתקים <b>בירושלם</b> <b>קדיש</b> יתאמר ליה כל דכתיב לחיי עלמא יחזי בנחמת <b>ירושלם</b>:,aggresive-ngram
25.866306,"Darchei Moshe, Orach Chaim 559:3:1","Tur Orach Chaim, Vilna, 1923",he," ובמנהגים שלנו <b>קדיש</b> שקודם איכה <b>שלם</b> אבל כל <b>הקדישים</b> שהן לאחר האיכה בלא תתקבל עד למחר אחר יציאה מבהכ""נ: ",ngram
62.835335,"Beit Yosef, Orach Chaim 659:1:1","Tur Orach Chaim, Vilna, 1923",he,"ואחר שגמרו ההלל אומר <b>קדיש</b> <b>שלם</b> ומוציאין ב' ספרים דין הוצאת ב' ספרים נתבאר בסימן תפ""ח: ",hebmorph-standard
19.033205,Magen Avraham 282:13,Magen Avraham,he,"ואומרים <b>קדיש</b> קודם. היינו בשבת אבל בחול שהמפטיר ממנין אומרים <b>קדיש</b> אחר המפטיר דא""א <b>קדיש</b> עד <b>שנשלם</b> המנין ויש מנהגים אחרים בענינים אלו עיין בריב""ש ולכן אין לשנות שום מנהג: 
",ngram
7.129311,Metzudat Zion on Ezekiel 15:5:1,On Your Way,he,תמים. <b>שלם</b>: ,hebmorph-exact
38.571087,Rashi on Psalms 66:13:1,On Your Way,he,"אבוא ביתך . בבנותך בית <b>המקדש</b> <b>נשלם</b> נדרינו שנדרנו בגולה :
",aggresive-ngram
41.50649,Bava Kamma 70a:11,William Davidson Edition - Aramaic,he,גנב משל אביו וטבח ומכר ואחר כך מת אביו גנב וטבח ואחר כך <b>הקדיש</b> <b>משלם</b> תשלומי ארבעה וחמשה,hebmorph-standard
8.568088,"Siddur, Sefard 33:1:77",Torat Emet 357,he,"<b>קדיש</b> <b>שלם</b>
",original
24.04518,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 282:9",Torat Emet 357,he," המפטיר.  היינו בשבת אבל בחול שהמפטיר ממנין אומרים <b>קדיש</b> אחר המפטיר דא''א <b>קדיש</b> עד <b>שנשלם</b> המנין: 
",ngram
7.962335,Zevachim 24a:18,Wikisource Talmud Bavli,he,כי <b>קדיש</b> דוד רצפה עליונה <b>קדיש</b> או דילמא עד לארעית דתהומא <b>קדיש</b>,original
8.568088,"Siddur, Sefard 15:3:77",Torat Emet 357,he,"<b>קדיש</b> <b>שלם</b>:
",original
20.007206,Exodus 22:5,Tanach with Text Only,he,כי־תצא אש ומצאה קצים ונאכל <b>גדיש</b> או הקמה או השדה <b>שלם</b> <b>ישלם</b> המבער את־הבערה,ngram
39.637817,Leviticus 5:16,Tanach with Text Only,he,ואת אשר חטא מן־<b>הקדש</b> <b>ישלם</b> ואת־חמישתו יוסף עליו ונתן אתו לכהן והכהן יכפר עליו באיל האשם ונסלח לו,aggresive-ngram
11.000284,Rashi on Gittin 49a:9:1,Vilna Edition,he,<b>משלם</b> נזק <b>שלם</b> - ודריש רעהו הכי רעהו הוא <b>דמשלם</b> חצי נזק אבל <b>להקדש</b> נזק <b>שלם</b> ולגבי הזיק <b>הקדש</b> דריש הכי לרעהו הוא דמחייב אבל <b>הקדש</b> שהזיקה פטור:,aggresive-ngram
40.664642,Bava Kamma 76a:7,Wikisource Talmud Bavli,he,"אבל קדשי קדשים מאי משלם תשלומי ד' וחמשה אדתני רישא גנב וטבח ואח""כ <b>הקדיש</b> <b>משלם</b> תשלומי ד' וה' ליפלוג וליתני בדידה",hebmorph-standard
15.3863535,"Tur, Orach Chaim 659:1",Warsaw 1861,he,ואחר שגמרו ההלל אומר <b>קדיש</b> <b>שלם</b> ומוציאין שני ספרים בא' קורין שור או כשב בפ' אמור ובב' קורא המפטיר קרבנות המוספין ובחמשה עשר יום לחודש הזה ומפטיר בזכריה הנה יום בא ומחזיר הדפרים ואומר <b>קדיש</b> ומתפללין,infreq
8.56626,"Siddur, Sefard 4:5:61",Torat Emet 357,he,"<b>קדיש</b> <b>שלם</b>:
",hebmorph-exact
19.225698,Magen Avraham 490:4,Magen Avraham,he,"קורין הרביעי כו'. וא""א <b>קדיש</b> עד אחר שקרא הרביעי <b>שנשלם</b> מנין הקרואים (ב""י רי""ף): 
",ngram
8.598952,"Siddur, Sefard 26:1:30",Torat Emet 357,he,"<b>קדיש</b> <b>שלם</b>
",original
15.205516,Chullin 135a:31,Wikisource Talmud Bavli,he,והא <b>קדיש</b> לה,infreq
74.69927,Mishnah Berurah 423:8,On Your Way,he,(ח) אומר קדיש - היינו <b>קדיש</b> <b>שלם</b> עם תתקבל בשביל התפלה:,hebmorph-standard
