Score,Ref,Version,Lang,Content,Field
112.50947,Targum Jonathan on Leviticus 2:15,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," And thou shalt put <b>olive</b> <b>oil</b> upon it, and lay frankincense thereon; it is a mincha.
",aggresive-ngram
98.58792,Targum Jonathan on Numbers 28:20,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," And their minchas of wheat flour, mingled with <b>olive</b> <b>oil</b>, three tenths for each bullock, two tenths for the ram, 
",aggresive-ngram
129.9231,Exodus 30:24,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And kiddah, five hundred in the shekel-weight of the sanctuary, and a hin of <b>olive</b> <b>oil</b>.",aggresive-ngram
35.233875,Rashbam on Deuteronomy 32:13:3,"Eliyahu Munk, HaChut Hameshulash",en,"the word שמן refers to <b>oil</b> from <b>olives</b>, <b>olive</b> trees growing primarily in mountainous regions.
",ngram
99.048416,Bava Metzia 23b:3,Sefaria Community Translation,en,"     Isn’t it written in a ברייתא that if you find a cut fish or bitten fish you are required to be declare it? Barrels of wine, <b>olive</b> <b>oil</b>, wheat, figs, and olives may be kept.",aggresive-ngram
137.95036,Exodus 27:20,The Holy Scriptures: A New Translation (JPS 1917),en,"And thou shalt command the children of Israel, that they bring unto thee pure <b>olive</b> <b>oil</b> beaten for the light, to cause a lamp to burn continually.",aggresive-ngram
122.28334,Targum Jonathan on Leviticus 7:12,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," If he offer it for a thanksgiving let him offer with the oblation of thanks unleavened cakes mingled with <b>olive</b> <b>oil</b>, and unleavened wafers anointed with <b>olive</b> <b>oil</b>, and flour fried with a mixture of <b>olive</b> <b>oil</b>. 
",aggresive-ngram
33.930504,Eruvin 4b:3,William Davidson Edition - English,en,"<b>The</b> <b>Sages</b> <b>interpreted</b>: <b>A</b> <b>land</b> <b>of</b> <b>olive</b> <b>oil</b> <b>and</b> <b>honey</b>, <b>as</b>: <b>A</b> <b>land</b>, <b>all</b> <b>of</b> <b>whose</b> <b>measures</b> <b>are</b> <b>olive</b>-<b>bulks</b>. <b>The</b> <b>Gemara</b> <b>poses</b> <b>a</b> <b>question</b>: <b>Does</b> <b>it</b> <b>enter</b> <b>your</b> <b>mind</b> <b>that</b> <b>it</b> <b>is</b> <b>a</b> <b>land</b> <b>all</b> <b>of</b> <b>whose</b> <b>measures</b>",infreq
119.74204,Targum Jonathan on Numbers 6:15,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," and a basket of unleavened cakes of flour with <b>olive</b> <b>oil</b>, and unleavened wafers anointed with <b>olive</b> <b>oil</b>, their minchas and libations. 
",aggresive-ngram
98.78214,Targum Jonathan on Numbers 29:3,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," and their mincha of wheaten flour mingled with <b>olive</b> <b>oil</b>, three tenths for the bullock, two tenths for the ram, 
",aggresive-ngram
99.843925,Targum Jonathan on Leviticus 14:10,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," And on the eighth day let him take two lambs unblemished, and one ewe lamb of the year unblemished; and three-tenths of flour for the mincha mingled with <b>olive</b> <b>oil</b>, and one log of <b>olive</b> <b>oil</b>.
",aggresive-ngram
114.086555,Mishnah Menachot 8:5,Sefaria Community Translation,en," the purest <b>olive</b> <b>oil</b>: for if the menorah, whose [oil] is not for eating, requires pure <b>olive</b> <b>oil</b>, then should not grain offerings, whose oil is for eating,  also require pure <b>olive</b> <b>oil</b>?  But Scripture",aggresive-ngram
134.96796,Shabbat 23a:4,William Davidson Edition - English,en,"Rabbi Yehoshua ben Levi said: All the oils are suitable for the Hanukkah lamp, and <b>olive</b> <b>oil</b> is the most select of the oils. Abaye said: At first, my Master, Rabba, would seek sesame oil, as he said",aggresive-ngram
100.04431,"Shulchan Arukh, Orach Chayim 673:1",Sefaria Community Translation,en,"Paragraph 1 — All oils and wicks are fit for use for the Hanukkah light, even if the oils are not drawn after the wick, and the illumination is not held well by those wicks. Rema: However, <b>olive</b> <b>oil</b>",aggresive-ngram
35.605324,Rashi on Deuteronomy 8:8:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,"זית שמן (lit., the <b>olive</b> of <b>oil</b>) means, <b>olives</b> that produce <b>oil</b> (i.e. good <b>olives</b>, not hard fruits that <b>give</b> no <b>oil</b>).",ngram
140.83987,Rashbam on Exodus 35:28:1,"Eliyahu Munk, HaChut Hameshulash",en,"ולשמן המשחה, the hin of pure <b>olive</b> <b>oil</b>.",aggresive-ngram
119.33431,Targum Jonathan on Exodus 29:2,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," and unleavened bread, and unleavened cakes, mingled with <b>olive</b> <b>oil</b>; and wafers of unleavened bread anointed with <b>olive</b> <b>oil</b>, and with flour of wheat shalt thou make them. 
",aggresive-ngram
112.893875,Rashi on Exodus 25:6:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,שמן למאר OIL FOR THE LIGHT — “clear <b>olive</b>-<b>oil</b> … to make the flame ascend continually”).,aggresive-ngram
47.425606,Mishnah Shabbat 2:2,Open Mishnah,en," <b>oil</b>, <b>radish</b> [<b>seed</b>] <b>oil</b>, <b>fish</b> <b>oil</b>, <b>gourd</b> [<b>seed</b>] <b>oil</b>, <b>tar</b>, <b>and</b> <b>naphtha</b>. <b>Rabbi</b> <b>Tarfon</b> <b>says</b>: <b>One</b> <b>may</b> <b>only</b> <b>light</b> <b>olive</b> <b>oil</b>.",infreq
43.475407,Deuteronomy 28:40,The Rashi chumash by Rabbi Shraga Silverstein,en,"	<b>Olive</b> trees will you have in all of your borders, but with <b>oil</b> shall you not anoint yourself, for your <b>olive</b> tree will cast off [its fruits].",ngram
117.0418,Leviticus 24:2,The Holy Scriptures: A New Translation (JPS 1917),en,"’Command the children of Israel, that they bring unto thee pure <b>olive</b> <b>oil</b> beaten for the light, to cause a lamp to burn continually.",aggresive-ngram
141.20062,"Chizkuni, Leviticus 24:3:2","Chizkuni, translated and annotated by Eliyahu Munk",en,"יערוך אותו, “he is to arrange it.” (the <b>olive</b> <b>oil</b>)",aggresive-ngram
190.3738,Deuteronomy 8:8,The Rashi chumash by Rabbi Shraga Silverstein,en,"	A land of wheat, barley, grapevine, fig, and pomegranate; a land of <b>olive</b>-<b>oil</b> and honey.",aggresive-ngram
