Score,Ref,Version,Lang,Content,Field
212.30078,Keritot 19b:20,Wikisource Talmud Bavli,he,הגביה <b>בין</b> <b>השמשות</b> מהו,hebmorph-standard
45.712925,Shabbat 137a:21,William Davidson Edition - Aramaic,he,הא כיצד כדרכו לשמנה נולד <b>לבין</b> <b>השמשות</b> נימול לתשעה <b>בין</b> <b>השמשות</b> של ערב שבת נימול לעשרה,ngram
149.39587,Shabbat 34a:8,William Davidson Edition - Aramaic,he,ואמר רבא אמרו לו שנים צא וערב עלינו לאחד עירב עליו מבעוד יום ולאחד עירב עליו <b>בין</b> <b>השמשות</b> זה שעירב עליו מבעוד יום נאכל עירובו <b>בין</b> <b>השמשות</b> וזה שעירב עליו <b>בין</b> <b>השמשות</b> נאכל עירובו משחשכה שניהם קנה עירוב,hebmorph-standard
190.23529,Rashi on Beitzah 26b:16:1,Vilna Edition,he,אי דאחזו - <b>בין</b> <b>השמשות</b>:,hebmorph-standard
166.1825,Rashi on Pesachim 54b:8:1,Vilna Edition,he,מאי לאו - לאכילת <b>בין</b> <b>השמשות</b>:,hebmorph-standard
166.71162,Tosefta Shabbat 2:8,Tosefta Shabbat,he,"כלים שנטמאו באב הטומאה אין מטבילין אותן <b>בין</b> <b>השמשות</b> ר""ש שזורי אומר אף בחול אין מטבילין אותן <b>בין</b> <b>השמשות</b> מפני שצריכין הערב שמש [וכלים] שנטמאו בולד הטומאה מטבילין אותן <b>בין</b> <b>השמשות</b> [כלל אר""ש בן אלעזר דבר",hebmorph-standard
35.27736,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 131:9",Torat Emet 357,he," בלילה.  <b>ובין</b> <b>השמשות</b> מותר. ט''ז:  

",hebmorph-standard
165.66856,Mishnah Berurah 638:17,On Your Way,he,(יז) כן <b>בין</b> <b>השמשות</b> - דיש תחלת <b>בין</b> <b>השמשות</b> ויש סוף <b>בין</b> <b>השמשות</b> ובעינן שלא יבדול מהן כל זמן <b>בין</b> <b>השמשות</b>:,hebmorph-standard
167.35052,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 261:1",Torat Emet 357,he," <b>בין</b> <b>השמשות</b>.  ואם נסתפק אם הוא <b>בין</b> <b>השמשות</b> אסור. ב''ח: 
",hebmorph-standard
189.60204,Rashi on Shabbat 35b:3:3,Vilna Edition,he,בשיעורי דרבנן - <b>בין</b> <b>השמשות</b>:,hebmorph-standard
165.14433,Rashi on Niddah 53a:9:2,Vilna Edition,he,כל <b>בין</b> <b>השמשות</b> - דרבי יהודה:,hebmorph-standard
166.45589,Rashi on Beitzah 26b:10:1,Vilna Edition,he,לא צריכא דאחזו - <b>בין</b> <b>השמשות</b>:,hebmorph-standard
189.60204,Rashi on Beitzah 26b:20:3,Vilna Edition,he,דמעיקרא - <b>בין</b> <b>השמשות</b>:,hebmorph-standard
169.82654,Niddah 53b:1,Wikisource Talmud Bavli,he,והדר חייל <b>בין</b> <b>השמשות</b> דר' יוסי ,hebmorph-standard
189.3355,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 400:2",Torat Emet 357,he," ואמר.  <b>בין</b> <b>השמשות</b>. מ''א:    

",hebmorph-standard
151.7321,Mishnah Zavim 1:6,Torat Emet 357,he,"ראה אחת היום ואחת <b>בין</b> <b>השמשות</b>, אחת <b>בין</b> <b>השמשות</b> ואחת למחר, אם ידוע שמקצת הראיה מהיום ומקצתה למחר, ודאי לקרבן ולטמאה. אם ספק שמקצת הראיה מהיום ומקצתה למחר, ודאי לטמאה וספק לקרבן. ראה שני ימים <b>בין</b> <b>השמשות</b>, ספק לטמאה ולקרבן. אחת <b>בין</b> <b>השמשות</b>, ספק לטמאה: 
",hebmorph-standard
189.60204,Rashi on Shabbat 42a:8:2,Vilna Edition,he,מרותחין - <b>בין</b> <b>השמשות</b>:,hebmorph-standard
151.66289,"Shulchan Arukh, Orach Chayim 415:2",Torat Emet 363,he,"אין מערבין ערובי תחומין <b>בין</b> <b>השמשות</b>, ואם ערב, ערובו ערוב. 
",hebmorph-standard
149.30489,"Shulchan Arukh, Orach Chayim 393:3",Torat Emet 363,he,"ערב לשנים, לאחד מבעוד יום ונאכל הערוב <b>בין</b> <b>השמשות</b>, ולאחד ערב <b>בין</b> <b>השמשות</b>, שניהם קנו ערוב; שלאותו שנאכל ערובו <b>בין</b> <b>השמשות</b> אנו חושבים אותו לילה, ולאותו שהניח ערובו <b>בין</b> <b>השמשות</b> חושבים אותו יום. אבל אם ערב עליו <b>בין</b> <b>השמשות</b> ונאכל ערובו <b>בין</b> <b>השמשות</b>, אסור. 
",hebmorph-standard
188.73639,Korban Netanel on Pesachim 44:6,Vilna Edition,he," ולפ""ז  . היינו <b>בין</b> <b>השמשות</b>: 
",hebmorph-standard
190.23529,Bartenura on Mishnah Shabbat 3:5:7,On Your Way,he,מרותחין. <b>בין</b> <b>השמשות</b>:,hebmorph-standard
