Score,Ref,Version,Lang,Content,Field
105.53469,Rambam Mishnah Demai 1:4:3,Vilna Edition,he,"ומברכין עליו. הוא שיברכו עליו <b>ברכת</b> <b>המזון</b>: 
",hebmorph-standard
105.53469,Rashi on Berakhot 17b:17:5,Vilna Edition,he,ואינו מזמן - אינו צריך לברך <b>ברכת</b> <b>המזון</b>:,hebmorph-standard
171.7307,Rashi on Moed Katan 28b:28:2,Vilna Edition,he,ולברך - <b>ברכת</b> <b>המזון</b>:,aggresive-ngram
138.89186,Chullin 87a:17,Wikisource Talmud Bavli,he,למאי נפקא מינה <b>לברכת</b> <b>המזון</b>,aggresive-ngram
133.36801,"Shulchan Arukh, Orach Chayim 180:1",Torat Emet 363,he,"אין להסיר המפה והלחם עד אחר <b>ברכת</b> <b>המזון</b>. 
",aggresive-ngram
129.53738,Rashi on Pesachim 105b:5:1,Vilna Edition,he,"וש""מ ברכה טעונה כוס - <b>ברכת</b> <b>המזון</b>:",aggresive-ngram
128.79802,Rashbam on Pesachim 105b:5:1,Vilna Edition,he,ש''מ ברבה טעונה כוס - <b>ברכת</b> <b>המזון</b>:,aggresive-ngram
183.91304,Bartenura on Mishnah Demai 1:4:3,On Your Way,he,ומברכין עליו. <b>ברכת</b> <b>המזון</b>:,aggresive-ngram
166.6569,"Shulchan Arukh, Orach Chayim 184:6",Torat Emet 363,he,"שעור אכילה לברך עליה <b>ברכת</b> <b>המזון</b>, בכזית. 
",aggresive-ngram
95.83011,"Shulchan Arukh, Orach Chayim 184:4",Torat Emet 363,he,"אכל ואינו יודע אם ברך <b>ברכת</b> <b>המזון</b> אם לאו, צריך לברך מספק, מפני שהיא מן התורה. 
",hebmorph-standard
128.79645,Rashbam on Pesachim 107a:10:1,Vilna Edition,he,ואין מברכין - <b>ברכת</b> <b>המזון</b> כדמפרש לקמן:,aggresive-ngram
134.78166,Berakhot 20b:1,William Davidson Edition - Aramaic,he,ומן התפילין וחייבין בתפילה ובמזוזה <b>ובברכת</b> <b>המזון</b>,aggresive-ngram
130.03374,Magen Avraham 193:5,Magen Avraham,he,"לברך בקול רם. פי' <b>ברכת</b> <b>המזון</b>: 
",aggresive-ngram
46.236897,Rashi on Berakhot 52a:8:1,Vilna Edition,he,<b>ברכה</b> טעונה כוס - <b>ברכת</b> <b>המזון</b> דקתני מניחו לאחר <b>המזון</b>:,ngram
129.53738,Rashi on Pesachim 109b:6:1,Vilna Edition,he,כוס של <b>ברכת</b> <b>המזון</b> - שהוא (רביעי):,aggresive-ngram
44.681877,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 174:4",Torat Emet 357,he," <b>המזון</b>.  וה''ה ליין שלאחר <b>המזון</b> קודם <b>ברכת</b> <b>המזון</b>. מגן אברהם: 
",ngram
42.943703,Bartenura on Mishnah Berakhot 8:8:1,On Your Way,he,מברך על היין ואחר כר מברד על <b>המזון</b>. שאין <b>ברכת</b> <b>המזון</b> טעונה כוס. וב״ה סברי <b>ברכת</b> <b>המזון</b> טעונה כוס:,ngram
151.12694,Rashi on Berakhot 51a:16:1,Vilna Edition,he,כוס של ברכה - <b>ברכת</b> <b>המזון</b>:,aggresive-ngram
157.0319,Sukkah 47b:1,William Davidson Edition - Aramaic,he,מאי לאו זמן לא <b>ברכת</b> <b>המזון</b> ותפלה ,aggresive-ngram
145.24951,"Pesach Haggadah, Barech, Birkat Hamazon 2",Pesach Haggadah,he,מוזגים כוס שלישי ומברכים <b>ברכת</b> <b>המזון</b>.,aggresive-ngram
168.40027,"Shulchan Arukh, Orach Chayim 185:1",Wikisource Shulchan Aruch,he,<b>ברכת</b> <b>המזון</b> נאמרה בכל לשון:,aggresive-ngram
