Score,Ref,Version,Lang,Content,Field
69.0491,"Tur, Orach Chaim 670:1",Warsaw 1861,he,הלכות <b>חנוכה</b>,ngram
40.62047,Rashi on Shabbat 23a:1:2,Vilna Edition,he,"דולקת - שהדליקה למצות <b>חנוכה</b> בע""ש:",ngram
46.02439,Rashi on Shabbat 21a:12:1,Vilna Edition,he,כבתה - נר <b>חנוכה</b>:,ngram
34.432117,Rosh Hashanah 18b:14,Wikisource Talmud Bavli,he,אלא אמר רב יוסף שאני <b>חנוכה</b> דמיפרסם ניסא,ngram
40.203835,Rashbam on Pesachim 101a:7:3,Vilna Edition,he,מדליקין - מנר <b>חנוכה</b> לנר אחרת של <b>חנוכה</b> וא''צ להדליק בנר אחרת שאינה של <b>חנוכה</b>:,ngram
36.80793,"Shulchan Arukh, Orach Chayim 296:5",Torat Emet Freeware Shulchan Aruch,he,אם אין ידו משגת לקנות שמן לנר <b>חנוכה</b> ויין להבדלה נר <b>חנוכה</b> קודם:,ngram
43.30067,"Sefer Hamitzvot of Rasag, Positive Commandments 60","Sefer Hamitzvot L'Rasag, Warsaw, 1914",he,ונר ימי <b>חנוכה</b> עד כלות:,ngram
33.917755,"Shulchan Arukh, Orach Chayim 678:1",Wikisource Shulchan Aruch,he,"מי שאין ידו משגת לקנות נר <b>חנוכה</b> ונר שבת יקנה נר שבת מפני שלום ביתו (וע""ל סימן רס""ג סעיף ג') ואם יש לו לשל שבת ואין לו לנר <b>חנוכה</b> וליין לקידוש היום יקנה לנר <b>חנוכה</b> משום פרסומי ניסא:  הגה: והוא הדין נר <b>חנוכה</b> קודם ליין הבדלה ועיין לעיל סימן רצ""ו סעיף ה':",ngram
35.756718,Gra's Nuschah on Tractate Soferim 20:11:1,"Talmud Bavli, Vilna 1883 ed.",he, בשל <b>חנוכה</b> שכל התדיר מחבירו קודם את: ,ngram
46.207947,Magen Avraham 675:1,Magen Avraham,he,"למצות <b>חנוכה</b>. רבותא נקט: 
",ngram
26.954393,Rashi on Bava Kamma 35a:5:1,Vilna Edition,he,<b>חינכיה</b> - שיניו:,aggresive-ngram
32.76166,Rashi on Shabbat 24a:5:1,Vilna Edition,he,"של <b>חנוכה</b> במוספין - בתפלת מוספין דשבת ור""ח שבתוך ימי <b>חנוכה</b> מהו להזכיר על הניסים בהודאה:",ngram
33.690792,Shabbat 22a:2,Wikisource Talmud Bavli,he,אמר רבה נר <b>חנוכה</b> מצוה להניחה בטפח <b>הסמוכה</b> לפתח והיכא מנח ליה רב אחא בריה דרבא אמר מימין רב שמואל מדפתי אמר משמאל והילכתא משמאל כדי שתהא נר <b>חנוכה</b> משמאל ומזוזה מימין:,ngram
34.748993,Rashi on Shabbat 21b:12:2,Vilna Edition,he,זאת אומרת - הא דקתני בנר <b>חנוכה</b> פטור:,ngram
35.771763,Shabbat 23b:3,Wikisource Talmud Bavli,he,אמר רבא פשיטא לי נר ביתו ונר <b>חנוכה</b> נר ביתו עדיף משום שלום ביתו נר ביתו וקידוש היום נר ביתו עדיף משום שלום ביתו בעי רבא נר <b>חנוכה</b> וקידוש היום מהו קידוש היום עדיף דתדיר או דילמא נר <b>חנוכה</b> עדיף משום פרסומי ניסא בתר דאבעיא הדר פשטה נר <b>חנוכה</b> עדיף משום פרסומי ניסא:,ngram
40.431953,Rashi on Shabbat 23a:8:7,Vilna Edition,he,ודאי דדבריהם - כגון נר <b>חנוכה</b>:,ngram
33.838444,Nahalat Yaakov on Tractate Soferim 20:12:3,"Talmud Bavli, Vilna 1883 ed.",he,"שלשה ר""ח בשל <b>חנוכה</b>. כצ""ל שלשה בשל ר""ח ואחד בשל <b>חנוכה</b>: ",ngram
34.748993,Rashi on Shabbat 21b:10:1,Vilna Edition,he,מאי <b>חנוכה</b> - על איזה נס קבעוה:,ngram
