Score,Ref,Version,Lang,Content,Field
38.66784,"Introductions to the Babylonian Talmud, Sukkah, Introduction to Perek II 1",William Davidson Edition - English,en,In <b>sukkot</b> shall you reside seven days; all the homeborn in Israel shall reside in <b>sukkot</b>. (Leviticus 23:42),ngram
28.395607,Megillah 4a:6,Sefaria Community Translation,en,"Why the topic of Purim? Even to Yom Tov (festival day) also, as it was taught: Moses established for the Israelites that they should ask and study on the subject of the day --  the halakhah of Pesach on Pesach, the halakhah of Shavuot on Shavuot, and the halakhah of <b>Sukkot</b> on <b>Sukkot</b>.",ngram
30.82311,Daf Shevui to Sukkah 54b:7,Daf Shevui,en,"The problem with the above resolution is that erev Shabbat does not fall during Hol Hamoed <b>Sukkot</b> every year either. If the Festival of <b>Sukkot</b> begins on Friday, then there will be no erev Shabbat during Hol Hamoed <b>Sukkot</b>. The next Friday will be Shemini Atzeret, no longer Hol Hamoed <b>Sukkot</b>.",ngram
23.63141,Mishnah Taanit 1:1,Sefaria Community Translation,en,"<b>From</b> <b>when</b> <b>do</b> <b>we</b> <b>begin</b> <b>to</b> <b>mention</b> <b>the</b> <b>power</b> <b>of</b> [<b>bringing</b>] <b>rain</b> [<b>in</b> <b>the</b>  <b>Shemoneh</b> <b>Esrai</b>], <b>Rabbi</b> <b>Eliezer</b> <b>says</b>, <b>from</b> <b>the</b> <b>first</b> <b>day</b> <b>of</b> <b>the</b> <b>festival</b> [<b>Sukkot</b>]. <b>Rabbi</b> <b>Yehoshua</b> <b>says</b>, <b>from</b> <b>the</b> <b>last</b> <b>day</b> <b>of</b> <b>the</b>",infreq
39.22219,Sukkah 8b:6,Daf Shevui,en,"What does ""any <b>sukkah</b> whatsoever"" come to include? It includes the <b>sukkot</b> [whose mnemonic is] rakbash, as our rabbis taught: <b>Sukkot</b> [whose mnemonic is] rakbash, The <b>sukkah</b> of shepherds, the <b>sukkah</b> of",ngram
37.83175,Sukkah 8b:8,Daf Shevui,en,What does ‘any <b>sukkah</b> whatsoever’ include?  It includes the <b>sukkot</b> [whose mnemonic] is ganbak.,ngram
34.6426,Sukkah 9b:10,William Davidson Edition - English,en,Rabbi Yirmeya said: There are times when both of the <b>sukkot</b> one atop the other are fit; there are times when both of the <b>sukkot</b> are unfit; there are times when the lower <b>sukka</b> is fit and the upper <b>sukka</b> is unfit; and there are times when the lower <b>sukka</b> is unfit and the upper <b>sukka</b> is fit.,ngram
30.680504,Rosh Hashanah 4b:14,Sefaria Community Translation,en,"As was taught [in a (Mishnah Chagigah 1:6)]: If one did not bring the chagigah offering during the first festival day of <b>Sukkot</b>, one may bring the chagigah during the entire festival and during the last festival day of <b>Sukkot</b>.",ngram
33.392986,Mishnah Bikkurim 1:6,Sefaria Community Translation,en,". Rabbi Judah says, one brings and recites. From Atseret until <b>Sukkot</b>, one brings and recites. From <b>Sukkot</b> until <b>Hanukkah</b>, one brings but does not recite. Rabbi Judah ben Beteira says, one brings and recites.",ngram
30.411366,Sukkah 11b:15,William Davidson Edition - English,en,"The Gemara asks: This works out well according to the one who said that the <b>sukkot</b> mentioned in the verse: “I made the children of Israel to reside in <b>sukkot</b>” (Leviticus 23:43), were clouds of glory",ngram
23.809845,Pirkei Avot 5:9,Open Mishnah,en," [<b>year</b>], <b>after</b> <b>the</b> <b>seventh</b> [<b>year</b>] <b>and</b> <b>after</b> <b>the</b> <b>holiday</b> (<b>Sukkot</b>) <b>in</b> <b>every</b> <b>single</b> <b>year</b>. <b>In</b> <b>the</b> <b>fourth</b> [<b>year</b>], <b>it</b> <b>is</b> <b>because</b> <b>of</b> [<b>negligence</b>] <b>of</b> <b>the</b> <b>tithe</b> <b>to</b> <b>the</b> <b>poor</b> <b>in</b> <b>the</b> <b>third</b> [<b>year</b>]. <b>In</b> <b>the</b> <b>seventh</b>",infreq
24.652964,Sukkah 9b:9,William Davidson Edition - English,en,"The Gemara questions that derivation. On the contrary, the term “in <b>sukkot</b>,” which is written in the plural, indicates two. The conclusion should be that one sitting inside a <b>sukka</b> beneath a <b>sukka</b>",aggresive-ngram
25.915653,Sukkah 9b:8,Daf Shevui,en,"One <b>sukkah</b> above another <b>sukkah</b>…  Our Rabbis taught, ""You shall dwell in <b>Sukkoth</b>"" (Leviticus 23:42), but not in a <b>sukkah</b> under another <b>sukkah</b>, nor in a <b>Sukkah</b> under a tree, nor in a <b>Sukkah</b> within the house. On the contrary! The word ""in <b>sukkot</b>"" implies two?",aggresive-ngram
29.946356,Mishnah Nedarim 7:9,Sefaria Community Translation,en,"""[Konam] be any benefit you have from me until Pesach, if you go to your father’s house before the festival [of <b>Sukkot</b>]”, if she goes before Pesach she may not benefit from him until Pesach; if she",ngram
34.028996,Chagigah 17a:9,Sefaria Community Translation,en,"Rather, to what [do we owe] the law? When the Merciful wrote of <b>Sukkot</b>, [It was] to link it to Pesach; just like Pesach requires [staying] overnight [in Jerusalem], so too <b>Sukkot</b> requires [staying] overnight [in Jerusalem].",ngram
30.527998,Arakhin 10b:2,Sefaria Community Translation,en,of the Chag [<b>Sukkot</b>] are separate in their sacrifices; [those] of Pesach are not separate in their sacrfices,ngram
33.775105,Mishnah Bava Metzia 8:6,Sefaria Community Translation,en,"[If] one leased a house to his fellow in the rainy season, he cannot evict him from <b>Sukkot</b> until Pesach. In the summer, thirty days [before <b>Sukkot</b>].   And in large cities, whether during the rainy",ngram
29.648329,Rosh Hashanah 4b:4,Sefaria Community Translation,en,"And Rabbi Shimon says,  It did not need to say ""on the holiday of <b>Sukkot</b>"", for Scripture was talking about it [in the context of <b>Sukkot</b> specifically in (Deuteronomy 16:14-15)]. Why was it stated [again]?  To tell you that this is the last [holiday before one violates ""do not delay""].",ngram
24.922537,Sukkah 6b:9,William Davidson Edition - English,en," verse: “In <b>sukkot</b> [<b>basukkot</b>] shall you reside seven days; all that are home-born in Israel shall reside in <b>sukkot</b> [<b>basukkot</b>]” (Leviticus 23:42). In both of these instances, the word in Hebrew is spelled",aggresive-ngram
31.487349,Mishnah Chagigah 1:6,Sefaria Community Translation,en,"If one failed to celebrate [by bringing the burnt and peace offerings] during the first festival day of <b>Sukkot</b>, one may celebrate during the entire festival and during the last festival day of <b>Sukkot</b>",ngram
28.997526,Rosh Hashanah 4a:14,Sefaria Community Translation,en," Pesach, Shavuot, <b>Sukkot</b>]. Before Shavuot, 5 [which are Shavuot, <b>Sukkot</b>, Pesach, Shavuot, <b>Sukkot</b>]. Before <b>Sukkot</b>, 4.",ngram
38.728897,"Chizkuni, Exodus 13:20:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"ויסעו מסכות, “they journeyed from <b>Sukkot</b>;” on the second day.",ngram
