Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Megillah 2b:8,William Davidson Edition - English,en,"Rather, the following challenge may be raised: Say that the unwalled towns celebrate Purim on the fourteenth and the walled cities celebrate it on the fourteenth and on the fifteenth, as it is",ngram,22.32001
1,--,Megillah 5a:19,Sefaria Community Translation,en,"Rabbi Elazar said in the name of Rabbi Chanina: Rabbi planted a plant on Purim,",ngram,28.820154
2,--,"Shulchan Arukh, Orach Chayim 696:1",Sefaria Community Translation,en,"One may do work [which is forbidden on the Sabbath] on Purim, but places that have the custom not to should not, (Rama: And today, all places have the custom not to (Kol Bo)), and anyone who does",ngram,20.86423
3,--,Rosh Hashanah 7a:14,William Davidson Edition - English,en,The Gemara explains the dispute: What is the rationale of the one who said that a leap year can be declared only until Purim? It is since the Master said: One asks about the halakhot of Passover,ngram,21.984343
4,--,Moed Katan 28b:2,William Davidson Edition - English,en,"On New Moons, Hanukkah and Purim, which are not Festivals by Torah law, the women may both wail and clap their hands in mourning. On both the intermediate days of a Festival and on New Moons, Hanukkah and Purim they may not lament. After the deceased has been buried they may neither wail nor clap.",ngram,21.712173
5,--,Megillah 2b:7,William Davidson Edition - English,en,"The Gemara challenges this answer: Say that the unwalled towns celebrate Purim on the fourteenth, as indicated in the verse, and the walled cities do not celebrate it at all. The Gemara expresses",ngram,20.644623
6,--,Esther 9:29,The Holy Scriptures: A New Translation (JPS 1917),en,"Then Esther the queen, the daughter of Abihail, and Mordecai the Jew, wrote down all the acts of power, to confirm this second letter of Purim.",ngram,29.822279
7,--,Esther 9:28,The Holy Scriptures: A New Translation (JPS 1917),en,"and that these days should be remembered and kept throughout every generation, every family, every province, and every city; and that these days of Purim should not fail from among the Jews, nor the memorial of them perish from their seed.",ngram,24.456194
8,--,"Shulchan Arukh, Orach Chayim 695:2",Sefaria Community Translation,en,"One is obligated to be intoxicated on Purim to the point where he does not know [the difference] between ""accursed is Haman"" and ""blessed is Mordechai"". Rama: Some say it is not necessary to become",ngram,22.542883
9,--,"Shulchan Arukh, Orach Chayim 695:1",Sefaria Community Translation,en,"One who does the Purim meal at night does not fulfill his obligation. Rama: Nevertheless, one should be happy and add more during his meal even at night (Teshuvat Mahariv).",ngram,22.724924
10,--,Megillah 5b:8,William Davidson Edition - English,en,"The Gemara asks: Is that so? Didn’t Rav see a certain man planting flax on Purim, and cursed him, and the man’s flax never grew. The Gemara answers: There, the man was obligated to observe Purim on that day that he planted the flax. Therefore, it was certainly prohibited to perform labor. ",ngram,23.858522
11,--,Megillah 7b:8,Daf Shevui,en,"Rabbah and R. Zera joined together in a Purim feast. They became inebriated, and Rabbah arose and cut R. Zera’s throat. The next day he prayed on his behalf and revived him. Next year he said: Will",ngram,22.079943
12,--,Esther 9:26,The Holy Scriptures: A New Translation (JPS 1917),en,"Wherefore they called these days Purim, after the name of pur. Therefore because of all the words of this letter, and of that which they had seen concerning this matter, and that which had come unto them,",ngram,21.143156
13,--,Megillah 5a:1,William Davidson Edition - English,en,"the rejoicing that takes place on Purim is practiced only in its designated time, the fourteenth of Adar.",ngram,28.66711
14,--,Megillah 7b:7,Daf Shevui,en,Rava said:  One is obligated to become inebriated [with wine] on Purim until he cannot tell the difference between cursed be Haman and blessed be Mordecai.,ngram,25.079374
15,--,Megillah 7b:6,William Davidson Edition - English,en,The Gemara relates that Abaye bar Avin and Rabbi Ḥanina bar Avin would exchange their meals with each other to fulfill their obligation of sending portions on Purim.,ngram,25.325003
16,--,Megillah 30a:18,Daf Shevui,en,"We learned: On the second, Zakhor. Now when Rosh Hodesh [of Adar] is on Shabbat, Purim falls on Friday, and it teaches “On the second, Zakhor”? Papa said: What is meant by “second”? The second to the interruption.",ngram,21.281782
17,--,Megillah 29a:19,Daf Shevui,en,"They interrupt [the regular order] for anything: for Rosh Hodesh, for Hanukkah, for Purim, for fasts, for Ma’amadot, and for Yom HaKippurim",ngram,28.992802
18,--,Mishnah Oktzin 3:9,Sefaria Community Translation,en,"The [forbidden] fat of a pure [i.e. kosher] beast cannot be rendered impure with the impurity of foods; therefore, it requires being primed [for impurity, by becoming damp]. The fat of an impure [i.e",aggresive-ngram,15.464768
19,--,Rashi on Taanit 29a:18:1,Sefaria Community Translation,en,Whoever enters Adar: Days of miracles - these were for the Jews - Purim and Pesach ,ngram,26.910786
20,--,Megillah 7a:19,Sefaria Community Translation,en,"Rav Yosef said from this: (Esther 9:28):  ""And these days of Purim will not pass by from the midst of the Jews.""  Rav Nahman bar Yitzhak says from this: ""And their remembrance will not cease from their descendants.""",ngram,22.70832
21,--,Megillah 7b:9,William Davidson Edition - English,en,"Rava said: A Purim feast that one ate at night did not fulfill his obligation. What is the reason? “Days of feasting and gladness” (Esther 9:22) is written, i.e., days and not nights. The Gemara",ngram,21.982647
22,--,Megillah 3b:4,Sefaria Community Translation,en,"Rabbah bar Huna said: The festival does not come before a Torah scholar, and not any of Chanukah or Purim.",ngram,29.21655
23,--,Megillah 2b:12,William Davidson Edition - English,en,The Gemara comments: We found a source for observing the holiday of Purim on the fourteenth of Adar in unwalled towns and on the fifteenth of Adar in walled cities; from where do we derive that,ngram,22.012774
24,--,Megillah 6b:14,William Davidson Edition - English,en,"GEMARA: The Gemara infers that with regard to the matter of the sequence of Torah portions read each year on two Shabbatot before Purim, the portions of Shekalim and Zakhor, and on two Shabbatot",ngram,21.099245
25,--,Megillah 2b:11,William Davidson Edition - English,en,The Gemara raises another challenge: Say that the walled cities should celebrate Purim on the thirteenth of Adar and not on the fifteenth. The Gemara answers: It stands to reason that the residents,ngram,24.259987
26,--,Rosh Hashanah 19b:9,William Davidson Edition - English,en,"§ The mishna taught: Messengers go out in Kislev, due to Hanukkah, and in Adar, due to Purim. Whereas, it is not taught: If the year was a leap year, with an additional month of Adar, the messengers",ngram,21.915453
27,--,Daf Shevui to Megillah 30a:14,Daf Shevui,en,"According to R. Huna, if Purim falls on Shabbat, both Shmuel and Rav would agree that Zakhor is read on Shabbat itself, the fourteenth of Adar. We should note that in this case, we would really",aggresive-ngram,14.942181
28,--,"Mishneh Torah, Scroll of Esther and Hanukkah 2:16",Sefaria Community Translation,en,"One is obligated to give to poor people on the day of Purim. One should give no less than two poor people one gift each of money or types of cooked dishes or types of food, as it says (Esther 9:22",ngram,20.576344
29,--,Megillah 2b:6,William Davidson Edition - English,en," month of Adar a day of gladness and feasting” (Esther 9:19). From the fact that the unwalled towns celebrate Purim on the fourteenth, it may be derived that the walled cities celebrate Purim on the fifteenth.",ngram,19.865038
30,--,Mishnah Rosh Hashanah 1:3,Open Mishnah,en,"; On Adar, because of Purim; And when the Temple existed, they also went out on Iyar, because of the little Pesach.",ngram,21.081438
31,--,Tosefta Megillah 1:5,Sefaria Community Translation,en,"The collection of Purim is designated for Purim and the collection of a city is designated for that city.  One is not frugal with the collection of Purim, rather we buy with it calves and slaughter",ngram,26.345867
32,--,"Shulchan Arukh, Orach Chayim 686:1",Sefaria Community Translation,en,One is allowed to fast the day before and after Chanukah and Purim. ,ngram,33.390343
33,--,Megillah 16b:16,William Davidson Edition - English,en,The verses say: “The matters of the fasts and their cry. And the decree of Esther confirmed these matters of Purim” (Esther 9:31–32). The Gemara asks: Should we say that “the decree of Esther” indeed,ngram,20.281721
34,--,Megillah 30a:16,William Davidson Edition - English,en,"§ The mishna states: On the second Shabbat of Adar, the Shabbat prior to Purim, they read the portion of “Remember [zakhor] what Amalek did” (Deuteronomy 25:17–19). The portion of Zakhor is",ngram,20.13938
