Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Akeidat Yitzchak 80:43,Akeydat Yitzchak by Eliyahu Munk,en,"1) (Numbers 20,12) ""You will not bring this community to the land I have given them.""",ngram,29.577805
1,--,Taanit 15a:6,William Davidson Edition - English,en," must have an empty house, i.e., he must be poor, so that his heart will be fully concentrated on the prayer for the needs of his community. ",aggresive-ngram,19.095333
2,--,Yevamot 9a:8,William Davidson Edition - English,en,"And therefore let the lower, i.e., the second, subject, a private individual, be derived from the upper issue, the community. Just as a community brings this offering only for a transgression whose",ngram,25.12537
3,--,"Shulchan Arukh, Orach Chayim 489:3",Wikisource Shulchan Aruch,en,"The one who prays with the community during the day, he should count with them without a blessing. And if he remembers at night, she should bless and count. GLOSS: And even if he answered “amen” to",ngram,25.946142
4,--,Sanhedrin 104b:16,Sefaria Community Translation,en,"'at night' regarding events that occurred at 'night', as it says (Deuteronomy 12:1) 'The entire community raised their voices and the people cried on that night' """,ngram,26.137522
5,--,Mishnah Shekalim 7:5,Sefaria Community Translation,en,"Originally they would take a pledge from the finder [of an animal], until he would bring its libation offering [i.e., wine that accompanies all offerings]. [The finders] began to leave [the animal] and flee. The [high] court decreed that its libation offering would come from the community.",ngram,22.007193
6,--,Sforno on Exodus 6:26:2,"Eliyahu Munk, HaChut Hameshulash",en,"על צבאותם, the entire community including all their respective members, simultaneously.",ngram,30.959242
7,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 9b:17,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,"Probably a survival of an Essene Community ; see J. E. loc. cit., and p. 55, n. 6. ",ngram,26.903381
8,--,Mishnah Menachot 9:6,Sefaria Community Translation,en,"All the offerings of the community and of the individual require libations except the first-born animal, the tithe of cattle, the pesach, the sin offering and the guilt offering;  But the sin",ngram,22.115736
9,--,"Mishneh Torah, Prayer and the Priestly Blessing 8:1",Sefaria Community Translation,en, pray as an individual whenever one is able to pray with the community.  And a person should always be at the synagogue in the early morning and in the evening because his prayer will not be heard at,ngram,23.23953
10,--,Pesachim 79b:15,William Davidson Edition - English,en,"Therefore, on the first Pesaḥ, those who are impure do not perform the ritual of the Paschal lamb because they are a minority, and a minority of the community that is ritually impure may not perform",ngram,24.358221
11,--,Pesachim 62b:1,William Davidson Edition - English,en," its rule? It is made in the community; when the majority of the community is ritually impure, it is permitted to offer the Paschal lamb and eat it while impure.",ngram,21.932476
12,--,"Mishneh Torah, The Chosen Temple 1:19",Sefaria Community Translation,en,"If the Community is poor they may even make [the vessels] out of lead. If they are rich, they [should] make them out of gold, even the pitchforks, skewers, and shovels of the Sacrificial Altar [which",ngram,25.401648
13,--,Bartenura on Pirkei Avot 2:2:5,Sefaria Community Translation,en,"""for the merit of their ancestors sustains them"": For the merit and righteousness (tsidkatan) of the ancestors of the community - which stands forever - sustains those that work with them, to bring",infreq,14.684753
14,--,Gittin 45a:14,William Davidson Edition - English,en,"GEMARA: A dilemma was raised before the Sages: With regard to this expression: For the betterment of the world, is it due to the financial pressure of the community? Is the concern that the increase",infreq,14.531121
15,--,Mishnah Horayot 2:2,Sefaria Community Translation,en,"If he ruled on his own and acted on his own, he gains atonement on his own. If he ruled with the community and acted with the community, he gains atonement with the community, for a court is not",ngram,37.782322
16,--,Megillah 27b:2,Daf Shevui,en,"They may not sell [something] belonging to a community because this lowers its sanctity, the words of Rabbi Meir. They said to him: if so, it should not be allowed to sell from a larger town to a smaller one.",ngram,22.031086
17,--,Megillah 27b:3,William Davidson Edition - English,en," holds that when a sacred object is transferred from a large town to a small town, there is no significant downgrade in the degree of sanctity, as at the outset it was sacred for a community and now too",ngram,24.260805
18,--,"Mishneh Torah, The Chosen Temple 1:11",Sefaria Community Translation,en,"The appropriate way to perform the Mitzvah is to [continuously] strengthen and expand the building as much as the community can afford as it says ""and to glorify the house of our God."" It is also a",ngram,22.67146
19,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 62b:21,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,It being thought that the death of a righteous man brings expiation for the sins of a community. ,ngram,26.817945
20,--,"Shulchan Arukh, Yoreh De'ah 1:11",Asher Meza (without commentary),en,"Seif 11 If a community instituted a pronouncement  that only a specific butcher would be allowed to slaughter,and another butcher goes ahead and slaughters, (regarding what he slaughtered) There are those who say that what he slaughtered is forbidden.",ngram,22.90163
21,--,Berakhot 21a:1,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,"But Tefillah is also a matter with which the  Community is engaged, and there is a Mishnaic teaching:  If he was standing in the Tefillah and recollected that he is a Ba'al Keri, he should not",ngram,23.01279
22,--,Megillah 12b:20,Sefaria Community Translation,en,Rava said: the community of Israel said the opposite thing. See what a Judahite did to me and what a Benjaminite paid me.  'What a Judahite did to me.',ngram,22.912874
23,--,"Chizkuni, Deuteronomy 29:18:2","Chizkuni, translated and annotated by Eliyahu Munk",en,"והתברך, “and he blesses himself, i.e. he reassures himself; he considers himself immune from these curses (by interpreting them as applicable only to the community, not to individuals.)",ngram,24.126486
24,--,Yoma 51b:2,William Davidson Edition - English,en,As it was taught in a baraita: “Which is for himself” means that he brings it from his own property and not from the property of the community. I might have thought that the High Priest may not bring,ngram,22.55785
25,--,Berakhot 35b:2,William Davidson Edition - English,en,"Rabbi Ḥanina bar Pappa said: Anyone who derives benefit from this world without a blessing, it is as if he stole from God and the community of Israel, as it is stated: “Whoever robs his father and",infreq,14.614703
26,--,Pesachim 79b:2,William Davidson Edition - English,en,"The Gemara raises an objection from that which we learned in the mishna: If the entire community became ritually impure, or if most of it became impure, or if the priests were impure and the",ngram,25.215765
27,--,"Chizkuni, Leviticus 21:18:1","Chizkuni, translated and annotated by Eliyahu Munk",en," Jewish community, it would not seem appropriate that this community dispatches blemished people as their representatives at the Court of the King of Kings. (B’chor shor)",infreq,14.59436
28,--,Pesachim 79a:13,William Davidson Edition - English,en,"MISHNA: If the entire community or most of it became ritually impure, or the priests were all impure and the community was pure, they should perform the ritual of the Paschal lamb in ritual impurity",ngram,28.136808
29,--,Rosh Hashanah 29a:8,William Davidson Edition - English,en,"Returning to its halakhic discussion, the mishna continues: A deaf-mute, an imbecile, or a minor who sounds the shofar cannot discharge the obligation on behalf of the community. This is the",ngram,30.230448
30,--,Sforno on Exodus 18:16:2,"Eliyahu Munk, HaChut Hameshulash",en,"בא אלי ושפטתי בין איש ובין רעהו, between these leaders of the community who come to me about matters of public concern.",ngram,23.603172
31,--,"Pesach Haggadah, Magid, The Four Sons 3",A. Alexander 1787,en,"The wicked saith, what mean you by this service? by which expression, he draweth himself from the community and denies the omnipotence. Then shalt thou say unto him, on this account did the lord do",ngram,23.357807
32,--,"Shulchan Arukh, Orach Chayim 285:4",Sefaria Community Translation,en," Wednesday the week afterwards; while others even say you have until Shmini Atzeret (Rem""a: Shmini Atzeret is Simchat Torah. So you are completing the Torah reading with the community).",aggresive-ngram,19.151434
33,--,"Shulchan Arukh, Even HaEzer 82:8",Sefaria Community Translation,en,"If the mother did not want her children to be with her after they were weaned, whether male or female, that is her prerogative, and she may give them to their father, or send them to the [care of] the community if they do not have a father, and the community raises them, whether male or female. ",ngram,24.279823
34,--,Daat Zkenim on Deuteronomy 29:18:1,Daat Zekenim translated by Rb. Eliyahu Munk,en,"'והיה בשמעו את דברי האלה הזאת וגו, “and when he hears the wording of this curse [which appeared to him as addressed to the community, as opposed to individuals in the community, Ed.]",ngram,27.090214
35,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 63a:34,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,The Jewish Community of Babylon. ,ngram,53.63589
36,--,Yevamot 9a:17,William Davidson Edition - English,en,"The Gemara answers: It is necessary for a verse to teach that there is no difference between the offerings of an individual and a community, as it might enter your mind to say: Since a community that",ngram,22.30244
37,--,Nedarim 7b:8,William Davidson Edition - English,en," excommunication, Mar Zutra Ḥasida would first excommunicate himself  and then he would excommunicate the student of Torah. And when he would enter his home, he would dissolve the excommunication for himself and then dissolve the excommunication for the student.",aggresive-ngram,20.048405
38,--,Mishnah Horayot 3:6,Sefaria Community Translation,en,Anything that is more common than its peer supersedes its peer. Anything that is holier than its peer supersedes its peer. If the bull of the anointed and the bull of the community are [both,ngram,32.560886
39,--,Akeidat Yitzchak 74:13,Akeydat Yitzchak by Eliyahu Munk,en,"When the community sins, one must abandon it. (Jeremiah 9,1) When only an individual sins, the community must see to it that the individual repents, or they must place him outside the tzibbur, into",ngram,23.204895
40,--,Daf Shevui to Megillah 27b:2,Daf Shevui,en,The mishnah concludes with the rabbis' words; no response from R. Meir is offered. The Talmud says that R. Meir could have responded that when something holy is sold from a large to a small community,ngram,26.892267
41,--,"Targum Jerusalem, Genesis 31:7","Targum Jerusalem, trans. J. W. Etheridge, London, 1862",en,Hath commuted.,aggresive-ngram,20.27968
42,--,Daf Shevui to Megillah 27b:1,Daf Shevui,en,According to Rabbi Meir there is an additional restriction when it comes to selling holy items. The community cannot sell an item belonging to the community to an individual. So if the synagogue owns,ngram,25.856047
43,--,Pesachim 80a:3,William Davidson Edition - English,en," is not divided. The Gemara explains that Rabbi Yehuda holds that one tribe is called a community, and since an entire community is impure, it is considered as though half the Jewish people were pure",ngram,22.538836
44,--,Leviticus 16:6,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And Aaron shall present the bullock of the sin-offering, which is his [(It must come from his own funds and not from community funds)], and he shall make atonement for himself and for his household [(He confesses over it his sins and those of his household)].",ngram,25.406046
45,--,Sforno on Exodus 13:19:2,"Eliyahu Munk, HaChut Hameshulash",en,"השבע השביע את בני ישראל, any obligation undertaken communally must be honoured by the leader of that community when the time and opportunity presents itself to discharge that obligation.",ngram,23.492002
46,--,Pesachim 117a:11,William Davidson Edition - English,en," individual that were later transmitted to the community. Rabbi Yehoshua says: He originally said them about the community. He composed all of the psalms for the people, including those he wrote about",infreq,14.76426
47,--,Numbers 11:28,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And Joshua the son of Nun, the servant of Moses from his youth, responded and said: My Lord Moses, cause them to cease [from prophesying (""Saddle them"" with community service and they will cease prophesying of themselves.)]",ngram,26.508492
48,--,Sforno on Exodus 12:17:3,"Eliyahu Munk, HaChut Hameshulash",en,"הוצאתי את צבאותיכם, the entire community of Israel including their flocks and herds all simultaneously.",ngram,30.959242
