Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Metzudat Zion on Proverbs 19:3:1,On Your Way,he,תסלף. תעקם כמו וסלף בה (לעיל ט״ו): ,aggresive-ngram,10.121829
1,--,"Mei HaShiloach, Volume I, Deuteronomy, Devarim 7","Mei HaShiloach; Publication of Sifrei Izhbitza Radzin, Bnei Brak 2005.",he,"ויהי בארבעים שנה בעשתי עשר חדש באחד לחדש דבר משה וכו'. הענין שנתפרש כאן באיזה חודש, כי חודש שבט מורה על שבט ותוכחת מוסר וכתוב (משלי כ""ט,ט""ו) שבט ותוכחת יתן חכמה, ונתן מרע""ה עצה שיכנסו את עצמם בד""ת",hebmorph-standard,21.35134
2,--,Metzudat Zion on Isaiah 22:6:2,On Your Way,he,וקיר. שם מקום כמו ויגלם קירה (מ״ב ט״ו): ,aggresive-ngram,8.27325
3,--,"Mishneh Torah, Second Tithes and Fourth Year's Fruit 1:2",Wikisource Mishneh Torah,he," שנגמרו ונאספו בשלישית מפרישין מהן מעשר שני ואם לא באו לעונת המעשרות אלא לאחר ראש השנה של שלישית מפרישין מהן מעשר עני וכן פירות האילן שבאו לעונת המעשרות קודם ט""ו בשבט של שלישית אף על פי שנגמרו ונאספו אחר",hebmorph-standard,62.301243
4,--,"Mishneh Torah, Second Tithes and Fourth Year's Fruit 1:3",Wikisource Mishneh Torah,he,"והחרובין אף ע""פ שחנטו פירותיהן קודם ט""ו בשבט מתעשרין להבא הואיל ומתעשרות מדברי סופרים יראה לי שאין הדברים אמורין אלא בחרובי צלמונה וכיוצא בהן שאין ראויין למאכל רוב האדם והן הן שמתעשרות מדברי סופרים אבל שאר החרובין יראה לי שהן כשאר פירות האילן.",hebmorph-standard,41.029953
5,--,"Ben Ish Hai, Re'eh 13",On Your Way,he," הקונים אתרוג לנענוע מצניעין אותו עד ט""ו בשבט ואוכלים אותו, ואלו אין צריכים לברך שהחיינו מפני שכר ברכו שהחיינו ביו""ט ראשון של סוכות בנטילת הלולב ובזה נפטר האתרוג גם מברכת שהחיינו של אכילה וכמ""ש האחרונים ז""ל, וכן העלתי בסה""ק מקבציאל: 
",original,1.1881375
6,--,"Mishneh Torah, Second Tithes and Fourth Year's Fruit 1:7",Wikisource Mishneh Torah,he,"האביונות של צלף נותנין עליהן חומרי אילן וחומרי זרעים שאם היו משנה שנייה שנכנסה לשלישית ונלקטו קודם ט""ו בשבט מפרישין מעשר ראשון ואחר כך מפריש מעשר אחר ופודהו ואחר שפודהו נותנו לעניים ואוכל פדיונו בתורת מעשר שני ונמצא כמו שהפריש מעשר שני ומעשר עני.",hebmorph-standard,40.72979
7,--,"Mishneh Torah, Second Tithes and Fourth Year's Fruit 1:5",Wikisource Mishneh Torah,he,"וכן האתרוג בלבד משאר פירות האילן הרי הוא כירק והולכין אחר לקיטתו בין למעשר בין לשביעית כיצד אם נלקט בשלישית אחר ט""ו בשבט מפרישין ממנו מעשר עני אע""פ שנגמרה בשנייה וכן אם נלקט ברביעית קודם ט""ו בשבט מפרישין ממנו מעשר עני נלקט ברביעית אחר ט""ו בשבט מפרישין ממנו מע""ש.",hebmorph-standard,69.405914
8,--,"Prisha, Yoreh Deah 294:14:1","Tur Yoreh Deah, Vilna, 1923",he," ולאחר ט""ו בשבט כו' פירוש הנחנטין אחר ט""ו וק""ל: ",hebmorph-standard,85.58162
9,--,"Kessef Mishneh on Mishneh Torah, Second Tithes and Fourth Year's Fruit 9:12:1",Torat Emet 363,he,(י-יב) ומ''ש ואם נתעברה השנה נתעברה לערלה ולרבעי. ומה שכתב נטע הנטיעה מר''ח תשרי וכו'. זהו דעת רבינו שסובר שכשאמרו ופירות נטיעה זו אסורים עד ט''ו בשבט לא אמרו אלא דוקא בנטיעה שהקלנו עליה מתחלתה שעלו,hebmorph-standard,21.36907
10,--,Metzudat Zion on Psalms 14:3:1,On Your Way,he,נאלחו. נבאשו כמו נתעב ונאלח (איוב ט״ו): ,aggresive-ngram,10.0071535
11,--,Metzudat Zion on Hosea 4:5:1,On Your Way,he,ודמיתי. ענין כריתה כמו ער מואב נדמה (ישעיה ט״ו): ,aggresive-ngram,8.434857
12,--,"Kessef Mishneh on Mishneh Torah, Heave Offerings 5:11:4",Torat Emet 363,he,"ומ''ש וכן אם ליקט אתרוג בערב ט''ו בשבט וכו'. שם עלה י''ב: 

",hebmorph-standard,68.32429
13,--,Footnotes on Mekhilta DeRabbi Shimon Bar Yochai 20:10:12,"Mechilta de-Rabbi Simon b. Jochai, Dr. D. Hoffman, Frankfurt 1905",he,"מבואר בע""ז ט״ו ע""א ובשבת פרק במה בהמה.",aggresive-ngram,18.41238
14,--,"Beit Yosef, Yoreh Deah 294:9:1","Tur Yoreh Deah, Vilna, 1923",he," עד ט""ו בשבט איכא מאן דאמר דדוקא נטיעה שהקלנו עליה בתחילתה שעלו לה ל' יום לשנה תמימה ולפיכך מחמרינן עליה בסופה ולהמשיך שנתה עד ט""ו בשבט שהוא ראש השנה לאילן והיינו דאמר פירות נטיעה זו דמשמע דוקא זו וכן",hebmorph-standard,23.032871
