Score,Ref,Version,Lang,Content,Field
1.17943,Havot Yair 137:6,"Chavot Yair, Lemberg, 1896",he,"אבל צ""ע בש""ע ח""מ ס""ס כ""ו דמשמע דצריך להחזיר לזה כל מה שהוצאי ע""י ערכאות יותר ממה שהיה מתחייב ע""פ הד""ת כ""ש בכה""ג ובכה""ג צ""ע רב בשוכר עדי שקר והוציא ע""פ ממון מחבירו והודה שעידי שקר היו רק שבאמת הי' חייב לו אף ע""פ דודאי אשר לא טוב עשה מ""מ מצד הסברא פטור מדין שמים מצד הממון וגם חבירו אינו יכול לתבעו מאחר שהוא מוזחק ויש לו מיגו לומר עדי אמת היו ובזה יפה כחו מנדון הנ""ל דאין לו מיגו לומר שבדין עשה. מ""מ בשניהם י""ל דקנסוהו חז""ל מפני <b>תיקון</b> <b>עולם</b>. ",hebmorph-exact
73.36718,Gittin 33a:5,William Davidson Edition - Aramaic,he,מפני <b>תיקון</b> <b>העולם</b> מאי מפני <b>תיקון</b> <b>העולם</b> רבי יוחנן אמר מפני תקנת ממזרים ריש לקיש אמר מפני תקנת עגונות,hebmorph-standard
92.36783,Rashi on Gittin 48b:11:2,Vilna Edition,he,מפני <b>תיקון</b> <b>העולם</b> - אכולהו קאי:,hebmorph-standard
83.698425,Gittin 46b:3,William Davidson Edition - Aramaic,he,מפני <b>תיקון</b> <b>העולם</b> מאי <b>תיקון</b> <b>העולם</b> איכא אמר רב ששת ארישא,hebmorph-standard
103.07683,Gittin 36a:4,William Davidson Edition - Aramaic,he,והעדים חותמין על הגט מפני <b>תיקון</b> <b>העולם</b> מפני <b>תיקון</b> <b>העולם</b> דאורייתא הוא דכתיב וכתוב בספר וחתום,hebmorph-standard
0.9810736,Havot Yair 147:7,"Chavot Yair, Lemberg, 1896",he," לדיין לחתום רק נכוף למסרב לקיים הפסק כאלו חתום גם השלישי וכך האמת והמנהג הפשוט ונעשה כמה פעמים בק""ק וורמיש""א החריבה בעו""ה תוב""ב אם אין הבעל דבר מבקש לכוף הדיין. מ""מ כשמבקש יש לכופו מפני <b>תיקון</b> <b>עולם</b> ולענשו",original
1.3819942,Yachin on Mishnah Gittin 5:1:1,"Mishnah, ed. Romm, Vilna 1913",he,"הנזקין שמין להם בעידית לשון עדי ותפארת, כלומר ארץ מקושטת [מיהו תרגום של נאות אלדים. עידית אלדים. ש""מ דלשון ישוב הוא, ארץ מיושבת ונאה]. ומדאורייתא ניזק משתלם כעידית שלו, רק משום <b>תיקון</b> <b>עולם</b> כדי שיהא",original
7.0929117,"Mei HaShiloach, Volume I, Talmud, Shabbat 77b:1","Mei HaShiloach; Publication of Sifrei Izhbitza Radzin, Bnei Brak 2005.",he,"מאי טעמא עיזא מסגין ברישא והדר אימרא כברייתו של <b>עולם</b> ברישא חשוכא והדר נהורא. והוא כדכתיב (תהלים י""ח,כ""ט) ה' אלקי יגיה חשכי, היינו אחרי כי האדם מכיר חטאו ומצטער עליו, עי""ז זוכה שהש""י מאיר לו <b>תיקון</b> על",original
1.1845665,Havot Yair 186:14,"Chavot Yair, Lemberg, 1896",he," כך מפני <b>תיקון</b> <b>עולם</b> שלא לכוף בכה""ג דאל""כ יפרשו כמה וכמה מן הציבור בשכירות חזן לימ""נ ותוקע ויסמכו על יראי ה' שמ""מ ישכירו הם.",original
89.15409,Gittin 34b:8,William Davidson Edition - Aramaic,he,העדים חותמין על הגט מפני <b>תיקון</b> <b>העולם</b> והלל התקין פרוזבול מפני <b>תיקון</b> <b>העולם</b>,hebmorph-standard
