Score,Ref,Version,Lang,Content,Field
193.01979,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 59:6",Torat Emet 357,he," שפסק.  אבל לא מראש דהוי <b>ברכה</b> <b>לבטלה</b>. מ''א: 
",hebmorph-standard
160.3424,"Shulchan Arukh, Orach Chayim 119:4",Wikisource Shulchan Aruch,he,שליח צבור ששכח ולא אמר עננו לא יחזור אפילו אם עדיין לא גמר רק רפאנו ואם חזר <b>ברכה</b> <b>לבטלה</b> היא (אלא יאמר עננו בשומע תפלה כיחיד):,hebmorph-standard
154.38303,Rashi on Berakhot 51a:2:3,Vilna Edition,he,יחזור ויאכל שום אחר - כדי שיסריח יותר כלומר יוסיף על סרחונו ויעשה <b>ברכה</b> <b>לבטלה</b>:,hebmorph-standard
153.83345,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 488:2",Torat Emet 357,he," לקרות.  ולא לגמור דשמא ידלג תיבה או אות והוי <b>ברכה</b> <b>לבטלה</b>. אחרונים:  

",hebmorph-standard
109.27037,Rashi on Niddah 14b:33:1,Vilna Edition,he,<b>צרכיה</b> - <b>מטילה</b> מים:,aggresive-ngram
154.1906,Rashi on Pesachim 54b:10:2,Vilna Edition,he,והאמר ר' יוחנן - במסכת ברכות דאין בתפלה יתירה משום <b>ברכה</b> <b>לבטלה</b>:,hebmorph-standard
153.5895,Mishnah Berurah 268:5,On Your Way,he,(ה) פוסק אפילו וכו' - וכן פסקו האחרונים משום ספק <b>ברכה</b> <b>לבטלה</b>:,hebmorph-standard
190.05728,Magen Avraham 219:5,Magen Avraham,he,"ואין זה <b>ברכה</b> <b>לבטלה</b>. כלומר דאם הוי <b>ברכה</b> <b>לבטלה</b> לא יצא חבירו בברכתו כמ""ש סי' רי""ג ס""ב: 
",hebmorph-standard
153.5895,Korban Netanel on Pesachim 69:9,Vilna Edition,he,"  ומהשתא   הוי <b>ברכה</b> <b>לבטלה</b> אם אין שם אורחין. ע""כ דברי רבינו נסים: 
",hebmorph-standard
144.4549,"Beit Yosef, Yoreh Deah 28:30:1","Tur Yoreh Deah, Vilna, 1923",he,"ומ""ש רבינו לפיכך צריך לבדוק הסימנים והסכין קודם הכיסוי דברי טעם הם שלא יבא לידי <b>ברכה</b> <b>לבטלה</b>: ",hebmorph-standard
193.01979,"Prisha, Orach Chaim 29:3:1","Tur Orach Chaim, Vilna, 1923",he," דודאי כיון שאינו חייב הוה <b>ברכה</b> <b>לבטלה</b>. עבד""ר: ",hebmorph-standard
154.1906,Mishnah Berurah 128:5,eu5 text,he,(ה) בזר העולה - אם לא משום <b>ברכה</b> <b>לבטלה</b> שלכהנים צותה התורה לברך את ישראל [תוס' שם]:,hebmorph-standard
24.035316,"Shulchan Arukh, Orach Chayim 432:2",Wikisource Shulchan Aruch,he,"<b>בברכה</b> אחת יכול לבדוק כמה בתים. ואם בעל הבית רוצה, יעמיד מבני ביתו אצלו בשעה שהוא <b>מברך</b>, ויתפזרו לבדוק איש איש במקומו על סמך <b>ברכה</b> <b>שבירך</b> בעל הבית. הגה: ונוהגים להניח פתיתי חמץ במקום שימצאם הבודק כדי שלא יהא <b>ברכה</b> <b>לבטלה</b> (מהר""י בר""ן). ומיהו, אם לא נתן לא עכב - דדעת כל אדם עם <b>הברכה</b> לבער אם נמצא(כל בו).",hebmorph-standard
221.28072,"Maadaney Yom Tov on Menachot, Hilchot Tefilin 122",Vilna Edition,he,  ממה   שיברך <b>ברכה</b> <b>לבטלה</b>. כלומר ממה שיברך ויהיה בספק שמא בירך <b>ברכה</b> <b>לבטלה</b>:  ,hebmorph-standard
34.74365,Magen Avraham 188:11,Magen Avraham,he,"ואין לאמרו <b>לבטלה</b>. צ""ע דאומרים כל היום תחינו' שיש בהן הזכרת שמות ולמה יגרע זה דדוקא <b>ברכה</b> <b>לבטלה</b> אסור וצ""ע: 
",ngram
159.58646,"Drisha, Orach Chaim 119:4:1","Tur Orach Chaim, Vilna, 1923",he," וזה א""א דא""כ הוה <b>ברכה</b> <b>לבטלה</b> כו' וכתב המנהגים שיאמר עננו בשומע תפלה רמ""א: ",hebmorph-standard
210.2998,"Shulchan Arukh, Orach Chayim 263:9",Torat Emet 363,he,"המדליקין בזויות הבית ואוכלים בחצר, אם אין הנרות ארכות שדולקות עד הלילה הוי <b>ברכה</b> <b>לבטלה</b>. 
",hebmorph-standard
173.1088,"Shulchan Arukh, Yoreh De'ah 28:19",Wikisource Shulchan Aruch,he,צריך לבדוק הסימנים והסכין קודם הכיסוי כדי שלא יבא לידי <b>ברכה</b> <b>לבטלה</b>.,hebmorph-standard
135.11386,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 297:2",Torat Emet 357,he," אחרים.  ואין כאן <b>ברכה</b> <b>לבטלה</b> דהא מותר לאדם לברך כמה פעמים ביום על הריח שמריח בכל פעם:  

",hebmorph-standard
192.73825,Mishnah Berurah 585:12,On Your Way,he,(יב) ולא הויא <b>ברכה</b> <b>לבטלה</b> - כיון שהשני יוצא בברכתו:,hebmorph-standard
36.449635,"Shulchan Arukh, Orach Chayim 585:3",Torat Emet 363,he,"אם התחיל לתקע ולא יכול להשלים, ישלים אחר ואפלו ג' או ד'; ודי <b>בברכה</b> שברך הראשון, והוא שיהיו שם התוקעים האחרונים בשעת <b>ברכה</b>; ואפלו אם ברך ולא יכול לתקע כלל, השני תוקע בלא <b>ברכה</b> ולא הויא <b>ברכה</b> <b>לבטלה</b>. 
",ngram
154.41583,Maadaney Yom Tov on Berakhot 818,Vilna Edition,he,"  והוי   <b>ברכה</b> <b>לבטלה</b>. כיון שאין מחזירין על עננו טור סימן קי""ט: 
",hebmorph-standard
