Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,II Samuel 19:17,Tanach with Nikkud,he,וימהר שמעי בן־גרא בן־הימיני אשר מבחורים וירד עם־איש יהודה לקראת המלך דוד,hebmorph-exact,11.754891
1,--,Rashbam on Deuteronomy 32:14:4,Rashbam on Deuteronomy -- Daat,he,"עם חלב כליות חטה - שומן חמדת חטים המובחרים כאן. וכמו: ותכל דוד המלך. כלתה נפשי לשון חימוד ותאוה. כלה שארי. כמו משורש שבה שביה, יו""ד תחת ה""י בכל חטופי למ""ד פעל ה""י. ומן בנה הגזרה והבניה. ",hebmorph-exact,10.116246
2,--,I Samuel 21:3,Tanach with Ta'amei Hamikra,he,ויאמר דוד לאחימלך הכהן המלך צוני דבר ויאמר אלי איש אל־ידע מאומה את־הדבר אשר־אנכי שלחך ואשר צויתך ואת־הנערים יודעתי אל־מקום פלני אלמוני,aggresive-ngram,43.625023
3,--,Malbim on I Kings 1:43:2,On Your Way,he,"אדונינו המלך דוד המליך את שלמה,  זה אמר דרך כלל, עתה פרט פרטי הדברים :
",hebmorph-standard,106.52423
4,--,"Otzar Midrashim, Midrashim of Rabbi Eliezer, Book of the Ways of Life 7","Otzar Midrashim, New York, 1915",he,"ה׳) בני, ירא את ה׳ אלהי אביך ועבדהו, והוי זהיר בק״ש ערבית ובתפלה של שחרית. כמו שאמר דוד המלך ע״ה ערב ובקר וצהרים אשיחה ואהמה וישמע קולי, כמו שתקנו אבות הראשונים. ותפלת ערבית שים ראשונה לכל התפלות כי",hebmorph-exact,7.092357
5,--,I Samuel 23:2,Tanach with Ta'amei Hamikra,he,וישאל דוד ביהוה לאמר האלך והכיתי בפלשתים האלה (ס) ויאמר יהוה אל־דוד לך והכית בפלשתים והושעת את־קעילה,hebmorph-standard,119.04342
6,--,Haamek Davar on Genesis 37:35:2,"Sefer Torat Elohim, Vilna 1879",he,כי ארד אל בני אבל. כדבר דוד המלך על הילד אני הולך אליו. כך אמר יעקב כי ארד אל בני במותי באבלותי לקבר: ,hebmorph-exact,12.139496
7,--,II Samuel 8:8,Tanach with Nikkud,he,ומבטח ומברתי ערי הדדעזר לקח המלך דוד נחשת הרבה מאד,ngram,32.8742
8,--,Ralbag on I Samuel 27:10:1,On Your Way,he,"אל פשטתם . הוא כמו על והרצון בו על מי פשטתם וזה מבואר מתשובת דוד לו :

",hebmorph-standard,106.52423
9,--,II Kings 8:24,Tanach with Ta'amei Hamikra,he,וישכב יורם עם־אבתיו ויקבר עם־אבתיו בעיר דוד וימלך אחזיהו בנו תחתיו (פ),hebmorph-standard,106.52423
10,--,Song of Songs 6:3,Tanach with Ta'amei Hamikra,he,אני לדודי ודודי לי הרעה בשושנים (ס),hebmorph-standard,124.19348
11,--,Rashi on Ezra 3:10:5,On Your Way,he,"על ידי דוד . שהיו מנצחים ומשוררים שירות והודיות של דוד מלך ישראל :
",aggresive-ngram,51.80846
12,--,Ralbag on II Samuel 13:39:1,On Your Way,he,"ותכל דוד המלך . הוא מטעם כסף כטעם נכספה וגם כלתה נפשי והוא חסר המצטרף והרצון בו ותכל נפש דוד המלך לצאת אל אבשלום להביאו אליו כי נחם על אמנון כי מת :

",aggresive-ngram,45.79265
13,--,II Samuel 21:7,Tanach with Nikkud,he,ויחמל המלך על־מפי־בשת בן־יהונתן בן־שאול על־שבעת יהוה אשר בינתם בין דוד ובין יהונתן בן־שאול,hebmorph-exact,11.961183
14,--,Rosh Hashanah 25a:9,Wikisource Talmud Bavli,he,"רבי חייא חזייא לסיהרא דהוה קאי בצפרא דעשרים ותשעה שקל קלא פתק ביה אמר לאורתא בעינן לקדושי בך ואת קיימת הכא זיל איכסי א""ל רבי לר' חייא זיל לעין טב וקדשיה לירחא ושלח לי סימנא דוד מלך ישראל חי וקים",aggresive-ngram,46.13925
15,--,Malbim on Psalms 36:12:2,On Your Way,he,"אל תבואני רגל גאוה,  שהגאוה היא סבת הכשלון בעיונים במה שאחר הטבע וכ''ש בחכמת אלהית, במה שיתגאה שאין דבר נעלם מהשגתו, ולא ידע שיש דברים הסגורים בפני שכל האדם, שיש גבול להשגתו ואא''ל שישיג בדברים מופשטים מחומר, כמבואר בחכמת בקור התבונה, וכמ''ש דוד המלך ע''ה ה' לא גבה לבי, ונגד המעשה אמר ",hebmorph-exact,8.092998
16,--,II Samuel 9:2,Tanach with Nikkud,he,ולבית שאול עבד ושמו ציבא ויקראו־לו אל־דוד ויאמר המלך אליו האתה ציבא ויאמר עבדך,hebmorph-exact,11.44614
17,--,Hosea 3:5,Tanach with Nikkud,he,אחר ישבו בני ישראל ובקשו את־יהוה אלהיהם ואת דוד מלכם ופחדו אל־יהוה ואל־טובו באחרית הימים,hebmorph-standard,116.19159
18,--,"Rabbeinu Bahya, Devarim 5:26:4","Midrash Rabbeinu Bachya [ben Asher]. Warsaw, 1878",he,"וקבלת החכם ר' יצחק בן הרב ז""ל כי דרך שבועה הזכיר דוד המלך ע""ה פסוק זה, וכן הכתוב אומר (תהלים פט) נשבעת לדוד באמונתך, ויש לך להשכיל בלשון הכתוב בכאן.
",hebmorph-exact,10.086878
19,--,"Rabbeinu Bahya, Devarim 5:26:2","Midrash Rabbeinu Bachya [ben Asher]. Warsaw, 1878",he,"וע""ד המדרש מי יתן והיה לבבם זה, זה שאמר הכתוב (תהלים צג) מי יתן מציון ישועת ישראל, שני פעמים אמר דוד המלך ע""ה פסוק זה בספר תהלים, מה טעם, אלא הרב אמר מי יתן והיה לבבם זה והתלמיד אמר (במדבר יא) ומי",hebmorph-exact,7.0608144
20,--,Ibn Ezra on Psalms 89:19:1,Ibn Ezra on Psalms -- Daat,he,"כי - מלכנו - הוא דוד שלך. הוא ומגננו שיגן בעד עמו, והטעם כפול כמשפט.",hebmorph-standard,106.153046
21,--,Ralbag on II Kings 11:10:1,On Your Way,he,"ויתן הכהן לשרי המאות את החנית ואת השלטים אשר למלך דוד . ר''ל שהקדיש אותם המלך דוד :
",ngram,31.444809
22,--,I Chronicles 27:32,Tanach with Ta'amei Hamikra,he,ויהונתן דוד־דויד יועץ איש־מבין וסופר הוא ויחיאל בן־חכמוני עם־בני המלך,infreq,29.325464
23,--,Rashi on Taanit 28a:13:1,Vilna Edition,he,הן הן בני דוד בן יהודה - דוד מלך ישראל ואהכי קרו ליה פחת מואב שבא מרות המואביה:,aggresive-ngram,45.332405
24,--,"Prisha, Yoreh Deah 246:52:1","Tur Yoreh Deah, Vilna, 1923",he," אין רינה של תורה אלא בלילה בעקידה על פסוק דאמר דוד המלך ע""ה יום ליום יביע אומר כו' פי' ע""ד זה ביום יביע אדם אומר לאחרים ובלילה יחוה דעת פי' יחשבו ויעיין מדעתו בינו לבין ה' וק""ל: ",hebmorph-exact,10.084841
25,--,Rashi on I Chronicles 18:17:2,On Your Way,he,"ובני דוד הראשונים ליד המלך . פתרונו ובני דוד היו תמיד ראשוני' אצל המלך לעשות כל צרכו :

",ngram,37.169125
26,--,"Otzar Midrashim, The Book of Tales 1:32","Otzar Midrashim, New York, 1915",he,"זאת תורת הבהמה, וכי מה ענין אשה אצל שקצים ורמשים? הא למדת שאם תזוח דעתו של אדם עליו, הוי אומר לו אל תזוח דעתך עליך, שהרי יתוש קטן גדול (קדום) ממך במעשה בראשית, ולא עוד אלא שאמרו דוד המלך ע״ה בספר תהלים, שנאמר הללו את ה׳ מן הארץ תנינים וכל תהומות והדר מלכי ארץ וכל לאומים.",hebmorph-exact,8.409006
27,--,Rashi on Sanhedrin 22a:11:2,Wikisource Rashi,he,"שויתי ה' לנגדי - סיפיה דקרא כי מימיני בל אמוט דוד המלך על שם ספר תורה שבזרועו אמר:
",aggresive-ngram,45.32314
28,--,"Zohar Chadash, Bereshit 241",Zohar Chadash,he,"תאני ר' שמעון, על שבעה עמודים הארץ עומדת, שנאמר (משלי ט) חצבה עמודיה שבעה, והם תלויים על המים, וכנגדם אמר דוד המלך עליו השלום שבעה קולות, דכתיב (תהלים כט) קול יי' על המים. ",hebmorph-exact,10.086878
29,--,II Samuel 3:31,Tanach with Text Only,he,ויאמר דוד אל־יואב ואל־כל־העם אשר־אתו קרעו בגדיכם וחגרו שקים וספדו לפני אבנר והמלך דוד הלך אחרי המטה,hebmorph-standard,135.9848
30,--,Rashi on Hosea 2:2:1,On Your Way,he,ראש אחד . דוד מלכם : ,hebmorph-standard,212.11418
31,--,Rashi on Rosh Hashanah 25a:9:6,WikiSource Rashi,he,דוד מלך ישראל - נמשל כלבנה שנאמר בו (תהלים פט) כסאו כשמש נגדי כירח יכון עולם:,aggresive-ngram,51.757286
32,--,"Otzar Midrashim, Midrash Al Yit'hallel, Introduction 1","Otzar Midrashim, New York, 1915",he," המדרש אל יתהלל הציע לפנינו את שלמה המלך תחת אחיתופל, ואת דוד המלך תחת שמשון. חכמת שלמה לא עמדה לו לבטל אפילו אות אחת שבתורה, אמר שלמה אני ארבה ולא אסור, אני ארבה ולא אשוב (סנהדרין כ״א:) ולא עמדה לו",hebmorph-exact,6.0749164
33,--,II Samuel 24:22,Tanach with Text Only,he,ויאמר ארונה אל־דוד יקח ויעל אדני המלך הטוב בעינו [בעיניו] ראה הבקר לעלה והמרגים וכלי הבקר לעצים,ngram,30.747686
34,--,Rashi on Sukkah 51b:12:2,Vilna Edition,he,והכתיב - גבי דוד המלך כשצוה את שלמה על מדת הבית ובניינו:,hebmorph-standard,106.52423
35,--,"Zohar Chadash, Bereshit 311",Zohar Chadash,he,"וזהו שאמר דוד המלך עליו השלום, (תהלים כב) למנצח על אילת השחר. אילת השחר, אילת הבוקר הוה ליה למימר. אלא על אילת וחוזק דשחרותא דישראל. כדבר אחר (שם פח) כגבר אין איל. בההיא שעתא יזעקון בני ישראל, וימרון אלי אלי למה עזבתני, מגו עקתהון, לבתר מה כתיב, (תהלים ל) פתחת שקי ותאזרני שמחה. ",hebmorph-exact,8.069502
36,--,Ezekiel 37:24,Tanach with Ta'amei Hamikra,he,ועבדי דוד מלך עליהם ורועה אחד יהיה לכלם ובמשפטי ילכו וחקתי ישמרו ועשו אותם,hebmorph-standard,106.153046
37,--,"Kedushat Levi, Kedushot for Chanukah, Kedusha Chamishit 5",Kedushat Levi - Munkatch 1939,he,"ועל זה כוון דוד המלך ע""ה כהניך ילבשו צדק וחסידיך ירננו (תהלים קלב, ט) וזה לשון הזוהר הקדוש ולויך ירננו מיבעי ליה, כך אמר דוד, כד אנת בהיכלך אתעביד רעותך השתא דאמינא לך ברעותי קיימא כו'. אמר דוד המלך ע""ה",hebmorph-exact,6.11361
38,--,Gra on Pirkei Avot 5:21:8,"Pirkei Avot with commentary of the Vilna Gaon, Vilna 1836",he,בן שבעים כו'. כמ״ש בדוד (מלכים א') וימת בשיבה טובה וכמ״ש (שמואל ב') בן שלשים שנה דוד במלכו וארבעים שנה מלך כו': ,hebmorph-standard,106.75603
