Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rashba on Shabbat 19b:3,"Gerlitz edition, published by Oraita",he," גבי בהמה שמתה, מפרש רבנו תם ז""ל דנבלה שנתנבלה בשבת אפילו לכלבים אינה ראויה דמוקצה מחמת איסור היא, ולהכי דייק שפיר דרב סבר לה כרבי יהודה מהא דכרכי דזוגי, דמוקצה מחמת איסור חמיר ממוקצה מחמת מיאוס, כדמוכח בפרק מי שהחשיך (קנז, א) גבי חד אמר במוקצה מחמת מיאוס הלכה כר' שמעון.",aggresive-ngram,50.85575
1,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 170:14",Torat Emet 357,he," לחבירו.  שמא מחמת הבושה יקבל חבירו ממנו וישתה בע''כ וימות מחמת מיאוס. וט''ז כתב אני ראיתי בצוואת ר''א הגדול שמזהיר מאוד שלא לשתות ממה ששייר חבירו כי שמא יש לו חולי בתוך גופו ויצא רוח מפיו לאותו שיור ע''ש:   

",hebmorph-standard,9.78377
2,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 170:10",Torat Emet 357,he," פרוסה.  משום מיאוס:   

",infreq,11.7385235
3,--,Rashi on Beitzah 36b:6:1,Vilna Edition,he,נותן בו מים ומחזירו - דמוקצין מחמת מאוס הן ואי לאו אגב מיא לא מצי לטלטלינהו ולהוציאו הוא דשרו ליה משום כבודו:,aggresive-ngram,55.143906
4,--,Kitzur Shulchan Aruch 88:17,On Your Way,he,", כדין כל מוקצה שבעודו בידו מותר לטלטלו להניחו במקום שירצה, אבל לאחר שהניחו מידו אסור לטלטלו, משום דמאיס טפי (וגרע משאר מוקצה מחמת מיאוס), ואך כשצריכין לו משום כבוד הבריות מותר להחזירו. וכן אם יכול לתת בתוכו מים שיהיו ראויין לשתיית בהמה יכול להחזירו כך.




",hebmorph-standard,7.1337814
5,--,Rashi on Pesachim 56b:4:1,Vilna Edition,he,והא מוקצות נינהו - שמערב שבת בין השמשות היו מחוברות ונמצאו מוקצות מחמת איסור תלישה ומוקצה בין השמשות מוקצה לכל היום:,ngram,17.3152
6,--,Rashi on Shabbat 44a:3:3,Vilna Edition,he,חוץ מן הנר שהדליקו - ואף על גב שכבה אסור דאית ליה לרבי מאיר מוקצה מחמת איסור ולית ליה מוקצה מחמת מיאוס:,aggresive-ngram,95.512054
7,--,Rashi on Shabbat 44a:3:2,Vilna Edition,he,אבל לא ישן - דמוקצה מחמת מיאוס הוא:,aggresive-ngram,154.38719
8,--,Tosafot on Shabbat 140b:3:1,Vilna Edition,he," ואמרינן לעיל דרב במוקצה לטלטל סבר לה כר""ש ונראה כפי' הערוך דמשום תלא נקטיה ובלא בשר אלא תלא דבשרא לא ממאיס ושרי לטלטולי ושל דגים מאיס והוי מוקצה מחמת מיאוס והשתא אתי שפיר באיסור דתלא כעין כישא דירקא ור'",aggresive-ngram,77.72989
9,--,Rosh on Shabbat 24:5:2,Vilna Edition,he," יוחנן סבר הלכה כרבי שמעון. והלכה כרבי שמעון.  דאיפליגו בה רב אחא ורבינא חד אמר  בכולה שבת הלכה כר""ש לבר ממוקצה מחמת מיאוס ומאי ניהו נר ישן  וחד אמר במחמת מיאוס נמי הלכה כרבי שמעון  לבר ממוקצה מחמת",aggresive-ngram,22.650341
