Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Bava Metzia 32b:11,William Davidson Edition - Aramaic,he,תא שמע בהמת נכרי ומשאוי ישראל וחדלת ואי אמרת צער בעלי חיים דאורייתא אמאי וחדלת עזב תעזב מבעי ליה לעולם צער בעלי חיים דאורייתא התם בטעינה,hebmorph-standard,153.26118
1,--,Rashi on Shabbat 128b:7:2,Vilna Edition,he,"צער בעלי חיים דאורייתא - שנאמר עזוב תעזוב עמו ואיכא מאן דדריש טעמא דקרא משום צער בעלי חיים באלו מציאות (ב""מ דף לב:):",hebmorph-standard,119.58175
2,--,Rashi on Bava Metzia 32b:9:1,Vilna Edition,he,לימא מסייע ליה - לרבא דאמר לעיל צער בעלי חיים דאורייתא:,hebmorph-standard,141.36118
3,--,Bava Metzia 32b:15,Wikisource Talmud Bavli,he,"א""ל הא מני רבי יוסי הגלילי היא דאמר צער בעלי חיים לאו דאורייתא",hebmorph-standard,134.41747
4,--,Bava Metzia 32b:16,Wikisource Talmud Bavli,he,"ת""ש אוהב לפרוק ושונא לטעון מצוה בשונא כדי לכוף את יצרו ואי סלקא דעתך צער בעלי חיים דאורייתא הא עדיף ליה אפ""ה כדי לכוף את יצרו עדיף",hebmorph-standard,105.070045
5,--,Bava Metzia 32b:17,William Davidson Edition - Aramaic,he,תא שמע שונא שאמרו שונא ישראל ולא שונא נכרי אי אמרת צער בעלי חיים דאורייתא מה לי שונא ישראל ומה לי שונא נכרי,hebmorph-standard,100.74838
6,--,Keritot 27a:53,Wikisource Talmud Bavli,he,בעלי חיים נדחין או לא,original,11.374535
7,--,"Shulchan Arukh, Choshen Mishpat 272:9",Torat Emet 363,he,"וכן אם היתה הבהמה של ישראל והמשוי של גוי, חיב לפרק ולטען משום צער ישראל. אבל בהמת גוי ומשאו, אינו חיב להטפל בו אלא משום איבה. הגה: ויש אומרים לפרק חיב אפלו אין הגוי שם, משום צער בעלי חיים דהוי",hebmorph-standard,89.390884
8,--,Rashbam on Bava Batra 73b:8:3,Vilna Edition,he,ליתן עליהם את הדין - שבחטאתם מתעכב משיח ויש להם צער בעלי חיים לאותן אווזים מחמת שומנן:,hebmorph-standard,112.33847
9,--,Gur Aryeh on Devarim 22:4:1,OYW,he,"טעינה וכו'. ואם תאמר, ולכתוב טעינה ולא בעי פריקה, ואנא אמינא, מה טעינה שאינה צער בעלי חיים - חייב בה, פריקה - שהיא צער בעלי חיים - לא כל שכן. ותרצו בגמרא (ב""מ סוף לב. ) אי לא כתב פריקה, הוה אמינא דיו",hebmorph-standard,79.72117
10,--,Shabbat 117b:6,William Davidson Edition - Aramaic,he,ממאי דילמא עד כאן לא קאמר רבי אליעזר התם דאפשר בפרנסה אבל הכא דלא אפשר לא ועד כאן לא קאמר רבי יהושע התם משום דאיכא צער בעלי חיים אבל הכא דליכא צער בעלי חיים לא,hebmorph-standard,136.33105
11,--,"Beit Yosef, Yoreh Deah 24:14:1","Tur Yoreh Deah, Vilna, 1923",he,"כתב המרדכי תחת צמר מסובך מהו וצריך ליזהר בצמר דכבשים ולכך נהגו העם למרוט הצואר בעופות שלא יחלידו תחת הנוצה ואע""פ דאיכא צער בעלי חיים: ",hebmorph-standard,86.56481
