Score,Ref,Version,Lang,Content,Field
103.859856,Rashi on Yoma 87b:9:3,Vilna Edition,he,אור <b>יום</b> <b>הכפורים</b> - ליל <b>יום</b> <b>הכפורים</b>:,aggresive-ngram
29.081902,"Shulchan Arukh, Orach Chayim 604:1",Torat Emet Freeware Shulchan Aruch,he,מצוה לאכול בערב <b>יום</b> <b>כיפור</b> ולהרבות בסעודה.  הגה: ואסור להתענות בו אפילו תענית חלום (מהרי''ל). ואם נדר להתענות בו עיין לעיל סימן תק''ע סעיף ב':,ngram
28.294638,"Shulchan Arukh, Orach Chayim 604:2",Wikisource Shulchan Aruch,he, מלכנו בערב <b>יום</b> <b>כיפור</b> יש בו מחלוקת בין אחרונים ומנהג עירי שלא לאומרו כי אם כשחל <b>יום</b> <b>כיפור</b> בשבת שאין אומרים בו אבינו מלכנו אז אמרינן אותו ערב <b>יום</b> <b>כפור</b> שחרית:,ngram
27.338554,Mishnah Berurah 607:3,On Your Way,he,"(ג) אומרו <b>ביום</b> <b>כיפור</b> - אבל במנחה כשחוזר התפלה אינו אומר כלל הוידוי כדלקמן בס""ה בהג""ה:",ngram
74.278206,Keritot 23a:58,Wikisource Talmud Bavli,he,האוכל נבלה <b>ביום</b> <b>הכיפורים</b> פטור,hebmorph-standard
27.249794,"Shulchan Arukh, Orach Chayim 101:3",Wikisource Shulchan Aruch,he,"יש אומרים שבראש השנה <b>ויום</b> <b>כיפור</b> מותר להשמיע קולם בתפלה אפילו בצבור.   הגה: וכן נוהגין ומכל מקום יזהרו שלא להגביה קולם יותר מדאי (דרשות מהרי""ו):",ngram
21.0315,"Shulchan Arukh, Orach Chayim 76:4",Wikisource Shulchan Aruch,he,"היתה צואה על בשרו ומכוסה בבגדיו או שהכניס ידיו בבית הכסא דרך חור ואינו מריח ריח רע יש מתירים לקרות ויש אוסרים ויש אומרים שלא התיר המתיר בצואה על בשרו אלא במקום שהיא נכסה מאליה בלא מלבוש כגון אצילי ידיו ונכון לעשות כדברי המחמיר.   הגה: ושכבת זרע על בשרו דינו כצואה (מהרי""ל הלכות <b>יום</b> <b>כיפור</b>):",infreq
68.89248,Keritot 25a:47,Wikisource Talmud Bavli,he,חייבי חטאות ואשמות ודאין שעבר עליהן <b>יום</b> <b>הכיפורים</b> חייבין להביא לאחר <b>יום</b> <b>הכיפורים</b> וחייבי אשמות תלויין פטורין,hebmorph-standard
82.06446,"Shulchan Arukh, Orach Chayim 609:1",Wikisource Shulchan Aruch,he,מותר להטמין חמין מערב <b>יום</b> <b>הכיפורים</b> למוצאי <b>יום</b> <b>הכיפורים</b>.  הגה: ויש אומרים שאין להטמין <b>ביום</b> <b>הכיפורים</b> (עיין בטור) וכן המנהג במדינות אלו (מהרי''ל):,hebmorph-standard
66.91582,Bartenura on Mishnah Menachot 11:7:13,On Your Way,he,היו אוכלין אותו חי. כשחל <b>יום</b> <b>הכיפורים</b> להיות בערב שבת:,hebmorph-standard
79.05031,Eruvin 4b:4,William Davidson Edition - Aramaic,he,דבש ככותבת הגסה <b>ליום</b> <b>הכיפורים</b>,hebmorph-standard
29.809078,"Shulchan Arukh, Orach Chayim 606:4",Torat Emet Freeware Shulchan Aruch,he," בין ראש השנה <b>ליום</b> <b>הכיפורים</b> מותר לרחוץ ולטבול בערב <b>יום</b> <b>כיפור</b>, <b>דיום</b> <b>כיפור</b> מבטל שבעה (מהרי''ל הלכות שמחות). אף על פי שנהגו שלא לרחוץ כל שלשים טבילת מצוה מותר (דעת עצמו):",ngram
86.12124,Rashi on Chullin 101b:9:3,Wikisource Rashi,he,והזיד באיסור <b>יום</b> <b>הכפורים</b> - שהיה יודע שהוא <b>יום</b> <b>הכפורים</b>:,aggresive-ngram
28.265676,"Shulchan Arukh, Orach Chayim 622:1",Torat Emet Freeware Shulchan Aruch,he,למנחה אומר אשרי ובא לציון ואין אומרים ואני תפלתי אפילו אם חל להיות בשבת.  הגה: ואין אנו נוהגין לומר אשרי ובא לציון קודם מנחה רק קודם נעילה וכן כתבו קצת רבוותא (מרדכי והגהות מיימוני סוף ספר אהבה וסוף הלכות <b>יום</b> <b>כיפור</b> וכל בו ומנהגים). ואין אומרים אין כאלהינו <b>ביום</b> <b>כיפור</b> (מנהגים):,ngram
27.46837,"Shulchan Arukh, Orach Chayim 624:5",Torat Emet Freeware Shulchan Aruch,he, <b>הכיפורים</b> דהוי קצת <b>יום</b> טוב (טור מהרי''ו אור זרוע). ויש מחמירים לעשות שני ימים <b>יום</b> <b>כיפור</b> ויש לזה התרה ואין לנהוג בחומרא זו משום דיש לחוש שיבא לידי סכנה (אור זרוע). מי שמתענה תענית חלום למחרת <b>יום</b> <b>כיפור</b>,ngram
14.958494,"Shulchan Arukh, Orach Chayim 622:2",Torat Emet Freeware Shulchan Aruch,he,ומוציאין ספר תורה וקורים שלשה בפרשת עריות עד סוף הפרשה והשלישי מפטיר ביונה ומסיים מי אל כמוך ומברך לפניה ולאחריה ואם חל בשבת מזכיר בה של שבת וחותם בשל שבת.  הגה: ואין אומרים על התורה ועל העבודה במנחה (הגהות מיימוני סוף הלכות <b>יום</b> <b>כיפור</b> ומהרי''ל ומנהגים והגהות מרדכי):,hebmorph-exact
97.43506,Rashi on Rosh Hashanah 20a:10:5,WikiSource Rashi,he,לאורתא - למוצאי <b>יום</b> <b>הכפורים</b>:,aggresive-ngram
73.07629,Rashi on Zevachim 47b:3:1,Wikisource Rashi,he,אלו ואלו - של <b>יום</b> <b>הכפורים</b> ושאר הנשרפין:,aggresive-ngram
14.278241,"Shulchan Arukh, Orach Chayim 623:6",Torat Emet Freeware Shulchan Aruch,he, (מרדכי והגהות מיימוני סוף הלכות <b>יום</b> <b>כיפור</b> ואגור) וכן נוהגין במדינות אלו ותוקעין לאחר שאמר קדיש לאחר נעילה וקצת מקומות נהגו לתקוע קודם קדיש:,hebmorph-exact
75.6701,Yoma 2b:5,Wikisource Talmud Bavli,he,לכפר אלו מעשה <b>יום</b> <b>הכפורים</b> ואימא כפרה דקרבנות,aggresive-ngram
74.34574,"Shulchan Arukh, Orach Chayim 548:15",Wikisource Shulchan Aruch,he,שעה אחת לפני <b>יום</b> <b>הכיפורים</b> בטלה ממנו גזירת שבעה מפני <b>יום</b> <b>הכיפורים</b> וגזירת שלשים מבטל ממנו החג ומגלח בערב החג:,hebmorph-standard
72.89459,Rashi on Keritot 7a:53:2,WikiSource Rashi,he,חלק - <b>יום</b> <b>כפור</b> לשבין ולא לשאינן שבין:,aggresive-ngram
32.26903,"Shulchan Arukh, Orach Chayim 607:1",Wikisource Shulchan Aruch,he,צריך להתוודות במנחה קודם סעודה המפסקת.  הגה: ויחיד אומרו אחר שגמר תפלתו ושליח ציבור אומרו <b>ביום</b> <b>כיפור</b> בתוך התפלה (טור):,ngram
66.91582,Rashi on Keritot 26a:12:1,WikiSource Rashi,he,אתרו ביה - דאיכא מלקות לא פטר ליה <b>יום</b> <b>הכיפורים</b>:,hebmorph-standard
13.088683,"Shulchan Arukh, Orach Chayim 613:3",Torat Emet Freeware Shulchan Aruch,he, נוטל ידיו אף על פי שהן טהורות דכל רוב רחיצה שאינו מכוון בה לתענוג מותרת (הגהות מיימוני פרק ב' מהלכות <b>יום</b> <b>כיפור</b> מהרי''ל). ולכן אפילו בא מן הדרך ורגליו כהות מותר לרחצן (בית יוסף בשם הגהות מיימוני וסמ''ג וטור הלכות תשעה באב):,hebmorph-exact
73.44,Rashi on Chullin 131b:43:1,Wikisource Rashi,he,וכפר את מקדש הקדש - בעבודת <b>יום</b> <b>הכפורים</b>:,aggresive-ngram
66.96015,Ikar Tosafot Yom Tov on Mishnah Menachot 3:6:1,On Your Way,he,שני שעירי <b>יום</b> <b>הכיפורים</b> כו'. כולהו ילפינן לה בגמרא מקראי:,hebmorph-standard
93.682144,Rashi on Zevachim 105b:43:1,Wikisource Rashi,he,נאמר כאן - בפר <b>יום</b> <b>הכיפורים</b>:,hebmorph-standard
72.8469,Rashi on Eruvin 30b:3:1,Vilna Edition,he,מבעוד יום - של ערב <b>יום</b> <b>הכפורים</b>:,aggresive-ngram
74.61661,Yoma 73a:10,William Davidson Edition - Aramaic,he,וכולן נוהגות במשוח שעבר חוץ מפר <b>יום</b> <b>הכפורים</b> ועשירית האיפה,aggresive-ngram
94.48125,Keritot 18b:56,Wikisource Talmud Bavli,he,הא כיפר עליה <b>יום</b> <b>הכפורים</b>,aggresive-ngram
23.01009,"Shulchan Arukh, Orach Chayim 612:6",Torat Emet Freeware Shulchan Aruch,he,אכל אוכלים שאינם ראוים לאכילה או שאכל אכילה גסה כגון מיד על אכילה שאכל ערב <b>יום</b> <b>הכיפורים</b> עד שקץ במזונו פטור.  הגה: ואם אכל מאכלים מבושמים או מתובלים על אכילתו חייב דרווחא לבסומי שכיחא (כל בו). ואסור ביום <b>כיפור</b> לטעום דבר להפליט אפילו עצי בשמים ועיין לעיל סימן תקס''ז סעיף ג' בהג''ה:,infreq
13.402932,Or HaChaim on Leviticus 23:27:1,On Your Way,he,"יוה''כ וגו' מקרא קודש וגו' פירוש בלא אמצעות קריאתם אותו קודש ובלא עינוי שמתענים בו הוא <b>יום</b> <b>כיפור</b> מצד עצמו, ומעתה יש שכר למצות קריאת קודש ועינוי בו מלבד ריוח הכפרה:",hebmorph-exact
85.21563,Zevachim 39a:39,Wikisource Talmud Bavli,he,כן יעשה לפר זה פר <b>יום</b> <b>הכפורים</b>,aggresive-ngram
28.585945,"Shulchan Arukh, Orach Chayim 611:2",Wikisource Shulchan Aruch,he,. והתירו לקנב ירק (פירוש לחתוך מן הירק התלוש) ולפצוע אגוזים מן המנחה ולמעלה כשחל בחול והאידנא נהגו לאסור.  הגה: אם נפלה דליקה <b>ביום</b> <b>כיפור</b> מותר להציל סעודה אחת לצורך לילה כמו שמציל בשבת לסעודת מנחה (ר''ן פרק,ngram
86.54987,Rashi on Yoma 50a:13:1,Vilna Edition,he,"ה""ג והתניא פר <b>יום</b> <b>הכפורים</b> ושעיר <b>יום</b> <b>הכפורים</b>:",aggresive-ngram
67.75741,Zevachim 86b:17,Wikisource Talmud Bavli,he,<b>ביום</b> <b>הכיפורים</b> משום חולשא דכהן גדול מחצות,hebmorph-standard
73.07629,Megillah 20b:7,William Davidson Edition - Aramaic,he,ולוידוי הפרים ולוידוי מעשר ולוידוי <b>יום</b> <b>הכפורים</b> ,aggresive-ngram
80.46993,Menachot 99b:36,Wikisource Talmud Bavli,he,חל <b>יום</b> <b>כיפורים</b> להיות בשבת החלות מתחלקות לערב,hebmorph-standard
80.993065,Rashi on Temurah 14a:8:2,WikiSource Rashi,he,פר <b>יום</b> <b>הכיפורים</b> - פרו של אהרן:,hebmorph-standard
12.908212,"Shulchan Arukh, Orach Chayim 617:4",Wikisource Shulchan Aruch,he, אם לא אמרה צריכה אני אף על פי שלא שלמו לה שלשה ימים עד <b>יום</b> <b>כיפור</b> בערב משום דכיון שנכנס יום רביעי ללידתה מקרי לאחר שלשה:,hebmorph-exact
75.149376,Rashi on Keritot 18b:22:1,WikiSource Rashi,he,אלא מעתה אכל כזית חלב קודם <b>יום</b> <b>הכיפורים</b> וכזית חלב לאחר <b>יום</b> <b>הכיפורים</b> - ושניהם בהעלם אחת:,hebmorph-standard
66.91582,Rashi on Keritot 25b:36:1,WikiSource Rashi,he,מנהני מילי - דאשמות ודאין לא מכפר <b>יום</b> <b>הכיפורים</b> עלייהו:,hebmorph-standard
30.641037,"Shulchan Arukh, Orach Chayim 131:7",Wikisource Shulchan Aruch,he,ומנהג פשוט שלא <b>ליפול</b> על פניהם בכל בכל חדש ניסן ולא בט' באב ולא בין <b>יום</b> <b>כיפור</b> לסוכות. (ולא מתחלת ראש חודש סיון עד אחר שבועות),ngram
30.461613,"Shulchan Arukh, Orach Chayim 610:4",Torat Emet Freeware Shulchan Aruch,he," ואם כבו נרות אלו <b>ביום</b> <b>הכיפורים</b> אין לומר לנכרי שיחזור וידליקם (מהרי''ל ומהרי''ו). מי שכבה נרו <b>ביום</b> <b>כיפור</b>, יחזור וידליקנו במוצאי <b>יום</b> <b>כיפור</b>, ואל יכבנו עוד, אלא יניחנו לדלוק עד גמירא, וגם יקבל עליו שכל",ngram
80.29898,Bartenura on Mishnah Yoma 3:5:3,On Your Way,he,מחמין לו חמין. בערב <b>יום</b> <b>הכיפורים</b>:,hebmorph-standard
32.79967,"Shulchan Arukh, Orach Chayim 61:11",Wikisource Shulchan Aruch,he,האומרים באשמורת בסליחות <b>וביום</b> <b>כיפור</b> בתפילת נעילה ב' פעמים פסוק שמע ישראל יש ללמדם שלא יאמרו:,ngram
71.16425,Keritot 18b:22,Wikisource Talmud Bavli,he,"ידיעות ספק מחלקות לחטאות אלא מעתה אכל כזית חלב לפני <b>יום</b> <b>הכיפורים</b> וכזית חלב אחר <b>יום</b> <b>הכיפורים</b> ויוה""כ במקום אשם תלוי קאי הכי נמי דמביא שתי חטאות",hebmorph-standard
80.37199,Bartenura on Mishnah Sotah 7:7:7,On Your Way,he,וקורא אחרי מות. שהוא מסדר <b>יום</b> <b>הכיפורים</b>:,hebmorph-standard
124.48502,"Tur, Orach Chaim 604:1",Warsaw 1861,he,הלכות <b>יום</b> <b>הכפורים</b>,aggresive-ngram
