Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Berakhot 56b:11,William Davidson Edition - English,en,"One who sees a shofar  in a dream should rise early and recite: “And it shall come to pass in that day, that a great shofar shall be sounded; and they shall come that were lost in the land of Assyria",infreq,19.23279
1,--,Job 39:25,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	In the midst of the shofar din he cries out [(exultingly)]: ""Heach!"" and he smells battle from afar — the roar of the warriors and the shofar blast.",ngram,33.317486
2,--,Mishnah Rosh Hashanah 3:6,Sefaria Community Translation,en,"A shofar that was cracked and glued – [is] unfit. [If one] glued fragments of shofars – [it is] unfit. 	[If it was] pierced and he stopped it up:	If it impedes the blast – [it is] unfit, but if not – [it is] fit.",aggresive-ngram,23.032614
3,--,"Mishneh Torah, Positive Mitzvot 137",Sefaria Community Translation,en,137.  To blow the shofar in the year of the Jubilee as it says “and you shall pass the shofar of blasting” (Vayikra 25:9),ngram,32.291153
4,--,Rosh Hashanah 28a:9,William Davidson Edition - English,en,"§ Rav Yehuda said: One should not blow with the shofar of an animal consecrated as a burnt-offering, but if he nevertheless transgressed and blew, he has fulfilled his obligation. One should also not",ngram,28.431038
5,--,Mishnah Rosh Hashanah 3:7,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	If one blows into a hole [in the ground], or into a duth [a place surrounded by partitions on the ground], or into a pitam [a large earthen vessel] — if he heard the sound of the shofar, he has",ngram,29.8846
6,--,Mishnah Rosh Hashanah 3:4,Eighteen Treatises from the Mishna,en,"On fast days, [the shofars used] are to be from male [rams, and] bent. Their mouths are to be coated in silver, and two trumpets are to be in the middle [of the shofars]. The shofar [blast] is to be short and the trumpet [blast] is to be long, since the commandment of the day is with trumpets.",ngram,29.708265
7,--,Mishnah Rosh Hashanah 4:2,Eighteen Treatises from the Mishna,en,"And also in this [respect], was Jerusalem greater than Yavneh: every city, [whose inhabitants] could see [Jerusalem] and hear [it], and [were] near [to it] and could get to [it], would blow [the shofar]; but in Yavneh, they would not blow [the shofar] except in the court alone.",ngram,34.014633
8,--,Mishnah Rosh Hashanah 3:2,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	All shofroth are kasher except for that of a bullock, it being called a ""horn"" [and not a ""shofar,"" viz. (Deuteronomy 33:17): ""The firstling of his bullock; grandeur is his; and the horns of a wild",ngram,31.458858
9,--,Mishnah Rosh Hashanah 3:3,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	The shofar of Rosh Hashanah is of a yael (a mountain-goat), straight (not curved), [for prayer requires simplicity]; and its mouth [that of the Temple shofar] was covered with gold. And there were",ngram,49.31659
10,--,Rosh Hashanah 32b:12,William Davidson Edition - English,en,"With regard to a verse that mentions sounding the shofar that has nothing else with it, i.e., no mention of remembrances, Kingship, or an actual shofar, for example: “It is a day of sounding the",ngram,31.349684
11,--,Sukkah 34a:10,William Davidson Edition - English,en,"In addition, that which was called trumpet was called shofar in later generations, and that which was called shofar was called trumpet in later generations. The Gemara asks: What is the practical",ngram,33.58628
12,--,Rosh Hashanah 27b:4,William Davidson Edition - English,en,"The baraita continues: If the shofar was punctured and the puncture was sealed, if it impedes the blowing, the shofar is unfit, but if not, it is fit. If one placed one shofar inside another shofar",ngram,52.364143
13,--,Rosh Hashanah 27b:5,William Davidson Edition - English,en,"The Sages taught in a different baraita: If a shofar was scraped down, whether on the inside or on the outside, it is fit. Even if it was scraped out to the point that only its outer layer remains",ngram,36.61468
14,--,"Shulchan Arukh, Orach Chayim 586:1",Sefaria Community Translation,en,"The Shofar of Rosh Hashena should be from a ram, bent; under extreme circumstances, all shofars are kosher, whether straight or bent, however the mitzva is better fulfilled with a bent one rather",ngram,31.565868
15,--,Rosh Hashanah 27b:1,William Davidson Edition - English,en,"If the shofar was punctured and the puncture was sealed, if it impedes the blowing, the shofar is unfit, but if not, it is fit. If one sounds a shofar into a pit, or into a cistern, or into a large",ngram,34.95366
16,--,Amos 3:6,Sefaria Community Translation,en,Does a Shofar blow without people being scared? Do bad things happen without ה׳ doing it?,ngram,36.02547
17,--,Rosh Hashanah 27a:18,William Davidson Edition - English,en,"MISHNA: A shofar that was cracked and then glued together, even though it appears to be whole, is unfit. Similarly, if one glued together broken fragments of shofarot to form a complete shofar, the shofar is unfit. ",ngram,53.99975
18,--,Rosh Hashanah 27b:8,William Davidson Edition - English,en,"The baraita stated: If it was sealed with the same substance, it is fit. Concerning this Rabbi Yoḥanan said: This applies only where most of the original shofar is intact and only a small patch was",ngram,30.901384
19,--,Shabbat 36a:2,William Davidson Edition - English,en,"However, this explanation raises a slight difficulty with regard to the statement that one may move neither a shofar nor a trumpet. There was no need to mention the trumpet. If one may not move a",ngram,30.826221
20,--,Rosh Hashanah 26a:3,William Davidson Edition - English,en,"MISHNA: The mishna begins to discuss the primary mitzva of Rosh HaShana, sounding the shofar. All shofarot are fit for blowing except for the horn of a cow, because it is a horn [keren] and not a",ngram,32.610817
21,--,Shabbat 36a:1,William Davidson Edition - English,en,"to a child. Because the mouth of a shofar is bent, one can pour a little water at a time. If so, a shofar belonging to the community is also suitable to feed water to a poor infant whose sustenance",hebmorph-standard,15.396682
22,--,Psalms 89:16,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Happy are the people who know teruah [(the shofar blast) i.e., who know how to conciliate their Creator on Rosh Hashanah with teruah, the matrix of malchuyoth (Dominion), zichronoth (Remembrance) and shofaroth].",ngram,28.698483
23,--,Rosh Hashanah 29a:1,Sefaria Community Translation,en,"Have ""intention"" [to perform the mitzvah]and blow the shofar for me We see from here that R' Zeira's opinion is that the one who blows the shofar must have intent for the listeners [to fulfill their obligation]",ngram,32.34436
24,--,Rosh Hashanah 27b:11,William Davidson Edition - English,en," other side. If the sound of the shofar is high or deep or dry, it is fit for blowing, as the Torah does not require a particular sound, and all sounds coming from a shofar are fit.",ngram,28.289968
25,--,Rosh Hashanah 33a:3,William Davidson Edition - English,en,"§ The mishna continues. However, if one wishes to place water or wine into the shofar on Rosh HaShana, so that it should emit a clear sound, he may place it. The Gemara infers: Water or wine, yes",ngram,29.639654
26,--,Rosh Hashanah 34a:2,Sefaria Community Translation,en,"How do I know there should be three sets of three blasts each? It states ""you should blast the shofar of Teruah"", ""A day of rest, to remember the shofar blasts"", ""A day of shofar blasts it shall be for you"".",ngram,32.56156
27,--,Rosh Hashanah 27b:14,William Davidson Edition - English,en,"§ It was taught in the mishna: If one sounds a shofar into a pit or into a cistern, he has not fulfilled his obligation. Rav Huna said: They taught this only with respect to those standing at the",ngram,28.959219
28,--,"Mishneh Torah, Shofar, Sukkah and Lulav 1:1",Sefaria Community Translation,en,"It is a biblical commandment to hear the sound of the shofar on Rosh Hashannah as it says ""it is a day of blowing the horn unto you."" The horn which is blown, both on Rosh Hashannah and for the",ngram,27.666088
29,--,Mishnah Rosh Hashanah 4:8,Eighteen Treatises from the Mishna,en,"[For the purpose of sounding] the shofar on Rosh Hashanah, we may not go beyond the ‏techum‎ [the area around a person or community within which it is permissible to travel on Shabbat], and we may",ngram,31.569538
30,--,Shabbat 35b:9,William Davidson Edition - English,en,"The Gemara asks with regard to this last halakha: Wasn’t it taught in a baraita that the shofar may be moved on Shabbat, and the trumpets may not be moved? Rav Yosei said: This is not difficult, as",ngram,28.926285
31,--,Rosh Hashanah 26b:7,William Davidson Edition - English,en,"MISHNA: The shofar that was used on Rosh HaShana in the Temple was made from the straight horn of an ibex, and its mouth, the mouthpiece into which one blows, was plated with gold. And there were two",ngram,35.94198
32,--,Rosh Hashanah 34b:9,William Davidson Edition - English,en,"The Gemara relates: Rav Pappa bar Shmuel once rose to pray on Rosh HaShana. He said to his attendant: When I signal to you that I have finished each of the blessings, sound the shofar for me. Rava",infreq,19.102194
33,--,Rosh Hashanah 26b:8,William Davidson Edition - English,en,", and the shofar would sound a short blast, whereas the trumpets would sound a long blast, for the mitzva of the day is with the trumpets.",ngram,28.007154
34,--,Leviticus 25:9,The Rashi chumash by Rabbi Shraga Silverstein,en,	And you shall sound the shofar [in proclamation of the Jubilee] in the seventh month on the tenth day of the month. On the day of atonement shall you sound the shofar throughout the land.,ngram,51.347107
35,--,Rosh Hashanah 32a:4,William Davidson Edition - English,en,"Rabbi Akiva said to him: If one does not sound the shofar for the blessing of Kingship, why does he mention it? Rather, the order of the blessings is as follows: One recites the blessing of the",ngram,33.130974
36,--,"Chizkuni, Leviticus 25:9:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"תעבירו שופר בכל ארצכם, “sound the shofar throughout your land,” at all major highway junctions.",ngram,30.411509
37,--,Rosh Hashanah 33a:5,Sefaria Community Translation,en,"We do not prevent a child from blowing [the shofar]: This implies that we do prevent women! However, it was taught [in a braaita]: We do not prevent women or children from blowing the Shofar on the",ngram,36.59336
38,--,Leviticus 23:24,The Rashi chumash by Rabbi Shraga Silverstein,en,"	Speak to the children of Israel, saying: On the seventh month, on the first day of the month, there shall be for you a resting, [verses of] remembrance (zichronoth) [and verses of (i.e., evocative of)] the shofar blast (shofroth), a holy calling.",ngram,28.268566
39,--,Psalms 81:2,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	Sing to the G d of our strength; blow [the shofar on Rosh Hashanah] to the G d of Jacob.,ngram,35.43132
40,--,Psalms 81:4,Sefaria Community Translation,en,"Blow, on Rosh Chodesh, a shofar; on the covered [time] for your holiday.",ngram,45.12058
41,--,Psalms 81:5,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	For it [the blowing of the shofar on Rosh Hashanah] is a statute unto Israel, [a day of] judgment for the G d of Jacob.",ngram,34.596806
42,--,Rosh Hashanah 29b:8,William Davidson Edition - English,en,"Rava said: This explanation is difficult, for if the distinction between Shabbat and the rest of the week applies by Torah law, how does one sound the shofar on Shabbat in the Temple? If it is",ngram,27.566038
43,--,Rosh Hashanah 34a:12,William Davidson Edition - English,en,"The Gemara asks: What does Rabbi Shmuel bar Naḥmani mean when he says that the verse: “It is a day of sounding the shofar [terua] to you,” comes for its own statement? What other halakha is derived",ngram,28.487839
44,--,Rosh Hashanah 32b:24,William Davidson Edition - English,en,"One need not prevent children from sounding the shofar on Rosh HaShana, despite the fact that they are not obligated in mitzvot. Rather, one occupies himself with them, encouraging and instructing",ngram,28.9005
45,--,Rosh Hashanah 32b:23,William Davidson Edition - English,en,"MISHNA: With regard to the shofar of Rosh HaShana, one may not pass the Shabbat limit for it, i.e., to go and hear it, nor may one clear a pile of rubble to uncover a buried shofar. One may not climb",ngram,32.07601
