Score,Ref,Version,Lang,Content,Field
1.4236805,"Sefat Emet, Deuteronomy, Ki Tavo 28:2","Sefat emet, Piotrków, 1905-1908",he," האמרת וה' האמירך. כי בנ""י זכו שניתנה להם התורה זה האמרת כי המה תבעו בלב עד שזכו שגילה להם הקב""ה <b>עשרת</b> <b>הדיברות</b>. וה' האמירך בחי' תפלה כמו שמקדימין ה' שפתי תפתח כי זה הכח נפתח משמים בלב איש ישראל שיוכל לפתוח פיו לפני ה'. וזה בחי' תורה שבעל פה אשר נטע בתוכינו. וב' אלו צריך איש ישראל לעורר בכל יום:",hebmorph-exact
1.4371477,"Sefat Emet, Leviticus, Emor 12:2","Sefat emet, Piotrków, 1905-1908",he," כח <b>עשרת</b> <b>הדיברות</b>. כי המאמרות היו בכלל. וע""י התערובות הוצרך הדיברות לפרטות בנ""י שנבחרו לחלק ה' ובכח הדיברות צריכין לתקן החטא ולהתדבק בכח המאמרות שקודם החטא שהיו אמרות טהורות וזהו הרמז אמור ואמרת אליהם כנ""ל:",hebmorph-exact
5.6370916,Rashi on Jeremiah 7:15:1,On Your Way,he,"כאשר השלכתי וגו' . <b>עשרת</b> השבטים :
",hebmorph-exact
1.4234738,"Sefat Emet, Numbers, Matot 20:2","Sefat emet, Piotrków, 1905-1908",he,"אמרו חז""ל משה רבינו ע""ה התנבא בכה אמר ה' נוסף ע""ז נתנבא בזה הדבר. כבר כתבנו כי זה ההפרש בין עשרה מאמרות קיום הטבע ובין <b>עשרת</b> <b>הדיברות</b> שהוא עצם הדיבור, ובח' זו מיוחדת רק לבנ""י כמ""ש שמעה עמי ואדברה שבחי",hebmorph-exact
6.4410806,Metzudat Zion on Jonah 4:11:1,On Your Way,he,רבו. הוא <b>עשרת</b> אלפים: ,hebmorph-exact
129.63258,Rashbam on Exodus 20:16:1,Rashbam on Torah -- Daat,he,ויאמרו אל משה - לאחר ששמעו <b>עשרת</b> <b>הדברים</b>. ,aggresive-ngram
2.313513,"Sefat Emet, Numbers, Shavuot 14:7","Sefat emet, Piotrków, 1905-1908",he,"איתא בעשרה מאמרות נברא העולם ומה ת""ל כדי ליתן שכר כו'. וכמו כן יתכן לומר כי בודאי גם <b>עשרת</b> <b>הדיברות</b> בדיבור אחד הי' יכול לכלול הכל וכמ""ש רש""י שהי' בכלל ואח""כ בפרט רק שגם בתורה נשאר מדריגות ליתן שכר לעוסקים לשמה ולהפרע מעוסקים לקנתר כו' וכמ""ש סמא דחיי למיימינים בה כו':",hebmorph-exact
15.104773,B'Mareh HaBazak Part Seven 49:22,B'Mareh HaBazak Machon Eretz Hemdah,he,""", ומיישב טענה זו בדרך אחרת: ""שהם אומרים שכל הארץ נגררת אחר ירושלם"". ונציין שגם הרא""ש הנ""ל, וכן בעל ה""עיטור"" (""<b>עשרת</b> <b>הדיברות</b>"" יום טוב קלח ע""ב) הביאו את המחלוקת ופסקו כרי""ף. ",ngram
108.56641,"Chizkuni, Deuteronomy 5:1:1",Chizkuni,he,"אל כל ישראל להשמיעם <b>עשרת</b> <b>הדברות</b> לנולדים אחר מתן תורה.
",aggresive-ngram
6.4423904,Rashi on Jeremiah 3:6:2,On Your Way,he,ישראל . <b>עשרת</b> השבטי' : ,hebmorph-exact
61.72471,Bartenura on Mishnah Zavim 5:12:7,On Your Way,he,וטבול יום. פוסל את התרומה מן התורה עד שיעריב שמשו. ואינו משמונה <b>עשר</b> <b>דבר</b> שגזרו בו ביום:,hebmorph-standard
11.533694,Sanhedrin 110b:18,Wikisource Talmud Bavli,he,"מתני׳ <b>עשרת</b> השבטים אינן עתידין לחזור שנא' (דברים כט, כז) וישליכם אל ארץ אחרת כיום הזה מה היום הולך ואינו חוזר אף הם הולכים ואינן חוזרים <b>דברי</b> ר""ע",hebmorph-standard
13.714579,Rashi on Deuteronomy 5:7:1,On Your Way,he,"על פני. בכל מקום אשר אני שם וזהו כל העולם דבר אחר כל זמן שאני קים. <b>עשרת</b> <b>הדברות</b> כבר פרשתים:
",infreq
13.64642,Yoma 53b:15,William Davidson Edition - Aramaic,he,רבי שמעון בן יוחאי אומר ארון גלה לבבל שנאמר לא יותר דבר אמר ה׳ אלו <b>עשרת</b> <b>הדברות</b> שבו,infreq
65.869,Rashi on Shabbat 13b:3:2,Vilna Edition,he,"ת""ש - דאתרתי קמייתי קאי אבל אינך לאו משמונה <b>עשר</b> <b>דבר</b> נינהו ולקמן בגמרא מפרש להו:",hebmorph-standard
16.659176,Rashi on Exodus 18:21:8,On Your Way,he,"ושרי <b>עשרת</b>. ששים אלף:
",ngram
15.094636,"Bach, Orach Chaim 690:10:1","Tur Orach Chaim, Vilna, 1923",he,"וצריך לומר <b>עשרת</b> בני המן בנשימה אחת בספ""ק דמגילה אמר רב אדא דמן יפו <b>עשרת</b> בני המן <b>ועשרת</b> צריך למימרינהו בנשימה אחת מ""ט כולהו <b>בהדי</b> הדדי נפקו נשמתייהו ופי' רש""י <b>עשרת</b> בני המן <b>ועשרת</b> הזכרת שמותן ותיבה הסמוכה",ngram
71.578156,"Shulchan Arukh, Orach Chayim 1:5",Wikisource Shulchan Aruch,he,"טוב לומר פרשת העקדה, ופרשת המן, ועשרת הדברות, ופרשיות עולה ומנחה ושלמים וחטאת ואשם. הגה: ודוקא ביחיד מותר לומר <b>עשרת</b> <b>הדיברות</b> בכל יום, אבל אסור לאומרם בצבור (תשובת הרשב""א סימן קמ""ד).",hebmorph-standard
6.364468,Metzudat Zion on Ezra 2:64:1,On Your Way,he,"רבוא. הוא <b>עשרת</b> אלפים:
",hebmorph-exact
108.56641,Ibn Ezra on Deuteronomy 5:19:1,On Your Way,he,את הדברים האלה. הטעם <b>עשרת</b> <b>הדברים</b> ולא הדבורים,aggresive-ngram
107.77778,Yaakov Emden on Seder Olam Rabbah 6:2:1,"Seder Olam, Warsaw 1904",he,"א] אחר <b>עשרת</b> <b>הדברות</b> כו', עיין פ""ק דיומא (ד' ב'):",aggresive-ngram
9.775008,Pesikta D'Rav Kahanna 12:4,OYW,he, וחמשה הן אינון חמשתי חורנייא ואומר אליה ימים רבים תשבי לי (שם שם ג) תני ר' חייא ימים שנים רבים שלשה הרי חמשין יומין דעומרא מיכן ואילך <b>עשרת</b> <b>הדיברות</b> לא תזני (שם) לא תעשו לכם אלילים (ויקרא כו א) ולא,hebmorph-exact
111.637,Horayot 13b:25,Wikisource Talmud Bavli,he,<b>עשרה</b> <b>דברים</b> קשים ללימוד,aggresive-ngram
59.019253,Bava Metzia 56a:2,William Davidson Edition - Aramaic,he,אמר רב יוסף אף על פי שמיקל רבי מאיר בפדיונו מחמיר הוא באכילתו דתניא לא התירו למכור דמאי אלא לסיטון בלבד ובעל הבית בין כך ובין כך צריך <b>לעשר</b> <b>דברי</b> רבי מאיר,hebmorph-standard
151.238,Rashbam on Deuteronomy 4:14:1,Rashbam on Deuteronomy -- Daat,he,ואותי צוה - ללמד <b>עשרת</b> <b>הדברים</b>. ,aggresive-ngram
6.364468,Malbim on Jeremiah 8:19:4,On Your Way,he,<b>עשרת</b> השבטים אומרים) ,hebmorph-exact
82.33626,Ikar Tosafot Yom Tov on Mishnah Mikvaot 10:7:1,On Your Way,he,הר''מ. ואינה אלא אסמכתא. דמשמונה <b>עשר</b> <b>דבר</b> הוא:,hebmorph-standard
73.937325,Temurah 26b:4,Wikisource Talmud Bavli,he,הכל מודים היכא דאמר חציה עולה וחציה <b>מעשר</b> <b>דברי</b> הכל עולה קריבה ,hebmorph-standard
6.4094095,Metzudat Zion on Nehemiah 7:66:1,On Your Way,he,"רבוא. הוא <b>עשרת</b> אלפים:
",hebmorph-exact
108.02715,Kitzur Baal Haturim on Exodus 19:3:1,On Your Way,he,"ותגיד לבני ישראל. מלא יו''ד שתגיד להם <b>עשרת</b> <b>הדברות</b>:

",aggresive-ngram
106.59954,Ibn Ezra on Exodus 34:14:1,On Your Way,he,והזכיר אל קנא ככתוב <b>בעשרת</b> <b>הדברים</b>,aggresive-ngram
15.358824,Rashi on Deuteronomy 1:18:1,On Your Way,he,"את כל <b>הדברים</b> אשר תעשון. אלו <b>עשרת</b> <b>הדברים</b> שבין דיני ממונות לדיני נפשות:
",aggresive-ngram
14.016064,Rashi on Exodus 24:1:1,On Your Way,he,"ואל משה אמר עלה. פרשה זו נאמרה קדם <b>עשרת</b> <b>הדברות</b>, ובארבעה בסיון נאמר לו עלה:
",aggresive-ngram
1.7351348,"Sefat Emet, Leviticus, Passover 2:9","Sefat emet, Piotrków, 1905-1908",he," מעשרה מאמרות <b>עשרת</b> <b>הדיברות</b>. כמ""ש במ""א פי' זוה""ק הנ""ל שדיבור שהוא הכרת מלכותו ית' בכל הדברים. זה הי' נסתר בגלות. וע""י גאולת מצרים נודע גבורתו ית':",hebmorph-exact
12.019719,Mishnah Oktzin 3:7,Torat Emet 357,he,"הקור, הרי הוא כעץ לכל <b>דבר</b>, אלא שהוא נלקח בכסף <b>מעשר</b>. כפניות, אכלין, ופטורות מן <b>המעשרות</b>: 
",hebmorph-standard
151.9755,Rashi on Numbers 7:20:2,On Your Way,he,עשרה זהב. כנגד <b>עשרת</b> <b>הדברות</b>: ,aggresive-ngram
66.51819,"Mishneh Torah, Positive Mitzvot 57",Wikisource Mishneh Torah,he,"לעשות פסח שני, שנאמר: ""בחדש השני בארבעה <b>עשר</b>"" (<b>במדבר</b> ט, יא).",hebmorph-standard
108.7977,"Bekhor Shor, Exodus 24:12:1","Bekhor Shor, Leipzig, 1856",he,"ויאמר ה' אל משה. זה היה אחר <b>עשרת</b> <b>הדברות</b>:
",aggresive-ngram
24.183382,Malbim on Jeremiah 8:20:2,On Your Way,he,<b>דברי</b> <b>עשרת</b> השבטים) ,hebmorph-standard
15.499582,Jeremiah 42:7,Tanach with Ta'amei Hamikra,he,ויהי מקץ <b>עשרת</b> ימים ויהי <b>דבר</b>־יהוה אל־ירמיהו,hebmorph-standard
129.53654,Rashi on Berakhot 12a:5:1,Vilna Edition,he,בקשו - לקבוע <b>עשרת</b> <b>הדברות</b> בקריאת שמע:,aggresive-ngram
1.4236805,"Sefat Emet, Exodus, Yitro 30:3","Sefat emet, Piotrków, 1905-1908",he,"בענין <b>עשרת</b> <b>הדיברות</b> נתייחדו בנ""י לשמוע דבר ה'. וע""ז מבקשין ישקני מנשיקות פיהו דהנה כל העולם ומלואו נבראו ונשתלשלו מעשרה מאמרות. כמ""ש בדבר ה' שמים נעשו. וכל מעשה בראשית והטבע שמחים לעשות רצון קונם",hebmorph-exact
16.46458,Rashi on Rosh Hashanah 32a:18:2,WikiSource Rashi,he,<b>עשרת</b> <b>מאמרות</b> שהעולם נברא בהן - בראש השנה:,ngram
108.7977,Kitzur Baal Haturim on Deuteronomy 21:20:1,On Your Way,he,בננו חסר יו''ד כאלו עבר על <b>עשרת</b> <b>הדברות</b>:,aggresive-ngram
