Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,"Beit Yosef, Yoreh Deah 81:2:1","Tur Yoreh Deah, Vilna, 1923",he," איך יתכן להתירם וה""ה נדחק בפ""ג כדי לתרץ זה כתב המרדכי בפ' שמנה שרצים דמי רגלי אדם מותרים ובתשובות הרשב""א סי' תקע""ז כתב דעת ב""ה דמי רגלים של  אדם ושל בהמה טמאה מותר: ",hebmorph-exact,5.663432
1,--,"Rosh on Menachot, Hilchot Sefer Torah 2:1",Vilna Edition,he," והלמ""מ שמסרגלין בקנה וכותבין בדיו על העור. וסמך לו מן המקרא ואני כותב על הספר ובדיו. וכיוצא בזה מביא ברייתא בפרק שמנה שרצים   אלא שלא הוזכר בברייתא אלא תפילין ומפרש טעמא התם משום דכתיב למען תהיה תורת ה'",original,9.889101
2,--,Sefer HaChinukh 162:3,Sefer HaChinukh -- Torat Emet,he,"מדיני המצוה. כגון החלוק שחלקו זכרונם לברכה בשמנה שרצים האמורים בתורה משאר שרצים, שהם נחשים ועקרבים חפושית ונדל וכיוצא בהן, שאמרו, ששמנה שרצים האמורים בתורה, שעור חיוב אכילתן כשעור טמאתן שהיא כעדשה",ngram,21.306723
3,--,Shabbat 111b:4,William Davidson Edition - Aramaic,he,הדרן עלך שמנה שרצים,hebmorph-standard,265.45258
4,--,Rashi on Sanhedrin 107b:34:1,Wikisource Rashi,he,אותה שעה - היה אלישע עוסק בפרק שמונה שרצים אמר לו הגיע עת ליטול שכר פרק שמונה שרצים שעסקתי וכו' ולהכי כתב בהאי קרא שמנה דברים כנגד אותו פרק כלומר בכסף ובגדים שקבלת ממנו מנעמן סבור אתה לקנות דברים הללו להיותם לך שכר שמונה שרצים:,hebmorph-standard,72.33693
5,--,Tosafot on Menachot 84b:58:1,Wikisource Tosafot,he, עציץ נקוב משמע דחרס בעי נקיבה ואמרינן בסוף המצניע (שבת דף צה:) ה' מדות בכלי חרס ניקב כשורש קטן טהור מלהכשיר את הזרעים ועוד דסתם עציץ של חרס הוא כדמשמע בפרק שמנה שרצים (שם דף קח.) מאן דתלש פיטרא מאונא,original,3.4963248
6,--,Tosafot on Shabbat 107a:5:1,Vilna Edition,he,מתני' שמנה שרצים החובל בהן חייב - לשון שפי' הקונטר' משום נטילת נשמה עיקר כדפי' בפרק כלל גדול (לעיל דף עה.):,hebmorph-standard,103.27044
7,--,Rashi on Yevamot 71a:15:1,Vilna Edition,he,קטן ערל - תוך שמנה:,hebmorph-exact,6.691506
8,--,Rashi on Menachot 11a:73:1,Wikisource Rashi,he,שמנה - משמע דהופרש לשמה:,hebmorph-exact,6.691506
9,--,Meilah 16b:2,Wikisource Talmud Bavli,he,אכילת שרצים לוקה עליו בכזית מאי טעמא ,original,7.598913
10,--,"Prisha, Orach Chaim 32:36:1","Tur Orach Chaim, Vilna, 1923",he," מעור בהמה חיה כו' כבר כתבתי לעיל שכן אמרו בפ' ב""מ ומ""ש או מנבילה וטריפה כו' כך אמרו בפרק שמונה שרצים: ",hebmorph-standard,62.88122
11,--,Keritot 4b:48,Wikisource Talmud Bavli,he,אוציא דם שרצים הואיל דאין דמן חלוק מבשרן מצטרפין,original,6.4418597
