Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Tosefta Chagigah 2:2,Tosefta Chagigah - Machon Mamre,he,ארבעה נכנסו לפרדס בן עזאי ובן זומא אחר ורבי עקיבה אחד הציץ ומת אחד הציץ ונפגע אחד הציץ וקיצץ בנטיעות ואחד עלה בשלום וירד בשלום בן עזאי הציץ ומת עליו הכתוב אומר (תהילים קטו) יקר בעיני ה' המותה לחסידיו,aggresive-ngram,23.95842
1,--,Tractate Tefillin 1:18,"Talmud Bavli, Vilna 1883 ed.",he,הנכנס לבורסקי למשרה ולכובסים חולץ את תפיליו ורוחק ארבע אמות הנכנס לבית הכסא חולץ את תפיליו ורוחק ארבע אמות ואם היתה רחיצה של כבוד לא יחליץ עד שיגיע:,ngram,20.595638
2,--,Tosefta Sukkah 4:12,Tosefta Sukkah,he,משמר היוצא מקריב תמיד של שחר ומוספין הנכנס מקריב תמיד של בין הערבים [ולחם] הפנים מפני מה משמר הנכנס חולק בצפון מפני שקרוב לעבודה עשרים וארבע טבעות היו שם כנגד עשרים וארבע משמרות כהונה עשרים וארבע חלונות היו שם כנגד עשרים וארבע משמרות.,ngram,18.043861
3,--,Likutei Moharan 31:9,Likutei Moharan - rabenubook.com,he," דרך ישרה לעבד את ה', ואם לאו, וטינא יש בלבו, יוכל גם כן למצא בהרב דבר שיקצץ בנטיעות, ויכפר בכל, חס ושלום: וזה בחינת (חגיגה יד:): ארבעה שנכנסו לפרדס; רבי עקיבא נכנס בשלום ויצא בשלום, בן עזאי הציץ ונפגע",hebmorph-standard,3.0862331
4,--,"Noam Elimelech, Sefer Vayikra, Kedoshim 8:3"," Noam Elimelech, Lvov, 1788.",he,"‎ומה דאיתא שהבל חטא ג""כ, היה חטאו שהיה מביא מנחה מבכורות צאנו, דהיינו שהיה מציץ במקום שאין רשות להציץ, ע""ד דאיתא בגמ' ארבעה נכנסו לפרדס בן עזאי הציץ כו׳, והיינו ע""ד שאמרו חז""ל האומר מה למעלה מה למטה",hebmorph-standard,2.7077193
5,--,Tosafot on Shevuot 2a:3:1,Vilna Edition,he,"יציאות השבת שתים שהן ארבע. בגמ' מפרש שתים הוצאה דעני ודבעל הבית שהן ארבע הכנסה דעני ודבעל הבית ותימה אמאי חשיב דעני ודבעל הבית בתרתי דמה לי עני ומה לי בעל הבית ויש לומר דאצטריך למתנינהו משום דקס""ד",aggresive-ngram,23.215485
6,--,Tractate Tefillin 1:17,"Talmud Bavli, Vilna 1883 ed.",he, הנכנס לבית הערומים חולץ את תפיליו ורוחק ארבע אמות מבין הערומים מקצתן ערומים ומקצתן מכוסים לא יחלץ בתחלה:,ngram,16.833757
7,--,"Ein Yaakov, Sanhedrin 7:2","Vilna, 1922",he,", ""וימתו"". דאתחיל בהו מגואי כעין מיתה, דתניא, אבא יוסי בן דוסתאי אומר: שני חוטין של אש יצאו מבית קדשי הקדשים, ונחלקו לארבע ונכנסו, שנים בחטמו של זה, ושנים בחטמו של זה, ושרפום. והכתיב: (שם) ""ותאכל אותם""? אותם ולא בגדיהם.",aggresive-ngram,16.585943
8,--,Berakhot 54a:5,William Davidson Edition - Aramaic,he,הנכנס לכרך מתפלל שתים אחת בכניסתו ואחת ביציאתו בן עזאי אומר ארבע שתים בכניסתו ושתים ביציאתו נותן הודאה על שעבר וצועק על העתיד,ngram,19.114908
9,--,Ketubot 3b:1,Wikisource Talmud Bavli,he,"מאי שקדו דתניא מפני מה אמרו בתולה נשאת ליום הרביעי שאם היה לו טענת בתולים היה משכים לב""ד ותנשא באחד בשבת ואם היה לו טענת בתולים היה משכים לב""ד שקדו חכמים על תקנת בנות ישראל שיהא אדם טורח בסעודה שלשה ימים אחד בשבת ושני בשבת ושלישי בשבת וברביעי כונסה",aggresive-ngram,38.261234
