Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Kiddushin 31b:1,William Davidson Edition - Aramaic,he,ומביאו לחיי העולם הבא,hebmorph-standard,118.286125
1,--,Tosefta Sanhedrin 12:5,Tosefta Sanhedrin - Machon Mamre,he,הוסיפו הפורק עול והמפר ברית והמגלה פנים בתורה וההוגה את השם באותיותיו שאין לו חלק לעולם הבא רבי עקיבה אומר המנענע קולו בשיר השירים בבית המשתה ועושה אותו כמין זמר אין לו חלק לעולם הבא אבא שאול אומר,aggresive-ngram,32.554523
2,--,Berakhot 4b:16,William Davidson Edition - Aramaic,he,אמר רבי אלעזר אמר רבי אבינא כל האומר תהלה לדוד בכל יום שלש פעמים מובטח לו שהוא בן העולם הבא,aggresive-ngram,32.472977
3,--,"Siftei Hakhamim, Deuteronomy 3:26:5",Siftei Hakhamim,he,"א ר""ל טוב הצפון בעולם הבא יותר משתכנס אתה לארץ:  
",hebmorph-standard,65.83406
4,--,Pirkei Avot 4:16,Torat Emet 357,he,"רבי יעקב אומר, העולם הזה דומה לפרוזדור בפני העולם הבא. התקן עצמך בפרוזדור, כדי שתכנס לטרקלין: 
",hebmorph-standard,73.837494
5,--,Rashi on Ezekiel 2:10:4,On Your Way,he,"והי . נהי של רשעים לעולם הבא :

",hebmorph-standard,79.03523
6,--,Bava Metzia 59a:2,Sefaria Community Translation,en,"and not only that, but also in a time when we were dealing with the laws of צרעת and corpses they asked me,  “The one who committed adultery, in what is his death?”  I say to them,  “His death is in strangulation. He has a spot in עולם הבא, but the one who embarrasses does not have a place.""",original,8.919818
7,--,Zohar 3:238b:10,Torat Emet Zohar,he,"אלא מקרא אחרא אשתמע, כתיב (ישעיה סד) עין לא ראתה אלהים זולתך יעשה למחכה לו. יעשה, עשית מבעי ליה. למחכה לו, לך מבעי ליה. אלא אתר עלאה הוא, דנגיד ונפיק ואדליק בוצינין כלהו לכל עיבר, ואקרי עולם הבא. ומניה נפיק חד אילנא,  
",hebmorph-exact,7.943872
8,--,Rashi on Psalms 61:5:1,On Your Way,he,"אגורה באהלך עולמים . זכני בעה""ז ובעולם הבא :
",hebmorph-standard,79.01313
9,--,"Mishneh Torah, Repentance 8:8",Torat Emet 363,he,"זה שקראו אותו חכמים העולם הבא לא מפני שאינו מצוי עתה וזה העולם אובד ואחר כך יבוא אותו העולם. אין הדבר כן. אלא הרי הוא מצוי ועומד שנאמר (תהילים לא כ) ""אשר צפנת ליראיך פעלת"" וגו'. ולא קראוהו עולם הבא",infreq,16.5742
10,--,Rif Eruvin 16a:5,Vilna Edition,he,"  ת""ר הבא לרבעה מרבעה לריבוע עולם צפונה לצפון עולם דרומה לדרומה של עולם וסימניך עגלה בצפון עקרב בדרום:",ngram,26.001356
11,--,Sanhedrin 88b:20,Wikisource Talmud Bavli,he,איזהו בן העולם הבא,hebmorph-standard,118.16233
12,--,Sforno on Deuteronomy 14:2:1,Sforno on Deuteronomy -- Daat,he,"כי עם קדוש אתה. מזמן לחיי העולם הבא, אשר שעת קורת רוח בהם יפה מכל חיי העולם הזה (אבות ד, יז). ",ngram,20.484669
13,--,"Shney Luchot HaBrit, Vaetchanan, Torah Ohr 40",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"With respect to עולם הבא, we find in Deut. 5,16: למען ייטב לך, which our sages (Kidushin 39) explain as a reference to a world which is totally good. We also find in Psalms 31,20: מה רב טובך אשר צפנת ליריאך, ""How abundant is the good that You have in store for those who fear You,"" where the word טוב is spelled with the vowel shoorook.",original,6.959228
14,--,"Shney Luchot HaBrit, Vaetchanan, Torah Ohr 43",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"Whereas the verse in Psalm 31,20 speaks of a time prior to this ultimately good world here on earth and therefore uses the word טוב spelled with the vowel shoorook referring to the hidden good, the word ייטב foresees an even higher level of עולם הבא.",original,7.953403
15,--,Rashi on Sanhedrin 54b:20:1,Wikisource Rashi,he,"הבא על הזכור והביא זכר עליו - בהעלם אחת:
",aggresive-ngram,12.860308
16,--,Sforno on Deuteronomy 32:4:4,On Your Way,he, ואין עול בהביאו פורענות:,hebmorph-standard,74.66633
17,--,Netzach Yisrael 14:16,Netzach Yisrael,he," עלמיא'. וכבר אמרנו זה למעלה אלו ג' מעלות עד עולם הבא. ולכך אמר האומר ג' פעמים ""תהלה לדוד"" בכל יום, הוא בן עולם הבא:",infreq,17.77794
