Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Mishnah Berurah 607:3,On Your Way,he,"(ג) אומרו ביום כיפור - אבל במנחה כשחוזר התפלה אינו אומר כלל הוידוי כדלקמן בס""ה בהג""ה:",ngram,18.923195
1,--,Kli Yakar on Leviticus 25:8:3,On Your Way,he,"וענין העברת שופר וקריאת דרור, וביום כיפורים דווקא, דומה ליום מתן תורה שבו יצאו ישראל חירות מן היצר הרע ויסורין וכן יום כיפור זמן חירות מיד מלך זקן וכסיל אויב ומתנקם הוא שטן, הוא יצר הרע, וכל זה",aggresive-ngram,7.291798
2,--,Metzudat Zion on Isaiah 64:11:3,On Your Way,he,"ותעננו. מלשון עינוי:

",original,4.70841
3,--,"Shulchan Arukh, Orach Chayim 623:6",Torat Emet Freeware Shulchan Aruch,he, (מרדכי והגהות מיימוני סוף הלכות יום כיפור ואגור) וכן נוהגין במדינות אלו ותוקעין לאחר שאמר קדיש לאחר נעילה וקצת מקומות נהגו לתקוע קודם קדיש:,ngram,13.895143
4,--,"Shulchan Arukh, Orach Chayim 604:1",Torat Emet Freeware Shulchan Aruch,he,מצוה לאכול בערב יום כיפור ולהרבות בסעודה.  הגה: ואסור להתענות בו אפילו תענית חלום (מהרי''ל). ואם נדר להתענות בו עיין לעיל סימן תק''ע סעיף ב':,ngram,15.567387
5,--,Sanhedrin 12b:17,Wikisource Talmud Bavli,he,כהן גדול ביום הכיפורים יוכיח שאינו על מצחו ומרצה,ngram,13.310578
6,--,Rashi on Eruvin 30b:3:1,Vilna Edition,he,מבעוד יום - של ערב יום הכפורים:,aggresive-ngram,6.8638897
7,--,Rashi on Eruvin 30b:12:2,Vilna Edition,he,מלא חפניו קטרת - ביום הכיפורים:,ngram,11.833504
8,--,Yoma 2b:5,William Davidson Edition - Aramaic,he,לכפר אלו מעשה יום הכפורים ואימא כפרה דקרבנות ,aggresive-ngram,7.2392964
9,--,Mishnah Berurah 582:20,On Your Way,he,"(כ) בשבת אומר וכו' - ואומר או""א רצה במנוחתינו קדשנו וכו' אבל ביוה""כ שחל בשבת אין אומרים רצה במנוחתנו כיון שהוא יום עינוי ואינו מנוחה גמורה [לבוש וש""א]:",aggresive-ngram,5.9225526
