Bereshit - Laws of Tzizit ,פרשת בראשית - הלכות ציצית
Noach - Laws of Tzizit (cont.),פרשת נח - המשך הלכות ציצית 
Lech Lecha - Laws of Tzizit (cont.),פרשת לך לך - המשך הלכות ציצית
Vayera - Laws of Tefillin,פרשת וירא - הלכות תפילין
Chayei Sara - Laws of Tefillin (cont'd),פרשת חיי שרה - המשך הלכות תפילין
Toldot - Laws of hand-washing in the morning,פרשת תולדות - הלכות נטילת ידיים לשחרית
Vayetzei - Laws of the lavatory,פרשת ויצא - הלכות בית הכסא
Vayishlach - Laws of mind and body health,פרשת וישלח - בריאות הגוף והנפש
Vayeshev - Laws of the morning benedictions,פרשת וישב - הלכות ברכת השחר
Laws of Chanukah,הלכות חנוכה
Miketz - Laws of prayer and the synagogue,פרשת מקץ - הלכות תפילה ובית הכנסת
Vayigash - Laws of prayer from Hodu to Barechu,פרשת ויגש - הלכות תפילה מהודו ועד ברכו
Vayechi - Laws of Kaddish,פרשת ויחי - הלכות קדיש
Shemot - Laws of prayer from Yotzer to Shmoneh Esrei,פרשת שמות - הלכות תפילה מיוצר עד שמונה עשרה
Vaera - Laws of Recitation of the Shma,פרשת וארא - הלכות קריאת שמע
Bo - Laws of conduct with sanctity,פרשת בא - הלכות התנהגות בקדושה
"Beshalach - Laws of prayer, Shmoneh Esrei",פרשת בשלח - הלכות תפילת שמונה עשרה
"Yitro - Laws of prayer, Shmoneh Esrei (cont'd)",פרשת יתרו - הלכות תפילת שמונה עשרה - המשך
"Mishpatim - Laws of prayer, Shmoneh Esrei (cont'd)",פרשת משפטים - הלכות תפילת שמונה עשרה - המשך
Terumah - Laws of repetition of the Shmoneh Esrei,פרשת תרומה - הלכות חזרת התפילה
Tetzaveh - Laws of the Priestly Blessing and of Purim,פרשת תצוה - הלכות ברכת כהנים והלכות פורים
Ki Tisa - Laws of prayer till Aleinu,פרשת כי תשא - הלכות תפילה עד עלינו לשבח
Vayakhel - Laws of the afternoon prayer service,פרשת ויקהל - הלכות תפילת מנחה
Pekudei - Laws of the evening prayer service,פרשת פקודי - הלכות תפילת ערבית
Vayikra - Laws of the synagogue and reverence of a Minor Sanctuary,פרשת ויקרא - הלכות בית הכנסת ומורא מקדש מעט
Tzav - Laws of Passover; Passsover Eve that coincides with the Sabbath; Laws of Eruv Tavshilin,"פרשת צו - הלכות פסח, ערב פסח שחל בשבת קודש, הלכות עירוב תבשילין"
Shmini - Laws of washing the hands before eating,פרשת שמיני - הלכות נטילת ידיים לאכילה
Tazria Metzora - Laws of the bessels used in washng hands,"פרשת תזריע-מצורע (טהרות) - הלכות הכלים לנט""י לאכילה"
Achrei Mot Kedoshim - Laws of water to be used for washing hands,"פרשיות אחרי-קדושים - הלכות המים לנט""י לאכילה"
Emor - Laws of breaking bread,פרשת אמור - הלכות בציעת הפת
Behar Bechukotai - Laws of conduct during meals,פרשיות בהר-בחוקותי - הלכות הנהגת האדם בסעודה
Bamidbar - Laws of Shavuot,פרשת במדבר - הלכות חג השבועות
Nasso - Laws of the benediction over wine and items served during the meal,פרשת נשא - הלכות ברכת היין ודברים הבאים בתוך הסעודה
Beha'alotcha - Laws of hand-washing and the Grace After Meals,"פרשת בהעלותך - הלכות נט""י וברכת המזון"
"Sh'lach - Laws of food remainders, post-meal washing, and Grace After Meals","פרשת שלח לך - הלכות שיורי אוכל, מים אחרונים וברכת המזון"
Korach - Loaws of Zimmun (convocation),פרשת קרח - הלכות זימון
Chukat - Laws of Grace After Meals and other benedictions after eating,פרשת חקת - הלכות ברכת המזון וברכת אחרונה
Balak - Laws of benedictions over physical pleasures,פרשת בלק - הלכות ברכת הנהנין
Pinchas - Laws of benedictions over physical pleasures (cont'd),פרשת פינחס - המשך הלכות ברכת הנהנין
Matot - Laws of benedictions over physical pleasures (cont'd),פרשת מטות - המשך הלכות ברכת הנהנין
Masei - Laws of benedictions after eating,פרשת מסעי - הלכות ברכה אחרונה
Devarim - Laws of the Ninth of Av,פרשת דברים - הלכות תשעה באב
Vaetchanan - Laws of benedictions over fragrances,פרשת ואתחנן - הלכות ברכת הבשמים
Eikev - Laws of the HaGomel benediction and others,פרשת עקב - הלכות ברכת הגומל ושאר ברכות
Re'eh - Laws of the benediction of gratitude,פרשת ראה - הלכות ברכת ההודאה
Shoftim - Laws of betrothal and marriage,פרשת שופטים - הלכות ארוסין ונשואין
Ki Teitzei - Laws of weights and measures,פרשת כי תצא - הלכות משקולות
Ki Tavo - Laws of returning lost objects and paying laborer wages,פרשת כי תבא - הלכות השבת אבידה ושכר שכיר
Nitzavim - Laws of the New Year,פרשת נצבים - הלכות ראש השנה
Vayeilech - Laws of the Day of Atonement,פרשת וילך - הלכות יום הכיפורים
Ha'Azinu - Laws of Sukkot and the Four Species,פרשת האזינו - הלכות סוכה וארבעת המינים
V'Zot HaBerachah - Laws of Hoshana Rabba and Simchat Torah,פרשת וזאת הברכה - הלכות הושענא רבה ושמחת תורה
