masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Eruvin,"חת""ם סופר",1,0,23b,"@11ר' שמעון וכו'. @33אין לך מחוור מכולם אלא תחום שנים עשר מיל כמחנה ישראל. ובש""ס דילן סוטה פ' כשם איכא מ""ד תחומין אלפים אמות דאורייתא ויליף מקרא מקיר העיר וחוצה אלפים אמה סביב ולא קיי""ל כוותיה אלא הרי""ף ורמב""ם פסקו כירושלמי דוקא י""ב מיל דאורייתא כמחנה ישראל. ונ""ל אלו ואלו דא""ח. דודאי משמע מפרשת לוים שזה הוה מקום הראוי לכל עיר והיוצא מזה יוצא ממקומו ביום השביעי. ונפקא מיניה לגוי ששבת שאם יצא חוץ לאלפים אמה מעירו שוב אינו מתחייב מיתה שהרי לא שבת. אך בישראל גז""ה הוא אל יצא איש ממקומו מקומם שבמדבר מחנה ישראל שהיה י""ב מיל נמצא ישראל אינו עובר מן התורה עד שיצא חוץ לי""ב מיל וב""נ מכיון שיצא חוץ לאלפיים כבר קיים יום ולילה לא ישבותו. ובזה נ""ל ליישב מאחז""ל קיים א""א כל התורה כולה ואפילו ע""ת ורשב""א בתשובה ססי' צ""ד גרס עירובי תחומין ושמעתי שסמך על קרא עקב אשר שמע אברהם בקולי היינו עקב שדש בעקביו שהיא תחומין ונכון הוא. אלא שצ""ע מ""ש עירובי תחומין היה לו לומר קיים תחומין וכי לא סגי שלא יניח עירוב בשלמא עירובי תבשילין דלא סגי דלא יבשל ויאפה מיו""ט לשבת ע""י ע""ת אבל עירובי תחומין קשה. והא""ש אאע""ה רצה לקיים חומרת ישראל וחומרת ב""נ ע""כ הניח עירובי תחומין בכל ע""ש סוף אלפים והותר לו איסור תחומין דרבנן לילך יותר מאלפים ומ""מ לא שבת כב""נ שהרי בב""נ הוה זה יציאה חוץ לתחום ובב""נ אין עירוב מועיל ולא גרוע כי לישראל תקנו והם אמרו לאסור אפי' חוץ לאלפים והם התירו ע""י עירוב אבל לב""נ איך העירוב מפסיד ונמצא שבת כישראל שהרי לא יצא חוץ לי""ב מיל רק חוץ לאלפים דרבנן דמהני עירוב ולא שבת כב""נ כיון שיצא חוץ לאלפים ונכון הוא בעזהי""ת:",ר' שמעון וכו',Jerusalem Talmud Eruvin 3:4:5,"תמן תנינן ספיקו טהור ר' יוסי מטמא א""ר יונה לא טמא רבי יוסה אלא משום הוכח א""ר יונה ואפילו מקום אחר רבי יוסי מטמא. מחלפא שיטתיה דרבי יוסה דרבי יוסה דתנינן א""ר יוסה העיד אבטולס בשם חמשה זקנים שספק העירוב כשר וכא את אמר הכין. תמן בשם גרמיה ברם הכא בשם חמשה זקנים. הוון בעי מימר מאן דמר תמן טהור אמר הכא מותר מאן דמר תמן טמא אמר הכא אסור ואפילו כמאן דמר תמן טמא מודי הוא הכא שהוא מותר. א""ר חיננא כלום אינון פליגין תמן לא מדבריהן וספק דבריהן להקל ועירוב דבר תורה וספק דבר תור' להחמיר. ועירוב דבר תורה רבי יונתן אמר קומי רבי חייה רובה בשם רבי שמעון בי רבי יוסי בן לקוניא לוקין על תחומי שבת דבר תורה א""ל רבי חייה רובה והלא אין בשבת אלא סקילה וכרת אמר ליה והכתיב (שמות יב) אל תאכלו ממנו נא א""ל מה כתיב לא אל כתיב א""ל (שמות טז) והכתיב שבו איש תחתיו אל יצא איש ממקומו ביום השביעי א""ל מה כתיב לא אל כתיב. אמר רבי יוסי בי רבי בון אף על פי כן זה עומד בשמועתו וזה עומד בשמועתו. אמר רבי שמואל בר סיסרטא עירוב עשו אותו כספק חרש. ר' ירמיה בעי עד כדון בקיים ואפילו נשרף. א""ר יוסה קיימתיה כיי דמר ר' הושעיה הגיעוך סוף תחומי שבת שאינן מחוורין מדבר תורה. רב מנא בעי גיחא לאלפיים אמה אינו מחוור ארבעת אלפים אמה מחוור הוא. ר' שמעון בר כרסנא בשם ר' אחא אין לך מחוור מכולם אלא תחום שנים עשר מיל כמחנה ישראל:",
Eruvin,"חת""ם סופר",1,0,24a,"@11בשירי קרבן ד""ה ההן אם לא וכו'. @33נעלם ממנו גירסת מלחמות ה' פ""ב דביצה והר""ן והרא""ש פ' מי שאחזו בגיטין הן אם לא כלאחר הוא ע""ש פירושו:","בשירי קרבן ד""ה ההן אם לא וכו'",,,
Eruvin,"חת""ם סופר",1,0,24a,"@11ר""י בן פזי כו' בסמפון לשיטת ר' מאיר וכו' סדר סמפון כך וכו'. @33עיין בק""ע ותמצא שאינו נכון וכסף קדושין מאן דכר שמיה וכל גדולי האחרונים הקשו שהסמפון הוא תנאי קודם למעשה ועמ""ש בני אהובה פ""ו הל' אישות ה""ד. ונלע""ד בטח מסברא אם בעל התנאי מתנה לטובתו של אידך כגון הבעל מתנה לטובתה ליתן לה מאתים זוז והנה הוא המדבר בדין נתן הוא ואמר הוא והרי זה מעקם שפתיו ואומר תנאי בלשון גרוע היתכן שיהא התנאי בטל שלא יתן לה מאתים ומעשה קידושין קיים ואין לך אומדנא גדולה מזו שלא נתרצית בלי מאתים זוז. והנה זה הבעל התנה ב' תנאים א' לטובתה ליתן לה מוקמת פלן וכל שהוא לטובתה לא בעי דיני תנאי כנ""ל ועוד שאמר ע""מ ולשיטת ירושלמי לרבנן דר' מאיר לא בעי דיני תנאי בע""מ כמו לדידן לרבי. ושוב מתנה תנאי שני אפילו כבר קיים תנאו ונתן לה מאתים זוז עוד התנה וכפל תנאו באם ולא בע""מ והוא מיכנסך ליום פלן וזה איננו לטובתה כי קביעת הזמן אינו מוחלט שהוא לטובתה ע""כ בעי לרבנן תנאי כפול ופריך היא גופא קשיא לימא בתנאי ג""כ ע""מ שאכניסך ליום פלן ולא יצטרך ומשני צריך היה הדבר לכופלו דאי לא היה כופל אלא מכלל על מנת מכניסך אתה שומע אם אינו מכניסך בטלו הקידושין היתה צריכה להחזיר לו המאתים זוז והוא רוצה להתנות שאם לא יבוא יהיה המאתים זוז שלה היינו מיעקר קידושין שהיתה צריכה להחזיר לו הני זוזי ע""כ כפל תנאו. השתא לפ""ז בתנאי הראשון שלא כפל וגם הקדים המעשה לא בעי דיני תנאי. ובתנאי שני שכפל שם עיקור המעשה הוא שיהיה מאתים זוז שלה אין לי עליך כלום ובזה קדם תנאי אי מכניסך למעשה דאין לי עליך כלום וא""ש בעזה""י:","ר""י בן פזי כו' בסמפון לשיטת ר'",,,
Eruvin,"חת""ם סופר",1,0,33b,"@11בעי רב הושעיה אויר חצר מהו שימוד וכו'. @33נ""ל פירושו דבעי למפשט אוירה של חצר שנפרץ להחמיר מבית שנפרצה מחיצותיה ואין לו תקרה ודחי דבית בנוי מתחלה לדור בתוכו לכן משניטל קורותיה בטל עיקר בנינו וכיון שגם מחיצותיה נהרסו בטל ליה לגמרי משא""כ חצר שמעיקרא כך נבנה כל שנשארה לו ב' מחיצות אין חסרון התקרה מגרע כחו כנ""ל פירושו דלא כבעל קרבן עדה:",בעי רב הושעיה אויר חצר מהו שימוד,Jerusalem Talmud Eruvin 5:1:18,תני בשם רבי יודה אף זיזיה וכתליה היו נמדדין עמה. בעי רב הושעיה אויר חצר מהו שימוד עמה נישמעינה מן הדא בית שנפרץ מרוח אחד נמדד עמה משתי רוחות אין נמדד עמה. ר' אבין בשם רב יהודה כשניטלה קורתו אבל אם לא ניטלה קורתו נמדד עמהם. אם כשניטלה קורתו לא כאויר חצר הוא. תמן הוקף לבית דירה ברם הכא לא הוקף לדירה. וכשהוא מודד לא יהא מודד מן האמצעי מפני שהוא מפסיד אלא מן הקרנות:,
Challah,"חת""ם סופר",1,0,10b,"@11ר' @33יונה בעא קומי ר' ירמיה בשעה שנכנסו ישראל לארץ וכו' מעתה אפי' חיטין בעלייה וכו'. מה שנסתפק הירושלמי אי נאסרו חיטין בעלייה. י""ל דהיינו ספיקו של ר' ירמי' בחולין י""ד ע""א איברי בשר נחירה שהכניסו ישראל לארץ וכו' והא לא קשיא על הירושלמי הא אפי' קדלי דחזירי אשתרי מכ""ש חדש כקושי' הש""ס שם ע""ש. י""ל אפי' לשיטתו של הרמב""ן פ' ואתחנן שכ' על פסוק והי' כי יביאך וכו' דאפי' בלא רעבון וצמאון הותר להם לאכול שלל אויביהם מ""מ היינו דוקא אותן איסורים שאין להם היתר לעולם כמו קדלי דחזירי אותן הותרו משום שלל אויביהם. משא""כ חדש הרי יכלו לאכול מחיטי אויביהם אחר העומר מה""ת יאכלוהו קודם העומר נמצא מטעם דהותר להם קדלי דחזירי לא הותר להם חדש כלל לכן נסתפק הירושלמי אי נימא דבר הנאסר מכאן ואילך אוסר גם למפרע נמצא שנאסרו חטים בעלייה לענין חדש ובשר נחירה כבש""ס דילן או לא אלא מכאן ואילך נאסר ולא מה שכבר הותר לפני זה. והנה הירושלמי פשיט לאיסורא. וכן נראה מש""ס דילן דקאמר ממחרת הפסח אכול מעיקרא לא אכול משמע כלל כלל לא אפי' ישן לא ומכ""ש לפמ""ש רד""ק דעבור הארץ היינו ישן ותבואת הארץ היינו חדש ולדבריו צ""ל פי' הקרא ע""ד הש""ס כך דגם הישן נאסר וממחרת הפסח הותר ע""י העומר ע""כ השבית המן דמשום חדש שהותר אז לא הי' משבית המן שהרי צריך זמן הרבה יום ויומים עד שיהי' החדש הנקצר כרמל ראוי למחנה גדולה כזו וכי כולם יספיקו עצמם בקלי וכרמל ע""ד תחבולה והמצאה שיהי' ראוי לאכול ע""כ השבית המן ממחרת הפסח בט""ז באכלם מעבור הארץ היינו ישן אחר העומר ואומר אח""כ ויאכלו מתבואת הארץ היינו מן החדש בשנה ההיא פי' ולא ביום ההוא כי עדיין הי' צריך תיקון עד שיהי' ראוי לאכול. ובזה מיושבים דברי רש""י בחולין י""ז הנ""ל שפי' על איבעי' דר""י שהוא דרוש וקבל שכר. ומקשים העולם אמאי לא פירש כמ""ש הרא""ש שם דנפקותא גם בזמננו לנודר מניסן ואילך וכדומה ע""ש ברא""ש. ולפי הנ""ל י""ל דס""ל לרש""י דמשמע משמעתין ומירושלמי דר' ירמיה גופי' ידע כל זה ופשוט ליה לאסור ומאי קמיבעי' לי' וע""כ ס""ל דדוקא בכל איסורים שבתורה פשוט לאיסור משא""כ איברי בשר נחירה התירן חידוש הוא ואולי נימא הואיל וחדשה בו תורה קולא א' ניקול בו עוד קולא אחריתי להתיר גם בכניסתן לא""י וכה""ג קאמר ש""ס בכורות גבי חלב טמאה ה""א הואיל והקיל בה תורה קולא אחת להתיר דבר דאתי מחי ניקיל גם חלב טמאה וה""נ דכוותי' לכן כתב רש""י דרוש וקבל שכר ודו""ק:",ר' יונה בעא קומי ר' ירמיה בשעה,Jerusalem Talmud Challah 2:1:5,"ר' יונה בעא קומי ר' ירמיה בשעה שנכנסו ישראל לארץ ומצא קמה לחה מהו שתהא אסורה משום חדש. א""ל למה לא. עד כדון לחה אפילו יבישה. א""ל אפילו יבישה אפי' קצורה. מעתה אפילו חיטין בעלייה. כך אני אומר לא יאכלו ישראל מצה בלילי הפסח. א""ר יונה מן דנפקות תהית דלא אמרת ליה. שנייא היא שמצות עשה דוחה למצות לא תעשה. על דעתי' דרבי יונה דו אמר מצות עשה דוחה בלא תעשה אע""פ שאינה כתובה בצידה ניחא. על דעתיה דרבי יוסי דו אמר אין מצות עשה דוחה למצות בלא תעשה אלא אם כן היתה כתובה בצידה. מה שיהיו תגרי גוים מוכרין להם וכרבי ישמעאל. דרבי ישמעאל אמר כל ביאות שנאמרו בתורה לאחר ארבע עשרה שנה נאמרו שבע שכיבשו ושבע שחילקו. התיב רבי בון בר כהנא והכתיב (יהושוע ב) ויאכלו מעבור הארץ ממחרת הפסח. לא בששה עשר. התיב ר' לעזר בי רבי יוסי קומי ר' יוסי והכתיב (במדבר לג) ממחרת הפסח יצאו בני ישראל ביד רמה לעיני כל מצרים. לא בחמשה עשר",
Challah,"חת""ם סופר",1,0,11a,"@11שנייא @33היא שמצות עשה דוחה למצות ל""ת וכו'. עי' תוס' קידושין ל""ח ע""א שהקשו בשם ירושלמי ליתי עשה ולדחי ל""ת. וי""ל דהא אין עשה דוחה ל""ת אלא בעידנא דמיעקר ללאו קמקיים עשה והכא נהי דאכילת מצה הוה בעידנא מ""מ הא אסור לקצור לפני העומר וקצירה לא הוה בעידנא ואפי' לפמ""ש מג""א בשם ר""ת בסי' תמ""ו דעשה דרבים לא בעי בעידנא ונימא נמי דאכילת מצה הוה עשה דרבים. מ""מ כבר הקשיתי על סברא זו ממס' שבת קל""ב ע""ב. דאפי' עשה דכבודה שהיא עשה דרבים לא דחי צרעת משום דליכא בעידנא. ועכצ""ל כך דצרעת הוה נמי עשה ומאי אולמי דהאי עשה מהאי עשה. נהי דבעלמא אמרינן עשה דרבים דחי עשה דיחיד ואמרי' נמי עשה דרבים דוחה ל""ת אפי' אי בעידנא דמיעקר לאו לא מקיים עשה מ""מ תרתי לא עבדינן שיהי' עשה דרבים דוחה עשה שלא בעידנא כ""כ אין כח בעשה דרבים לכן אין עבודה דוחה צרעת כנ""ל. וא""כ ה""נ נהי דאכילת מצה דוחה ל""ת דחדש מ""מ הכא דאיסור קצירה לפני העומר עשה הוא ראשית קצירכם. ואין עשה דרבים דוחה עשה דיחיד שלא בעידנא וא""ש. [ועי' ח""ס על ל""ז סוגיות בסוגיא דחדש שנת נפלאות לפ""ק ד""ה בשלמא למ""ד וכו']:","שנייא היא שמצות עשה דוחה למצות ל""ת",Jerusalem Talmud Challah 2:1:5,"ר' יונה בעא קומי ר' ירמיה בשעה שנכנסו ישראל לארץ ומצא קמה לחה מהו שתהא אסורה משום חדש. א""ל למה לא. עד כדון לחה אפילו יבישה. א""ל אפילו יבישה אפי' קצורה. מעתה אפילו חיטין בעלייה. כך אני אומר לא יאכלו ישראל מצה בלילי הפסח. א""ר יונה מן דנפקות תהית דלא אמרת ליה. שנייא היא שמצות עשה דוחה למצות לא תעשה. על דעתי' דרבי יונה דו אמר מצות עשה דוחה בלא תעשה אע""פ שאינה כתובה בצידה ניחא. על דעתיה דרבי יוסי דו אמר אין מצות עשה דוחה למצות בלא תעשה אלא אם כן היתה כתובה בצידה. מה שיהיו תגרי גוים מוכרין להם וכרבי ישמעאל. דרבי ישמעאל אמר כל ביאות שנאמרו בתורה לאחר ארבע עשרה שנה נאמרו שבע שכיבשו ושבע שחילקו. התיב רבי בון בר כהנא והכתיב (יהושוע ב) ויאכלו מעבור הארץ ממחרת הפסח. לא בששה עשר. התיב ר' לעזר בי רבי יוסי קומי ר' יוסי והכתיב (במדבר לג) ממחרת הפסח יצאו בני ישראל ביד רמה לעיני כל מצרים. לא בחמשה עשר",
Challah,"חת""ם סופר",1,0,28a,"@11תני @33האשה עושה פסח לעצמה והשני טפילה לאחרים דר""מ. ר' יוסי אומר האשה עושה פסח שני לעצמה אפילו בשבת. ולכאורה תליא זה בפלוגתא ר' ישמעאל ור' עקיבא דר""ע ס""ל לה יטמא מצוה ור""י ס""ל רשות וכן בכמה דברים עי' ריש סוטה ותוס' שם. דמשמע דבר שהיה מהראוי שלא לעשות והתורה כתב לעשות אי הוא רשות או חובה כגון גואל הדם שמהסברא שלא ימית הרוצח והתורה כתב להמיתו י""ל רשות בעלמא וי""ל מצוה וכן טומאת כהן לקרוביו. וכן הכא קרבן שהוא מ""ע שהז""ג שמסברא חצונה אסורה לאשה להחמיר להביא חולין בעזרה וי""ל שהתורה נתנה לה רשות שה לבית וי""ל נמי מצוה:",תני האשה עושה פסח לעצמה והשני טפילה,Jerusalem Talmud Challah 4:5:7,ואתייא כמאן דאמר פסחן של נשים רשות. תני האשה עושה פסח הראשון לעצמה והשני טפילה לאחרים דברי רבי מאיר. רבי יוסי אומר האשה עושה פסח שני לעצמה אפילו בשבת ואין צריכה לומר הראשון. רבי שמעון בן אלעזר אומר האשה עושה פסח ראשון טפילה לאחרים ואינה עושה פסח שני. מה טעמא דרבי מאיר (שמות יב) איש שה לבית אבות כל שכן לבית. מה טעמא דרבי שמעון בן אלעזר איש ולא אשה. מה מקיימין רבנין איש פרט לקטן. אמר רבי יונה ואפילו למאן דאמר חובה שנייא היא שהדבר מסויי' שמע יקבע הדבר חובה. לא כן סברנן מימר קודם לשתי &lt;חלות&gt; [הלחם] לא יביא ואם הביא כשר. שנייא היא שהדבר מסויים שמא יקבע הדבר חובה. ולא כן תנינן אם באו תמימין יקרבו. שנייא היא שהדבר מסויים שמא יקבע הדבר חובה.,
Niddah,"חת""ם סופר",1,0,3b,"@11תני @33רבי הושעיה ילדה ואח""כ נתגיירה אין לה דם טוהר וכו'. ועיין במל""מ בפ""ד מאיסורי ביאה דלפי הגהתו בירושלמי קשה מסוגיא דר""פ יש בכור ומאז אמרתי דיש לחלק בין ימי טוהר לדם טוהר דימי טוהר דבבלי היינו הימים נקראים ימי טוהר שאפילו אינה רואה הרי היא טבולת יום ארוך וירושלמי מיירי מדם טוהר פי' שראתה דם באותן הימים ובודאי ללוי דב' מעינות הם הדבר פשוט דדמיה טהורים והירושלמי קמ""ל אפילו לרב דמעין אחד הוא וה""א הואיל ואין לה דם טמא אין כאן גז""ה דדם טהור קמ""ל והוא צריכא רבא באמת ועיין בתוס' נדה ל""ו ע""א ד""ה הלכתא וצ""ע:","תני רבי הושעיה ילדה ואח""כ נתגיירה אין",Jerusalem Talmud Niddah 1:4:5,"תני רבי הושעיה ילדה ואחר כך נתגיירה אין לה דם טוהר א""ר יוסי ויאות אילולי דתניתה רבי הושעיה הוות צריכה לו מאחר שאין לה דמים טמאין אין לה דמים טהורין תני הגיורת והשבויה והשפחה שנפדו ושנתגיירו ושנשתחררו צריכות להמתין שלשה חדשים דברי רבי יודה רבי יוסי אומר אינן צריכות להמתין שלשה חדשים ובדמים רבי יודה אומר דייה שעתה רבי יוסי אומר מטמא מעת לעת אמר רבי נראין דברי רבי יוסי בדמים ודברי רבי יודה בוולד ורבי חייה בשם רבי יוחנן הלכה כרבי יוסי. רבי בא בר כהן בעא קומי רבי יוסי דלא כן מה אנן אמרין רבי יודה ורבי יוסי אין הלכה כרבי יוסי אלא בגין דמר רבי נראין ולא כן אמר רבי בא בשם רבי זעירה כל מקום ששנה רבי נראין אדיין המחלוקת במקומה חוץ מן העיגול של דבילה דאהן מודה לאהן ואהן מודה לאהן אמר ר' יוסי קשיתה קומי רבי חנינה בריה דרבי אבהו ואפי' דבר ברי שנבעלו א""ל וסתם נכריות לא כבעולות הן:",
Sukkah,"חת""ם סופר",1,0,4b,"@11תני @33צריך לחדש בה דבר. נ""'ב ומשמע בוודאי מדאורייתא וכ""כ הב""י אלא שהמג""א פליג על זה רסי' תרל""ו והרמב""ם דלא מייתי ירושלמי הזה משום דסתם ירושלמי הוא ר' יוחנן והוא ס""ל מצוה הב""ע דאורייתא. א""כ לסוכה גזולה לא צריך קרא א""כ שפיר נפקא ליה אליבא דב""ש מחג הסוכות לה' בעי' כל הסוכה לשמה ולב""ה לית להו אלא דרשה לך לשם חובך סגי בטפח והבבלי קאי אליבא דמ""ד דמצוה הבאה בעבירה ל""ד:",תני צריך לחדש בה דבר,Jerusalem Talmud Sukkah 1:2:2," תני צריך לחדש בה דבר. חברייא אמרו טפח ר' יוסה אומר כל שהוא. מ""ד כל שהיא ובלבד על פני כולה. אף במצה כן. מצה הישנה תפלוגתא דבית שמאי ודב""ה. א""ר יוסה דברי הכל היא. מכיון שלא עשאה לשם פסח דבר בריא שלא דיקדק בה. סוכת הרועים סוכת היוצרים כשירה. סוכת הכותים עשויה כהילכתה כשירה שלא כהילכתה פסולה. ",
Beitzah,"חת""ם סופר",1,0,1a,"@11מה @33הן בחלב נאמר אם היו מעורות לגידים אסורות וכו' וזה כר' יעקב וטעמא בעי למה פסק כיחידאה ונ""ל עפ""מ שהעליתי דמש""ה אסרו טפי בשר עוף בחלב מבשר דגים כיון דקיי""ל דאבהמ""ח נוהג בעוף כמו בבהמה מש""ה מיקרי בלשון בנ""א בשר טפי למגזר אטו בשר בהמה ונ""ל דת""ק ור' יעקב פליגי אי בשר עוף בחלב דאורייתא או לא ולת""ק בשר עוף בחלב דאורייתא ולא תיקנו ביה רבנן מידי ולא מיקרי בשר אע""ג דלענין אבמה""ח אסור כל שמעורה אבל בשר לא מיקרי אבל ר' יעקב סובר בשר עוף בחלב ל""ד וגזירה משום דמיקרי בשר לענין אבמה""ח א""כ כ""ז שמעורה בגידין דעדיין שם אבמה""ח עליו והוא בכלל בשר עוף בחלב וכיון דק""ל בשר עוף בחלב ל""ד ממילא הלכה כר' יעקב דאם מעורות לגידין אסור:",מה הן בחלב נאמר אם היו מעורות,Jerusalem Talmud Beitzah 1:1:2,מה טעמון דבית שמאי מוכנת היא על גב אמה מה טעמון דבית הלל נעשית כמוקצה שיבש ולא ידע בו אילו מוקצה שיבש ולא ידע בו שמא אינו אסור והא תני השוחט את התרנגולת ומצא בתוכה בצים אף על פי גמורות הרי אלו מותרות ר' חנניה ורבי מנא חד אמר לא דומה טעם אכילתה מבפנים לטעם אכילתה מבחוץ וחורנה אמר שאינה נגמרת לאפרוח עד שתצא לחוץ מה הן בחלב נאמר אם היו מעורות לגידים אסורות ואם לאו מותרות,
