Chullin 2a:1,<big><strong>הכל</strong></big> שוחטין ושחיטתן כשרה חוץ מחרש שוטה וקטן שמא יקלקלו את שחיטתן וכולן ששחטו,Meiri on Chullin 2a:1,הכל שוחטין ושחיטתן כשרה חוץ מחרש שוטה וקטן שמא יקלקלו את שחיטתן וכלן ששחטו
Chullin 4a:13,"רשב""ג אומר כל מצוה שהחזיקו בה כותים הרבה",Meiri on Chullin 4a:1,<b>מצת</b> כותי מותרת ואדם יוצא בה ידי חובתו
Chullin 6b:2-3,שהיא טהורה רבי שמעון בן אלעזר אומר אף בזמן שהיא טמאה לא תטחון,Meiri on Chullin 6b:2,ר' שמעון בן אלעזר אף בזמן שהיא טמאה לא תטחון מפני שחברתה
Chullin 13b:10,כח) ויצמדו לבעל פעור ויאכלו זבחי מתים מה מת מטמא באהל,Meiri on Chullin 13b:4,לכתחלה כמו שאמרו לעולם שוחטין בין ביום ובין בלילה בין בראש
Chullin 18a:10,"ב""ש פוסלין וב""ה מכשירין ולא קתני ב""ש אוסרין וב""ה מתירין וליטעמיך ליתני ב""ש מטמאין וב""ה מטהרין אלא פוסלין ומכשירין",Meiri on Chullin 18a:7,אמרו במשנה זו השוחט מתוך הטבעת ושייר בה כמלא החוט על פני כלה שחיטתו כשרה ר' יוסי בר' יהודה
Chullin 19b:11-12,נפקא אלא הכא מכדי משחט שחיט מה לי במקום נקב מה לי פגע בו נקב: <big><strong>מתני׳</strong></big> השוחט מן הצדדין שחיטתו כשרה המולק מן הצדדין מליקתו פסולה השוחט מן העורף שחיטתו פסולה המולק מן העורף מליקתו כשירה השוחט מן הצואר שחיטתו כשרה המולק מן הצואר מליקתו פסולה,Meiri on Chullin 19b:2,זה השוחט מן הצדדין שחיטתו כשרה המולק מן הצדדין מליקתו פסולה השוחט מן העורף שחיטתו פסולה המולק מן העורף מליקתו כשרה השוחט מן הצואר שחיטתו כשרה המולק מן הצואר מליקתו פסולה שכל העורף כשר למליקה וכל הצואר כשר לשחיטה ונמצא כשר בשחיטה פסול במליקה כשר במליקה
Chullin 19b:14-15,מכלל דעורף להדי פנים אמרי בני ר' חייא מצות,Meiri on Chullin 19b:2,פסולה השוחט מן העורף שחיטתו פסולה המולק מן העורף
Chullin 22a:13-14,"בתורין תחלת הציהוב בזה ובזה פסול: <big><strong>גמ׳</strong></big> ת""ר תורין",Meiri on Chullin 22a:2,זה כשר בתורים פסול בבני יונה כשר בבני יונה
Chullin 22a:11-12,בעיא אצבע אצבע לא בעיא כהונה ותנא קמא ורבי אלעזר בר' שמעון ממול העורף,Meiri on Chullin 22a:2,זה כשר בתורים פסול בבני יונה כשר בבני יונה פסול בתורים תחלת הצהוב בזה
Chullin 24b:7,בן לוי דאמר רבי יהושע בן לוי בעשרים וארבעה מקומות נקראו כהנים לוים,Meiri on Chullin 24b:3,על כהן שהוא כשר לעבודה משיביא שתי שערות אחיו הכהנים אין מניחים
