Horayot 4a:6-7,"יכול יהו חייבין ת""ל ונעלם דבר ולא שתתעלם מצוה כולה הרי אלו פטורין אבל אמרו יש נדה בתורה אבל הבא על שומרת יום כנגד יום פטור יש",Meiri on Horayot 4a:2,יש נדה בתורה אבל הבא על שומרת יום כנגד יום פטור יש שבת בתורה אבל המוציא מרשות היחיד לרשות הרבים פטור יש עבודה זרה בתורה אבל המשתחוה
Horayot 10a:18,"פרט לחולה משום דהוה ליה חולה אידחי ליה מנשיאותיה אמר רב אבדימי בר חמא פרט לנשיא שנצטרע שנאמר (מלכים ב טו, ה) וינגע ה' את",Meiri on Horayot 10a:5,גמליאל ור' יהושע הוו אזלי בספינתא הוה פיתא בהדי רבן גמליאל ובהדי ר' יהושוע הוי פיתא וסלתא שלים פיתא דרבן גמליאל סמך אסולתא דר' יהושע אמר ליה
Horayot 10a:18-19,בבית החפשית ויותם בן המלך על הבית מדקאמר בבית החפשית מכלל דעד השתא עבד הוה כי הא דר' גמליאל ורבי יהושע הוו אזלי בספינתא בהדי דר',Meiri on Horayot 10a:5,מייתית אמר ליה כוכב אחד יוצא אחת לשבעים שנה ומתעה את הספנים אמרתי שמא יעלה ויתעה אותנו אמר לו כל כך בידך ואתה יורד לספינה אמר לו ועד
Horayot 10b:4-5,אוי להם לרשעים שמגיע אליהם כמעשה הצדיקים של עולם הבא בעולם הזה אמר רבא אטו צדיקי אי אכלי תרי עלמי מי,Meiri on Horayot 10b:2,אשריהם לצדיקים שמגיע להם מעשה רשעים של עולם הבא בעולם הזה ואוי להם לרשעים שמגיע להם מעשה צדיקים של עולם הבא
Horayot 10b:3-4,"הוא שאני הכא דשני קרא בדבוריה דרש רב נחמן בר רב חסדא מאי דכתיב (קהלת ח, יד) יש הבל אשר נעשה על",Meiri on Horayot 10b:2,אשריהם לצדיקים שמגיע להם מעשה רשעים של עולם הבא בעולם הזה ואוי להם לרשעים שמגיע להם מעשה צדיקים של עולם הבא בעולם
Horayot 10b:5-6,אלא אמר רבא אשריהם לצדיקים שמגיע אליהם כמעשה הרשעים של עולם הזה בעולם הזה אוי להם לרשעים שמגיע אליהם כמעשה הצדיקים של עולם הזה בעולם הזה רב,Meiri on Horayot 10b:2,רב פפא ורב הונא בריה דרב יהושע אתו לקמיה דרבא אמר להו אוקמיתו מסכתא פלן ומסכתא פלן אמרו ליה אמר להו אעתריתו פורתא אמרו ליה זבנינן
Horayot 10b:6-7,אוקימתון מסכתא פלן ומסכתא פלן אמרו ליה אין איעתריתו פורתא אמרו ליה אין דזבנן קטינא דארעא קרי עלייהו אשריהם לצדיקים שמגיע אליהם כמעשה הרשעים שבעולם הזה בעולם הזה אמר רבה בר בר חנה אמר רבי יוחנן מאי,Meiri on Horayot 10b:3,"עול אלא דרך חבה ובכונה יתרה וזהו שדרשו כי ישרים דרכי י""י וצדיקים ילכו בם ופושעים יכשלו בם לשני בני אדם שצלו את פסחיהם אחד אכלו לשם מצוה ואחד אכלו אכילה גסה ר""ל כאדם שקץ במזונו זה שאכלו לשם"
Horayot 13a:2,"העדה בכל מעשיו הואיל ומשיח מכפר ועדה מתכפרת דין הוא שיקדים המכפר למתכפר וכן הוא אומר (ויקרא טז, יז) וכפר בעדו ובעד",Meiri on Horayot 13a:1,הואיל ומשיח מכפר ועדה מתכפרת דין הוא שיקדים מכפר למתכפר וכן הוא אומר וכפר בעדו ובעד ביתו ובעד כל קהל ישראל: <b>פר</b>
Horayot 13a:2,"העדה בכל מעשיו הואיל ומשיח מכפר ועדה מתכפרת דין הוא שיקדים המכפר למתכפר וכן הוא אומר (ויקרא טז, יז) וכפר בעדו ובעד",Meiri on Horayot 13a:2,הואיל ומשיח מכפר ועדה מתכפרת דין הוא שיקדים מכפר למתכפר וכן הוא אומר וכפר בעדו ובעד ביתו ובעד כל קהל ישראל: <b>פר</b>
Horayot 13a:10-11,"ישראל שמת כל ישראל ראוים למלכות מלך קודם לכהן גדול שנאמר (מלכים א א, לג) ויאמר המלך (אליהם) [להם] קחו עמכם (או",Meiri on Horayot 13a:6,כהן גדול קודם לנביא שנאמר ומשח אותו שם צדוק הכהן ונתן הנביא הקדים כהן לנביא ואומר שמע נא יהושע הכהן הגדול אתה
