Joshua 15:54,"<b>וְחֻמְטָה וְקִרְיַת אַרְבַּע הִיא חֶבְרוֹן, וְצִיעֹר</b> – <b>עָרִים תֵּשַׁע וְחַצְרֵיהֶן.</b>","וְחֻמְטָ֗ה וְקִרְיַ֥ת אַרְבַּ֛ע הִ֥יא חֶבְר֖וֹן וְצִיעֹ֑ר עָרִ֥ים תֵּ֖שַׁע וְחַצְרֵיהֶֽן׃ <span class=""mam-spi-samekh"">{ס}</span>        ",,
Joshua 19:8,"<b>וְכָל הַחֲצֵרִים</b>, יישובי פרזות קטנים <b>אֲשֶׁר סְבִיבוֹת הֶעָרִים הָאֵלֶּה,</b> שהיו בעיקרן בצורות, <b>עַד בַּעֲלַת בְּאֵר</b> ו<b>רָאמַת נֶגֶב. זֹאת נַחֲלַת מַטֵּה בְנֵי שִׁמְעוֹן לְמִשְׁפְּחֹתָם.</b>",וְכׇל־הַחֲצֵרִ֗ים אֲשֶׁ֤ר סְבִיבוֹת֙ הֶעָרִ֣ים הָאֵ֔לֶּה עַד־בַּ֥עֲלַת בְּאֵ֖ר רָ֣אמַת נֶ֑גֶב זֹ֗את נַחֲלַ֛ת מַטֵּ֥ה בְנֵֽי־שִׁמְע֖וֹן לְמִשְׁפְּחֹתָֽם׃,,
Joshua 21:35,"<b>אֶת דִּמְנָה וְאֶת מִגְרָשֶׁהָ, אֶת נַהֲלָל וְאֶת מִגְרָשֶׁהָ</b> – <b>עָרִים אַרְבַּע.</b>","אֶת־דִּמְנָה֙ וְאֶת־מִגְרָשֶׁ֔הָ אֶֽת־נַהֲלָ֖ל וְאֶת־מִגְרָשֶׁ֑הָ עָרִ֖ים אַרְבַּֽע׃ <span class=""mam-spi-samekh"">{ס}</span>        ",,
Judges 2:7,"<b>וַיַּעַבְדוּ הָעָם אֶת ה' כֹּל יְמֵי יְהוֹשֻׁעַ וְכֹל יְמֵי הַזְּקֵנִים אֲשֶׁר הֶאֱרִיכוּ יָמִים אַחֲרֵי יְהוֹשׁוּעַ,</b> אותם אנשים <b>אֲשֶׁר רָאוּ אֵת כָּל מַעֲשֵׂה ה' הַגָּדוֹל אֲשֶׁר עָשָׂה לְיִשְׂרָאֵל</b> במדבר ובכיבוש הארץ.",וַיַּעַבְד֤וּ הָעָם֙ אֶת־יְהֹוָ֔ה כֹּ֖ל יְמֵ֣י יְהוֹשֻׁ֑עַ וְכֹ֣ל <b>׀</b> יְמֵ֣י הַזְּקֵנִ֗ים אֲשֶׁ֨ר הֶאֱרִ֤יכוּ יָמִים֙ אַחֲרֵ֣י יְהוֹשׁ֔וּעַ אֲשֶׁ֣ר רָא֗וּ אֵ֣ת כׇּל־מַעֲשֵׂ֤ה יְהֹוָה֙ הַגָּד֔וֹל אֲשֶׁ֥ר עָשָׂ֖ה לְיִשְׂרָאֵֽל׃,,
Judges 4:5,"<b>וְהִיא יוֹשֶׁבֶת</b>, מקום מושבה הקבוע כשהנהיגה את העם היה <b>תַּחַת</b> עץ <b>תֹּמֶר</b>, שנקרא אחר כך על שמה – תומר <b>דְּבוֹרָה בֵּין הָרָמָה וּבֵין בֵּית אֵל בְּהַר אֶפְרָיִם.</b> בהיותה אשה, לא רצתה שיבואו רבים אל ביתה וקבעה את מקום שבתה בחוץ תחת עץ התומר. המקום הבלתי פורמלי הזה לא פגע בהנהגתה ובשלטונה – <b>וַיַּעֲלוּ אֵלֶיהָ בְּנֵי יִשְׂרָאֵל לַמִּשְׁפָּט.</b> נוסף על הנהגת העם היא שפטה בין אדם לחברו, כדרך שנהגו שאר ראשי ישראל.",וְ֠הִ֠יא יוֹשֶׁ֨בֶת תַּחַת־תֹּ֜מֶר דְּבוֹרָ֗ה בֵּ֧ין הָרָמָ֛ה וּבֵ֥ין בֵּֽית־אֵ֖ל בְּהַ֣ר אֶפְרָ֑יִם וַיַּעֲל֥וּ אֵלֶ֛יהָ בְּנֵ֥י יִשְׂרָאֵ֖ל לַמִּשְׁפָּֽט׃,,
Judges 5:10,"המכובדים, היחסנים והאמידים <b>רֹכְבֵי אֲתֹנוֹת צְחֹרוֹת</b>. ייתכן שאתונות אלו נבחרו או גודלו כגזע לעצמו. <b>יֹשְׁבֵי עַל מִדִּין</b>, הדיינים, היושבים במקום הדין <b>וְהֹלְכֵי עַל דֶּרֶךְ</b>, הולכי דרכים, <b>שִׂיחוּ,</b> שוחחו כולכם על הישועה ועל הנפלאות.",רֹכְבֵי֩ אֲתֹנ֨וֹת צְחֹר֜וֹת         יֹשְׁבֵ֧י עַל־מִדִּ֛ין וְהֹלְכֵ֥י עַל־דֶּ֖רֶךְ שִֽׂיחוּ׃        ,,
Judges 6:16,"<b>וַיֹּאמֶר אֵלָיו ה': כִּי אֶהְיֶה עִמָּךְ, וְהִכִּיתָ אֶת מִדְיָן כְּ</b>אילו היו כְּ<b>אִישׁ אֶחָד</b> בלבד.",וַיֹּ֤אמֶר אֵלָיו֙ יְהֹוָ֔ה כִּ֥י אֶהְיֶ֖ה עִמָּ֑ךְ וְהִכִּיתָ֥ אֶת־מִדְיָ֖ן כְּאִ֥ישׁ אֶחָֽד׃,,
Judges 6:35,"<b>וּמַלְאָכִים</b>, שליחים <b>שָׁלַח</b> גדעון <b>בְּכָל מְנַשֶּׁה</b> להודיע על המלחמה, <b>וַיִּזָּעֵק גַּם הוּא</b> – שבט מנשה, <b>אַחֲרָיו. וּמַלְאָכִים שָׁלַח בְּאָשֵׁר וּבִזְבֻלוּן וּבְנַפְתָּלִי, וַיַּעֲלוּ</b> אנשים גם מן השבטים הללו <b>לִקְרָאתָם.</b>",וּמַלְאָכִים֙ שָׁלַ֣ח בְּכׇל־מְנַשֶּׁ֔ה וַיִּזָּעֵ֥ק גַּם־ה֖וּא אַחֲרָ֑יו וּמַלְאָכִ֣ים שָׁלַ֗ח בְּאָשֵׁ֤ר וּבִזְבֻלוּן֙ וּבְנַפְתָּלִ֔י וַֽיַּעֲל֖וּ לִקְרָאתָֽם׃,,
Judges 8:18,"<b>וַיֹּאמֶר אֶל זֶבַח וְאֶל צַלְמֻנָּע: אֵיפֹה הָאֲנָשִׁים אֲשֶׁר הֲרַגְתֶּם בְּתָבוֹר</b> במהלך אחת הפשיטות שלכם?! <b>וַיֹּאמְרוּ:</b> אנחנו זוכרים אותם משום שהיו אנשים יפים, <b>כָּמוֹךָ כְמוֹהֶם</b>, הם דומים לך מאוד, מראה <b>אֶחָד</b> ממש, <b>כְּתֹאַר בְּנֵי הַמֶּלֶךְ.</b> הם נראו כבני מלכים – בין שהייתה זו אמת או חנופה בלבד.",וַיֹּ֗אמֶר אֶל־זֶ֙בַח֙ וְאֶל־צַלְמֻנָּ֔ע אֵיפֹה֙ הָאֲנָשִׁ֔ים אֲשֶׁ֥ר הֲרַגְתֶּ֖ם בְּתָב֑וֹר וַיֹּֽאמְרוּ֙ כָּמ֣וֹךָ כְמוֹהֶ֔ם אֶחָ֕ד כְּתֹ֖אַר בְּנֵ֥י הַמֶּֽלֶךְ׃,,
Judges 8:26,"<b>וַיְהִי מִשְׁקַל נִזְמֵי הַזָּהָב אֲשֶׁר שָׁאָל</b> וקיבל <b>אֶלֶף וּשְׁבַע מֵאוֹת</b> שקלי <b>זָהָב</b>, משקל המתקרב לכ-185 ק""ג זהב, <b>לְבַד מִן</b> הקישוטים האחרים, <b>הַשַּׂהֲרֹנִים וְהַנְּטִפוֹת</b> – אולי שרשראות או תכשיטים אחרים שיש בהם צורות של טיפות עשויות מאבני חן או מזהב וכסף, <b>וּבִגְדֵי הָאַרְגָּמָן</b> היקרים <b>שֶׁעַל מַלְכֵי מִדְיָן, וּלְבַד מִן הָעֲנָקוֹת,</b> ענקים <b>אֲשֶׁר בְּצַוְּארֵי גְמַלֵּיהֶם.</b>",וַיְהִ֗י מִשְׁקַ֞ל נִזְמֵ֤י הַזָּהָב֙ אֲשֶׁ֣ר שָׁאָ֔ל אֶ֥לֶף וּשְׁבַע־מֵא֖וֹת זָהָ֑ב לְ֠בַ֠ד מִן־הַשַּׂהֲרֹנִ֨ים וְהַנְּטִיפ֜וֹת וּבִגְדֵ֣י הָאַרְגָּמָ֗ן שֶׁעַל֙ מַלְכֵ֣י מִדְיָ֔ן וּלְבַד֙ מִן־הָ֣עֲנָק֔וֹת אֲשֶׁ֖ר בְּצַוְּארֵ֥י גְמַלֵּיהֶֽם׃,,
