Joshua 15:59,"Maarath, Beth-anoth, and Eltekon: 6 towns, with their villages.<sup class=""footnote-marker"">n</sup><i class=""footnote"">Septuagint adds: “Tekoa, Ephrathah—that is, Bethlehem—Peor, Etam, Kulon, Tatam, Sores, Karem, Gallim, Bether, and Manach—11 towns, with their villages.”</i> ","<b>and Maarat, Beit Anot, and Eltekon; six cities and their surrounding areas. </b>"
Joshua 21:35,"Dimnah with its pastures, and Nahalal with its pastures—4 towns.<sup class=""footnote-marker"">d</sup><i class=""footnote"">Some mss. and editions add the following (cf. 1 Chron. 6.63–64): “And from the tribe of Reuben: Bezer with its pastures, Jahaz with its pastures, Kedemoth with its pastures, and Mephaath with its pastures—4 towns.”</i> ","<b>Dimna and its perimeter fields, Nahalal and its perimeter fields; four cities.  </b>"
Judges 20:36,וַיִּרְא֥וּ בְנֵֽי־בִנְיָמִ֖ן כִּ֣י נִגָּ֑פוּ וַיִּתְּנ֨וּ אִֽישׁ־יִשְׂרָאֵ֤ל מָקוֹם֙ לְבִנְיָמִ֔ן כִּ֤י בָטְחוּ֙ אֶל־הָ֣אֹרֵ֔ב אֲשֶׁר־שָׂ֖מוּ אֶל־הַגִּבְעָֽה׃,<b>וַיִּרְאוּ בְנֵי בִנְיָמִן כִּי נִגָּפוּ. </b>
I Samuel 6:1,"The Ark of the L<small>ORD</small> remained in the territory of the Philistines seven months.<sup class=""footnote-marker"">a</sup><i class=""footnote"">Septuagint continues “and mice invaded their fields”; cf. vv. 4, 5, 18, and note at 5.6.</i>",<b>The Ark of the Lord was in Philistine territory seven months.  </b>
I Samuel 13:1,"Saul was…<sup class=""footnote-marker"">a</sup><i class=""footnote"">The number is lacking in the Heb. text; also, the precise context of the “two years” is uncertain. The verse is lacking in the Septuagint.</i> years old when he became king, and he reigned over Israel two years.","<b>Saul was one year into his reign,</b><b> and two years he reigned</b><b> over Israel. </b>"
II Samuel 3:2,"<sup class=""footnote-marker"">a</sup><i class=""footnote"">The list of David’s wives and sons in vv. 2–5 differs somewhat from the parallel list in 1 Chron. 3.1–3. The narrative in v. 1 is resumed in v. 6.</i>Sons were born to David in Hebron: His first-born was Amnon, by Ahinoam of Jezreel;","<b>Sons were born to David in Hebron; his firstborn was Amnon, </b>born<b> to</b> <b>Ahino’am the Yizre’elite;  </b>"
I Kings 9:18,"וְאֶֽת־בַּעֲלָ֛ת וְאֶת־<span class=""mam-kq""><span class=""mam-kq-q"">[תַּדְמֹ֥ר]</span> <span class=""mam-kq-k"">(תמר)</span></span> בַּמִּדְבָּ֖ר בָּאָֽרֶץ׃",<b>וְאֶת־בַּעֲלָת</b> <b>וְאֶת־תַּדְמֹר בַּמִּדְבָּר בָּאָרֶץ</b>
Isaiah 1:27,"<span class=""poetry indentAll""><sup class=""footnote-marker"">k</sup><i class=""footnote"">In contrast to others “Zion shall be saved by justice, / Her repentant ones by righteousness.”</i> </span>Zion shall be saved in the judgment;<br><span class=""poetry indentAll"">Her repentant ones, in the retribution.</span><sup class=""footnote-marker"">l</sup><i class=""footnote""><b>retribution </b>For this meaning cf. 5.16; 10.22.</i> ","<b>Zion will be redeemed with </b>the performance of <b>justice, and its returnees </b>will come back to rebuild it <b>with righteousness. </b>"
Isaiah 7:10,"  G<small>OD</small> spoke further<sup class=""footnote-marker"">g</sup><i class=""footnote""><b>Isaiah continued </b>I.e., Isaiah continued to speak in God’s name; cf. Rashi, Ibn Ezra, Kimhi.</i> to Ahaz: ","<b>The Lord continued speaking to Ahaz,</b> by means of Isaiah,<b> saying: </b>"
Isaiah 9:17,"<span class=""poetry indentAll"">Already wickedness has blazed forth like a fire</span><br><span class=""poetry indentAll"">Devouring thorn and thistle.</span><br><span class=""poetry indentAll"">It has kindled the thickets of the wood,</span><br><span class=""poetry indentAll"">Which have turned into billowing smoke.</span><sup class=""footnote-marker"">l</sup><i class=""footnote""><b>Which have turned into billowing smoke </b>Meaning of Heb. uncertain.</i> <br><span class=""poetry indentAllDouble"">Yet God’s anger has not turned back,</span><br><span class=""poetry indentAllDouble"">And the divine arm is outstretched still.</span><sup class=""footnote-marker"">m</sup><i class=""footnote""><b>Yet God’s anger has not turned back, / And the divine arm is outstretched still </b>Moved down from v. 16 for clarity.</i> ","<b>For</b> <b>wickedness burns like </b>a destructive <b>fire: It </b>first <b>consumes thorn and thistle, </b>but<b> </b>subsequently <b>it ignites the thickets of the forest, and </b>ultimately <b>they will </b>all be burned and<b> rise in a column of smoke. </b>"
