Bad Order,Rashi on Sukkah 2b:9:2,ראשו ורובו - דרך סעודתן בהסיבה היתה
Can't Find,Rashi on Sukkah 9b:12:1,שתיהן פסולות כו' וקיימא עליונה למעלה מכ'
Bad Order,Rashi on Sukkah 10b:11:3,התם דלמפסל סוכה - קאתייה משום סוכה
Can't Find,Rashi on Sukkah 18a:1:1,ומודה ר' מאיר - בכל אלו שהוא
Can't Find,Rashi on Sukkah 22b:1:1,פחות מארבעה כו' - רבן שמעון סבירא
Bad Order,Rashi on Sukkah 24a:10:3,רוח חיים לאו בידי אדם הוא שהרי
Bad Order,Rashi on Sukkah 26a:3:4,שלוחי מצוה אנן - שבאנו לשמוע הדרשה
Bad Order,Rashi on Sukkah 31a:17:1,"פריש - קורוני""א:"
Bad Order,Rashi on Sukkah 31a:17:2,"כמושים - פלצידי""ש:"
Bad Order,Rashi on Sukkah 31b:8:2,כיון דאמר רבה אתרוג בשמאל ולולב בימין
Bad Order,Rashi on Sukkah 40a:9:1,למלוגמא - לרפואה:
Bad Order,Rashi on Sukkah 45b:7:5,ליה ולך - אנו עושין את הכבוד
Bad Order,Rashi on Sukkah 51a:6:2,"ומ""ד ישראל היו - סבר מדוכן ליוחסין"
Bad Order,Rashi on Sukkah 51a:6:3,אבל לא למעשרות - שלא נזהרו מלהעמיד
Bad Order,Rashi on Sukkah 52b:7:2,מה לי פה - זו היא חרטה:
Bad Order,Rashi on Sukkah 52b:13:2,אדם שת ומתושלח - מן הצדיקים שהיו
Can't Find,Rashi on Sukkah 54a:11:1,"ערב הפסח - שיש בשחיטת פסח כ""ז"
