Judges 1:1,"Now it was after the death of Yehoshua
that the Children of Israel inquired of Y<small>HWH</small>, saying:
Who among us will go up first against the Canaanites to wage battle against them?"
Judges 1:2,"Y<small>HWH</small> said:
Yehuda will go up;
here, I have given the land into his hand."
Judges 1:3,"Yehuda said to Shim’on his brother-tribe:
Go up with me into my allotted-territory, and let us wage battle against the Canaanites,
and I will go with you as well into your allotted-territory.
So Shim’on went with him."
Judges 1:4,"Yehuda went up,
and Y<small>HWH</small> gave the Canaanites and the Perizzites into their hand,
so that they struck them down in Bezek,
ten thousand men."
Judges 1:5,"They found Adoni-Vezek in Bezek, and waged battle against him,
and they struck the Canaanites and the Perizzites."
Judges 1:6,"And Adoni-Vezek fled, so they pursued after him,
and they seized him and chopped off the thumbs of his hands and of his feet."
Judges 1:7,"Adoni-Vezek said:
Seventy kings, the thumbs of their hands and of their feet chopped off,
used to gather [crumbs] under my table;
as I did, so has God paid me back!
They brought him to Jerusalem, and he died there."
Judges 1:8,"Then the Children of Yehuda waged battle against Jerusalem:
they captured it, they struck it with the mouth of the sword,
and the city they sent up in fire."
Judges 1:9,"Afterward, the Children of Yehuda went down to wage battle against the Canaanites,
those settled in the highlands, the Negev, and the lowlands."
Judges 1:10,"And Yehuda went against the Canaanites, the ones settled in Hevron,
—now the name of Hevron in former times was Kiryat-Arba—
and he struck Sheishai and Ahiman and Talmai."
Judges 1:11,"He went from there against those settled in Devir
—now the name of Devir in former times was Kiryat-Sefer."
Judges 1:12,"Now Calev said:
Whoever strikes Kiryat-Sefer and captures it,
I will give him Akhsa my daughter as a wife!"
Judges 1:13,"Otniel son of Kenaz captured it,
a brother of Calev younger than he,
and he gave him Akhsa his daughter as a wife."
Judges 1:14,"Now it was, when she came,
that she induced him to request fielded-property from her father.
She alighted from on the donkey,
and Calev said to her:
What [ails] you?"
Judges 1:15,"She said to him:
Get me a blessing-gift,
for you have given me arid land—
you should give me pools of water!
So Calev gave her the Upper Pools and the Lower Pools."
Judges 1:16,"Now the Children of the Kenite, Moshe’s father-in-law, went up from the Town of Date-Palms, along with the Children of Yehuda,
into the Wilderness of Yehuda that is south of Arad;
they went and settled with the people."
Judges 1:17,"And Yehuda went with Shim’on his brother;
they struck the Canaanites settled in Tzefat, and devoted-it-to-destruction,
so they called the name of the town Horma/Destruction."
Judges 1:18,"Then Yehuda captured Gaza and its territory
and Ashkelon and its territory
and Ekron and its territory."
Judges 1:19,"Now Y<small>HWH</small> was with Yehuda, so that he took possession of the highlands,
but he was not [able] to dispossess the settled-folk of the valley,
for they had chariotry of iron."
Judges 1:20,"And they gave Hevron to Calev, as Moshe had promised,
and he dispossessed the three sons of Anak from there."
Judges 1:21,"But the Yevusites, those settled in Jerusalem, the Children of Binyamin did not dispossess;
the Yevusites are settled along with the Children of Binyamin in Jerusalem until this day."
Judges 1:22,"Now the house of Yosef went up, they too, to Bet-El,
and Y<small>HWH</small> was with them."
Judges 1:23,"The house of Yosef scouted out Bet-El
—now the name of the town in former times was Luz—"
Judges 1:24,"and the watchmen saw a man going out of the town,
so they said to him:
Pray let us see the way to enter the town, and we will show you loyalty."
Judges 1:25,"He let them see the way to enter the town, and they struck the city with the mouth of the sword,
but the man and his entire clan they sent free."
