masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Challah,עמודי ירושלים,1,0,2b,"@11מה @33שילקו על חלתן דבר תורה ר' יונה בשם ר' שמואל ר' יוסי ר' אבוהו בשם רשב""ל אין לוקין על חלתן ד""ת. עי' בבעל העיטור (ח""ב ד""ד ע""ב) שגרס כאן קודם דברי רשב""ל אמר ר' יעקב לוקין על חלתן דבר תורה ונשמט זה מירושלמי שלנו:",מה שילקו על חלתן דבר תורה ר',Jerusalem Talmud Challah 1:1:15,"מהו שילקו על חתן דבר תורה. ר' יונה בשם שמואל רבי יוסי רבי אבהו בשם רבי שמעון בן לקיש אין לוקין על חלתן דבר תורה א""ר יעקב בר אחא ר""ש בן לקיש כדעתיה דאיתפלגון הפיגול והנותר ששחקן רבי יוחנן אמר לא ביטלו זה את זה ור""ש בן לקיש אמר ביטלו זה את זה. א""ר יוסי ולא דמיין תמן אמר זה אסור וזה אסור. ברם הכא שני דברים רבים על א' ומבטלין אותו. וכבר ביטלו עד שלא נעשו איסור. אילו &lt;אמר&gt; [אחד] עשה חמש עיסיות מחמשה מינין ועירבו ואמר רבי שמעון בן לקיש אין לוקין על חלתן דבר תורה יאות:",
Challah,עמודי ירושלים,1,0,6b,"@11את @33שחייבין על קלי שלו משום חדש כו'. הפני משה כתב וז""ל ואת שאין חייבין על קלי שלו משום חדש דאין קלי בתבואה שלא הביאה שליש דאין נקרא אלא שחת אין חייבין על לחם שלו ג""כ משום חדש עכ""ל ודבריו תמוהים. ובמה""כ נעלם ממנו ש""ס מנחות @44(ע""א ע""ב) @55לא חייב ר""ע אלא במנמר לקליות כו' ופרש""י דהוא בתבואה שלא הביאה שליש דעושין ממנו קליות לאדם כו' מבואר שם להדיא דקלי הוא מתבואה שלא הביאה שליש, ועשו""ת בית אפרים חיו""ד @44(סי' ס""ח) @55שביאר דברי הירושלמי דהיא לחיובא דכיון דקלי הוא מתבואה שלא הביא שליש ה""ה הלחם מתבואה שלא הביאה שליש ג""כ חייב. ועתה נדפס שו""ת שאגת ארי' החדשות ובדיני חדש @44(סי' ד') @55מבואר ג""כ כן בפי' הירושלמי. וראיתי להעיר על מ""ש השאגת ארי' שם להוכיח דהלכה כר' יהודה נגד ר""מ ממה דאיתא במשנה מנחות @44(ס""ז ב') @55דברצון חכמים היו עושין מה שחשק הי' מלא קמח וקליות משקרב העומר דלא גזרינן דלמא אתי למיכל מיני' וע""ש שהוכיח כן מדברי הר""מ בפ""י מרמ""א וכ""כ הר""מ להדיא בפי' המשנה שם. וכן ראיתי להרע""ב במנחות שכתב כן וע""כ נפלאות הוא בעיני על התפארת ישראל בביאורו שם שכ' בפשיטות ע""ד ר' יהודה דלא קיי""ל כן והוא היפוך דברי הר""מ בחיבורו ובפירושו והרע""ב. ואמת שראיתי בספר יראים @44(סי' קס""ט) @55שכ' דקיי""ל כר""מ בגזרותיו אך עכ""ז הו""ל לפסוק בהר""מ והרע""ב וההוא דקיי""ל כר""מ בגזרותיו כתב השאגת ארי' דסתם משנה נגדו ע""ש, ולכאורה היה מקום לומר לפמ""ש בשו""ת שבות יעקב @44(ח""א סי' ל""א) @55דנגד ר' יהודה לא קיי""ל כר""מ גם בגזרותיו וצ""ע בספרי הכללים ע""ש וא""כ הכא שבר פלוגתי' ר' יהודא לא קיי""ל כר""מ בגזרותיו, אולם באמת דברי השבות יעקב תמוהים ומה לו לחפש בספרי הכללים ובמח""כ נעלם ממנו פסק הר""מ פ""ג מה' בכורות וטוש""ע יו""ד סי' ש""י דפסקו דהשוחט את הבכור שלא ע""פ חכם אפי' הראו לחכם אח""כ ומצא בו מום אסור והוא כר""מ נגד ר' יהודא במשנה בכורות @44(כ""ח א') @55והוא מטעם דקיי""ל כר""מ בגזרותיו וכמ""ש הרמב""ן והרא""ש וש""פ מבואר דקיי""ל כר""מ בגזרותיו אף נגד ר' יהודא ואף הר""י בתוספות ביצה @44(כ""ז א') @55דפוסק כרבי יהודא הוא משום שכתב שהוא קנס ולא גזירה ומבואר דקיימא לן כרבי מאיר נגד רבי יהודא בגזרותיו והוא פשוט:",את שחייבין על קלי שלו משום חדש,Jerusalem Talmud Challah 1:3:10,"מהו שחייבי' על לחם שלו משום חדש א""ר יודן כתיב (ויקרא כג) ולחם וקלי וכרמל לא תאכלו. את שחייבי' על קלי שלו משום חדש חייבים על לחם שלו משום חדש את שאין חייבין על קלי שלו משום חדש אין חייבין על לחם שלו משום חדש.",
Challah,עמודי ירושלים,1,0,9a,"@11ונעשית @33ביו""ט מתני' דרשב""א הוא כו'. עי' ב""י א""ח @44(סי' סקי""ב) @66שפסק כהירושלמי הזה ובד""מ שם הוכיח דש""ס דילן לא ס""ל הכי וע""ש בט""ז שכתב ג""כ כן ולא ידעתי מדוע לא הביא דברי הד""מ:","ונעשית ביו""ט מתני' דרשב""א הוא כו'",Jerusalem Talmud Challah 1:5:7,"ונעשית ביו""ט. מתני' דר' שמעון בן אלעזר דתני אין עושין מי""ט למוצאי י""ט. והתני ממלאה עשה קדירה בשר אע""פ שאינו אוכל ממנה אלא חתיכה אחת. קומקום חמין אע""פ שאינו שותה ממנו אלא כוס אחד. אבל לאופות אותה אינה אופה אלא צורכה. דתני ר' שמעון בן אלעזר אומר ממלאכה היא אשה את התנור פת מפני שהפת יפה בשעה שהתנור מלא:",
Challah,עמודי ירושלים,1,0,10b,"@11אין @33עשה דוחה ל""ת אא""כ כתובה בצידה. עשו""ת שאגת ארי' שהקשה על מה שפי' הר""ש דכתובה בצידה היינו אחר מתן תורה דזה היא היפוך הסוגיא דפ""ק דיבמות ועי' בא""ז ה' פסחים @44(סי' רל""ג) @55שהקשה כן וע""ש מה שתירץ. ועי' בשה""מ וטעם המלך (פ""ג ה""ו) מה' נדרים מה שכתבו שם. ועי' בא""ז שם ודו""ק:","אין עשה דוחה ל""ת אא""כ כתובה בצידה",,,
Challah,עמודי ירושלים,1,0,14a,"@11מתניתא @33בלימודה להיות מפרשת א' ממ""ח כו'. הר""ש והרא""פ והפ""מ גרסו א' מכ""ד. אולם בא""ז @44(ה' חלה סי' רכ""ט) @55גרס כמו שהוא לפנינו ופי' דאמר ר' מנא בלימודה להיות מפרשת א' ממ""ח אבל בלימודה להיות מפרשת א' מכ""ד אפי' כי נטמאת בשוגג מפריש א' מכ""ד כדי שלא יהא חוטא נשכר:","מתניתא בלימודה להיות מפרשת א' ממ""ח כו'",Jerusalem Talmud Challah 2:3:6,והתנינן העושה עיסה לעצמו והעושה למשתה בנו אחד מעשרים וארבעה שלא תחלוק לעיסת בעל הבית. והתנינן וכן האשה שהיא עושה למכור בשוק אחד מארבעי' ושמונה בשעה שהיא עושה לביתה עינה רעה בעיסתה. בשעה שהיא עושה למכור בשוק עינה יפה בעיסתה. אמר רבי מתניתא בלימודת להיות מפרשת אחד מארבעים ושמונה. אבל בלימודת להיות מפרשת אחד מעשרים וארבעה ניתני כדיש לא יהא החוטא נשכר:,
Niddah,עמודי ירושלים,1,0,1b,"@11הוא @33עצמו מהו שיטמא בספק כו'. נ""ב עשו""ת טטו""ד (מה""ת סי' רל""ז) שכ' דקשה טובא דמה מדמה טומטום ואנדרוגינוס לספק דם טמא או טהור הלא זה הוי ס' חיסרון ידיעה דאינה ספק משא""כ טומטום ואנדרוגינוס יעו""ש באורך שנתקשה הרבה בקושיא זו ובאמת אין התחלה כלל להקושיא דנוכל לומר דהירושלמי מיירי בדם שבדקה ונאבדה ויש ספק אם היה מראה טהור או טמא א""נ שבדקה בעד שאינו בדוק ויש ספק אם היה המראה הזאת בהעד מקודם לכן וכה""ג הרבה ספיקות שנוכל למצוא דלא תהוי חיסרון ידיעה כלל וא""כ מעיקרא לק""מ ומ""ש הטטו""ד דכ""כ הפני משה ליתא שם כלל כן:",הוא עצמו מהו שיטמא בספק כו',Jerusalem Talmud Niddah 1:1:5,"בדקה ומצתה ספק פשיטא אינה כפקידה למעט מעת לעת הוא עצמו מהו שיטמא בספק נישמעינה מן הדא טומטום ואנדרוגינס שראו דיין שעתן מה את שמע מינה א""ר יוסי טומטום ואנדרוגינס ספק ומעת לעת ספק ואין ספק לספק וכא ראייתה ספק ומעת לעת ספק ואין ספק לספק.",
Niddah,עמודי ירושלים,1,0,3b,"@11א""ל @33חיה טהורה כבהמה טמאה. כ' הפני עשה לימי עיבורה ושאינה פוחתת מי""ב חדשי הלבנה. והדברים תמוהים דנראה מהסוגיא דבכורות (ד""ח) דחיה מלבד החיות שחשיב שם המה ימי עיבורם פחות מבהמה דקה דעיבורם ה' חדשים וכן נראה בכמה דוכתי ולא ידעתי מי דחקו להפני משה לפרש כן דהדבר פשוט דכוונת הירושלמי דחיה טהורה שוה לבהמה טמאה שאינה יולדת למקוטעין ומצאתי כן להתוס' בבכורות (דכ""א ע""ב) שהביאו להירושלמי הזה וכ' וז""ל ומשני חיה טהורה כבהמה טמאה כלומר דאינה יולדת למקוטעין אבל בהמה טהורה יולדת למקוטעין עכ""ל מבואר להדיא דהפי' כע""ש ומהפני משה נעלמו דברי התוס' הללו. וראיתי להשירי קרבן בירושלמי ביצה (פ""א ה""א) שתמה ע""ד התוס' וכ' ותימה דודאי אף הירושלמי סובר דאיכא פלוגתא אם בהמה טהורה יולדת למקוטעין או לא כמפורש כאן אלא דבנדה ה""ק די""ל דריב""ל לא פליג ארב אבל פלוגתא בעלמא מיהו איכא וצ""ע עכ""ל ודבריו תמוהים דהיכן ראה בדברי התוס' שכתבו דליכא פלוגתא בירושלמי בזה והמעיין בדברי התוס' שם יראה שהקושיא מעיקרא ליתא וגם לדעתם יוכל להיות דיש פנוגתא בזה ואין קושיא כלל על דברי התוס'. ועי' במראה הפנים ביבמות (פ""ד הי""א) ששם כ' חיה טהורה כבהמה טמאה דיש להם זמן. שינה פירושו שם ממה שפי' כאן:","א""ל חיה טהורה כבהמה טמאה",Jerusalem Talmud Niddah 1:3:8,"רבי חייה בר אשי הוה יתיב קומי רב חמתיה מיבעת א""ל מהו כן א""ל חמרתי מעברה והיא בעייא מילד ואנא בעי מרבעתה דלא תצטנן א""ל אימתי עלה עליה הזכר א""ל ביום פלן וחשב א""ל בעייא היא עד כדון. ותני כן הפוחתת אינה פוחתת מימות הלבנה והמוספת אינה מוספת על ימות החמה. מילתיה דרבי יהושע פליגא דמר ריב""ל בקורת של אנטונינוס היתה עוברה והריבעו של בית רבי ממנה שוורין ויש מהן שילדו עכשיו ויש מהן שילדו לאחר זמן כאן בבהמה טמאה וכאן בבהמה טהורה והכתיב הידעת עת לדת יעלי סלע חולל איילות תשמור תספר ירחים תמלאנה וידעת עת לדתנה א""ל חיה טהורה כבהמה טמאה:",
Niddah,עמודי ירושלים,1,0,4a,"@11יונק @33הוא התינוק והולך עד כ""ד חודש שלמין כו'. עשו""ת מהר""ם מרוטנבורג (סי' ע""ט) שגרס אפי' שלמים וע""ש מה שהאריך בביאורו:","יונק הוא התינוק והולך עד כ""ד חודש",,,
Niddah,עמודי ירושלים,1,0,10b,"@11ואינה @33נאמנת לומר דכר הוא נקיבה היא. עי' בפני משה מ""ש בטעם הדבר והירושלמי הזה השמיטוהו הפוסקים וע' בא""ז ה' נדה (סי' ש""מ) שהעלה דאשה נאמנת בזה ובאמת טעם הפני משה הוא תמוה מדוע לא תהיה בקיאה בין זכר לנקיבה והיכא שהיא בקיאה בודאי נאמנת דהיא מלתא דעבידא לגלויי:",ואינה נאמנת לומר דכר הוא נקיבה היא,Jerusalem Talmud Niddah 3:3:6,"רב יהודה שאל לשמואל בגין דאנא חכים מיחמי סימני שפיר א""ל רישיה דרישך יכווה ברותחין ואתה לא תיכוה אפילו בפושרין רבי חייה בשם רבי יוחנן אילין נשייא דאמרן שבלוליה דבר שבלולה נקובה לית אנן סמכין עליהון רבי יעקב בר זבדי רבי אבהו בשם רבי יוחנן נאמנת אשה לומר ילדתי ולא ילדתי ואינה נאמנת לומר דכר הוא נוקבה היא:",
Niddah,עמודי ירושלים,1,0,12b,"@11בתולים @33אינו מן המקור כו'. ע' בציון ירושלים שכ' וז""ל וצ""ע בב""י סי' קצ""ג במ""ש דלא חיישינן שמא יצא מן המקור עם דם מכתה והרי דם בתולים אינו מן המקור עכ""ל. ושגה בזה דהפי' בב""י דניחוש שמא יצא דם מן המקור שלה בעת שיצא דם מכתה שהוא מן הצד וע""ז כתב דלא ניחוש לה והוא פשוט וברור:",בתולים אינו מן המקור כו',,,
Niddah,עמודי ירושלים,1,0,12b,"@99סליק קונטרס עמודי ירושלים בעזה""י",,,,
Sukkah,עמודי ירושלים,1,0,4a,"@11ושחמתה @33מרובה מצלתה פסולה הא מחצה על מחצה כשירה כו' באילן שדרכו ליפסע. ועי' בק""ע ופ""מ. נ""ב וצל""ע על דברי הא""ז הלכות סוכה (סימן רפ""ד) שכתב וז""ל ירושלמי צילתה מרובה מחמתה כשירה הא מחצה על מחצה פסול וחמתה מרובה דקתני מתני' דפסולה דמחצה על מחצה קרי מרובה עכ""ל. וקשה דהא בירושלמי מקשה זה ומחלק בין דרכו ליפסע לאין דרכו ליפסע ואולי גירסא אחרת היתה לו:",ושחמתה מרובה מצלתה פסולה הא מחצה על,Jerusalem Talmud Sukkah 1:1:18,ושחמתה מרובה מצילתה פסולה.  הא מחצה למחצה כשירה.  סוכה מדובללת שצילתה מרובה מחמתה כשירה.  הכא את אמר כשירה והכא את אמר פסולה.  רבנן דקיסרין רב יצחק בר נחמן בשם רבי הושעיה שנייא היא באילן שדרכו לפסע:,
Sukkah,עמודי ירושלים,1,0,10b,"@11הוינן @33סברין מימר שלא בירך. נ""ב בגליון הש""ס העלה בצ""ע מזה על הרא""ש פ""ו דברכות שנסתפק אם יש לברך בנ""ר ולק""מ דברכה א'. הכוונה מעין ג' וכ""כ בציון ירושלמי ומצאתי בא""ז הל' סוכה (סי' ש') שפירש כן דברי הירושלמי דבברכה א' הוא מעין ג':",הוינן סברין מימר שלא בירך,Jerusalem Talmud Sukkah 2:6:2,הוינן סברין מימר שלא בירך אחריו שלש ברכות. הא ברכה אחת בירך אשכח תני ולא ברכה אחת ולא שלש ברכות. תני כל שאומרין עליו שלש ברכות אומרים לפניו המוציא לחם מן הארץ. כל שאין אומר אחריו ג' ברכות אין אומרים לפניו המוציא לחם מן הארץ. התיבון הרי פחות מכזית אין אומרים עליו שלש ברכות מעתה לא יאמרו לפניו המוציא לחם מן הארץ. רבי יעקב בר אחא אמר לשאר המינין נצרכה:,
