Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,I Chronicles 4:22,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	And Yokim and the men of Cozeva and Yoash and Saraf, who intermarried with Moav, and Yashuvi-Lacham. These things are ancient [i.e., received tradition].",aggresive-ngram,10.045071
1,m,Sanhedrin 68b:8,Sefaria Community Translation,en,"[Another Teshuva with a rhetorical question] Moreover, ...",ngram,67.38594
2,n,Genesis 1:27,Suomi Käännös By Ezra Lindholm [fi],en,"Ja Jumala loi ihmisen Omaksi kuvaksensa, Jumalan kuvaksi Hän hänet loi, mieheksi ja naiseksi Hän heidät loi.",aggresive-ngram,12.693277
3,m,Sanhedrin 68b:5,Sefaria Community Translation,en,[Teshuva] Whence do we know?,ngram,11.933755
4,n,Deuteronomy 22:1,The Holy Scriptures: A New Translation (JPS 1917),en,"Thou shalt not see thy brother’s ox or his sheep driven away, and hide thyself from them; thou shalt surely bring them back unto thy brother.",infreq,2.1474164
5,--,Deuteronomy 13:18,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And let naught from the spoil adhere to your hand, so that the L-rd turn from the burning of His wrath [(For so long as idolatry is in the world, burning wrath is in the world)] and He will grant you mercy and He will be merciful to you and He will multiply you as He swore to your fathers,",infreq,2.134629
6,n,Deuteronomy 22:2,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And if your brother is not near to you, and you do not know him, then you shall gather it into the midst of your house, and it shall be with you until you make inquiry of your brother concerning it",infreq,2.1521869
7,n,Deuteronomy 24:1,The Holy Scriptures: A New Translation (JPS 1917),en,"When a man taketh a wife, and marrieth her, then it cometh to pass, if she find no favour in his eyes, because he hath found some unseemly thing in her, that he writeth her a bill of divorcement, and giveth it in her hand, and sendeth her out of his house,",infreq,2.1179264
8,--,Sforno on Leviticus 16:30:2,"Eliyahu Munk, HaChut Hameshulash",en," not to commit such sins again in similar circumstances. The verse is introduced here to remind us that only the Lord Himself is aware of the sincerity of one’s teshuvah, one’s repentance.",aggresive-ngram,9.948119
9,--,"Kedushat Levi, Exodus, Bo 14",Kedushat Levi translated by Rb. Eliyahu Munk,en,", i.e. to repent.” The three root ‎letters ‎תשב‎ when read in this order spell the word ‎‎“teshuva.” This is a clear allusion that the Sabbath is ‎meant to facilitate repentance. This repentance",infreq,5.694821
10,n,Leviticus 15:2,The Rashi chumash by Rabbi Shraga Silverstein,en,"	Speak to the children of Israel and say to them: A man, if there be a flux (zov) from his flesh, [a genital discharge differing from semen in that semen is viscid, like the white of an egg, whereas zov is like barley-dough water, resembling the white of an addled egg], his flux is unclean.",infreq,2.2183733
11,n,I Chronicles 1:5,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	[And the sons of Yefeth:] Gomer, Magog, Maddai, Yavan, Tuval, Meshech, and Tiras.",aggresive-ngram,8.675047
12,--,Radak on Genesis 25:8:2,"Eliyahu Munk, HaChut Hameshulash",en,"בשיבה טובה, having seen children and grandchildren and having been treated  with respect and dignity all his life. According to a Midrash quoted by Rashi, it means that he lived to see his son Ishmael return to the fold as a baal teshuvah.",aggresive-ngram,11.294491
13,--,Daf Shevui to Megillah 15a:11,Daf Shevui,en,"Isaac interprets Esther’s inquiry as a question whether Israel was being punished by God for their sins and transgressions of the Torah. This might be necessary to influence her decision as to how to save the Jews. If it was their own deeds, then they need to do begin by doing teshuvah.",aggresive-ngram,10.04062
14,n,Mishnah Yevamot 7:5,"Eighteen Treatises from the Mishna, by D. A. Sola and M. J. Raphall, [1843], at sacred-texts.com",en,"The rapist, and the seducer, and the shoteh do not disqualify and do not confer the right to eat. And if they are not eligible to enter [marry into the nation of] Israel they do disqualify.  How so",infreq,2.1770873
15,n,Mishnah Yevamot 2:4,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	Issur mitzvah — shniyoth [secondary to arayoth] interdicted by the soferim. [They are called ""issur mitzvah"" because it is a mitzvah to hearken to the words of the sages. The shniyoth are: the",infreq,2.2101855
16,n,I Chronicles 7:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	The sons of Issachar: Tola and Puah, Yashuv and Shimron — four.",aggresive-ngram,9.421549
17,m,"Shulchan Arukh, Even HaEzer 11:4",Sefaria Community Translation,en,"There are those who say that if witnesses come, and the man's wife committed adultery, they need to investigate scrutinously. And they [beis din] cannot accept the testimony that is not in front of her or her husband (Teshuvas Harosh Klal 46). ",aggresive-ngram,12.940822
18,--,Daf Shevui to Sukkah 53a:3,Daf Shevui,en,"This baraita describes two groups. The men of piety and good deeds, who were righteous even when they were younger. And the penitents (Baalei Teshuvah) who had repented from their youthful sins. The baraita seems to place both on equal footing.",aggresive-ngram,10.04062
19,--,Akeidat Yitzchak 101:2,Akeydat Yitzchak by Eliyahu Munk,en,"The Talmud Nedarim 39, reports that seven things were created prior to the universe itself. They are: Torah, Teshuvah, the gan Eden, Gehinnom, G'ds throne, the holy Temple and the name of the Messiah",aggresive-ngram,10.522831
20,m,"Shulchan Arukh, Even HaEzer 118:3",Sefaria Community Translation,en,"If she delayed dividing [the estate] with the orphans in accordance with the ordinance a little while, she did not lose her sustenance of that time, even though the orphans have the power to dismiss the widow['s claim] in half the property (Tur in the name of the Teshuvah of the Rosh).",aggresive-ngram,11.124383
21,n,Leviticus 27:19,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And if the consecrator (himself) would redeem the field, then he shall add a fifth of the money of the valuation upon it, and it shall be his.",infreq,2.2887428
22,n,Mishnah Yevamot 10:1,"Eighteen Treatises from the Mishna, by D. A. Sola and M. J. Raphall, [1843], at sacred-texts.com",en,"A woman whose husband  went overseas, and they [a witness] came to her and said, ""Your husband died"", [whereupon] she re-married, following which her [first] husband arrived - she leaves this one and",infreq,2.2175522
23,n,Mishnah Nazir 4:4,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	If a woman vowed to be a Nazirite, and separated her beast (for the Nazirite's offering), and then her husband annulled it — if her beast were his, it goes out and grazes with the flock. And if it",infreq,2.1683013
24,m,"Shulchan Arukh, Even HaEzer 141:64",Sefaria Community Translation,en," my wife, but tomorrow [he says]: you are my wife. (Beis Yosef in the name of the Teshuvat HaRan Siman 43)",aggresive-ngram,11.258489
25,n,Mishnah Nazir 9:4,Sefaria Community Translation,en,"Initially, any doubt about negaim (diseased patches on skin, clothes, or houses that create impurity) is [ruled as] pure as long as it has not been declared impure. Once it is declared impure, doubts",infreq,2.22175
26,--,Sforno on Exodus 34:6:6,"Eliyahu Munk, HaChut Hameshulash",en,"ארך אפים, both to the righteous and to the wicked. The reason? To encourage them to do teshuvah.",aggresive-ngram,17.50654
27,--,"Kol Dodi Dofek, The Author's Notes 2","Kol Dodi Dofek, Joseph B. Soloveitchik, translated by David Z. Gordon, 2006",en,"‎2. The Rishonim dealt with the removal of choice from man as a result of his being ‎deeply ‎enmeshed in sin. See Maimonides, Hilkhot T’shuvah 6:3, and Ramban ad ‎Exodus 7:3, ‎‎9:12.‎",aggresive-ngram,12.330339
28,m,Mishnah Eduyot 5:6,Sefaria Community Translation,en,"Akavya the son of Mehalelel testified about four things. They said to him: Akavya, retract the four things you have said and we will make you the head of the court of Israel. He said to them: Better",infreq,2.1221762
29,m,"Shulchan Arukh, Orach Chayim 695:1",Sefaria Community Translation,en,"One who does the Purim meal at night does not fulfill his obligation. Rama: Nevertheless, one should be happy and add more during his meal even at night (Teshuvat Mahariv).",aggresive-ngram,15.646343
30,n,Mishnah Beitzah 5:2,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	Whatever one is liable for by reason of shvuth (""resting"") [i.e., whatever the sages forbade one from doing on Shabbath by reason of shvuth], or reshuth (a permitted activity), [where there is",infreq,2.133515
31,--,Sforno on Genesis 6:14:1,"Eliyahu Munk, HaChut Hameshulash",en,"עשה לך תבת וגו, during the period allocated to them, in order to remind them to do teshuvah.",aggresive-ngram,17.361786
32,n,Genesis 10:2,The Rashi chumash by Rabbi Shraga Silverstein,en,"	The sons of Yefeth: Gomer, Magog, Maddai, Yavan, Tuval, Meshech and Tiras [Persia].",aggresive-ngram,11.73224
33,m,Tosafot on Berakhot 31b:19:2,Sefaria Community Translation,en,"Hence it is deduced that it is forbidden to sit within four cubits of one engaged in prayer – whether in front of them, behind them or on the side of them.  The Teshuvat Geonim explain that that this",aggresive-ngram,8.75327
34,--,"Redeeming Relevance, Exodus Chapter 3 71",Redeeming Relevance,en," naturally with statehood. The so-called ba’al teshuva community (returnees to traditional Judaism), from which I draw my own roots and with which I still have much contact, is the segment of committed",infreq,2.614719
