Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rashi on Genesis 27:27:2,On Your Way,he,"כריח שדה אשר ברכו ה'. שנתן בו ריח טוב, וזה שדה תפוחים, כן דרשו רבותינו זכרונם לברכה:
",ngram,19.976786
1,--,"Pesach Haggadah Edot Hamizrah, Barech, Third Cup of Wine 1",Haggadah Shaliehsaboo Edition,he,שתקנו חכמים זכרונם לברכה בליל חג המצות. שכל-אחד ואחד מהם הוא מצוה בפני עצמה. ויהי  נעם אדני אלהינו עלינו ומעשה ידינו כוננה עלינו ומעשה ידינו כוננהוכוס־ישועות אשא ובשם יהוה אקרא  סברי מרנן ועונים לחייםויכוין לפטור בברכה זו גם כוס רביעיברוך אתה יהוה. אלהינו מלך העולם. בורא פרי הגפן:,hebmorph-exact,1.7827382
2,--,Sefer HaChinukh 430:16,Sefer HaChinukh -- Torat Emet,he," חכמים זכרונם לברכה (שם נט ב), ברכה אחרת על היין, היכא שהביאו יין שני בתוך הסעדה או אחר סעדה, מלבד אותו שהביאו תחלה, והיא הטוב והמטיב, והוא שיהיו האוכלים שנים או יותר. ויין שלפני המזון (שם מב א) פוטר",hebmorph-exact,6.791191
3,--,Malbim on II Samuel 6:1:3,On Your Way,he,"שלשים אלף וחכמינו זכרונם לברכה במדרש (במ''ר ד, כ') ובירושלמי (סנהדרין פ''י ה''ב) אמרו שסמך תשעים אלף זקנים באותו יום. (דרשוהו ממ''ש את כל בחור) דעתם שכל עדה שלחה בית דין של שלשה, ואם כן משלשים אלף מובחרים של הערים היו תשעים אלף זקנים :
",aggresive-ngram,50.229996
4,--,Malbim on II Samuel 12:8:4,On Your Way,he,"ואם מעט ואוסיפה וכמ''ש חכמינו זכרונם לברכה שהיה יכול להוסיף נשים עד י''ח, ואם כן :
",aggresive-ngram,67.737625
5,--,Sefer HaChinukh 268:4,Sefer HaChinukh -- Torat Emet,he,", וכגון שהיא אלמנה ונעשית גרושה ונעשית חללה ונעשית זונה, ועל כיוצא בזה יאמרו חכמים זכרונם לברכה (קידושין עז ב) אסור מוסיף, שהרי בתחלה האלמנה היתה מתרת לכהן הדיוט, וכשנתגרשה נתוסף בה אסור שנאסרה להדיוט",hebmorph-exact,6.7651362
6,--,Sefer HaChinukh 129:5,Sefer HaChinukh -- Torat Emet,he,איל אשם (ויקרא יט כ כא). וזה מן הבאים בין על שוגג בין על מזיד (כריתות ט א). נמצאו בין כלם האשמות ודאות חמשה. וכן מנו אותן חכמים זכרונם לברכה במשנה שאמרו (זבחים פ''ה מ''ה) אלו הן אשמות: א. אשם גזלות,hebmorph-exact,8.52908
7,--,Malbim on I Samuel 8:3:5,On Your Way,he,"הטו משפט כי עבירה גוררת עבירה, וחכמינו זכרונם לברכה אמרו שלא חטאו בקבלת שוחד רק על ידי שנטו אחר הבצע מעלה עליהם כאילו לקחו שוחד :
",aggresive-ngram,58.227444
8,--,Shaarei Teshuvah 3:134,Torat Emet,he,ואמרו רבותינו זכרונם לברכה חרב בא לעולם על שבועת שוא ועל חלול השם:,infreq,15.615865
9,--,Malbim on I Samuel 6:12:5,On Your Way,he,"הלך וגעו מרוב השמחה וחכמינו זכרונם לברכה אמרו על זה שאמרו שירה כי הדבר הפלאיי המעיד על השגחת ה' הוא השיר העולה מבריותיו שעל ידו יוכרו עלילותיו ונפלאותיו, ה. ",aggresive-ngram,48.384018
10,--,Malbim on II Samuel 12:4:3,On Your Way,he,"איש נכבד, מה שלא רצה לעשות מבקרו, וכן אמרו חכמינו זכרונם לברכה היצה''ר תחלה דומה כהלך ואחר כך כארח ואחר כך כבעה''ב, שתחלה ראה דוד אותה, ואחר כך חמדה ונעשה היצה''ר אורח, ואחר כך לקחה לאשה ונעשה בעל הבית :
",hebmorph-standard,39.008266
11,--,Malbim on II Kings 23:30:2,On Your Way,he,"וימשחו אותו כפי' חכמינו זכרונם לברכה שהיה זה מפני שיהויקים אחיו היה גדול ממנו שתי שנים, כי מלך בן מלך אין צריך משיחה, ולכן :
",aggresive-ngram,58.227444
12,--,Sefer HaChinukh 323:3,Sefer HaChinukh -- Torat Emet,he,"ועוד אודיעך בני מעט במה שאמרו זכרונם לברכה בענין חלו של מועד, והם הימים האמצעיים שבפסח וסכות שאסרו זכרונם לברכה בעשית מלאכה מן התורה, ואולם לא בא מפרש בתורה איזו מלאכה אסורה בהם או מתרת, אבל מכל מקום",infreq,14.9360895
13,--,Sefer HaChinukh 323:2,Sefer HaChinukh -- Torat Emet,he,"כבר אמרנו הרבה פעמים, שאסור מלאכה בכל המועדים שוה, אמנם יש לי להרחיב המאמר בכאן ולהודיעך בני בענין יום טוב זה מה שהודיעונו בו חכמים זכרונם לברכה (יומא ב ב), שהוא יום טוב בפני עצמו, כלומר, שאינו מכלל",hebmorph-exact,7.058243
14,--,"Abarbanel on Torah, Exodus 31:12:1","Torah Commentary of Yitzchak Abarbanel, Warsaw 1862",he," בערב שבת יאכל בשבת. הנה א""כ ימי המעשה הם רמז לפעולות האנושיות בעוה""ז המביאות אל התכלית ויום השביעי הוא רמז לתכלית. ולא תקנו חכמים זכרונם לברכה לומר בתפלת שבת את יום המנוח הזה ולא אמרו את יום השבת לרמוז",hebmorph-exact,2.5600076
15,--,Malbim on I Samuel 12:5:3,On Your Way,he,"ויאמר עד,  מוסב על ה' הנזכר תחלה ה' אמר, עד, וכ''פ חכמינו זכרונם לברכה יצתה בת קול ואמרה עד :
",aggresive-ngram,67.93202
16,--,"Likutei Moharan, Part II 75:1",Likutei Moharan Tinyana - rabenubook.com,he,"הסתכלות פני הצדיקים לבד הוא גם־כן דבר גדול מאד. כי אמרו רבותינו זכרונם לברכה, שהתלמיד־ חכם הוא גדול מן התורה, כמו שאמרו רבותינו זכרונם לברכה (מכות כב:): כמה טפשאי שאר אנשי, דקימו מקמי ספר תורה ולא",infreq,16.749422
17,--,Malbim on I Samuel 1:3:5,On Your Way,he,לה' צבאות שאל שם צבאות היו מתכוונים כשהיו מתפללים על הבנים כמו שאמרו חכמינו זכרונם לברכה (ברכות דף ל''א) אמרה חנה מכל צבאי צבאות שבראת בעולמך קשה בעיניך ליתן לי בן אחד :,aggresive-ngram,48.384018
18,--,Sefer HaChinukh 283:1,Sefer HaChinukh -- Torat Emet,he," ושוק לעולם. ואולם תדע, כי אסור אכילת כהנת בתרומה בעודה תחת בעלה ישראל לא למדנוהו מזה הכתוב כלל, שלא בא עליו הפרוש לדרש בו כך אלא מה שכתבנו, אבל זה האסור למדוהו חכמים זכרונם לברכה (שם) בעלי הקבלה",hebmorph-exact,5.9703565
19,--,Ketubot 103a:22,Wikisource Talmud Bavli,he,אמר רב הונא לשון חכמים ברכה לשון חכמים עושר לשון חכמים מרפא ברכה הא דאמרן,infreq,15.285693
20,--,Malbim on II Kings 6:1:1,On Your Way,he,"ויאמרו, הנה נא המקום פי' חכמינו זכרונם לברכה שבעוד היה גחזי לפניו היה דוחה את התלמידים ועתה נתרבו, ואמרו אליו ",aggresive-ngram,67.737625
21,--,Sefer HaChinukh 380:4,Sefer HaChinukh -- Torat Emet,he,"ואם תשאל בני ולמה לא ישוו שניהם בכל דבר, שהרי בפרוש נאמר כאן בפסח שני, ככל חקת הפסח יעשו אתו, דע, כי כבר עוררו אותנו חכמים זכרונם לברכה בזה ובארו בפרק מי שהיה טמא (שם), שבמצות שבגופו של פסח הכתוב",hebmorph-exact,10.250254
22,--,Messilat Yesharim 10:3,Shechem Messilat Yesharim,he," עצל שחל בדרך ארי בין הרחובות. וכבר גינו חכמים זכרונם לברכה המדה הזאת ויחסוה אל החטאים, ומקרא מסייעם דכתיב (ישעיה לג): פחדו בציון חטאים אחזה רעדה חנפים, עד שאמר אחד מן הגדולים אל תלמידו בראותו אותו מתפחד, חטאה את (ברכות ס). אלא על זה נאמר (תהלים לז): בטח בה' ועשה טוב שכן ארץ ורעה אמונה.",hebmorph-exact,10.147704
23,--,Malbim on II Kings 4:7:2,On Your Way,he,"ואת ובניך תחיי בנותר רצה לומר בשמן הנותר באסוך זה יספיק לפרנסתה כי יזול תמיד שמן ככל הצורך לפרנסתה ואמרו חכמינו זכרונם לברכה תחיי בנותר עד שיחיו המתים :
",aggresive-ngram,58.060825
24,--,Malbim on I Kings 2:5:7,On Your Way,he,"אתה ידעת את אשר עשה לי,  שחטא איזה דבר נגד דוד שהיה בסוד וידעוהו דוד וגם שלמה וחכמינו זכרונם לברכה בארו שהראה האגרת ששלח לו בדבר אוריה, ועל ידי כן פרסם קלון, ב. ",aggresive-ngram,48.272015
25,--,Sefer HaChinukh 511:2,Sefer HaChinukh -- Torat Emet,he," המתרין, וכענין שאמרו זכרונם לברכה (שבת סז, א) כל שיש בו משום רפואה אין בו משום דרכי האמורי, וכבר דברתי על זה שם בלאו דמכשפה כפי כחי. ודברים אלו צריכין עיון רב, כי הנה נמצא בגמרא מעשים שאם לא ידענו",aggresive-ngram,14.49935
