Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,n,Rashi on Bava Metzia 47a:17:3,Vilna Edition,he,המסויים - שלם:,infreq,14.383736
1,--,Kol Bo 43:8,Kol Bo 1547 Venice Unknown Publisher,he,ואחר ההלל אומ׳ קדיש שלם. וכן בכל יום ספר שיש בו קרבן  מוסף אומר קדיש שלם לפני הוצאת התורה. ואם אין בו קרבן מוסף אין אומרין קדיש זוטא. ומוציאין ספר תורה. וכל דיני קריאת התורה בר״ח תמצא למעלה בסדר,original,2.420742
2,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 423:1",Torat Emet 357,he," תתקבל.  זה הכלל דכל יום שיש בו מוסף או' קדיש שלם אחר הלל משום שכאן סיימנו תפלת שחרית:  

",hebmorph-standard,52.34937
3,--,"Prisha, Orach Chaim 122:1:1","Tur Orach Chaim, Vilna, 1923",he," ולאחר שסיים י""ח פי' ולדידן י""ט עיין בב""י שכתב בשם ת""ה סי' י""ג דהטעם דש""ץ אינו חוזר לאחוריו אחר תפילתו שמתפלל בקול רם משום שממתין עד סוף הקדיש שלם שתקנוהו חכמים לש""ץ אחר כל תפלה אלא שמפסיקין בקריאת",hebmorph-standard,18.507032
4,--,"Siddur, Sefard 33:2:57",Torat Emet 357,he,"קדיש שלם
",hebmorph-standard,26.173637
5,--,"Shulchan Arukh, Orach Chayim 55:3",Wikisource Shulchan Aruch,he," להשלים כל סדר קדושה ולומר הקדיש שלם שלאחריה דשייך לתפלה שהרי אומר תתקבל צלותהון וכו' אבל אין קורין בתורה דזהו ענין אחר. ותפלת ערבית וקדיש שלאחריו לא שייך לקריאת שמע וברכותיה (ר""ן פרק הקורא את המגילה שבולי הלקט ותרומת הדשן סימן ט""ו):",hebmorph-standard,27.486593
6,--,Mishnah Berurah 55:22,eu5 text,he," אינה חבור לברכות של ק""ש וכ""ש סדר קדושה וקדיש במוצאי שבת אבל אם היו עשרה בשעה שהתחילו להתפלל תפלת ח""י בלחש ואח""כ יצאו מקצתן י""ל הקדיש שלם שלאחר התפלה דהקדיש שייך לתפלה ובמו""ש יכול לומר הח""ק שאחר התפלה וגם הסדר קדושה וקדיש שלם שאח""כ לפי שכל זה שייך לתפלה כמו בשחרית:",hebmorph-standard,22.433908
7,n,Mishnah Berurah 581:4,On Your Way,he," [וביה""ר שלפני אמירתו יש לדלג תיבות בהם שבעים שנה] וכיון שא""א ספר שלם י""ל בזכות מזמורי תהלים שקראנו לפניך וכו' ואחר היה""ר אומרים קדיש ואם אין עשרה בשעת אמירת תהלים וממתינין על אחד שישלים המנין יש",original,6.4764624
8,n,Rashi on Menachot 8a:31:1,Wikisource Rashi,he,ומשני כי מצריך קרא להביא שלם למצוה בעלמא ולעולם אם קדשה לחצאין מקודש ואינה יוצאה שוב לחולין:,aggresive-ngram,8.402771
9,n,Gittin 12b:3,Wikisource Talmud Bavli,he,עושה ופורע קמא קמא קדיש ליה בפחות פחות משוה פרוטה,original,6.662791
10,n,Mishnah Berurah 282:26,On Your Way,he,"(כו) קודם שעולה המפטיר - היינו בשבת אבל בחול שהמפטיר ממנין הקרואים אומרים קדיש אחר המפטיר [דהיינו אחר שמכניסין הס""ת להיכל] ולא קודם דאין אומרים קדיש עד שנשלם המנין ובחוה""מ פסח וכן בחוה""מ סוכות אומרים קדיש אחר שקרא הרביעי דאז כבר נשלם מנין הקרואים:",ngram,15.981171
11,--,"Siddur Ashkenaz, Festivals, Sukkot, Hosha'anot, Second Day of Sukkot 32",Daat Siddur Ashkenaz,he,קדיש שלם,hebmorph-standard,26.035114
12,n,Targum Jonathan on I Samuel 25:6,Mikraot Gedolot,he,ותימרון כדין לחיך ואת שלם וביתך שלם וכל דילך שלם:,infreq,12.45668
13,n,Leviticus 5:16,Tanach with Text Only,he,ואת אשר חטא מן־הקדש ישלם ואת־חמישתו יוסף עליו ונתן אתו לכהן והכהן יכפר עליו באיל האשם ונסלח לו,aggresive-ngram,39.637817
14,n,Onkelos Numbers 6:8,Onkelos Numbers,he,כל יומי נזרה קדיש הוא קדם יי,original,6.2006445
15,n,Rashi on Menachot 8a:35:1,Wikisource Rashi,he,אלא להביא עשרון שלם מביתו - אבל לענין קידוש בכלי שרת אם רצה מקדש לחצאין:,aggresive-ngram,9.609048
16,n,Onkelos Numbers 6:5,Onkelos Numbers,he,כל יומי נדר נזרה מספר לא יעבר על רישה עד משלם יומיא דינזר קדם יי קדיש יהי מרבי פרוע שער רישה,ngram,15.610517
