Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rashi on Pesachim 54b:10:2,Vilna Edition,he,והאמר ר' יוחנן - במסכת ברכות דאין בתפלה יתירה משום ברכה לבטלה:,hebmorph-standard,154.1906
1,--,Yachin on Mishnah Berakhot 8:26:1,"Mishnah, ed. Romm, Vilna 1913",he,"ואין עונין אמן אחר הכותי המברך עד שישמע כל הברכה ובאפיקורס אפילו שמע כל הברכה לא יענה אמן. וכ""כ אחר קטן שבירך דרך למודו. או אחר ברכה לבטלה. לא יענה אמן:",hebmorph-standard,95.99343
2,--,Mishnah Berurah 268:5,On Your Way,he,(ה) פוסק אפילו וכו' - וכן פסקו האחרונים משום ספק ברכה לבטלה:,hebmorph-standard,153.5895
3,--,Magen Avraham 219:5,Magen Avraham,he,"ואין זה ברכה לבטלה. כלומר דאם הוי ברכה לבטלה לא יצא חבירו בברכתו כמ""ש סי' רי""ג ס""ב: 
",hebmorph-standard,190.05728
4,--,Ikar Tosafot Yom Tov on Mishnah Eruvin 8:1:3,On Your Way,he,לישנא דגמרא. ומדקאמר אין מערבין שמע מינה דקפדינן שלא לערב. והטעם דכשמערב חייב לברך כו' והלכך אין מערבין כדי שלא לברך ברכה לבטלה. ולפרש''י לא התירו חכמים לצאת חוץ לתחום ע''י עירוב אלא לדבר מצוה. ועתוי''ט:,hebmorph-standard,96.509895
5,--,"Beit Yosef, Yoreh Deah 28:30:1","Tur Yoreh Deah, Vilna, 1923",he,"ומ""ש רבינו לפיכך צריך לבדוק הסימנים והסכין קודם הכיסוי דברי טעם הם שלא יבא לידי ברכה לבטלה: ",hebmorph-standard,144.4549
6,--,Mishnah Berurah 218:12,On Your Way,he,(יב) ואז הם וכו' - וקודם לכן אסור וברכתו לבטלה:,aggresive-ngram,68.25779
7,--,"Shulchan Arukh, Orach Chayim 432:2",Wikisource Shulchan Aruch,he,"בברכה אחת יכול לבדוק כמה בתים. ואם בעל הבית רוצה, יעמיד מבני ביתו אצלו בשעה שהוא מברך, ויתפזרו לבדוק איש איש במקומו על סמך ברכה שבירך בעל הבית. הגה: ונוהגים להניח פתיתי חמץ במקום שימצאם הבודק כדי שלא יהא ברכה לבטלה (מהר""י בר""ן). ומיהו, אם לא נתן לא עכב - דדעת כל אדם עם הברכה לבער אם נמצא(כל בו).",hebmorph-standard,112.84084
8,--,Divrey Chamudot on Berakhot 468,Vilna Edition,he,"  אם   שכחה ולא אמרה במקומה. ואפי' אם עדיין לא גמר רק רפאנו כן לשון הש""ע והדין עמו דאל""כ כי חזר נמי אין כאן ברכה לבטלה שהרי לא בירך עדיין: 
",hebmorph-standard,96.369125
9,--,"Drisha, Orach Chaim 29:1:1","Tur Orach Chaim, Vilna, 1923",he," דודאי כיון דאינו חייב כו' הוה ברכה לבטלה ז""ל רא""ף בהגהותיו וק""ל דהא בגמרא ס""פ בכל מערבין דף מ' ע""ב גבי זמן בר""ה וי""כ אמרינן רשות לא קמבעיא לי חובה מאי וכן באשר""י פרק בתרא דר""ה וכן לקמן בסימן תל""ב",original,11.02862
10,--,"Beit Yosef, Orach Chaim 585:5:1","Tur Orach Chaim, Vilna, 1923",he,"ומ""ש רבינו וברכה לבטלה לא הוי כיון שיצא בתקיעת השני נ""ל דה""ק ברכה לבטלה לא הוי כיון שהשני יוצא בברכתו אלא שתלה הדבר בשיצא בתקיעת השני ולא דק דכיון שהשני יוצא בברכתו אע""פ שלא יצא הוא בתקיעת השני כגון שיצא והלך לו או שסתם אזנו ולא שמע התקיעה לא היתה ברכתו לבטלה: ",hebmorph-standard,107.325165
11,--,Temurah 3b:69,Wikisource Talmud Bavli,he,למוציא שם שמים לבטלה,aggresive-ngram,15.464389
12,--,"Shulchan Arukh, Orach Chayim 8:9",Wikisource Shulchan Aruch,he,"קודם שיברך יעיין בחוטי הציצית אם הם כשרים, כדי שלא יברך לבטלה.",infreq,25.970877
13,--,Mishnah Berurah 473:8,On Your Way,he,"(ח) אבל אין לברך וכו' - ר""ל אפילו אם יטול נטילה גמורה יזהר עכ""פ שלא יברך עליה ענט""י דנטילה זו אינו עולה לו לצורך אכילה וכנ""ל ונמצא דהוא ברכה לבטלה:",hebmorph-standard,95.99343
14,--,"Mishneh Torah, Blessings 1:15",Wikisource Mishneh Torah,he,כל המברך ברכה שאינה צריכה הרי זה נושא שם שמים לשוא והרי הוא כנשבע לשוא ואסור לענות אחריו אמן התינוקות מלמדין אותן הברכות כתיקונן ואף על פי שהן מברכין לבטלה בשעת לימוד הרי זה מותר ואין עונין אחריהן אמן והעונה אחריהן אמן לא יצא ידי חובתו.,ngram,21.804802
