Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,"Sifra, Emor, Chapter 9 2",Sifra by Rabbi Shraga Silverstein,en,"2) This tells me only of a thanksgiving offering. Whence do I derive the same for all offerings? From ""And when you sacrifice a sacrifice,"" to include (all) sacrifices that are to be eaten in one day.",aggresive-ngram,377.76108
1,n,Taanit 6b:17,William Davidson Edition - English,en,"The Gemara asks: Why does the blessing specify abundant thanksgivings and not all thanksgivings? Rava said: Emend the formula of the blessing and say: God of thanksgivings. Rav Pappa said: Therefore, as there are differences of opinion on this, ",aggresive-ngram,32.35378
2,--,Mishnah Pesachim 2:5,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en," is fit for all men is required, but challah and terumah are not fit for non-priests. We are, therefore, apprised otherwise.] The challoth of the todah (the thanksgiving offering) and the wafers of the",hebmorph-standard,22.691706
3,--,Leviticus 22:29,The Holy Scriptures: A New Translation (JPS 1917),en,"And when ye sacrifice a sacrifice of thanksgiving unto the LORD, ye shall sacrifice it that ye may be accepted.",aggresive-ngram,29.895079
4,--,"Chizkuni, Leviticus 7:6:2","Chizkuni, translated and annotated by Eliyahu Munk",en,"קדש קדשים הוא, “is it;” (the offering) this excludes such offerings as the ram brought by the Nazarene at the end of his term of abstentions, and the mandatory thanksgiving offerings, known as תודה, whose status is not “the most holy.”",hebmorph-standard,11.351715
5,--,Mishnah Menachot 9:3,Sefaria Community Translation,en,water for the sotah [suspected adultress subjected to a trial by ordeal through drinking the bitter waters]and a half-log  of oil for the thanksgiving offering.  With the log one measured [the oil] for,aggresive-ngram,254.48824
6,--,Psalms 116:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	[(David says, after becoming king following Saul's death:)] I have desired that the L rd hear my voice, my supplications.",aggresive-ngram,279.14615
7,--,Mishnah Zevachim 10:2,Sefaria Community Translation,en,is dashed on the four corners and on the base [of the altar].  An Asham precedes a Todah [thanksgiving-offering] and the ram of a Nazir [a person who swears abstention from all grape products like,hebmorph-standard,25.35604
8,--,"Chizkuni, Leviticus 10:13:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"אותה והיא, “both of these words are restrictive by definition, they come to exclude the thanksgiving offering and its attending loaves of bread or wafers, and the ram to be offered by the Nazirite at",aggresive-ngram,257.183
9,n,Leviticus 11:2,The Holy Scriptures: A New Translation (JPS 1917),en,"Speak unto the children of Israel, saying: These are the living things which ye may eat among all the beasts that are on the earth.",aggresive-ngram,295.83136
10,m,"Sifra, Tzav, Section 6 4",Sifra by Rabbi Shraga Silverstein,en,"4)	""the law of the sacrifice of peace-offerings … If for thanksgiving"": Just as a peace-offering requires placing of the hands (semichah), and libations, and waving of breast and thigh, so, a thank-offering.",ngram,34.23013
11,n,Sanhedrin 43a:96,"En Jacob, translated by SH Glick, 1916",en,"Is it not written ""a psalm for thanksgiving""?",aggresive-ngram,34.678658
12,--,"Pesach Haggadah, Hallel, Second Half of Hallel 4",Sefaria Edition,en," thanksgiving offering and I will call out in the name of the Lord. My vows to the Lord I will pay, now in front of His entire people. In the courtyards of the house of the Lord, in your midst, Jerusalem. Halleluyah!  (Psalms 116:12-19)",hebmorph-standard,22.095638
