Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Mishnah Yoma 8:8,Sefaria Community Translation,en,"The sin-offering and guilt-offering atone [for sin]. Death and Yom Kippur atone with repentance. Repentance atones for minor transgressions of positive or negative commandments; for grave transgressions, it obtains a respite until Yom Kippur completes the atonement.",aggresive-ngram,143.01065
1,--,Rashi on Leviticus 23:31:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,"‎‎כל מלאכה וגו‎ [YE SHALL NOT DO] ANY WORK — This is repeated (cf v. 30) in order to make one who does work on Yom Kippur transgress several negative commands. Or, it is repeated, in order to prohibit working in the night of Yom Kippur, just as well as working during the day itself (Yoma 81a).",aggresive-ngram,96.33185
2,--,Mishnah Yoma 8:9,Sefaria Community Translation,en,"One who says, ""I will sin, and then repent, I will sin [again], and then repent,"" will not receive an opportunity to repent; [for one who says] ""I will sin, and Yom Kipur will atone,"" Yom Kippur will",aggresive-ngram,101.972786
3,--,Yoma 66b:5,William Davidson Edition - English,en," apply to Shabbat, but eiruv and carrying out do not apply to Yom Kippur. If these halakhot applied equally to Yom Kippur, and nevertheless the Torah commanded that the scapegoat be sent away, it would be unnecessary to derive that the same is true even if Yom Kippur occurs on Shabbat. ",hebmorph-standard,51.561356
4,--,Pesachim 36a:1,William Davidson Edition - English,en,One who unwittingly eats an unslaughtered animal carcass on Yom Kippur is exempt from bringing a sin-offering to atone for this consumption. The prohibition against eating on Yom Kippur does not,aggresive-ngram,93.52307
5,--,"Shulchan Arukh, Orach Chayim 151:4",Sefaria Community Translation,en,It is permitted to eat and sleep in the synagogue if it is for religious purposes. For this reason [of religious purpose overriding the prohibition] one may sleep in the synagogue on Yom Kippur.,aggresive-ngram,92.53064
6,--,Mishnah Yoma 8:1,Sefaria Community Translation,en,"On Yom Kippur, it is forbidden to eat, to drink, to wash, to anoint, and to wear leather shoes and to have sexual relations. The King and the bride may wash their faces, and the newly delivered mother may wear leather shoes: the words of Rabbi Eliezer; and the Sages prohibit this.",hebmorph-standard,51.59839
7,--,Mishnah Yoma 8:4,Sefaria Community Translation,en,"We do not force small children to fast on Yom Kippur. Rather, we train them a year or two before [they reach the age of being subject to the commandments]  so that they will become accustomed to [performing] the commandments.",aggresive-ngram,97.12748
8,--,Yoma 85b:11,William Davidson Edition - English,en,"§ It was taught in the mishna that death and Yom Kippur atone for sins when accompanied by repentance. The Gemara analyzes this: With repentance, yes, they do atone for sins; but by themselves",aggresive-ngram,94.76153
9,--,Yoma 87a:8,William Davidson Edition - English,en,"It is stated in the mishna that if one says: I will sin and Yom Kippur will atone for my sins, Yom Kippur does not atone for his sins. The Gemara comments: Let us say that the mishna is not in",aggresive-ngram,93.57969
