Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Shabbat 32b:1,Wikisource Talmud Bavli,he,ונמסרו לעמי הארץ,hebmorph-standard,53.40995
1,--,Rashi on Eruvin 32a:10:2,Vilna Edition,he,בעם הארץ - שהנותן עם הארץ הוא ואינו חושש בלפני עור:,hebmorph-standard,51.5636
2,--,Rashi on Bava Metzia 56a:4:1,Vilna Edition,he,מן הנחתום - עם הארץ:,aggresive-ngram,87.22033
3,--,Bartenura on Mishnah Makhshirin 6:3:9,On Your Way,he,נאמן. עם הארץ לומר לא הוכשרו:,aggresive-ngram,65.312546
4,n,Ibn Ezra on Deuteronomy 16:20:2,Ibn Ezra on Devarim -- Torat Emet,he,למען תחיה. עם הבאים אל הארץ ידבר:,infreq,26.522036
5,--,Ralbag on Ezra 4:4:1,On Your Way,he,ויהי עם הארץ . הם הכותים :,aggresive-ngram,76.357056
6,--,Metzudat David on Isaiah 24:4:3,On Your Way,he,"אמללו. נכרתו גדולי עם הארץ:
",aggresive-ngram,76.357056
7,--,Avodah Zarah 69a:37,Wikisource Talmud Bavli,he,אין עם הארץ מקפיד על מגע חבירו,aggresive-ngram,73.38748
8,n,Metzudat David on Psalms 33:5:1,On Your Way,he,"מלאה הארץ. עושה חסד עם כל הבריות:
",infreq,26.488102
9,--,Rashi on Ezra 4:4:1,On Your Way,he,עם הארץ . הם צרי יהודה ובנימן :,aggresive-ngram,65.36814
10,n,Metzudat David on I Samuel 17:36:1,On Your Way,he,גם הדוב. הבא עם הארי:,aggresive-ngram,76.357056
11,--,Bekhorot 30b:56,Wikisource Talmud Bavli,he,אשת עם הארץ שנשאת לחבר וכן בתו של עם הארץ שנשאת לחבר וכן עבדו של עם הארץ שנמכר לחבר כולן צריכין לקבל דברי חבירות בתחלה,aggresive-ngram,63.52274
12,--,Metzudat David on Ezekiel 39:13:1,On Your Way,he,כל עם הארץ. כולם יתעסקו בקבורתם:,aggresive-ngram,65.448906
13,n,"Chizkuni, Genesis 6:13:2",Chizkuni,he,"את הארץ עם כל בריות הארץ, דוגמא ״‎כי לי כל הארץ״‎.",ngram,26.241566
14,--,Tosefta Terumot 7:5,Tosefta Terumot,he,תרומת חבר ותרומת עם הארץ שנתערבו כופין את עם הארץ למכור את חלקו.,aggresive-ngram,61.648968
15,--,Genesis 42:6,Tanach with Ta'amei Hamikra,he,ויוסף הוא השליט על־הארץ הוא המשביר לכל־עם הארץ ויבאו אחי יוסף וישתחוו־לו אפים ארצה,ngram,26.107641
16,--,Chullin 6b:8,Wikisource Talmud Bavli,he,אשת חבר טוחנת עם אשת עם הארץ בזמן שהיא טמאה אבל לא בזמן שהיא טהורה,aggresive-ngram,55.116943
17,m,Rashi on Sotah 49a:19:3,Vilna Edition,he,כעמא דארעא - כעמי הארץ:,hebmorph-standard,47.632412
18,--,Mishnah Demai 2:2,"Mishnah, ed. Romm, Vilna 1913",he,"המקבל עליו להיות נאמן מעשר את שהוא אוכל ואת שהוא מוכר ואת שהוא לוקח ואינו מתארח אצל עם הארץ. ר' יהודה אומר אף המתארח אצל עם הארץ נאמן. אמרו לו על עצמו אינו נאמן כיצד יהא נאמן על של אחרים: 
",aggresive-ngram,59.24201
19,--,Isaiah 24:4,Tanach with Nikkud,he,אבלה נבלה הארץ אמללה נבלה תבל אמללו מרום עם־הארץ,ngram,28.021816
20,--,Metzudat David on Ezekiel 12:19:1,On Your Way,he,אל עם הארץ. הם אנשי הגולה:,aggresive-ngram,65.415245
21,--,Malbim on Ezekiel 39:13:2,On Your Way,he,"אז יקברו כל עם הארץ,  וזה ",aggresive-ngram,65.448906
22,--,Menachot 31a:34,Wikisource Talmud Bavli,he,אין רוב עמי הארץ מעשרין,hebmorph-standard,46.718285
23,--,"Shulchan Arukh, Orach Chayim 199:3",Torat Emet 363,he,"עם הארץ גמור מזמנין עליו בזמן הזה. 
",aggresive-ngram,77.99127
24,--,Ezekiel 46:3,Tanach with Text Only,he,והשתחוו עם־הארץ פתח השער ההוא בשבתות ובחדשים לפני יהוה,aggresive-ngram,58.410515
25,n,Bava Batra 117b:1,Wikisource Talmud Bavli,he,לאלו ולאלו נתחלקה הארץ כדי לקיים שני מקראות הללו הא כיצד היה מיוצאי מצרים נוטל חלקו עם יוצאי מצרים היה מבאי הארץ נוטל חלקו עם באי הארץ מכאן ומכאן נוטל חלקו מכאן ומכאן,ngram,24.27664
26,--,Genesis 23:13,Tanach with Nikkud,he,וידבר אל־עפרון באזני עם־הארץ לאמר אך אם־אתה לו שמעני נתתי כסף השדה קח ממני ואקברה את־מתי שמה,aggresive-ngram,54.849957
27,--,Genesis 23:12,Tanach with Nikkud,he,וישתחו אברהם לפני עם הארץ,aggresive-ngram,78.01296
28,--,Rashbam on Bava Batra 168a:3:2,Vilna Edition,he,עם הארץ - שמסתכל ומכיר בנשים:,aggresive-ngram,76.262825
29,--,Rashi on Chagigah 20b:1:1,Vilna Edition,he,חמריו ופועליו - עמי הארץ:,hebmorph-standard,47.666462
30,--,Mishnah Horayot 3:8,Torat Emet 357,he,"כהן קודם ללוי, לוי לישראל, ישראל לממזר, וממזר לנתין, ונתין לגר, וגר לעבד משחרר. אימתי, בזמן שכלן שוין. אבל אם היה ממזר תלמיד חכם וכהן גדול עם הארץ, ממזר תלמיד חכם קודם לכהן גדול עם הארץ: 
",aggresive-ngram,60.517403
31,--,Niddah 34a:1,Wikisource Talmud Bavli,he,רגל הוה וטומאת עם הארץ ברגל כטהרה שוינהו רבנן דכתיב,aggresive-ngram,64.99274
32,m,Deuteronomy 28:10,Tanach with Text Only,he,וראו כל־עמי הארץ כי שם יהוה נקרא עליך ויראו ממך,hebmorph-standard,45.79686
33,--,Horayot 2b:48,Wikisource Talmud Bavli,he,מעם הארץ אפילו רובו,hebmorph-standard,53.40995
34,--,Leviticus 20:4,Tanach with Nikkud,he,ואם העלם יעלימו עם הארץ את־עיניהם מן־האיש ההוא בתתו מזרעו למלך לבלתי המית אתו,aggresive-ngram,58.18287
35,--,Bartenura on Mishnah Tevul Yom 4:5:1,On Your Way,he,"מחללים על פירות עם הארץ. מחללים מעשר שני על פירות עם הארץ, ואין חוששין שמא הפירות של עם הארץ מעשר הן ונמצא מחלל מעשר במעשר:",aggresive-ngram,60.701992
36,--,"Kessef Mishneh on Mishneh Torah, Those Who Defile Bed or Seat 10:9:1",Torat Emet 363,he,"עם הארץ שקיבל עליו וכו'. שם וכחכמים. 
",aggresive-ngram,65.448906
37,--,Haamek Davar on Genesis 23:7:1,"Sefer Torat Elohim, Vilna 1879",he,לעם הארץ. לכלל העיר:,hebmorph-standard,47.666462
38,--,Menachot 99b:46,Wikisource Talmud Bavli,he,מצוה לאומרו בפני עמי הארץ,hebmorph-standard,46.733707
39,--,Rashi on Chullin 6a:44:1,Wikisource Rashi,he,לשכנתו - אשת עם הארץ:,aggresive-ngram,87.265205
40,--,Berakhot 52b:21,William Davidson Edition - Aramaic,he,במאי קמיפלגי בית הלל סברי אסור להשתמש בשמש עם הארץ ובית שמאי סברי מותר להשתמש בשמש עם הארץ,aggresive-ngram,64.339516
41,--,Rashi on Leviticus 20:2:3,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,he,"עם הארץ. עם שׁבּגינוֹ נבראת הארץ, עם שׁעתידין לירשׁ הארץ על ידי מצוֹת הללוּ (שם):",infreq,32.7979
42,n,Rashi on I Chronicles 16:24:2,On Your Way,he,"בכל העמים נפלאותיו . שעשה עם הארון :
",aggresive-ngram,65.415245
43,--,Rashi on Genesis 9:10:1,On Your Way,he,חית הארץ אתכם. הם המתהלכים עם הבריות:,infreq,26.522036
44,--,"Sefer Hamitzvot of Rasag, Positive Commandments 144","Sefer Hamitzvot L'Rasag, Warsaw, 1914",he,עם הארץ בשה,aggresive-ngram,91.65821
45,--,II Chronicles 33:25,Tanach with Text Only,he,ויכו עם־הארץ את כל־הקשרים על־המלך אמון וימליכו עם־הארץ את־יאשיהו בנו תחתיו,aggresive-ngram,61.705822
46,--,Rashi on Isaiah 24:4:4,On Your Way,he,"מרום עם הארץ . גאון עם הארץ :
",aggresive-ngram,92.36589
47,--,Rashbam on Genesis 23:12:1,daat,he,וישתחו אברהם - לעפרון לפני עם הארץ.,aggresive-ngram,65.36814
48,--,Rashi on Horayot 2a:51:1,Vilna Edition,he,מעם הארץ בעשותה - ולא כל עם הארץ:,aggresive-ngram,65.415245
49,--,Ibn Ezra on Genesis 23:12:1,Ibn Ezra on Genesis -- Torat Emet,he,לפני עם הארץ. וזאת ההשתחוי' היתה לפני עם הארץ לעפרון לתת שבח לו:,aggresive-ngram,61.705822
50,--,Gittin 61b:3,William Davidson Edition - Aramaic,he,אי הכי מפקידין ורמינהו מפקידין תרומה אצל ישראל עם הארץ ולא אצל כהן עם הארץ מפני שלבו גס בה,aggresive-ngram,67.00804
51,n,Leviticus 25:6,Tanach with Nikkud,he,והיתה שבת הארץ לכם לאכלה לך ולעבדך ולאמתך ולשכירך ולתושבך הגרים עמך,hebmorph-standard,17.313135
52,--,II Kings 21:24,Tanach with Nikkud,he,ויך עם־הארץ את כל־הקשרים על־המלך אמון וימליכו עם־הארץ את־יאשיהו בנו תחתיו,aggresive-ngram,61.648968
53,--,Avodah Zarah 39a:56,Wikisource Talmud Bavli,he,אשת עם הארץ שנשאת לחבר וכן בתו של עם הארץ שנשאת לחבר וכן עבדו של עם הארץ שנמכר לחבר כולן צריכין לקבל דברי חברות,aggresive-ngram,63.49687
54,--,Niddah 33b:33,Wikisource Talmud Bavli,he,בגדי עם הארץ מדרס לפרושין,aggresive-ngram,85.51307
55,--,"Kessef Mishneh on Mishneh Torah, Tithes 11:14:1",Torat Emet 363,he,"עם הארץ שהיה משתמש וכו'. תוספתא פרק ג' דדמאי: 

",original,16.289368
56,--,Rashi on Sotah 22a:2:3,Vilna Edition,he,"בור - גרוע מעם הארץ:
",hebmorph-standard,47.616695
57,--,Bartenura on Mishnah Demai 2:3:4,On Your Way,he,ולא יתארח אצל עם הארץ. שלא יטמא ויבא ויטמא טהרות:,aggresive-ngram,58.410515
58,--,Sanhedrin 52b:1,Wikisource Talmud Bavli,he,למה תלמיד חכם דומה לפני עם הארץ,aggresive-ngram,70.056564
59,--,Metzudat David on II Samuel 6:19:1,On Your Way,he,לכל העם. הבאים עם הארון:,aggresive-ngram,76.262825
60,--,Bartenura on Mishnah Demai 2:3:5,On Your Way,he,ולא מארחו. לעם הארץ:,hebmorph-standard,47.544292
61,--,Bartenura on Mishnah Sukkah 3:11:3,On Your Way,he,הלוקח לולב מחבירו. עם הארץ:,aggresive-ngram,81.69938
62,--,"Mishneh Torah, Tithes 11:13",Wikisource Mishneh Torah,he,"המוליך חטיו לטוחן עם הארץ הרי הן בחזקתן שאינו חשוד להחליף הוליכן לטוחן עכו""ם הרי הם דמאי שמא החליפן בחיטים של עם הארץ וכן המפקיד אצל עם הארץ הרי הן בחזקתן שאינו חשוד להחליף הפקדון.",aggresive-ngram,56.262436
63,--,Rashi on Ezekiel 39:13:1,On Your Way,he,וקברו כל עם הארץ . שמתו שם :,aggresive-ngram,65.36814
64,--,Job 12:24,Tanach with Ta'amei Hamikra,he,מסיר לב ראשי עם־הארץ ויתעם בתהו לא־דרך,aggresive-ngram,54.984734
65,--,Exodus 5:5,Tanach with Nikkud,he,ויאמר פרעה הן־רבים עתה עם הארץ והשבתם אתם מסבלתם,aggresive-ngram,60.25132
66,--,Leviticus 4:27,Tanach with Text Only,he,ואם־נפש אחת תחטא בשגגה מעם הארץ בעשתה אחת ממצות יהוה אשר לא־תעשינה ואשם,hebmorph-standard,46.515064
67,--,Horayot 11a:10,Wikisource Talmud Bavli,he,מעם הארץ פרט למשיח מעם הארץ פרט לנשיא,hebmorph-standard,47.120834
68,--,Ibn Ezra on Proverbs 30:21:1,Ibn Ezra on Proverbs -- Daat,he,"תחת - בעבור רגז הארץ, רמז לעם הארץ.",hebmorph-standard,17.999542
69,--,Mishnah Demai 3:4,Torat Emet 357,he,"המוליך חטים לטוחן כותי או לטוחן עם הארץ, בחזקתן למעשרות ולשביעית. לטוחן עובד כוכבים, דמאי. המפקיד פרותיו אצל הכותי או אצל עם הארץ, בחזקתן למעשרות ולשביעית. אצל העובד כוכבים, כפרותיו. רבי שמעון אומר, דמאי: 
",aggresive-ngram,58.43815
70,--,Rashi on Horayot 11a:28:1,Vilna Edition,he,מעם הארץ - מביא קרבן ולא כל עם הארץ:,hebmorph-standard,51.546585
71,--,Bartenura on Mishnah Tahorot 8:3:3,On Your Way,he,"מפני שהונח ברשות עם הארץ. וכל מה שבבית עם הארץ הוי טמא מת וצריך הזאה:

",aggresive-ngram,61.629673
72,--,Berakhot 47b:4,William Davidson Edition - Aramaic,he,והכותי מזמנין עליו אמאי לא יהא אלא עם הארץ ותניא אין מזמנין על עם הארץ,aggresive-ngram,94.20476
73,--,Bartenura on Mishnah Tahorot 7:4:2,On Your Way,he,"שהניחה לאשת עם הארץ. שאינה נאמנת, דאשת עם הארץ ובניו כמותו, עד שיקבלו עליהב [דברי חבירות:",aggresive-ngram,61.674084
74,--,Chagigah 22a:11,William Davidson Edition - Aramaic,he,אי הכי קודש נמי חזי ליה עם הארץ ואזיל מטביל,aggresive-ngram,61.099888
75,--,Horayot 11a:28,Wikisource Talmud Bavli,he,מעם הארץ פרט למומר,hebmorph-standard,56.80807
