Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Tosafot on Yevamot 118a:5:2,Vilna Edition,he,"אלא לר' יוחנן קשיא - דאשה אומרת אפי' בצרתה משמע וא""ת מנלן דלמא בנשים בעלמא איירי דהכי תנן בפ' מי שקינא (סוטה דף לא:) עד אחד אומר נטמאת ועד אחד אומר לא נטמאת אשה אומרת נטמאת כו' והתם לא קאי אצרות ואפ""ה קתני אשה וי""ל דהתם ליכא למיטעי דבצרות איירי:",hebmorph-exact,7.2532926
1,--,B'Mareh HaBazak Part Six 11:8,B'Mareh HaBazak Machon Eretz Hemdah,he,"ב. בציטוטים של דיבור המבטא רגשות - ביטוי הרגשות. לדוגמה: הכהן המקריא לאישה החשודה כסוטה - קריאה בקול מאיים ומפחיד. האישה הסוטה עונה ""אמן אמן"" בקול מלא פחד.",aggresive-ngram,4.4637094
2,--,Tosafot on Sotah 8a:6:1,Vilna Edition,he,איכא בינייהו רותתת - נראה דהוה מצי למימר איכא בינייהו אשה אחרת שאינה סוטה לר' שמעון מותר לר' יהודה אסור להעמיד אצלה שום אשה בשער נקנור דאמר בפרק טרף בקלפי (יומא דף מב:) דפליגי נמי הכי רבי ורבי שמעון בקרא דוהוציא אותה דכתיב גבי פרה ואמר איכא בינייהו חמור דלרבי דאמר אותה לבדה אסור להוציא עמה חמור:,hebmorph-exact,7.329794
3,--,"Mishneh Torah, Woman Suspected of Infidelity 1:15",Torat Emet 363,he,אפלו אשה ועבד ושפחה ופסול לעדות בעברה מדברי סופרים ואפלו קרוב נאמן לעדות סוטה להעיד עליה שזנתה ותאסר על בעלה לעולם. ואינה שותה ותצא בלא כתבה. הואיל וקדם הקנוי והסתירה בעדים כשרים והתורה האמינה עד אחד,hebmorph-exact,7.116542
4,--,Korban Netanel on Yevamot 5:1,Vilna Edition,he,"  לרבות   סוטה שנסתרה. פי' נבעלה ור""י לאו בסוטה לית ליה דאחרי אשר הוטמאה אלהיות לו לאשה קאי ובסוטה הרי לא גירשה. ורבנן מוקי לה קרא להיות במחזיר גרושתו ובבעל ולא בקידושין גרידא כדאמר אביי בקידושין דף ע""ח: ",ngram,17.494383
5,--,Yevamot 11a:12,William Davidson Edition - Aramaic,he,[אמר לך רב] אמינא לך אנא סוטה דאורייתא ואת אמרת לי סוטה דרבנן,hebmorph-exact,6.946683
6,--,Tosafot on Bava Batra 24a:14:1,Vilna Edition,he,בי קופאי. פי' בערוך מקום כדאמרי' (סוטה דף מו:) רב מרדכי אלויה לרב שימי בר אשי לבי קופאי ובכהאי גוונא היה דהוה קורבא דמוכח:,hebmorph-standard,10.423361
7,--,"Mishneh Torah, Offerings for Unintentional Transgressions 3:11",Torat Emet 363,he,"כל אשמות שבתורה מעכבין את הכפרה חוץ מאשם נזיר. ספק נזיר וספק מחסרי כפרה וספק סוטה כלם מביאין קרבנותיהן אחר יום הכפורים:
",hebmorph-standard,12.532012
8,--,Keritot 26a:37,Wikisource Talmud Bavli,he,סוטה כי מתייא לברר עון קא אתיא,hebmorph-exact,7.0351315
9,--,Kli Yakar on Numbers 6:2:1,On Your Way,he,"איש או אשה כי יפליא לנדור נדר נזיר להזיר לה'. אע""פ שכבר השוה אשה לאיש לכל עונשין שבתורה, מ""מ פרט כאן אשה כי לכך נסמכה פר' נזיר לפר' סוטה לומר לך שכל הרואה סוטה בקלקולה יזיר עצמו מן היין, (סוטה ב) וזה",ngram,17.605001
10,--,Sotah 32b:2,Wikisource Talmud Bavli,he,"גמ׳ פרשת סוטה מנלן דכתיב (במדבר ה, כא) ואמר הכהן לאשה בכל לשון שהוא אומר ",ngram,25.110203
11,--,Torah Temimah on Psalms 125:3:1,On Your Way,he,"כי לא ינוח: א""ר שמואל בר רב יצחק כי הוה פתח ריש לקיש בסוטה אמר הכי אין מזווגין לו לאדם אשה אלא לפי מעשיו שנא' כי לא ינוח שבט הרשע על גורל הצדיקים וכו'.(סוטה ב ע""א)
",ngram,21.011553
12,--,Rashi on Yevamot 58a:10:1,Vilna Edition,he,ממתני' - דמסכת סוטה:,ngram,17.982893
13,--,Rashba on Yevamot 85b:4,"Gerlitz edition, published by Oraita",he,אלא אמר מר בר רב אשי סוטה ודאי איכא בינייהו. דלמאן דאמר דאורייתא הא נמי דאורייתא ואית לה ולמאן דאמר מפני שהוא מרגילה הא היא מרגלא ליה. דמשעה שזנתה נפסלה בין לכהונה בין לתרומה דבי נשא. ובדין הוא,hebmorph-standard,8.32687
14,--,Likutei Moharan 150:2,Likutei Moharan - rabenubook.com,he,(סוטה לו: תנחומא פ' וישב):,ngram,15.735032
