Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Genesis 7:23,Suomi Käännös By Ezra Lindholm [fi],en,"Ja [vesimassat] tuhosivat kaikki elävät olennot, jotka maan päällä olivat, niin ihmiset, kuin karjaeläimet, maanmatelijat, taivaan linnut, ja ne hävisivät maan päältä. Ainoastaan Noaḥ ja ne, jotka hänen kanssaan olivat arkissa säilyivät elossa.",ngram,28.993286
1,--,Rashi on Genesis 7:5:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,ויעש נח AND NOAH DID — This refers to his coming to the Ark.,hebmorph-standard,18.854834
2,--,Targum Jonathan on Genesis 7:13,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," In that same day entered Noah, and Shem, and Cham, and Yapheth, the sons of Noah, and the wife of Noah, and the three wives of his sons with him, into the ark: 
",ngram,30.581305
3,--,Targum Jonathan on Genesis 5:29,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," And Noah was the son of five hundred years, and Noah begat Shem, Cham, and Japhet.
",ngram,39.951252
4,--,Targum Jonathan on Genesis 8:15,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," And the Lord spake with Noah, saying: 
",ngram,42.3747
5,--,Genesis 5:32,"Modernized Tanakh - Based on JPS 1917, Edited by Adam Cohn",en,"And Noah was five hundred years old; and Noah begot Shem, Ham, and Japheth.",ngram,54.054077
6,--,"Targum Jerusalem, Genesis 9:20","Targum Jerusalem, trans. J. W. Etheridge, London, 1862",en,"And Noah began to be a righteous man, and he planted a vineyard.",ngram,28.846724
7,--,Genesis 6:8,Suomi Käännös [fi],en,Mutta Noaḥ sai suosion Herran silmien edessä.,ngram,57.92633
8,--,Genesis 9:8,The Holy Scriptures: A New Translation (JPS 1917),en,"And God spoke unto Noah, and to his sons with him, saying:",ngram,32.345665
9,--,Genesis 8:13,Suomi Käännös By Ezra Lindholm [fi],en,"Ja tapahtui niin, että Noaḥin ollessa 601 vuotta, vuoden ensimmäisenä kuukautena, kuukauden ensimmäisenä päivänä, vesi oli kuivunut maan päältä. Niin Noaḥ poisti katon arkista, ja näki; katso, maan pinta oli kuivunut. ",ngram,29.85046
10,--,Eruvin 18b:14,Hakakhah.com,en,Noah was in his generations a man righteous and wholehearted.,ngram,36.058403
11,--,Genesis 9:29,The Holy Scriptures: A New Translation (JPS 1917),en,And all the days of Noah were nine hundred and fifty years; and he died.,ngram,28.846724
12,--,Genesis 8:15,"Modernized Tanakh - Based on JPS 1917, Edited by Adam Cohn",en,"And God spoke to Noah, saying:",ngram,48.70735
13,--,Targum Jonathan on Genesis 6:8,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," But Noah, who was righteous, found favour before the Lord.
",ngram,36.058403
