Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,"Tur HaAroch, Numbers 8:4:1","Tur on the Torah, trans. Eliyahu Munk",en," וזה מעשה המנורה, “and this was the workmanship of the menorah:” Ibn Ezra writes that the wording of the Torah here is to be understood as pointing to the unique workmanship with which this menorah",ngram,18.704618
1,--,II Chronicles 4:7,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	And he made the ten golden menoroth as ordained, and he placed (them) in the sanctuary, five to the right [(of the menorah of Moses)] and five to the left.",ngram,20.649607
2,--,"Mishneh Torah, The Chosen Temple 1:6",Sefaria Community Translation,en," (smaller) altar for incense, and a Menorah [are also necessary] and all three go in the sanctuary in front of the inner sanctum.",infreq,14.972455
3,--,Rashi on Exodus 25:40:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en," וראה ועשה AND SEE AND MAKE — See here, in the mountain, the pattern which I shew thee. This teaches you that Moses was puzzled about the workmanship of the Menorah until the Holy One, blessed be He, showed him the pattern of it in a candlestick of fire (Menachot 29a).",ngram,17.89004
4,--,Numbers 3:31,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And their charge: the ark and the table and the menorah and the altars, and the ministering vessels of the sanctuary, and the partition (masach) [the parocheth, which is also called ""parocheth hamasach"" (Exodus 35:52)], and all of its service.",ngram,20.914389
5,--,Mishnah Sukkah 5:2,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en," above and men below so that they not come to levity.] There were golden menorahs (candelabras) there, with four bowls of gold on the heads of each, four ladders to each menorah, and four fledgling",ngram,20.365028
6,--,Bava Kamma 83b:9,Sefaria Community Translation,en,"The Torah teaches,",aggresive-ngram,12.051709
7,--,Exodus 25:31,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And you shall make a menorah [candelabrum] of pure gold; of beaten work shall the menorah be made, [""of itself."" Moses being ""stymied"" by the task, the Holy One Blessed be He said to him: ""Cast the",ngram,24.430893
8,--,Exodus 25:32,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And six branches projecting from its [the central shaft's] sides, three branches of the menorah from one side, and three branches of the menorah from the other side [slantwise, one above the other, all rising to the height of the middle branch].",ngram,24.628067
9,--,Exodus 25:33,The Rashi chumash by Rabbi Shraga Silverstein,en,"	Three chased bowls on one branch, with bulb and flower; and three chased bowls on the other branch, with bulb and flower. And so with (all) six branches that project from the menorah.",ngram,22.720314
10,--,Exodus 25:34,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And on the [central shaft of the] menorah were four bowls [one projecting under the branches, and three (respectively) above the origin of the branches], chased, its bulbs and its flowers [(The",ngram,20.15505
11,--,Mishnah Meilah 3:4,Sefaria Community Translation,en,"The ashes taken away from the inner altar and the menorah, one may not derive benefit from them but they are not subject to  meilah. If someone sanctifies the [removed] ashes, they become subject to",infreq,18.766308
12,--,Numbers 10:21,The Rashi chumash by Rabbi Shraga Silverstein,en," up the mishkan [so that it was ready to receive the ark, the table, the menorah, and the altars], by the time they [the sons of Kehath (who were traveling two standards behind)] arrived.",infreq,17.710066
13,--,"Mishneh Torah, The Chosen Temple 1:18",Sefaria Community Translation,en,"The Menorah, its vessels, the Table, its vessels, the Incense-Altar, and all  vessels of the Divine Service may only be made out of metal; they are invalid if made out of wood, bone, stone or glass.",ngram,21.965906
14,--,Mishnah Menachot 3:7,Sefaria Community Translation,en,"Regarding the seven branches of the menorah, the [absence of] one invalidates the others.  Regarding the seven lamps on it, the [absence of] one invalidates the others.  Regarding the two portions of",infreq,19.24843
15,--,"Mishneh Torah, The Chosen Temple 3:17",Sefaria Community Translation,en,The incense altar was a one cubit by one cubit square and was placed in the Sanctuary at the midpoint between the north and south [walls of the Temple] between the table and the Menorah but slightly,ngram,16.616707
16,--,Numbers 4:4,The Rashi chumash by Rabbi Shraga Silverstein,en,"	This is the service of the sons of Kehath in the tent of meeting, holy of holies, [i.e., the holiest of all: the ark, the table, the menorah, the altars, the parocheth, and the ministering vessels.]",ngram,18.930521
17,--,Rashbam on Exodus 25:31:1,"Eliyahu Munk, HaChut Hameshulash",en,"ועשית מנורת וגו, to illuminate the breads on the table as is mentioned in 26,35 where the position of this Menorah is specifically described as being opposite the table.",ngram,19.154732
