Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rashi on Eruvin 35a:11:4,Vilna Edition,he,משחשיכה - כבר קנה עירוב בין השמשות ושבת הואיל והותרה הותרה:,hebmorph-standard,118.89706
1,--,Rashi on Beitzah 27b:6:3,Vilna Edition,he,"שאסורים - וכי שריא במסוכנת בין השמשות דדעתיה עלויה להאכילה לכלבים:
",hebmorph-exact,20.412617
2,--,"Tur, Choshen Mishpat 129:14","Choshen Mishpat, Vilna, 1923",he,"     הביאו ע""ש בין השמשות ובמ""ש ברח לא נפטר הערב: ",hebmorph-standard,133.09962
3,--,Niddah 53b:38,Wikisource Talmud Bavli,he,"מתני׳ הרואה יום י""א בין השמשות תחלת נדה וסוף נדה תחלת זיבה וסוף זיבה יום ארבעים לזכר ויום שמונים לנקבה בין השמשות לכולן הרי אלו טועות",hebmorph-standard,125.15625
4,--,Rashi on Beitzah 26b:16:1,Vilna Edition,he,אי דאחזו - בין השמשות:,hebmorph-standard,190.23529
5,--,Mishnah Zavim 1:6,Torat Emet 357,he,"ראה אחת היום ואחת בין השמשות, אחת בין השמשות ואחת למחר, אם ידוע שמקצת הראיה מהיום ומקצתה למחר, ודאי לקרבן ולטמאה. אם ספק שמקצת הראיה מהיום ומקצתה למחר, ודאי לטמאה וספק לקרבן. ראה שני ימים בין השמשות, ספק לטמאה ולקרבן. אחת בין השמשות, ספק לטמאה: 
",hebmorph-standard,151.7321
6,--,Magen Avraham 489:6,Magen Avraham,he,"עד צ""ה. ואם טעה וספר בין השמשו' יצא: 
",hebmorph-standard,118.89706
7,--,Shabbat 8b:5,Wikisource Talmud Bavli,he,"וזמנין משני ליה הוא ברה""ר ועירובו בכרמלית ורבי היא דאמר כל דבר שהוא משום שבות לא גזרו עליו בין השמשות",hebmorph-standard,122.26084
8,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 131:9",Torat Emet 357,he," בלילה.  ובין השמשות מותר. ט''ז:  

",hebmorph-standard,135.45824
9,--,Rashi on Niddah 53a:9:2,Vilna Edition,he,כל בין השמשות - דרבי יהודה:,hebmorph-standard,165.14433
