Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Pardes Rimonim 7:3:5,Pardes Rimonim,he,למזון. ולפיכך הוא מן הראוי שלא תפרד ממנו כי אין לה מציאות זולתו. ולמהוי הוא בארעא כגוונא דלעילא. פי' בכל הבחי' אשר ביסוד כדפי'. איש צדיק יסודא דעלמא ברית שלום וכו'. הוקשה לו תינח דלימא צדיק כדקאמרן,hebmorph-exact,0.60070544
1,--,"Otzar Midrashim, Midrashim of Rabbi Akiba, The Small Letters and their Purposes 8","Otzar Midrashim, New York, 1915",he,"ו׳) וי״ו, הנני נותן לו את בריתי שלום (במדבר כ״ה י״ב), ו׳ קטנה בשבילו הנני נותן לו ולא לאחר את בריתי שלום מתנה שלימה.",hebmorph-standard,44.98228
2,--,Rashi on Daniel 8:25:3,On Your Way,he,ובשלוה ישחית רבים . במרמה ובחלקלקות ישחית רבים היושבים אתו בברית ושלום :,hebmorph-standard,42.409702
3,n,Rashi on II Chronicles 34:28:1,On Your Way,he,"ונאספת אל קברותיך בשלום . והלא נהרג אלא בשלום מזה שלא תראינה עיניך בכל הרעה אשר אני מביא על המקום הזה ועל יושביו כלומר חורבן הבית :
",aggresive-ngram,22.934563
4,--,Likutei Moharan 33:1,Likutei Moharan - rabenubook.com,he," נתיבותיה שלום; ועל־ידי צדיקים שנקראו גם כן ברית שלום. ומחמת זה יכול לאהב את השלום בכל מקום, הן בטיבו וכו', ויכול להיות שלום בין ישראל, ולאהב זה את זה:",hebmorph-standard,22.604979
5,n,Isaiah 27:5,Tanach with Ta'amei Hamikra,he,או יחזק במעוזי יעשה שלום לי שלום יעשה־לי,hebmorph-exact,7.065085
6,--,Pardes Rimonim 7:3:1,Pardes Rimonim,he," איהו דא צדיק. ונח איקרי צדיק לתתא. ורזא דכלא את האלקים התהלך נח דייקא. דלא אתפרש מיניה לעלמין. ולמהוי הוא בארעא כגוונא דלעילא. איש צדיק, יסודא דעלמא. ברית שלום, שלמא דעלמא. איש האדמה ודאי. וע""ד ונח מצא חן בעיני ה' עכ""ל.",hebmorph-exact,0.7018756
7,--,Or HaChaim on Numbers 25:13:1,On Your Way,he," אחאב, לכן אמר הנני נותן לו את בריתי שלום שהוא הברית שכרת עם האבות לתת להם עשרה עממין, וזה יקרא ברית שלום כי אז יהיה שלום בכל העולם דכתיב (ישעי' יא) ופרה ודוב תרעינה וגו' לא ירעו ולא ישחיתו וגו', ברית",hebmorph-standard,31.259178
8,--,The Book of Maccabees II 11:28,כתובים אחרנים - יצחק זעקיל פרענקיל,he,ועתה שלח נא את מלאכיך אליהם לכרות להם ברית שלום למען ידעון את אשר עם לבבי וישבו לבטח בארצם.,hebmorph-exact,2.803292
9,n,"Prisha, Orach Chaim 187:11:1","Tur Orach Chaim, Vilna, 1923",he,ברית ותורה וחיים:,original,6.9664836
