Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Deuteronomy 4:13,Tanach with Nikkud,he,ויגד לכם את־בריתו אשר צוה אתכם לעשות עשרת הדברים ויכתבם על־שני לחות אבנים,aggresive-ngram,86.42172
1,n,Shabbat 97a:10,William Davidson Edition - Aramaic,he,או דילמא למעלה מעשרה פליגי ובהא פליגי דמר סבר ילפינן זורק ממושיט ומר סבר לא ילפינן זורק ממושיט אבל למטה מעשרה דברי הכל חייב מאי טעמא קלוטה כמה שהונחה דמיא,hebmorph-standard,39.02294
2,--,"Sefat Emet, Deuteronomy, Ki Tavo 11:4","Sefat emet, Piotrków, 1905-1908",he," ומקודם ניתן עשרת הדיברות בע' לשון כמ""ש חז""ל ה' יתן אומר כו'. אח""כ באמצעיות בנ""י השלים כל התורה שהיא התפשטות עשרת הדברות לכל הפרטים ונתפרש ג""כ בע' לשון כמ""ש רש""י פי' באר היטב. ובכח זה עמדו נגד מלכי כנען",hebmorph-exact,1.1389444
3,n,Rashi on Jeremiah 7:15:1,On Your Way,he,"כאשר השלכתי וגו' . עשרת השבטים :
",ngram,12.260006
4,--,Footnotes on Mekhilta DeRabbi Shimon Bar Yochai 15:11:2,"Mechilta de-Rabbi Simon b. Jochai, Dr. D. Hoffman, Frankfurt 1905",he,עי' מכילתא שכ' כאן שני דברים אבל לקמן איתא גם במכילתא עשרת הדברות כאחת.,aggresive-ngram,86.22222
5,--,B'Mareh HaBazak Part Seven 49:22,B'Mareh HaBazak Machon Eretz Hemdah,he,""", ומיישב טענה זו בדרך אחרת: ""שהם אומרים שכל הארץ נגררת אחר ירושלם"". ונציין שגם הרא""ש הנ""ל, וכן בעל ה""עיטור"" (""עשרת הדיברות"" יום טוב קלח ע""ב) הביאו את המחלוקת ופסקו כרי""ף. ",hebmorph-standard,35.33197
6,n,Bartenura on Mishnah Mikvaot 2:2:4,On Your Way,he,"אכל אוכלים טמאים. אכל חצי פרס מאוכלים טמאים, או שתה רביעית משקין טמאין, נפסל גופו מלאכול בתרומה, ופוסל את התרומה מדרבנן. וכולן משמונה עשר דבר שגזרו בו חכמים, וכולן מפורשים פרק קמא דשבת:",hebmorph-standard,41.417847
7,--,"Sefat Emet, Exodus, Yitro 4:2","Sefat emet, Piotrków, 1905-1908",he," מאמרות. גוזר ומקיים עשרת הדיברות. פי' שהתורה היא תיקון כל מעשה בראשית. וביאור הענין דכ' ששת ימים עשה ה' כו' וביום השביעי שבת כו'. ואיתא באוה""ח הקדוש כי הקב""ה נתן כח הבריאה על ששה ימים. ובש""ק חוזר הארה חדשה",hebmorph-exact,0.8675674
8,n,Malbim on Psalms 53:7:5,On Your Way,he,"יגל יעקב שהם עשרת השבטים הנדחים, ",hebmorph-exact,4.770446
9,--,Gur Aryeh on Shemot 21:1:1,OYW,he," הראשונים מסיני אף אלו מסיני', כלומר כמו הראשונים שנאמרו בסיני, ולישראל נאמרו עשרת הדיברות מסיני - אף אלו כך, וכל שאר מצות - למשה נאמרו מסיני, ולא לישראל, עד אוהל מועד, או עד ערבות מואב:",hebmorph-exact,4.134058
10,n,Eruvin 32a:10,William Davidson Edition - Aramaic,he,במה דברים אמורים בעם הארץ אבל בחבר אוכל ואינו צריך לעשר דברי רבי רבן שמעון בן גמליאל אומר במה דברים אמורים בעם הארץ אבל בחבר אינו אוכל עד שיעשר לפי שלא נחשדו חברים לתרום שלא מן המוקף,hebmorph-standard,54.127525
11,--,Berakhot 11b:20,Wikisource Talmud Bavli,he,תנן התם אמר להם הממונה ברכו ברכה אחת  והם ברכו וקראו עשרת הדברות שמע והיה אם שמוע ויאמר וברכו את העם ג' ברכות אמת ויציב ועבודה וברכת כהנים ובשבת מוסיפין ברכה אחת למשמר היוצא,aggresive-ngram,83.60589
12,n,Metzudat Zion on Ezra 2:64:1,On Your Way,he,"רבוא. הוא עשרת אלפים:
",ngram,13.931993
