Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,"Introductions to the Babylonian Talmud, Sukkah, Introduction to Perek II 1",William Davidson Edition - English,en,In sukkot shall you reside seven days; all the homeborn in Israel shall reside in sukkot. (Leviticus 23:42),ngram,38.66784
1,--,Sukkah 47a:4,Daf Shevui,en,"R. Yohanan said: We recite the blessing of the season (shehiyanu) on the Eighth Day of the Festival [of Sukkot], but we do not recite the blessing of the season on the seventh day of Pesah.",ngram,28.35609
2,--,"Chizkuni, Exodus 12:39:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"ויאפו את הבצק, “they baked the dough;” they did this at Sukkot, which was their first waystation.",ngram,27.110228
3,--,Rosh Hashanah 16a:15,William Davidson Edition - English,en,"And for what reason did the Torah say: Pour water onto the altar in the Temple on the festival of Sukkot? The Holy One, Blessed be He, said: Pour water before Me on the festival of Sukkot so that the",infreq,20.261122
4,--,Rosh Hashanah 5a:1,William Davidson Edition - English,en,"Just as the festival of Passover requires remaining overnight in Jerusalem, and only on the following day may one return home, so too, the festival of Sukkot requires remaining overnight in Jerusalem before returning home. ",infreq,20.293457
5,--,Rosh Hashanah 4a:14,Sefaria Community Translation,en," Pesach, Shavuot, Sukkot]. Before Shavuot, 5 [which are Shavuot, Sukkot, Pesach, Shavuot, Sukkot]. Before Sukkot, 4.",ngram,28.997526
6,--,Daf Shevui to Sukkah 54b:7,Daf Shevui,en,"The problem with the above resolution is that erev Shabbat does not fall during Hol Hamoed Sukkot every year either. If the Festival of Sukkot begins on Friday, then there will be no erev Shabbat during Hol Hamoed Sukkot. The next Friday will be Shemini Atzeret, no longer Hol Hamoed Sukkot.",ngram,30.82311
7,--,Mishnah Meilah 3:7,Sefaria Community Translation,en,from it.  Water in the golden jugs [used for libations on Sukkot] one cannot derive benefit from it but it is not subject to meilah.  If it was then placed in a jug [to be poured on the altar] it is,infreq,20.58813
8,--,Yoma 3a:2,William Davidson Edition - English,en," obligations not met during the first Festival, as didn’t we learn in the mishna: One who did not celebrate on the first Festival day of Sukkot by sacrificing the Festival offering may celebrate and",ngram,26.424059
9,--,Beitzah 19b:7,William Davidson Edition - English,en,"The baraita further taught that Rabbi Shimon says: But it says: “On the festival of Matzot, on the festival of Shavuot, and on the festival of Sukkot,” to teach: Any offering that comes on the",ngram,24.690153
10,--,Sukkah 8b:2,Daf Shevui,en,"R. Levi said in the name of R. Meir: Two sukkot of potters one further in than the other, the inner one is not valid as a sukkah, and is obligated to have a mezuzah while the outer one is valid as a Sukkah, and is exempt from the obligation of a mezuzah.",ngram,27.689243
11,--,Mishnah Taanit 1:1,Sefaria Community Translation,en,"From when do we begin to mention the power of [bringing] rain [in the  Shemoneh Esrai], Rabbi Eliezer says, from the first day of the festival [Sukkot]. Rabbi Yehoshua says, from the last day of the",ngram,27.20528
12,--,Daf Shevui to Sukkah 9b:14,Daf Shevui,en,"The Torah literally says, “You shall dwell in sukkot”—using the plural form. It would seem therefore that one could indeed dwell in two sukkot, where one was built underneath another.",ngram,27.502089
13,--,Sukkah 8b:6,Daf Shevui,en,"What does ""any sukkah whatsoever"" come to include? It includes the sukkot [whose mnemonic is] rakbash, as our rabbis taught: Sukkot [whose mnemonic is] rakbash, The sukkah of shepherds, the sukkah of",ngram,39.22219
14,--,Daf Shevui to Sukkah 9a:1,Daf Shevui,en,"The author of the second baraita, the “rakbash” baraita thought that those sukkot were of greater validity because they were built by Jews who are obligated to dwell in sukkot on the festival. He",ngram,27.592966
15,--,Sukkah 8b:8,Daf Shevui,en,What does ‘any sukkah whatsoever’ include?  It includes the sukkot [whose mnemonic] is ganbak.,ngram,37.83175
16,--,Sukkah 9b:10,William Davidson Edition - English,en,Rabbi Yirmeya said: There are times when both of the sukkot one atop the other are fit; there are times when both of the sukkot are unfit; there are times when the lower sukka is fit and the upper sukka is unfit; and there are times when the lower sukka is unfit and the upper sukka is fit.,ngram,34.6426
17,--,Mishnah Rosh Hashanah 1:2,Eighteen Treatises from the Mishna,en,"], as it is stated (Psalms 30:9), ""He who fashioned all their hearts, He who understands all their actions;"" and on Sukkot, [humans] are judged concerning the water [or rain].",infreq,21.10906
18,--,Rosh Hashanah 13a:3,William Davidson Edition - English,en,"Rather, what is meant here by “gathering”? It means harvesting. And the Sages have an accepted tradition that any grain that reaches full growth so that it is harvested on the festival of Sukkot is",ngram,24.673513
19,--,Gittin 31b:6,William Davidson Edition - English,en,§ The mishna teaches that Rabbi Yehuda says: One checks the wine at three times during the year. One of these times is when the east wind blows at the conclusion of the festival of Sukkot. A Sage,hebmorph-standard,13.683434
20,--,Mishnah Sukkah 2:8,Eighteen Treatises from the Mishna,en,"-in-law of Shamai the elder gave birth [to a son, around sukkot], and he [Shamai] removed some of the ceiling's plaster and covered [the empty space] with sekhakh over the bed, on behalf of the minor.",aggresive-ngram,21.047783
21,--,Beitzah 19b:3,William Davidson Edition - English,en,"The baraita continues: Rabbi Shimon says: But it says: “On the festival of Matzot, on the festival of Shavuot, and on the festival of Sukkot” (Deuteronomy 16:16), to teach: Any offering that comes on",ngram,25.574594
22,--,Mishnah Moed Katan 1:1,Eighteen Treatises from the Mishna,en,"One may water an irrigated field on the Moed [intermediate days of Pesach and Sukkot, upon which some forms of melakhah are prohibited] and during the Sabbatical year, whether from a new emerging",infreq,20.001514
23,--,Megillah 31a:16,Daf Shevui,en,"Huna said in the name of R. Sheshet: On the Shabbat which falls in the intermediate days of the festival, whether Pesah or Sukkot, the passage we read from the Torah is “See, You [say to me]” (Exodus",infreq,20.305124
24,--,Megillah 31a:14,William Davidson Edition - English,en,"The baraita continues: On the first Festival day of Sukkot, they read from the portion of the Festivals found in Leviticus (Leviticus 22:26–23:44), and they read as the haftara the portion of “Behold",hebmorph-standard,13.16689
25,--,Daf Shevui to Sukkah 8b:9,Daf Shevui,en,"It includes the sukkot [whose mnemonic is] rakbash, as our rabbis taught: The sukkah of shepherds, the sukkah of fig-watchers, the sukkah of city guards, and the sukkah of orchard-watcher, and any",ngram,26.121422
26,--,Beitzah 19b:12,William Davidson Edition - English,en,"The Gemara asks: If so, what is different about the festival of Sukkot that he cited it specifically as an example of a Festival? The Gemara answers: Rabbi Elazar, son of Rabbi Shimon, conforms to",ngram,27.13257
27,--,Nedarim 15b:3,William Davidson Edition - English,en,"We learn further on (57b) that if the husband said to his wife: Deriving benefit from me until the festival of Sukkot is konam for you if you go to your father’s house until Passover, then, if she",infreq,20.278162
28,--,Mishnah Yoma 2:5,Sefaria Community Translation,en,"The daily offering was offered by nine, ten, eleven, or twelve [priests], no less and no more.  How [did this proceed]?  [The offering] itself would have nine.  On Sukkot, one would hold a bottle of",ngram,27.294388
29,--,Sukkah 9b:12,William Davidson Edition - English,en,"There are times when both of the sukkot are unfit. What are the circumstances? It is in a case where in both sukkot, their shade is greater than their sunlight, but the upper one is more than twenty",ngram,25.158503
30,--,Rosh Hashanah 4b:14,Sefaria Community Translation,en,"As was taught [in a (Mishnah Chagigah 1:6)]: If one did not bring the chagigah offering during the first festival day of Sukkot, one may bring the chagigah during the entire festival and during the last festival day of Sukkot.",ngram,30.680504
31,--,Mishnah Bikkurim 1:6,Sefaria Community Translation,en,". Rabbi Judah says, one brings and recites. From Atseret until Sukkot, one brings and recites. From Sukkot until Hanukkah, one brings but does not recite. Rabbi Judah ben Beteira says, one brings and recites.",ngram,33.392986
32,--,Rosh Hashanah 4b:12,Sefaria Community Translation,en,"Let us, [then] make an [exegetical] connection [of Shavuot] to Sukkot! [Meaning,] just as the latter has eight [days] of makeup [opportunity], so too here [with Shavuot], there are eight! [Sukkot cannot be connected in terms of makeup up because] the eight [day] is a separate holiday.",ngram,27.339132
33,--,Sukkah 19b:3,William Davidson Edition - English,en,"GEMARA: It was taught in a baraita: Rabbi Eliezer concedes that if one lifted one of these types of sukkot off the ground at least one handbreadth, thereby creating a vertical wall, or if one",ngram,27.63732
34,--,Pesachim 38a:2,William Davidson Edition - English,en," festival of Sukkot with this citron. In accordance with the statement of the Rabbis, a person can use this citron to fulfill his obligation on the first day of the festival of Sukkot.",infreq,19.812864
35,--,"Mishneh Torah, Positive Mitzvot 50",Sefaria Community Translation,en,50. To add an offering on the festival of Sukkot as it says “And you shall offer an Olah Sacrifice...” (Bamidbar 29: 13),original,9.266008
36,--,Sukkah 11b:15,William Davidson Edition - English,en,"The Gemara asks: This works out well according to the one who said that the sukkot mentioned in the verse: “I made the children of Israel to reside in sukkot” (Leviticus 23:43), were clouds of glory",ngram,30.411366
37,--,Pirkei Avot 5:9,Open Mishnah,en," [year], after the seventh [year] and after the holiday (Sukkot) in every single year. In the fourth [year], it is because of [negligence] of the tithe to the poor in the third [year]. In the seventh",ngram,27.428102
38,--,Daf Shevui to Sukkah 8b:13,Daf Shevui,en,"The author of the first baraita thought that the “ganbak” sukkot (those built by Gentiles, Samaritans or for cattle) were of greater validity, therefore he listed them and then included the rakbash",ngram,27.689295
39,--,Sukkah 46b:2,William Davidson Edition - English,en,"§ The mishna continues: Immediately after fulfilling the mitzva of taking the four species on the seventh day of Sukkot, children remove their lulavim from the binding and eat their etrogim in an",ngram,27.157904
40,--,Sukkah 9b:9,William Davidson Edition - English,en,"The Gemara questions that derivation. On the contrary, the term “in sukkot,” which is written in the plural, indicates two. The conclusion should be that one sitting inside a sukka beneath a sukka",ngram,26.244137
41,--,Sukkah 9b:8,Daf Shevui,en,"One sukkah above another sukkah…  Our Rabbis taught, ""You shall dwell in Sukkoth"" (Leviticus 23:42), but not in a sukkah under another sukkah, nor in a Sukkah under a tree, nor in a Sukkah within the house. On the contrary! The word ""in sukkot"" implies two?",ngram,26.923574
42,--,Mishnah Nedarim 7:9,Sefaria Community Translation,en,"""[Konam] be any benefit you have from me until Pesach, if you go to your father’s house before the festival [of Sukkot]”, if she goes before Pesach she may not benefit from him until Pesach; if she",ngram,29.946356
43,--,Chagigah 17a:9,Sefaria Community Translation,en,"Rather, to what [do we owe] the law? When the Merciful wrote of Sukkot, [It was] to link it to Pesach; just like Pesach requires [staying] overnight [in Jerusalem], so too Sukkot requires [staying] overnight [in Jerusalem].",ngram,34.028996
44,--,Arakhin 10b:2,Sefaria Community Translation,en,of the Chag [Sukkot] are separate in their sacrifices; [those] of Pesach are not separate in their sacrfices,ngram,30.527998
45,--,Mishnah Bava Metzia 8:6,Sefaria Community Translation,en,"[If] one leased a house to his fellow in the rainy season, he cannot evict him from Sukkot until Pesach. In the summer, thirty days [before Sukkot].   And in large cities, whether during the rainy",ngram,33.775105
