Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Yevamot 72a:2,William Davidson Edition - Aramaic,he,מאי טעמא איבעית אימא משום דנזופים הוו ואי בעית אימא דלא נבדור ענני כבוד,aggresive-ngram,82.10786
1,--,Rashi on Numbers 21:1:1,On Your Way,he,"וישמע הכנעני. שמע שמת אהרן ונסתלקו ענני כבוד  וכו' , כדאיתא בראש השנה (דף ג א)  ועמלק מעולם רצועת מרדות לישראל, מזמן בכל עת לפרענות: ",aggresive-ngram,51.40829
2,--,Rashi on Sukkah 2b:1:3,Vilna Edition,he,ההוא - לאו בידיעה דישיבת סוכה קא אמר אלא בידיעות דורות הבאין היקף סוכות ענני כבוד הנעשה לאבות:,aggresive-ngram,56.534077
3,--,"Otzar Midrashim, Midrashim on The Messiah, Otot Mashiach (Signs of the Messiah) 13","Otzar Midrashim, New York, 1915",he," שיצאו השבטים יקיפו אותם ענני הכבוד והקב״ה הולך לפניהם, שנאמר ועלה הפורץ לפניהם. והקב״ה יפתח להם מעינות של עץ חיים וישקה אותם בדרך שנאמר בישעיה אפתח על שפיים נהרות ובתוך בקעות מעינות אשים מדבר לאגם",original,7.0420904
4,n,Metzudat David on Psalms 102:3:2,On Your Way,he,"מהר ענני. בו ביום שאקרא לך:
",original,6.787791
5,--,Mekhilta DeRabbi Shimon Bar Yochai 17:8,"Mechilta de-Rabbi Simon b. Jochai, Dr. D. Hoffman, Frankfurt 1905",he," ברפידים. ר' יהושע אומר היה נכנס תחת ענני הכבוד וגונב נפשות מישראל והורגן שנ' (דב' כ""ה י""ח) אשר קרך בדרך ויזנב בך כל הנחשלים אחריך: ברפידים. אמר רבי חנניה דבר זה שאלנו את ר' אליעזר כשהוא יושב במותבא רבא",original,4.626735
6,n,Metzudat David on I Chronicles 16:29:1,On Your Way,he,כבוד שמו. הכבוד הראוי לשמו:,aggresive-ngram,10.471945
7,--,Exodus 24:16,Tanach with Nikkud,he,וישכן כבוד־יהוה על־הר סיני ויכסהו הענן ששת ימים ויקרא אל־משה ביום השביעי מתוך הענן,infreq,13.408639
8,--,"Meshech Hochma, Mishpatim 81","Riga, 1927",he,"וחג האסיף, וכן בכי תשא, לא כן בדברים כתיב חג הסוכות, הטעם עפ""י דברי הגר""א שכשניתן לוחות השניים ומשה ירד מן ההר, וחזרו ענני הכבוד בט""ו לחדש תשרי נצטוו על סוכות כידוע, ולכך אז קודם דברות שניות נקרא חג",aggresive-ngram,32.411816
9,n,Rashi on Sanhedrin 26b:56:1,Wikisource Rashi,he,עני מרי - ענני אדוני:,ngram,17.850492
