Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,"Sifra, Metzora Parashat Zavim, Chapter 3 6",Venice 1545,he,"[ו] ""בבשר הזב""-- ולא בעצם הפורש ממנו, ולא בבשר הפורש ממנו. קל וחמר לפורש מן הטהור שיהיה טהור. הא מה אני מקיים ""או בעצם אדם או בקבר""? זה אבר הפורש מן החי בין פרק לפרק.",hebmorph-standard,33.877975
1,--,Rashi on Exodus 15:7:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,he,וברב גאונך. זאת היּד בּלבד רוֹעצת האוֹיב – כּשׁהוּא מרימה בּרוֹב גּאוֹנוֹ אז יהרוֹס קמיו – ואם בּרוֹב גּאוֹנוֹ לבד איביו נהרסים קל וחמר כּשׁשּׁלּח בּם חרוֹן אף יאכלמוֹ):,hebmorph-standard,40.43115
2,--,"Mishneh Torah, Sabbatical Year and the Jubilee 8:18",Torat Emet 363,he,"הכהנים חשודין על השביעית לפי שהם אומרים הואיל והתרומות מתרות לנו אף על פי שהן אסורין על הזרים במיתה קל וחמר פרות שביעית. לפיכך סאה תרומה שנפלה למאה סאה של פרות שביעית תעלה. נפלה לפחות ממאה ירקבו הכל ולא ימכרו לכהנים ככל מדמע לפי שהם חשודין על השביעית: 
",hebmorph-standard,30.386778
3,--,Rashi on Genesis 21:10:2,On Your Way,he,"עם בני עם יצחק. מכיון שהוא בני אפלו אם אינו הגון כיצחק, או הגון כיצחק אפלו אם אינו בני, אין זה כדאי לירש עמו, קל וחמר עם בני עם יצחק ששתיהן בו:
",hebmorph-standard,33.874672
4,--,Bartenura on Mishnah Yevamot 8:3:1,On Your Way,he,ואם לדין. שאתה דורש קל וחומר מעצמך:,aggresive-ngram,77.39333
5,--,Pesachim 81b:2,William Davidson Edition - Aramaic,he,אמרי ומי דיינינן קל וחומר מהלכה והתניא אמר לו רבי אליעזר עקיבא עצם כשעורה הלכה רביעית דם קל וחומר ואין דנין קל וחומר מהלכה,aggresive-ngram,86.488884
6,--,"Mishneh Torah, Immersion Pools 9:18",Torat Emet 363,he,"אין מטבילין בגל כשהוא באויר קדם שיפל על הארץ ואף על פי שיש בו ארבעים סאה. לפי שאין מטבילין בזוחלים קל וחמר באויר. היו שני ראשי הגל נוגעין בארץ מטבילין בו ואין מטבילין בכפה שלו מפני שהוא אויר: 
",hebmorph-standard,40.38705
7,--,Bava Kamma 44a:6,Wikisource Talmud Bavli,he,אמרת וכי דנין קל מחמור להחמיר (עליו אם החמיר במועד החמור תחמיר בתם הקל,aggresive-ngram,70.48598
8,--,Bava Metzia 88b:14,William Davidson Edition - Aramaic,he,שור במחובר מנלן קל וחמר מאדם ומה אדם שאינו אוכל בתלוש אוכל במחובר שור שאוכל בתלוש אינו דין שאוכל במחובר מה לאדם שכן אתה מצווה להחיותו תאמר בשור שאי אתה מצווה להחיותו,hebmorph-standard,40.38705
9,--,Zevachim 69b:12,Wikisource Talmud Bavli,he,מדין קל וחומר כיצד,aggresive-ngram,115.002144
