Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,"Tur, Orach Chaim 670:1",Warsaw 1861,he,הלכות חנוכה,ngram,69.0491
1,--,Rosh Hashanah 18b:13,Wikisource Talmud Bavli,he,"א""ר יוסף שאני חנוכה דאיכא מצוה א""ל אביי ותיבטיל איהי ותיבטל מצותה",ngram,26.02714
2,--,"Beit Yosef, Orach Chaim 678:1:1","Tur Orach Chaim, Vilna, 1923",he,"מי שאין ידו משגת לקנות נר חנוכה ונר שבת וכו' כל סימן זה פשוט בפרק ב""מ (כג:) והטעם שמקדים נר שבת לנר חנוכה מפרש בגמרא משום שלום ביתו כלומר משום דאמרינן ותזנח משלום נפשי זו הדלקת נר שבת שבני ביתו",original,12.038465
3,--,Rosh Hashanah 18b:14,Wikisource Talmud Bavli,he,אלא אמר רב יוסף שאני חנוכה דמיפרסם ניסא,ngram,34.432117
4,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 678:1",Torat Emet 357,he," חנוכה.  ואם יש לו נר א' לביתו סגי ויקח המותר לנר חנוכה. מ''א: 
",ngram,32.54416
5,--,Shabbat 21b:8,William Davidson Edition - Aramaic,he,תנו רבנן נר חנוכה מצוה להניחה על פתח ביתו מבחוץ אם היה דר בעלייה מניחה בחלון הסמוכה לרשות הרבים ובשעת הסכנה מניחה על שלחנו ודיו,ngram,28.695072
6,--,Rashi on Bava Kamma 35a:5:1,Vilna Edition,he,חינכיה - שיניו:,aggresive-ngram,26.954393
7,--,Rashi on Shabbat 24a:5:1,Vilna Edition,he,"של חנוכה במוספין - בתפלת מוספין דשבת ור""ח שבתוך ימי חנוכה מהו להזכיר על הניסים בהודאה:",ngram,32.76166
8,--,Ikar Tosafot Yom Tov on Mishnah Moed Katan 3:9:1,On Your Way,he,נקבר המת. אפילו בר''ח חנוכה ופורים וכ''ש בחה''מ דחמיר טפי:,ngram,25.680145
9,--,Rashi on Shabbat 22b:6:1,Vilna Edition,he,היה תפוש נר חנוכה - בידו משהדליקה עד שכבתה:,ngram,28.957493
10,--,"Shulchan Arukh, Orach Chayim 678:1",Wikisource Shulchan Aruch,he,"מי שאין ידו משגת לקנות נר חנוכה ונר שבת יקנה נר שבת מפני שלום ביתו (וע""ל סימן רס""ג סעיף ג') ואם יש לו לשל שבת ואין לו לנר חנוכה וליין לקידוש היום יקנה לנר חנוכה משום פרסומי ניסא:  הגה: והוא הדין נר חנוכה קודם ליין הבדלה ועיין לעיל סימן רצ""ו סעיף ה':",ngram,33.917755
11,--,Gra's Nuschah on Tractate Soferim 17:3:3,"Talmud Bavli, Vilna 1883 ed.",he,פרשיות וחנוכה שחל:,aggresive-ngram,22.04745
12,--,Shabbat 23b:3,Wikisource Talmud Bavli,he,אמר רבא פשיטא לי נר ביתו ונר חנוכה נר ביתו עדיף משום שלום ביתו נר ביתו וקידוש היום נר ביתו עדיף משום שלום ביתו בעי רבא נר חנוכה וקידוש היום מהו קידוש היום עדיף דתדיר או דילמא נר חנוכה עדיף משום פרסומי ניסא בתר דאבעיא הדר פשטה נר חנוכה עדיף משום פרסומי ניסא:,ngram,35.771763
13,--,"Darchei Moshe, Orach Chaim 684:3:1","Tur Orach Chaim, Vilna, 1923",he," במנהגים ואין מזכירין של חנוכה בברכת הפטורה ואם חל חתונה בשבת של חנוכה יש להפטיר בשל חנוכה ומהרא""ק כתב (לא קאי מהרא""ק כי אם כשחל ב' שבתות בחנוכה דבשבת שני שהוא זאת חנוכה מפטיר בחתונה ומטעמא שכתב רש""י",ngram,25.902414
14,--,Rashi on Shabbat 21b:12:2,Vilna Edition,he,זאת אומרת - הא דקתני בנר חנוכה פטור:,ngram,34.748993
15,--,Sukkah 46a:8,Wikisource Talmud Bavli,he,ואף רב סבר כל שבעה מצות לולב דאמר רבי חייא בר אשי אמר רב המדליק נר של חנוכה צריך לברך רבי ירמיה אמר הרואה נר של חנוכה צריך לברך מאי מברך אמר רב יהודה יום ראשון המדליק מברך שלש הרואה מברך שתים מכאן ואילך מדליק מברך שתים ורואה מברך אחת,infreq,23.049635
16,--,Gra's Nuschah on Tractate Soferim 20:11:1,"Talmud Bavli, Vilna 1883 ed.",he,בשל חנוכה שכל התדיר מחבירו קודם את:,ngram,35.756718
17,--,"Shulchan Arukh, Orach Chayim 683:1",Torat Emet Freeware Shulchan Aruch,he,כל שמונת ימי חנוכה גומרין את ההלל.  הגה: וכל שמונת ימי חנוכה אין אומרים תחנון וצדקתך וצדקתך ולמנצח וצדוק הדין גם בערב חנוכה במנחה ועיין לעיל סימן קל''א (מהרי''ל ומנהגים):,ngram,30.166424
18,--,Rashi on Shabbat 21a:12:1,Vilna Edition,he,כבתה - נר חנוכה:,ngram,46.02439
19,--,Mishnah Berurah 673:3,On Your Way,he,"(ג) לנר חנוכה - אבל לא להשמש [מ""א] ור""ל דבשבת חנוכה אסור לעשות השמש מהשמנים ופתילות שאין מדליקין בהם בשבת דכיון דמותר לעשות איזה תשמיש נגד השמש א""כ חיישינן שמא יטה. אם נמצא עכבר בשמן מאוס הוא ואסור לנר חנוכה:",original,12.03794
20,--,Tosafot Yom Tov on Mishnah Megillah 3:4:7,"Mishnah, ed. Romm, Vilna 1913",he,"בחנוכה ובפורים. אע""ג דמעשה דפורים קודם מעשה דחנוכה הוה ופורים מדברי קבלה. וחנוכה דברי חכמים. אפ""ה אקדים לחנוכה משום דקדים בסדר החדשים. ועוד דקריאת ימי חנוכה שמנה הן: 
",ngram,28.095808
21,--,Kisse Rahamim on Tractate Soferim 20:5:1,"Talmud Bavli, Vilna 1883 ed.",he,"להדליק נר. כתב הרב פרי חדש דנוסח הברכה להדליק נר חנוכה [ולא של חנוכה] וכ""כ רבינו האר""י זצ""ל וכן מנהגנו [וכ""ה בהנהגות הגר""א זצ""ל]: ",original,11.98546
22,--,Shabbat 23a:6,Wikisource Talmud Bavli,he,"א""ר חייא בר אשי אמר רב המדליק נר של חנוכה צריך לברך ורב ירמיה אמר הרואה נר של חנוכה צריך לברך אמר רב יהודה יום ראשון הרואה מברך ב' ומדליק מברך ג' מכאן ואילך מדליק מברך שתים ורואה מברך אחת מאי ממעט ממעט זמן ונימעוט נס נס כל יומי איתיה",ngram,26.274406
23,--,Shabbat 23a:7,William Davidson Edition - Aramaic,he,מאי מברך מברך אשר קדשנו במצותיו וצונו להדליק נר של חנוכה והיכן צונו רב אויא אמר מלא תסור רב נחמיה אמר שאל אביך ויגדך זקניך ויאמרו לך,infreq,23.076332
24,--,"Shulchan Arukh, Orach Chayim 675:1",Wikisource Shulchan Aruch,he,הדלקה עושה מצוה ולא הנחה שאם היתה מונחת במקומה שלא לשם מצות חנוכה מדליקה שם ואין צריך להסירה ולהניחה לשם מצות חנוכה לפיכך עששית שהיתה דולקת כל היום שהדליקה מערב שבת למצות חנוכה למוצאי שבת מכבה,original,12.049107
25,--,Rashi on Shabbat 21b:12:1,Vilna Edition,he,בנר חנוכה פטור - חנוני שברשות פירסום מצוה הניחה שם:,ngram,30.152065
26,--,Magen Avraham 675:1,Magen Avraham,he,"למצות חנוכה. רבותא נקט: 
",ngram,46.207947
27,--,Megillah 3b:4,William Davidson Edition - Aramaic,he,ואמר רבה בר הונא אין מועד בפני תלמיד חכם כל שכן חנוכה ופורים,ngram,28.78591
28,--,"Prisha, Orach Chaim 133:5:1","Tur Orach Chaim, Vilna, 1923",he,ושיר חנוכת הבית בחנוכה כי חנוכת הבית היתה בחנוכה:,ngram,29.87027
29,--,"Tur, Orach Chaim 678:1","Orach Chaim, Vilna, 1923",he,מי שאין ידו משגת לקנות נר חנוכה ונר של שבת יקנה של שבת ולא של חנוכה יש לו של שבת ואין לו לקנות של חנוכה ויין לקידוש היום יקנה נרות ולא יין :,ngram,28.044447
30,--,"Shulchan Arukh, Orach Chayim 686:1",Wikisource Shulchan Aruch,he,בחנוכה ופורים מותר להתענות לפניהם ולאחריהם.,aggresive-ngram,20.232496
31,--,Rashi on Arakhin 10a:48:1,Wikisource Rashi,he,שמונה ימי חנוכה לא חשיב במתני' משום דליכא קרבן:,ngram,29.01462
32,--,Rashi on Menachot 41b:20:1,Wikisource Rashi,he,מנר לנר - אותן דחנוכה:,aggresive-ngram,21.677402
33,--,Rashi on Shabbat 23a:8:7,Vilna Edition,he,ודאי דדבריהם - כגון נר חנוכה:,ngram,40.431953
34,--,Bava Kamma 30a:24,William Davidson Edition - Aramaic,he,והתנן רבי יהודה אומר בנר חנוכה פטור מפני שהוא ברשות מאי לאו משום רשות בית דין,ngram,27.674126
35,--,Rashi on Shabbat 22a:4:4,Vilna Edition,he,בדלא תניא - בנר חנוכה דמימרא דרב אסי הוא ואינו ברייתא:,ngram,28.879965
36,--,Rashi on Shabbat 21b:10:1,Vilna Edition,he,מאי חנוכה - על איזה נס קבעוה:,ngram,34.748993
37,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 670:1",Torat Emet 357,he," חנוכה.  עיין באחרונים ועיין ביד אהרן פלפול עצום וחריף: 
",ngram,28.984526
38,--,Bava Kamma 30a:25,Wikisource Talmud Bavli,he,לא משום רשות מצוה דתניא רבי יהודה אומר בנר חנוכה פטור מפני שהוא רשות מצוה,ngram,26.02714
39,--,"Beit Yosef, Orach Chaim 693:2:1","Tur Orach Chaim, Vilna, 1923",he,"ומ""ש ואם לא אמרו דאין מחזירין אותו נתבאר בהלכות חנוכה: ",ngram,31.85035
40,--,Rashbam on Pesachim 101a:7:3,Vilna Edition,he,מדליקין - מנר חנוכה לנר אחרת של חנוכה וא''צ להדליק בנר אחרת שאינה של חנוכה:,ngram,40.203835
41,--,"Mishneh Torah, Prayer and the Priestly Blessing 13:17",Wikisource Mishneh Torah,he,בחנוכה ביום ראשון קורין מברכת כהנים עד סוף קרבן המקריב ביום הראשון וביום שני קורין קרבן נשיא שהקריב בשני וכן עד יום השמיני ביום שמיני קורין עד סוף הקרבנות עד סוף הסדר ומפטירין בשבת של חנוכה בנרות,aggresive-ngram,20.072409
42,--,"Darchei Moshe, Orach Chaim 682:2:1","Tur Orach Chaim, Vilna, 1923",he," כתב מהרי""ל ומנהגים א""א תחנון ולא צו""ץ ולא למנצח ואא""א כל ימי חנוכה ואף במנחה בערב חנוכה אין אומרים תחנון: ",ngram,29.906853
43,--,"Shulchan Arukh, Orach Chayim 681:1",Wikisource Shulchan Aruch,he,במוצאי שבת אין מבדילין בנר חנוכה שאין נהנים לאורו ואין מברכין על הנר עד שיאותו לאורו:,ngram,26.000143
44,--,"Shulchan Arukh, Orach Chayim 681:2",Wikisource Shulchan Aruch,he,"מדליקין נר חנוכה בבהכ""נ קודם ההבדלה:  הגה: וכ""ש בביתו שמדליק ואח""כ מבדיל שהרי כבר הבדיל בבהכ""נ:",ngram,29.718266
