Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Daf Shevui to Sukkah 48b:3,Daf Shevui,en,” tries to claim that it is R. Abahu that will draw the water in the world to come. But his grammar mistake is corrected. The min (probably representative of Jesus) will be the simple water-skin through which the water is drawn.,ngram,15.120331
1,--,Daf Shevui to Sukkah 48b:2,Daf Shevui,en,"According to some modern scholars, this seemingly silly story is an anti-Christian parody, related to John 7:35-37. In these verses, Jesus speaks to the crowd on the last day of the Festival of",ngram,14.766849
2,--,"Sefer HaIkkarim, Maamar 3 25:2","Sefer Ha-ikkarim, Jewish Publication Society of America, 1929",en," unclean forms of worship; whereas the manner of worship prescribed in the law of Jesus is clean, consisting of bread and wine. It is defective also in the social and judicial precepts, which concern human",infreq,2.2228367
3,--,"Sefer HaIkkarim, Maamar 3 25:5","Sefer Ha-ikkarim, Jewish Publication Society of America, 1929",en,"As for the law of Jesus, we do not find that Jesus gave a law. He commanded his followers to keep the law of Moses. The Gospels are not a law, but an account of the life of Jesus; and the miracles",infreq,2.3191283
4,n,I Chronicles 16:27,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Majesty and glory [go] before Him; might and joy, in His place.",aggresive-ngram,8.56767
5,n,Sotah 27a:2,William Davidson Edition - English,en,"And Rabbi Yoḥanan says: It is better that a man marry the daughter of a woman suspected of promiscuity, and not marry a woman suspected of promiscuity, as this daughter maintains the presumptive",aggresive-ngram,6.5218287
6,n,I Samuel 16:8,The Holy Scriptures: A New Translation (JPS 1917),en,"Then Jesse called Abinadab, and made him pass before Samuel. And he said: ‘Neither hath the LORD chosen this.’",aggresive-ngram,6.4975467
7,n,I Samuel 16:9,Sefaria Community Translation,en,Then Jesse made Shammah to pass by. And he said: ‘Neither hath the LORD chosen this.’,aggresive-ngram,6.654936
8,n,Deuteronomy 22:2,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And if your brother is not near to you, and you do not know him, then you shall gather it into the midst of your house, and it shall be with you until you make inquiry of your brother concerning it",infreq,2.2246494
9,n,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 61a:1,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,"In Hebrew Jeser, the initial letter being yod. ",aggresive-ngram,7.8677764
10,n,Mishnah Kelim 23:5,Sefaria Community Translation,en,"A fishing net is susceptible to uncleanness on account of its bag. Nets, snares, bird-traps, slings and fishermen's skeins are susceptible to impurity. A fish-trap, a bird-basket and a bird-cage are not susceptible to impurity.  ",aggresive-ngram,6.590694
11,--,Sefer Kuzari 3:65,"Kitab al Khazari, translated by Hartwig Hirschfeld, 1905",en,": 'No grapes to eat;' (Mic. vii. 1), for no sin of his was know from his youth to his death. He was followed by Joshua b. Peraḥyāh whose history is known. Among his disciples was Jesus the Nazarene, and",hebmorph-standard,0.617446
12,n,Ruth 4:22,The Holy Scriptures: A New Translation (JPS 1917),en,"and Obed begot Jesse, and Jesse begot David.",aggresive-ngram,10.872467
13,n,Mishnah Yevamot 2:4,"Eighteen Treatises from the Mishna, by D. A. Sola and M. J. Raphall, [1843], at sacred-texts.com",en,"A prohibition commandment [refers to] the secondary degrees [of  forbidden unions] prohibited by rabbinic decree.  A prohibition due to sanctity [refers to] a widow [marrying] a high priest, a",infreq,2.2567165
14,n,Mishnah Yoma 4:3,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,He slaughtered it (the bullock) and received its blood in the sprinkling bowl. He gave it to the one who stirred it [(so that it not congeal in the interim of his performing the incense service)] on,infreq,2.2385485
15,--,"Sefer HaIkkarim, Maamar 4 42:18","Sefer Ha-ikkarim, Jewish Publication Society of America, 1929",en," were converted to their new faith by an Edomite priest. The Edomites were the first to accept the religion of Jesus, and all the other nations go by the name of that one with which they identify",hebmorph-standard,0.7824923
16,n,I Chronicles 25:15,The Holy Scriptures: A New Translation (JPS 1917),en,"The eighth to Jeshaiah, his sons and his brethren, twelve;",aggresive-ngram,8.31867
17,n,I Chronicles 25:14,The Holy Scriptures: A New Translation (JPS 1917),en,"The seventh to Jesarelah, his sons and his brethren, twelve;",aggresive-ngram,7.8677764
18,n,Job 37:22,The Holy Scriptures: A New Translation (JPS 1917),en,"Out of the north cometh golden splendour, About God is terrible majesty.",aggresive-ngram,8.6564045
19,n,Leviticus 16:19,The Holy Scriptures: A New Translation (JPS 1917),en,"And he shall sprinkle of the blood upon it with his finger seven times, and cleanse it, and hallow it from the uncleannesses of the children of Israel.",infreq,2.224165
20,n,Nehemiah 12:10,The Holy Scriptures: A New Translation (JPS 1917),en,"And Jeshua begot Joiakim, and Joiakim begot Eliashib, and Eliashib begot Joiada,",aggresive-ngram,6.654936
21,n,Mishnah Yevamot 10:1,"Eighteen Treatises from the Mishna, by D. A. Sola and M. J. Raphall, [1843], at sacred-texts.com",en,"A woman whose husband  went overseas, and they [a witness] came to her and said, ""Your husband died"", [whereupon] she re-married, following which her [first] husband arrived - she leaves this one and",infreq,2.3157241
22,n,Job 31:23,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	For I was in fear of G d's punishment, and I was restrained by His majesty.",aggresive-ngram,7.319082
23,--,Mishnah Nazir 4:4,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en,"	If a woman vowed to be a Nazirite, and separated her beast (for the Nazirite's offering), and then her husband annulled it — if her beast were his, it goes out and grazes with the flock. And if it",infreq,2.241306
24,--,"Sefer HaIkkarim, Maamar 3 25:1","Sefer Ha-ikkarim, Jewish Publication Society of America, 1929",en,"; whereas the teaching of Jesus has nothing but instruction. It is defective in respect to the efficient cause, because it expresses the divine mysteries alluding to the Trinity in a very obscure manner",infreq,2.3165507
25,--,Berakhot 17b:1,William Davidson Edition - English,en," Geihazi emerged. “In our open places”; that we should not have a child or student who overcooks his food in public, i.e., who sins in public and causes others to sin, as in the well-known case of Jesus the Nazarene. ",infreq,14.696359
26,n,Psalms 8:2,The Holy Scriptures: A New Translation (JPS 1917),en,"O LORD, our Lord, How glorious is Thy name in all the earth! Whose majesty is rehearsed above the heavens.",aggresive-ngram,7.885685
27,--,Radak on Psalms 19:10:2,"R. David Kimhi on the first book of Psalms, Translated by R.G. Finch, London, 1919",en," the Law which was given on Mount Sinai was valid only for a time, until the advent of Jesus the Nazarene ; that unto his time it was carnal, while after his advent he commanded it to be understood",infreq,8.233606
28,n,Targum Jonathan on Numbers 13:11,"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",en," for Menasheh, Gaddi bar Susi; 
",aggresive-ngram,6.787791
29,n,Deuteronomy 33:5,The Holy Scriptures: A New Translation (JPS 1917),en,"And there was a king in Jeshurun, When the heads of the people were gathered, All the tribes of Israel together.",aggresive-ngram,6.8481903
30,n,Mishnah Eduyot 5:6,Sefaria Community Translation,en,"Akavya the son of Mehalelel testified about four things. They said to him: Akavya, retract the four things you have said and we will make you the head of the court of Israel. He said to them: Better",infreq,2.216126
31,--,Gittin 57a:3,William Davidson Edition - English,en,Onkelos then went and raised Jesus the Nazarene from the grave through necromancy. Onkelos said to him: Who is most important in that world where you are now? Jesus said to him: The Jewish people,ngram,22.534575
32,--,Gittin 57a:4,William Davidson Edition - English,en,"Onkelos said to him: What is the punishment of that man, a euphemism for Jesus himself, in the next world? Jesus said to him: He is punished with boiling excrement. As the Master said: Anyone who",ngram,26.967627
33,n,Deuteronomy 13:18,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And let naught from the spoil adhere to your hand, so that the L-rd turn from the burning of His wrath [(For so long as idolatry is in the world, burning wrath is in the world)] and He will grant you mercy and He will be merciful to you and He will multiply you as He swore to your fathers,",infreq,2.2291303
34,n,Psalms 96:6,The Holy Scriptures: A New Translation (JPS 1917),en,Honour and majesty are before Him; Strength and beauty are in His sanctuary.,aggresive-ngram,7.462141
35,n,Numbers 5:13,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And [(the faithlessness being that)] a man [(excluding a minor or an animal)] lie with her a lying of seed, and it be hid [(but if he saw and made himself ""unseeing,"" the waters do not probe her",infreq,2.2654765
36,n,Mishnah Makhshirin 5:1,Sefaria Community Translation,en," subsequently make food susceptible to impurity]. If his drunk friend pushed him or his animal [into the river after they had immersed], the second [water] purifies the first. And if [he pushed him] in jest that achieves BeKhi Yutan [a state where liquid put upon food makes it susceptible to impurity].",aggresive-ngram,6.526821
37,n,Numbers 30:3,The Holy Scriptures: A New Translation (JPS 1917),en,"When a man voweth a vow unto the LORD, or sweareth an oath to bind his soul with a bond, he shall not break his word; he shall do according to all that proceedeth out of his mouth.",infreq,2.372558
38,n,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 47b:8,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,I.e. his every-day sustenance.,aggresive-ngram,6.790002
39,n,Deuteronomy 23:19,The Holy Scriptures: A New Translation (JPS 1917),en,"Thou shalt not bring the hire of a harlot, or the price of a dog, into the house of the LORD thy God for any vow; for even both these are an abomination unto the LORD thy God. .",infreq,2.2125988
40,n,Genesis 4:11,Suomi Käännös [fi],en,"Ja nyt, kirottumpi olet sinä maata, joka aukaisi suunsa ottaakseen vastaan veljesi veret sinun käsistäsi.",aggresive-ngram,7.25018
41,n,Genesis 4:10,Suomi Käännös By Ezra Lindholm [fi],en,"Ja Hän sanoi,” Mitä oletkaan tehnyt? Veljesi verien ääni vaikeroi Minulle maasta.",aggresive-ngram,9.560813
42,n,Leviticus 23:40,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And you shall take for yourselves on the first day the fruit of a tree [(the fruit tasting like the tree)] which is hadar, [which lives (hadar, i.e., is produced) on its tree from year to year — an",infreq,2.5081913
