Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,n,Malbim Beur Hamilot on Micah 2:7:3,Malbim on Micah--Wikisource,he,"מעלליו. ההבדל בין מעלל, מפעל, מעשה, שמעלל מציין פעולה מוסריית יוצאת מתבונה נפשיית כמ""ש בכ""מ:
",aggresive-ngram,44.149143
1,n,Rashi on Shabbat 125b:4:1,Vilna Edition,he,אשמעתין - על שמועה שלי שאמרתי במניח אין האבן נעשה כלי:,aggresive-ngram,10.719986
2,--,"Chizkuni, Deuteronomy 32:20:2",Chizkuni,he,"כי דור תהפכת המה אתמול אמרו כל אשר דבר ה׳‎ נעשה ונשמע והיום אמרו לעגל אלה אלוהיך ישראל.
",hebmorph-standard,71.2345
3,n,"Bach, Even HaEzer 173:13:1","Tur Even HaEzer, Vilna, 1923",he,"כתב הרמב""ם עשה שמעון מאמר וכו' טעם מחלוקתם בסוגיא ר""פ שני ומפורש בב""י ע""ש ועיין לעיל בסימן קע""ה: ",aggresive-ngram,42.24068
4,--,Ibn Ezra on Proverbs 22:21:3,Ibn Ezra on Proverbs -- Daat,he,"וטעם להשיב - כענין וישב משה את דברי העם אל ה', כלומר כשאודיעך קשט דברי אמת כמו כן אשיב לו אמרים כענין נעשה ונשמע.",hebmorph-standard,60.51766
5,--,"Mei HaShiloach, Mei HaShiloach Anthology, Deuteronomy, Vaetchanan 1","Mei HaShiloach; Publication of Sifrei Izhbitza Radzin, Bnei Brak 2005.",he,"פן תשכח את הדברים אשר ראו עיניך וכו' יום אשר עמדת לפני ה' אלהיך בחרב. ענין זכירת מעמד הר סיני שאנו מצווים לזכור בכל יום, המכוון על קבלת עול מלכות שמים מחדש מצידנו, כמו שאמרנו אז כל אשר דיבר ה' נעשה ונשמע (שמות כ""ד,ז') שיתחדש בלבנו השמיעה והקבלה בכל יום מחדש. ועל זה הוא מצוות קריאת שמע בכל יום בבקר השכם שמע ישראל וגו' כדי לקבל עלינו עול מלכות שמים ע""י שמיעה הזאת בכל יום מחדש. וכענין ששמעתי בשם הרב הק' הרבי מלובלין זצוק""ל שאמר בכל יום בבקר, הנני מקבל עלי מעתה להיות טוב באמת.(פרי צדיק משפטים ג')",hebmorph-exact,7.70739
6,n,"Bekhor Shor, Exodus 28:35:1","Bekhor Shor, Leipzig, 1856",he,"ונשמע קולו. ולא יבא לפני כגנב במחתרת ומכאן למדנו דרך ארץ שלא יכנס אדם לביתו של חבירו פתאם שמא יעשה או יאמר דבר סתר וכשישמענו בא יסתיר מפניו:
",ngram,15.842912
7,--,Zohar 3:82b:16,Torat Emet Zohar,he,", וצווי דיליה, אינון פקודין דעשה. והא אוקמוה מארי מתניתין, יש מצווה ועושה. ובגין כך איהו נעשה ונשמע. והאי איהו כבוד דאבא ואימא, דיצוה לבריה דיעבד הכי ואיהו עביד מיד, בלא עכובא כלל. 
",hebmorph-exact,8.822081
8,--,Tosafot on Shabbat 88a:5:1,Vilna Edition,he,"כפה עליהן הר כגיגית - ואע""פ שכבר הקדימו נעשה לנשמע שמא יהיו חוזרים כשיראו האש הגדולה שיצאתה נשמתן והא דאמר בפ""ק דמס' ע""ז (דף ב:) כלום כפית עלינו הר כגיגית דמשמע דאם היה כופה עליהן לא היה להן תשובה והכא אמר דמודעא רבה לאורייתא היינו על מה שלא קבלוה אבל מה שלא קיימוה איכא תשובה:",hebmorph-standard,40.70543
9,n,Rashi on Genesis 25:9:1,On Your Way,he,"יצחק וישמעאל. מכאן שעשה ישמעאל תשובה והוליך את יצחק לפניו, והיא שיבה טובה שנאמר באברהם:
",aggresive-ngram,48.449867
10,n,Radak on Genesis 25:8:2,"Presburg : A. Schmid, 1842",he,"בשיבה טובה, שראה לו בנים ובני בנים, והיה בטובה ובכבוד כל ימי חייו. ובדרש (ב""ב ט""ז) שעשה ישמעאל תשובה בחייו. ",aggresive-ngram,44.864796
11,--,Shir HaShirim Rabbah 2:14:4,Daat Shir Hashirim Rabbah,he,"רבי עקיבא פתר קרייה בישראל  בשעה שעמדו לפני הר סיני.  יונתי בחגוי הסלע  שהיו חבויין בסתרו של סיני.  הראיני את מראיך  שנאמר: וכל העם רואים את הקולות.  השמיעני את קולך  זה קול שלפני הדברות שנאמר: (שמות כ""ד) כל אשר דבר ה' נעשה ונשמע.  כי קולך ערב  זה קול שלאחר הדברות. שנאמר: (דברים ה') וישמע ה' את קול דבריכם וגו' הטיבו כל אשר דברו.  מהו הטיבו?  כל אשר דברו.   חייא בר אדא ובר קפרא  חד אמר:  הטבה, כהטבת הנרות.   וחד אמר:  הטבה, כהטבת הקטורת.  ומראך נאוה  שנאמר: (שמות כ') וירא העם וינועו ויעמדו מרחוק.",hebmorph-exact,7.9501786
