Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Mishnah Gittin 4:2,Sefaria Community Translation,en," divorce].  Rabban Gamliel the Elder enacted that they not be able to do this, due to [the need for] repairing the world [Tikkun HaOlam].  At first, a man could change his name and her name, the name of his",aggresive-ngram,164.65207
1,n,Me'or Einayim 14:2:1,Sefaria Community Translation,en," all their service, wherein they made them serve with rigor [b’farekh] (Ex. 1:14), that is argumentation [pirkha]” (Tikkun 9, Supplement 147a), which is to say that all of this was in exile in Egypt",ngram,4.223061
2,n,Mishnah Bikkurim 3:1,Sefaria Community Translation,en,"How does one designate the Bikkurim [first-fruits that must be brought to the Temple in Jerusalem and given to the Kohen]? A person goes to one's field and sees a date that is bearing fruit, a bunch",aggresive-ngram,5.3882437
3,n,Mishnah Berakhot 1:4,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en," aravim"" and ahavath olam""] and two after it [""emeth ve'emunah"" and ""hashkiveinu""], one long and the other short. [This refers to the two benedictions before it. ""Yotzer or"" is long, opening with",infreq,11.100789
4,n,"Shulchan Arukh, Orach Chayim 60:1",Sefaria Community Translation,en,"The second blessing is 'Ahavat Olam'. (COMMENT: There are those who say 'Ahavah Raba', and this is in fact the custom in all lands of Ashkenaz.) It does not start with the word 'Baruch', since it",infreq,10.8169775
5,n,Mishnah Bikkurim 3:9,Sefaria Community Translation,en,"Rabbi Shimon ben Nanas said, one may adorn the Bikkurim [basket with species] outside of the seven species. Rabbi Akiva said, the Bikkurim may be adorned only with the seven species.",aggresive-ngram,5.404273
6,n,Mishnah Bikkurim 3:8,Sefaria Community Translation,en,Wealthy people would bring their Bikkurim in baskets of silver and of gold. Poor people would bring theirs in reed baskets of woven willow stems. Both the baskets and the Bikkurim were given to the priests.,aggresive-ngram,6.216295
7,n,Daat Zkenim on Genesis 39:5:1,Daat Zekenim translated by Rb. Eliyahu Munk,en," accusation against him by Potiphar’s wife. (Seder Olam, chapter 2 Joseph spent a total of twelve years in jail. (B’reshit Rabbah 86,6)
",infreq,7.5032
8,--,Mishnah Gittin 9:4,Eighteen Treatises from the Mishnah,en," Elazar says, ""Even if there are witnesses [signed] on it, if he gave it to her in front of witnesses it is valid. And she may collect [debts] from mortgaged property [using this document] since witnesses [need] sign on a bill of divorce only due to Tikkun HaOlam.",aggresive-ngram,123.363266
9,n,Rashi on Ezra 4:24:1,"Rabbi Mike Feuer, Jerusalem Anthology",en," Jerusalem’s destruction. From the destruction of the Temple, when Tzidkiyahu was exiled until the first year of Cyrus, was fifty-two years as it says in Seder Olam. Together with the eighteen years",hebmorph-standard,2.144067
10,--,Mishnah Eduyot 1:13,The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,en," not created for having children? viz. (Isaiah 5:18): ""Not for naught did He create it; to be settled did He form it!"" But, for the world's amendment (tikkun haolam), we force his master to free him",aggresive-ngram,89.87157
11,n,Sotah 49a:2,William Davidson Edition - English,en," stated: “Place for them mastery, O Lord” (Psalms 9:21), that is, may God grant them dignity. And Rabbi Ile’a bar Yeverekhya also says: If it were not for the prayer of Habakkuk, two Torah scholars would",aggresive-ngram,4.7900476
12,n,"Duties of the Heart, Fourth Treatise on Trust 3:45","Duties of the Heart, trans. Rabbi Yosef Sebag",en,"2. In the way of exchanging, to pay him more good in Olam Haba (the afterlife), as written ""to benefit you in your end"" (Devarim 8:16).",infreq,11.998433
13,n,Mishnah Bikkurim 1:3,Sefaria Community Translation,en,"One only brings Bikkurim from the seven species [special to the Land of Israel, listed in Deut. 8:8], [but] not from the dates of the mountains or from fruits of the valley, nor from oil-olives that",aggresive-ngram,4.5525765
14,n,Rashbam on Exodus 12:40:1,"Eliyahu Munk, HaChut Hameshulash",en," (according to Seder Olam). On the other hand, the “400 years” commenced when Avraham had fathered Yitzchok at 100 years of age. I have explained all this in my commentary on the covenant of the pieces.",infreq,7.5509815
15,n,Maaseh Rav 1:1,Sefaria Community Translation,en,To arise at midnight and recite Tikkun Chatzot.,ngram,3.5282125
16,n,Rashi on Exodus 14:5:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,” (Exodus 15:1 ff.) as the Scriptural lesson on the seventh day of the Festival (Megillah 31a; Seder Olam 5; cf. Sotah 12b).,infreq,8.136125
17,n,Rashi on Numbers 7:12:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,"ביום הראשון ON THE FIRST DAY — That day received ten crowns (was distinguished in ten different ways): it was the same day as was the first day of Creation, the first day on which the princes offered etc., as it is set forth in Seder Olam 7 (cf. Rashi on Leviticus 9:1 and Note 2 thereon).",infreq,9.085712
18,n,Rashi on Leviticus 9:1:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en," erected (cf. Rashi on Exodus 40:29) and it (that day) received ten crowns (it was distinguished in ten different ways) which are enumerated in Seder Olam 7 (Sifra, Shemini, Mechilta d'Miluim 2 1; Shabbat 87b).",infreq,9.933771
