yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Demai 1:1:2-11,"['אמר רבי יוחנן לפי שרוב מינין הללו אין באין אלא מן ההפקר לפיכך מנו אותן חכמים', 'ר""ש בן לקיש אומר לא שנו אלא דמאי אבל ודאי חייבין רבי יוחנן אמר לא שנייא בין דמאי בין ודאי פטורין וקשיא על רבי יוחנן לא שנו אלא דמאי אבל ודאי חייבין אמר רבי לא לפי שבכל מקום ומקום לא חשיב אלא דמאי והכא לא אתינן אלא ודאי', 'מתניתא מסייע לר""י מכזיב ולהלן פטור מן הדמאי ושנייא היא מכזיב להלן בין דמאי בין ודאי אוף הכא לא שנייא בין דמאי בין ודאי', 'מתניתא פליגא על ריש לקיש אם היו נשמרים חייבין עיקרן לא מן ההפקר הן באין פתר לה אחר רוב נשמרים אתא חמי אם הרוב משמרין ד""ה חייבין בין דמאי בין ודאי אם אין הרוב משמרים ד""ה פטורין בין דמאי בין ודאי מחצה על מחצה לית יכיל דתנינן מחצה על מחצה דמאי אמר רבי זירא לא סוף דבר הקלין שבדמאי אלא אפילו דמאי עצמו', 'תני נכנס לעיר שרובה עכו""ם ספק רוב משמרין ספק אין הרוב משמרין ד""ה חייבין בין דמאי בין ודאי נכנס לעיר שרובה ישראל ספק רוב משמרין ספק אין הרוב משמרין ד""ה פטורין בין דמאי בין ודאי ספק רוב עכו""ם ספק רוב ישראל ספק רוב משמרין ספק אין הרוב משמרין מחלוקת ר""י ור\' שמעון בן לקיש', 'אילו הן השיתין ר""ש בריה דרבי אבא אמר אילו שהן יוצאות מתחת העלין', ""הבכורות והמסייפות הרי אלו פטורות ואילו הן הבכורות עד שלא הושיב שומר עליהן ובשומר הדבר תלוי אמר רבי יוסי כשאין בהן כדי טיפול שומר ואילו הן המסוייפות משיקפלו המקצועות ר' לעיי אמר משום רבי אליעזר הבכורות הרי אלו חייבות מפני שהן בחזקת משתמרות ר' יוסי בן חלפתא אמר השיתין שבציפורין הרי אלו חייבות מפני שהן בחזקת משתמרות"", 'נסתייפו התאיני\' והוא משמר שדהו מפני ענבים ענבים והוא משמר שדהו מפני הירק אם נכנס הוא הפועל וב""ה מקפיד עליו אסורות משום גזל', 'עולא ב""ר ישמעאל בשם רבי יוחנן רבי ורבי יוסי ב""ר יהודא נכנסו לוכל במסוייפות וצווח בהן השומר ומשך ר""י בר""י את ידיו מהן אמר לו רבי אכול שכבר נתייאשו הבעלים מהן רבי יוחנן בעי צווח ואת אמר הכין אמר רבי יונה יאות הוא מקשי: והא מתניתא פליגא הסיאה והאיזוב והקורנית שבחצר אם היו נשמרין חייבי\' אם בגינה אפי\' נשמרין פטורי\' תמן יכול הוא לומר לו הרי כל העולם כולו לפניך ברם הכא כלכלה אחת היא ואני משמרה לבעל מלאכתי', 'תני רבי יוסי ב""ר יהודא הנובלות הנמכרות עם התמרים הרי אילו פטורות מה שתי קופות זו בצד זו או שתי קופות זו על גב זו לא שניי\' היא זו בצד זו והיא זו על גב זו אלא כי אנן קיימין במעורבות כשהטילו שאור או כשלא הטילו שאור רבי מנא אמר כשהטילו שאור אנן קיימין אם כשהטילו שאור בפני עצמן יהו חייבות לית יכול דאמר רבי יוחנן מפני שרוב המינין האילו באין מן ההפקר לפיכך מנו אותן חכמים רבי חנינא אמר כשלא הטילו שאור אנן קיימין אם כשלא הטילו שאור אפילו במעורבות יהו פטורין לית יכיל דאמר רבי ישמעאל ב""ר יוסי משום אביו אשכול שביכר בו גרגיר יחידי כולו חיבור למעשרו\' רבי יוסי ב""ר בון אמר ר""ז ורבי חילא חד אמר כהדין וחד אמר כהדין וחכמים אומרים לא כדברי זה ולא כדברי זה אלא אפילו שהטילו שאור חייבות ושלא הטילו שאור פטורות']",Jerusalem Talmud Sheviit 9:1:4,"וְלָמָּה לֹא תַנִּינָן הַסִּיאָה וְהָאֵזוֹב וְהַקּוֹרְנִית עִמְּהוֹן שֶׁלֹּא תֹאמַר אֵילּוּ נִשְׁמָרִין בֶּחָצֵר וְחַייָבִין. וְאֵילּוּ נִשְׁמָרִין בֶּחָצֵר וּפְטוּרִין. אֶלָּא אֵילּוּ וְאֵילּוּ אִם הָיוּ נִשְׁמָרִין בֶּחָצֵר חַייָבִין. אֵילּוּ נִשְׁמָרִין בְּגִינָּה וְחַייָבִין. <i data-commentator=""Guggenheimer Notes"" data-label=""13""></i> וְאֵילּוּ נִשְׁמָרִין בְּגִינָּה וּפְטוּרִין. אֶלָּא אֵילּוּ וְאֵילּוּ אִם נִשְׁמָרִין בֶּגִינָּה פְּטוּרִין. וְלָמָּה לֹא תַנִּינָן אֶלָָּא אִילֵּין הוּא שֶׁלֹּא תֹאמַר הוֹאִיל וְרוֹב הַמִּינִין הַלָּלוּ נִזְרָעִין וּבָאִין מִן הָאָסוּר יְהוּ אֲסוּרִין לְפוּם כֵּן צָרִיךְ מֵימַר מוּתָּרִין."
Jerusalem Talmud Demai 1:1:4,"מתניתא מסייע לר""י מכזיב ולהלן פטור מן הדמאי ושנייא היא מכזיב להלן בין דמאי בין ודאי אוף הכא לא שנייא בין דמאי בין ודאי",Mishnah Demai 1:3,"הַלּוֹקֵחַ לְזֶרַע וְלִבְהֵמָה, קֶמַח לְעוֹרוֹת, שֶׁמֶן לְנֵר, שֶׁמֶן לָסוּךְ בּוֹ אֶת הַכֵּלִים, פָּטוּר מִן הַדְּמַאי. מִכְּזִיב וּלְהַלָּן, פָּטוּר מִן הַדְּמַאי. חַלַּת עַם הָאָרֶץ, וְהַמְדֻמָּע, וְהַלָּקוּחַ בְּכֶסֶף מַעֲשֵׂר שֵׁנִי, וּשְׁיָרֵי הַמְּנָחוֹת, פְּטוּרִין מִן הַדְּמַאי. שֶׁמֶן עָרֵב, בֵּית שַׁמַּאי מְחַיְּבִין, וּבֵית הִלֵּל פּוֹטְרִין: 
"
Jerusalem Talmud Demai 1:1:5,"מתניתא פליגא על ריש לקיש אם היו נשמרים חייבין עיקרן לא מן ההפקר הן באין פתר לה אחר רוב נשמרים אתא חמי אם הרוב משמרין ד""ה חייבין בין דמאי בין ודאי אם אין הרוב משמרים ד""ה פטורין בין דמאי בין ודאי מחצה על מחצה לית יכיל דתנינן מחצה על מחצה דמאי אמר רבי זירא לא סוף דבר הקלין שבדמאי אלא אפילו דמאי עצמו",Tosefta Demai (Lieberman) 1:1,"הקלין <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>שבדמיי, השיתין <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>והרימין <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>והחוזרדין חזקתן בכל מקום פטורין, <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>ואם היו משתמרין חייבין, אם כחס על <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>שדהו <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>פטורין. ר' <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>יוסה <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>אומ' שיתין <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>שבציפורין חייבות, <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>מפני שהן <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>משתמרות. ר' יוסי <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>בר' יהודה <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>או' הנובלות <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>שנמכרות עם <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>התמרים חייבות. <i data-commentator=""Variants"" data-label=""טז"" data-order=""16""></i>וחכמים <i data-commentator=""Variants"" data-label=""יז"" data-order=""17""></i>או' עד שלא <i data-commentator=""Variants"" data-label=""יח"" data-order=""18""></i>יטילו שאור פטורות, <i data-commentator=""Variants"" data-label=""יט"" data-order=""19""></i>משייטילו שאור חייבות."
Jerusalem Talmud Demai 1:1:5,"מתניתא פליגא על ריש לקיש אם היו נשמרים חייבין עיקרן לא מן ההפקר הן באין פתר לה אחר רוב נשמרים אתא חמי אם הרוב משמרין ד""ה חייבין בין דמאי בין ודאי אם אין הרוב משמרים ד""ה פטורין בין דמאי בין ודאי מחצה על מחצה לית יכיל דתנינן מחצה על מחצה דמאי אמר רבי זירא לא סוף דבר הקלין שבדמאי אלא אפילו דמאי עצמו",Mishnah Makhshirin 2:10,"הַמּוֹצֵא פֵרוֹת בַּדֶּרֶךְ, אִם רֹב מַכְנִיסִין לְבָתֵּיהֶן, פָּטוּר. וְלִמְכֹּר בַּשּׁוּק, חַיָּב. מֶחֱצָה לְמֶחֱצָה, דְּמַאי. אוֹצָר שֶׁיִּשְׂרָאֵל וְנָכְרִים מַטִּילִין לְתוֹכוֹ, אִם רֹב נָכְרִים, וַדַּאי. וְאִם רֹב יִשְׂרָאֵל, דְּמַאי. מֶחֱצָה לְמֶחֱצָה, וַדַּאי, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, אֲפִלּוּ כֻלָּם נָכְרִים וְיִשְׂרָאֵל אֶחָד מַטִּיל לְתוֹכוֹ, דְּמַאי: 
"
Jerusalem Talmud Demai 1:1:8,הבכורות והמסייפות הרי אלו פטורות ואילו הן הבכורות עד שלא הושיב שומר עליהן ובשומר הדבר תלוי אמר רבי יוסי כשאין בהן כדי טיפול שומר ואילו הן המסוייפות משיקפלו המקצועות ר' לעיי אמר משום רבי אליעזר הבכורות הרי אלו חייבות מפני שהן בחזקת משתמרות ר' יוסי בן חלפתא אמר השיתין שבציפורין הרי אלו חייבות מפני שהן בחזקת משתמרות,Tosefta Demai (Lieberman) 1:3,"<i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>הבכרות והסייפות <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>בגנה חייבות, <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>בבקעה <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>פטורות. <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>אלו הן <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>הבכרות, עד שלא <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>ישיבו <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>שומר. <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>הסייפות משיקפלו המקצעות. ר' <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>לעיי <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>או' <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>משם ר' <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>ליעזר <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>הבכורות לעולם חייבות, מפני שהן <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>משתמרות."
Jerusalem Talmud Demai 1:1:8,הבכורות והמסייפות הרי אלו פטורות ואילו הן הבכורות עד שלא הושיב שומר עליהן ובשומר הדבר תלוי אמר רבי יוסי כשאין בהן כדי טיפול שומר ואילו הן המסוייפות משיקפלו המקצועות ר' לעיי אמר משום רבי אליעזר הבכורות הרי אלו חייבות מפני שהן בחזקת משתמרות ר' יוסי בן חלפתא אמר השיתין שבציפורין הרי אלו חייבות מפני שהן בחזקת משתמרות,Tosefta Demai (Lieberman) 1:1,"הקלין <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>שבדמיי, השיתין <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>והרימין <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>והחוזרדין חזקתן בכל מקום פטורין, <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>ואם היו משתמרין חייבין, אם כחס על <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>שדהו <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>פטורין. ר' <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>יוסה <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>אומ' שיתין <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>שבציפורין חייבות, <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>מפני שהן <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>משתמרות. ר' יוסי <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>בר' יהודה <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>או' הנובלות <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>שנמכרות עם <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>התמרים חייבות. <i data-commentator=""Variants"" data-label=""טז"" data-order=""16""></i>וחכמים <i data-commentator=""Variants"" data-label=""יז"" data-order=""17""></i>או' עד שלא <i data-commentator=""Variants"" data-label=""יח"" data-order=""18""></i>יטילו שאור פטורות, <i data-commentator=""Variants"" data-label=""יט"" data-order=""19""></i>משייטילו שאור חייבות."
Jerusalem Talmud Demai 1:1:9,"נסתייפו התאיני' והוא משמר שדהו מפני ענבים ענבים והוא משמר שדהו מפני הירק אם נכנס הוא הפועל וב""ה מקפיד עליו אסורות משום גזל",Tosefta Maasrot (Lieberman) 3:12,"<i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>וקושר את בהמתו על גבי הפקר, אבל לא על גבי לקט שכהה <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>ופיאה, אבל עוקר ומשליך <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>לפניה. <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>אסיפת <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>תאנים <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>ומשמר שדהו מפני <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>ענבים, <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>אסיפת ענבים ומשמר שדהו מפני ירק, <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>אם היו פועלין עוברין <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>ביניהן, <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>אם היה בעל הבית <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>מקפיד <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>עליהן הרי <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>אלו חייבין, ואם לאו הרי <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>אלו <i data-commentator=""Variants"" data-label=""טז"" data-order=""16""></i>פטורין."
Jerusalem Talmud Demai 1:1:9,"נסתייפו התאיני' והוא משמר שדהו מפני ענבים ענבים והוא משמר שדהו מפני הירק אם נכנס הוא הפועל וב""ה מקפיד עליו אסורות משום גזל",Pesachim 6b,"['שֶׁהֲרֵי מֹשֶׁה עוֹמֵד בְּפֶסַח רִאשׁוֹן, וּמַזְהִיר עַל הַפֶּסַח שֵׁנִי, שֶׁנֶּאֱמַר: ״וְיַעֲשׂוּ בְנֵי יִשְׂרָאֵל אֶת הַפָּסַח בְּמוֹעֲדוֹ״, וּכְתִיב: ״וַיְהִי אֲנָשִׁים אֲשֶׁר הָיוּ טְמֵאִים לְנֶפֶשׁ אָדָם״.', 'וְרַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אָמַר לָךְ: אַיְּידֵי דְּאַיְירִי בְּמִילֵּי דְפִסְחָא, מַסִּיק לְהוּ לְכׇל מִילֵּי דְפִסְחָא.', 'מַאי טַעְמָא דְּרַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל? שֶׁהֲרֵי מֹשֶׁה עוֹמֵד בְּרֹאשׁ הַחֹדֶשׁ, וּמַזְהִיר עַל הַפֶּסַח, שֶׁנֶּאֱמַר: ״הַחֹדֶשׁ הַזֶּה לָכֶם רֹאשׁ חֳדָשִׁים״, וּכְתִיב: ״דַּבְּרוּ אֶל כׇּל עֲדַת יִשְׂרָאֵל לֵאמֹר בֶּעָשֹׂר לַחֹדֶשׁ הַזֶּה וְיִקְחוּ לָהֶם אִישׁ שֶׂה לְבֵית אָבוֹת וְגוֹ׳״.', 'מִמַּאי דִּבְרֵישׁ יַרְחָא קָאֵי? דִּילְמָא בְּאַרְבְּעָה בְּיַרְחָא אוֹ בְּחַמְשָׁה בְּיַרְחָא קָאֵי?', 'אֶלָּא אָמַר רַבָּה בַּר שִׁימִי מִשְּׁמֵיהּ דְּרָבִינָא, מֵהָכָא: ״וַיְדַבֵּר ה׳ אֶל מֹשֶׁה בְמִדְבַּר סִינַי בַּשָּׁנָה הַשֵּׁנִית בַּחֹדֶשׁ הָרִאשׁוֹן״, וּכְתִיב: ״וְיַעֲשׂוּ בְנֵי יִשְׂרָאֵל אֶת הַפָּסַח בְּמוֹעֲדוֹ״. הָכָא נָמֵי, מִמַּאי דִּבְרֵישׁ יַרְחָא קָאֵי? דִּילְמָא בְּאַרְבְּעָה בְּיַרְחָא אוֹ בְּחַמְשָׁה בְּיַרְחָא קָאֵי?', 'אָמַר רַב נַחְמָן בַּר יִצְחָק: אַתְיָא ״מִדְבָּר״ מִ״מִּדְבָּר״. כְּתִיב הָכָא: ״בְּמִדְבַּר סִינַי״, וּכְתִיב הָתָם: ״וַיְדַבֵּר ה׳ אֶל מֹשֶׁה בְּמִדְבַּר סִינַי בְּאֹהֶל מוֹעֵד בְּאֶחָד לַחֹדֶשׁ הַשֵּׁנִי״. מָה לְהַלָּן בְּרֹאשׁ חֹדֶשׁ — אַף כָּאן בְּרֹאשׁ חֹדֶשׁ.', 'וְנִיכְתּוֹב בְּרֵישָׁא דְּחֹדֶשׁ רִאשׁוֹן, וַהֲדַר נִיכְתּוֹב דְּחֹדֶשׁ שֵׁנִי. אָמַר רַב מְנַשְּׁיָא בַּר תַּחְלִיפָא מִשְּׁמֵיהּ דְּרַב: זֹאת אוֹמֶרֶת אֵין מוּקְדָּם וּמְאוּחָר בַּתּוֹרָה.', 'אָמַר רַב פָּפָּא: לָא אֲמַרַן אֶלָּא בִּתְרֵי עִנְיָינֵי, אֲבָל בְּחַד עִנְיָינָא, מַאי דְּמוּקְדָּם — מוּקְדָּם, וּמַאי דִּמְאוּחָר — מְאוּחָר. דְּאִי לָא תֵּימָא הָכִי, ״כְּלָל וּפְרָט — אֵין בַּכְּלָל אֶלָּא מַה שֶּׁבַּפְּרָט״, דִּילְמָא פְּרָט וּכְלָל הוּא!', 'וְתוּ, ״פְּרָט וּכְלָל נַעֲשֶׂה כְּלָל מוּסָף עַל הַפְּרָט״, דִּילְמָא כְּלָל וּפְרָט הוּא!', 'אִי הָכִי, אֲפִילּוּ בִּתְרֵי עִנְיָינֵי נָמֵי! הָנִיחָא לְמַאן דְּאָמַר ״כְּלָל וּפְרָט הַמְרוּחָקִין זֶה מִזֶּה — אֵין דָּנִין אוֹתוֹ בִּכְלָל וּפְרָט״, שַׁפִּיר, אֶלָּא לְמַאן דְּאָמַר ״דָּנִין״, מַאי אִיכָּא לְמֵימַר?', 'אֲפִילּוּ לְמַאן דְּאָמַר ״דָּנִין״, הָנֵי מִילֵּי — בְּחַד עִנְיָינָא. אֲבָל בִּתְרֵי עִנְיָינֵי — אֵין דָּנִין.', 'אָמַר רַב יְהוּדָה אָמַר רַב: הַבּוֹדֵק צָרִיךְ שֶׁיְּבַטֵּל. מַאי טַעְמָא, אִי נֵימָא מִשּׁוּם פֵּירוּרִין — הָא לָא חֲשִׁיבִי.', 'וְכִי תֵּימָא: כֵּיוָן דִּמְינַטַּר לְהוּ אַגַּב בֵּיתֵיהּ — חֲשִׁיבִי, וְהָתַנְיָא: סוֹפֵי תְאֵנִים, וּמְשַׁמֵּר שָׂדֵהוּ מִפְּנֵי עֲנָבִים. סוֹפֵי עֲנָבִים, וּמְשַׁמֵּר שָׂדֵהוּ מִפְּנֵי מִקְשָׁאוֹת וּמִפְּנֵי מִדְלָעוֹת,', 'בִּזְמַן שֶׁבַּעַל הַבַּיִת מַקְפִּיד עֲלֵיהֶן — אֲסוּרִין מִשּׁוּם גֵּזֶל, וְחַיָּיבִין בְּמַעֲשֵׂר. בִּזְמַן שֶׁאֵין בַּעַל הַבַּיִת מַקְפִּיד עֲלֵיהֶן — מוּתָּרִין מִשּׁוּם גֵּזֶל, וּפְטוּרִין מִשּׁוּם מַעֲשֵׂר.', 'אָמַר רָבָא: גְּזֵירָה שֶׁמָּא יִמְצָא גְּלוּסְקָא יָפָה וְדַעְתֵּיהּ עִילָּוֵיהּ. וְכִי מַשְׁכַּחַתְּ לֵיהּ לְבַטְּלֵיהּ!', 'דִּילְמָא מַשְׁכַּחַתְּ לֵיהּ לְבָתַר אִיסּוּרָא, וְלָאו בִּרְשׁוּתֵיהּ קָיְימָא, וְלָא מָצֵי מְבַטֵּיל. דְּאָמַר רַבִּי אֶלְעָזָר: שְׁנֵי דְבָרִים אֵינָן בִּרְשׁוּתוֹ שֶׁל אָדָם, וַעֲשָׂאָן הַכָּתוּב כְּאִילּוּ בִּרְשׁוּתוֹ, וְאֵלּוּ הֵן: בּוֹר בִּרְשׁוּת הָרַבִּים, וְחָמֵץ מִשֵּׁשׁ שָׁעוֹת וּלְמַעְלָה.', 'וְנִיבַטְּלֵיהּ בְּאַרְבַּע, וְנִיבַטְּלֵיהּ בְּחָמֵשׁ? כֵּיוָן דְּלָאו זְמַן אִיסּוּרָא הוּא וְלָאו זְמַן בִּיעוּרָא הוּא, דִּילְמָא פָּשַׁע וְלָא מְבַטֵּל לֵיהּ.']"
Jerusalem Talmud Demai 1:1:10,"עולא ב""ר ישמעאל בשם רבי יוחנן רבי ורבי יוסי ב""ר יהודא נכנסו לוכל במסוייפות וצווח בהן השומר ומשך ר""י בר""י את ידיו מהן אמר לו רבי אכול שכבר נתייאשו הבעלים מהן רבי יוחנן בעי צווח ואת אמר הכין אמר רבי יונה יאות הוא מקשי: והא מתניתא פליגא הסיאה והאיזוב והקורנית שבחצר אם היו נשמרין חייבי' אם בגינה אפי' נשמרין פטורי' תמן יכול הוא לומר לו הרי כל העולם כולו לפניך ברם הכא כלכלה אחת היא ואני משמרה לבעל מלאכתי",Jerusalem Talmud Demai 7:1:7,"מִילֵּיהוֹן דְּרַבָּנִין פְּלִיגִין דְּאָמַר רִבִּי שְׁמוּאֵל בַּר רִבִּי יִצְחָק רִבִּי וְרִבִּי יוֹסֵי בֵּי רִבִּי יְהוּדָה נִתְאָֽרְחוּ אֶצֶל בַּעַל הַבַּיִת אֶחָד. אֲזַל <i data-overlay=""Venice Columns"" data-value=""26b""></i>לִישְׁנָא בִישָׁא אֲמַר לֵיהּ הַב דַּעְתָּךְ דְּאִינּוּן מְחַשְׁדּוּנָךְ יְתִיב לֵיהּ מְעַייְנֵי לוֹן וַהֲווֹן עָֽבְדִין נַפְשִׁין מִזְרְקִין אִילֵּין לְאִילֵּין וּמְתַקְּנִין. וְאֵינוֹ רוֹצֶה הֲנָחַת רוּחַ. רוֹצֶה הוּא אֶלָּא דְלָא בְּעֵי דְחַשְׁדּוּנֵיהּ."
Jerusalem Talmud Demai 1:1:10,"עולא ב""ר ישמעאל בשם רבי יוחנן רבי ורבי יוסי ב""ר יהודא נכנסו לוכל במסוייפות וצווח בהן השומר ומשך ר""י בר""י את ידיו מהן אמר לו רבי אכול שכבר נתייאשו הבעלים מהן רבי יוחנן בעי צווח ואת אמר הכין אמר רבי יונה יאות הוא מקשי: והא מתניתא פליגא הסיאה והאיזוב והקורנית שבחצר אם היו נשמרין חייבי' אם בגינה אפי' נשמרין פטורי' תמן יכול הוא לומר לו הרי כל העולם כולו לפניך ברם הכא כלכלה אחת היא ואני משמרה לבעל מלאכתי",Jerusalem Talmud Sheviit 6:4:3,"עוּלָּא בַּר יִשְׁמָעֵאל בְּשֵׁם רִבִּי חֲנִינָה. רִבִּי וְרִבִּי יוֹסֵי בַּר יְהוּדָה נַחְתוֹן לְעַכּוֹ. וְאִיתְקַבְּלוּן גַּבֵּי רִבִּי מָנָא. אָמַר לָהֶן רִבִּי עֲשֵׂה לָנוּ לֹפַּס אֶחָד שֶׁל יֶרֶק עֲבַד לֵיהּ קוּפָּד. לְמָחָר אָמַר לֵיהּ עֲשֵׂה לָנוּ לֹפַּס אֶחָד שֶׁל יֶרֶק עֲבַד לֵיהּ תַּרְנְגוֹלְתָא. אָמַר רִבִּי נִיכָּר הוּא זֶה שֶׁהוּא מִפֶּתַח שֶׁל סָמָאֵל. <i data-commentator=""Guggenheimer Notes"" data-label=""134""></i> אָמַר לֵיהּ רִבִּי יוֹסֵי בֵּי רִבִּי יְהוּדָה אֲפִילוּ מִפֶּתַח שֶׁל סָמָאֵל אֵינוֹ. וְלָמָּה עֲבַד כֵּן דּוּ תַלְמִיד מִן תַּלְמִידוֹי דְּרִבִּי יוּדָה. דְּרִבִּי יוּדָה אָמַר הַיֶּרֶק אָסוּר בִּסְפָרֵי אֶרֶץ יִשְׂרָאֵל. כַּד אֲתָא לְגַבֵּהּ תַּנֵּי לֵהּ עוּבְדָא. אָמַר לֵיהּ צָרִיךְ הֲוֵיתָה עֲבִיד כְּװָתִין."
