yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Bava Batra 1:1:2,היך תנינן תמן אין חולקין את החצר עד שיהא ארבע אמות לזה וארבע אמות לזה. אמרי תמן בשאין שניהן רוצין ברם הכא בששניהן רוצין ואפילו תימר הכא בשאין שניהן רוצין רצה זה כופין לזה רצה זה כופין לזה. אמר רבי יוחנן כופין בחצירות ואין כופין בגנות רבי נסה סבר מימר בחצר שהוא למעלה מן הגג אבל גג שהוא למעלה מן החצר כופין. ר' יוחנן סבר מימר בחצר שהוא למעלה מן הגג כופין אבל גג שהוא למעלה מן החצר אין כופין:,Mishnah Bava Batra 1:6,"אֵין חוֹלְקִין אֶת הֶחָצֵר, עַד שֶׁיְּהֵא אַרְבַּע אַמּוֹת לָזֶה וְאַרְבַּע אַמּוֹת לָזֶה. וְלֹא אֶת הַשָּׂדֶה, עַד שֶׁיְּהֵא בָהּ תִּשְׁעָה קַבִּין לָזֶה וְתִשְׁעָה קַבִּין לָזֶה. רַבִּי יְהוּדָה אוֹמֵר, עַד שֶׁיְּהֵא בָהּ תִּשְׁעַת חֲצָאֵי קַבִּין לָזֶה וְתִשְׁעַת חֲצָאֵי קַבִּין לָזֶה. וְלֹא אֶת הַגִּנָּה, עַד שֶׁיְּהֵא בָהּ חֲצִי קַב לָזֶה וַחֲצִי קַב לָזֶה. רַבִּי עֲקִיבָא אוֹמֵר, בֵּית רֹבַע. וְלֹא אֶת הַטְּרַקְלִין, וְלֹא אֶת הַמּוֹרָן, וְלֹא אֶת הַשּׁוֹבָךְ, וְלֹא אֶת הַטַּלִּית, וְלֹא אֶת הַמֶּרְחָץ, וְלֹא אֶת בֵּית הַבַּד, עַד שֶׁיְּהֵא בָהֶן כְּדֵי לָזֶה וּכְדֵי לָזֶה. זֶה הַכְּלָל, כָּל שֶׁיֵּחָלֵק וּשְׁמוֹ עָלָיו, חוֹלְקִין. וְאִם לָאו, אֵין חוֹלְקִין. אֵימָתַי, בִּזְמַן שֶׁאֵין שְׁנֵיהֶם רוֹצִים. אֲבָל בִּזְמַן שֶׁשְּׁנֵיהֶם רוֹצִים, אֲפִלּוּ בְפָחוֹת מִכָּאן, יַחֲלֹקוּ. וְכִתְבֵי הַקֹּדֶשׁ, אַף עַל פִּי שֶׁשְּׁנֵיהֶם רוֹצִים, לֹא יַחֲלֹקוּ: 
"
Jerusalem Talmud Bava Batra 1:4:2,"א""ר לא כיני אורחא דמאן דמתפרנס מבני ליה שור שנאמר הון עשיר קרית עוזו וגו'. תני שעה שם שלשים יום הרי הוא כאנשי העיר לקופה. לכסות ששה חדשים. לפסים ולזימיות שנים עשר חדש ובתר כל הלין מילין איתמר לפסים ולזימיות שנים עשר חדש. א""ר יוסי בי ר' בון לחיטי הפסח בין לישא בין ליתן:",Proverbs 10:15,ה֣וֹן עָ֭שִׁיר קִרְיַ֣ת עֻזּ֑וֹ מְחִתַּ֖ת דַּלִּ֣ים רֵישָֽׁם׃
Jerusalem Talmud Bava Batra 1:4:2,"א""ר לא כיני אורחא דמאן דמתפרנס מבני ליה שור שנאמר הון עשיר קרית עוזו וגו'. תני שעה שם שלשים יום הרי הוא כאנשי העיר לקופה. לכסות ששה חדשים. לפסים ולזימיות שנים עשר חדש ובתר כל הלין מילין איתמר לפסים ולזימיות שנים עשר חדש. א""ר יוסי בי ר' בון לחיטי הפסח בין לישא בין ליתן:",Tosefta Peah (Lieberman) 4:9,"תמחוי <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>כל היום, <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>קופה מערב שבת לערב שבת. תמחוי לכל אדם, קופה <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>לעניי אותה העיר. אם <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>שהא שם שלשים יום הרי <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>הוא כאנשי <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>העיר לקופה, <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>ולכסות <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>ששה <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>חדשים. <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>לעניי העיר <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>שנים עשר <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>חדש."
Jerusalem Talmud Bava Batra 1:4:2,"א""ר לא כיני אורחא דמאן דמתפרנס מבני ליה שור שנאמר הון עשיר קרית עוזו וגו'. תני שעה שם שלשים יום הרי הוא כאנשי העיר לקופה. לכסות ששה חדשים. לפסים ולזימיות שנים עשר חדש ובתר כל הלין מילין איתמר לפסים ולזימיות שנים עשר חדש. א""ר יוסי בי ר' בון לחיטי הפסח בין לישא בין ליתן:",Jerusalem Talmud Peah 8:6:8,"רִבִּי בָּא בַּר זַבְדָּא אָמַר אִיתְפַּלְּגוּן רַב וְרִבִּי יוֹחָנָן חַד אָמַר מְדַקְדְּקִין בִּכְסוּת וְאֵין מְדַקְדְּקִין בְּחַיֵּי נְפָשׁוֹת. וְחָרָנָה אָמַר אַף בִּכְסוּת אֵין מְדַקְדְּקִין מִפְּנֵי בְרִיתוֹ שֶׁל אַבְרָהָם אָבִינוּ. מַתְנִיתָא פְלִיגָא עַל מָאן דְּאָמַר אַף בִּכְסוּת אֵין מְדַקְדְּקִין פָּתַר לֵיהּ לְפִי כְבוֹדוֹ. וְתַנִּי כֵן בְּמַה דְבָרִים אֲמוּרִים בִּזְמָן שֶׁאֵין מַכִּירִין אוֹתוֹ. אֶבָל בִּזְמָן שֶׁמַּכִּירִין אוֹתוֹ אַף מְכַסִּין אוֹתוֹ וְהַכֹּל לְפִי כְבוֹדוֹ. וְהָתַנִּי לִמְזוֹנוֹת שְׁלֹשִׁים יוֹם. לִכְסוּת שִׁשָּׁה חֳדָשִׁים. פָּתַר לָהּ לִיתֵּן <i data-commentator=""Guggenheimer Notes"" data-label=""100""></i> . וְהָתַנִּי לִמְזוֹנוֹת שְׁלֹשִׁים יוֹם לְפִיסִּין וְלִצְדָּקוֹת שְׁנֵים עָשָׂר חֹדֶשׁ הָא קַדְמִייָתָא לִיטּוֹל. עוֹד הִיא לִיתֵּן. מַהוּ לְפִיסִּין וְלִצְדָּקוֹת שְׁנֵים עָשָׂר חֹדֶשׁ בִּשְׂכַר סוֹפְרִים וּמַשְׁנִים."
Jerusalem Talmud Bava Batra 1:5:2-4,"['אמר רבי יוחנן ארבע אמות שאמרו חוץ מארבע אמות של פתחים ותני בר קפרא כן אין חולקין את החצר עד שיהא בה שמונה אמות לזה ושמונה אמות לזה. א""ר יוחנן ארבע אמות שאמרו לא שהן לו לקניין אלא שיהא מעמיד בהמתו לשעה ופורק חבילתו. ר\' יונתן מקשי כלום אמרו ארבע אמות אלא שיהא מעמיד בהמתו ופורק חבילתו לשעה. תני אף חוליית הבור יש לה ארבע אמות דבי רבי ינאי אמר אף בית התרנגולין יש להן ארבע אמות.', ""ר' יוחנן בשם רבי בנייה בכל השותפין ממחין זה על זה בחצר חוץ מן הכביסה מפני כבוד בנות ישראל אמר רבי מתניה הדא דתימר במקום שהנשים מכבסות אבל מקום שהאנשים מכבסין לא בדא. ודא דתימר חוץ מן הכביסה מפני כבוד בנות ישראל ברם בארבע אמות דנפשיה ממחי הוא בידיה. ודא דתימר בכל שותפין ממחין זה על זה בחצר בכל החצר ברם ארבע אמות דחבריה לא ממחי בידיה. ואם היה מקום מנדרון אפילו בד' אמות דחבריה ממחי בידיה דו יכיל מימר ליה את שפיך גו דידך והוא נחית גו דידי."", 'רבי יוחנן בשם רבי לעזר בי רבי שמעון מי שאינו רוצה לערב נכנסין לביתו ומערבין לו בעל כרחו. והא תני והוא אינו רוצה לערב אינו ממאן נכנסין לביתו ומערבין לו על כורחו מפני שאין ממאן אבל אם היה ממאן לא ותני כן כופין הן בני המבוי זה את זה לעשות להן לחי וקורה למבוי. א""ר יוסי בי רבי בון לא שאינו רוצה לערב אלא מנפש בישא לא בעי מערבא.']",Jerusalem Talmud Nedarim 5:1:3,שְׁנֵיהֶן אֲסוּרִין מִלְּהַעֲמִיד שָׁם רֵחַיִים וְתַנּוּר וּמִלְּגַדֵּל תַּרְנְגוֹלִין. נִצְרְכָה לְרִבִּי אֱלִיעֶזֶר בֶּן יַעֲקֹב. דּוּ מַתְנִיתָא הַשּׁוּתָפִין שֶׁנָּֽדְרוּ הֲנָייָה זֶה מִזֶּה. מִפְּנֵי שֶׁנָּֽדְרוּ הֲנָייָה זֶה מִזֶּה. הָא אִם לֹא נָֽדְרוּ הֲנָייָה זֶה מִזֶּה סְתָמָן כִּמְװָ‍ֽתְרִין אֵילּוּ לָאֵילּוּ. אָמַר רִבִּי יִרְמְיָה. נָהֲגוּ הַשּׁוּתָפִין לִהְיוֹת כִּמְװָֽתְרִין זֶה אֶת זֶה בִדְבָרִים הַלָּלוּ. תַּמָּן תַּנִּינָן. אֵילּוּ דְבָרִים שֶׁיֵּשׁ לָהֶן חֲזָקָה. אָמַר רִבִּי אֶלְעָזָר. הַמְגַדֵּל תַּרְנְגוֹלִין בֶּחָצֵר שֶׁאֵינָהּ שֶׁלּוֹ הֲרֵי זוֹ חֲזָקָה. אָמַר רִבִּי יוֹסֵי. וְיֵאוּת. אִם יֵשׁ לוֹ רְשׁוּת לְגַדֵּל הֲרֵי גִידֵּל. אִים אֵין לוֹ רְשׁוּת לְגַדֵּל הֲרֵי הֶחֱזִיק. רִבִּי יוֹחָנָן בְּשֵׁם רִבִּי בְּנָיָה. בַּכֹּל הַשּׁוּתָפִין מְעַכְּבִין זֶה עַל זֶה חוּץ מִן הַכְּבִיסָה. מִפְּנֵי כְבוֹד בְּנוֹת יִשְׂרָאֵל. אָמַר רִבִּי מַתַּנְייָה. הָדָא דְאַתְּ אֲמַר מָקוֹם שֶׁהַנָּשִׁים מְכַבְּסוֹת. אֲבָל מָקוֹם שֶׁהָאֲנָשִׁים מְכַבְּסִין לָא בְדָא. וְדָא דְאַתְּ אֲמַר חוּץ מִן הַכְּבִיסָה בְחָצֵר. בְּכָל־הֶחָצֵר. בְּרַם בְּאַרְבַּע אַמּוֹת דְּחַבְרֵיהּ לֹא מָצֵי מִימְחֵי בְיָדֵיהּ. אִם הָיָה הַמָּקוֹם מְשׁוּפָּע אֲפִילוּ בְּאַרְבַּע אַמּוֹת דְּחַבְרֵיהּ מִימְחֵי הוּא בְיָדֵיהּ. דּוּ אֲמַר לֵיהּ. אַתְּ שְׁפַךְ וְהוּא אָתֵי לְגַבִּי. תַּנֵּי. מְקוֹם הַתַּנּוּר מְקוֹם הַכִּירַיִים אֵין לָהֶן חֲזָקָה. עַל גַּבֵּיהֶן אֲפִילוּ כָּל־שֶׁהוּ יֵשׁ לָהֶן חֲזָקָה. אָמַר רִבִּי זְעִירָה. וּבִלְבַד קִירוּי שֶׁמּוֹעִיל לַתַּנּוּר.
Jerusalem Talmud Bava Batra 1:5:2,"אמר רבי יוחנן ארבע אמות שאמרו חוץ מארבע אמות של פתחים ותני בר קפרא כן אין חולקין את החצר עד שיהא בה שמונה אמות לזה ושמונה אמות לזה. א""ר יוחנן ארבע אמות שאמרו לא שהן לו לקניין אלא שיהא מעמיד בהמתו לשעה ופורק חבילתו. ר' יונתן מקשי כלום אמרו ארבע אמות אלא שיהא מעמיד בהמתו ופורק חבילתו לשעה. תני אף חוליית הבור יש לה ארבע אמות דבי רבי ינאי אמר אף בית התרנגולין יש להן ארבע אמות.",Tosefta Bava Metzia (Lieberman) 11:15,"<i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>חולית הבאר יש לה ארבע אמות. באר הקרוב לאמה מתמלא ראשון, <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>ואם קדם <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>השיני ומילא, הרי זה זריז ונשכר. <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>בנה בית לפנים <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>מביתו אין לו בחצר אלא ארבע אמות בלבד. <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>חלק בית לפנים מביתו, וגינה <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>לפנים מגינתו, אין לו בחצר אלא ארבע אמות <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>בלבד. <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>ולא יפתחם לחצר השותפין, אבל <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>פותחין לתוך <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>שלו. מי שיש <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>לו פתח במבוי, אין בני מבוי <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>כופין אותו לעשות הימנו דלת למבוי, שיכול לומר <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>רצוני <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>שאכנס בחבילתי על <i data-commentator=""Variants"" data-label=""טז"" data-order=""16""></i>פתחי."
Jerusalem Talmud Bava Batra 1:5:4,"רבי יוחנן בשם רבי לעזר בי רבי שמעון מי שאינו רוצה לערב נכנסין לביתו ומערבין לו בעל כרחו. והא תני והוא אינו רוצה לערב אינו ממאן נכנסין לביתו ומערבין לו על כורחו מפני שאין ממאן אבל אם היה ממאן לא ותני כן כופין הן בני המבוי זה את זה לעשות להן לחי וקורה למבוי. א""ר יוסי בי רבי בון לא שאינו רוצה לערב אלא מנפש בישא לא בעי מערבא.",Jerusalem Talmud Eruvin 7:10:3,רִבִּי יִצְחָק בֶּן חֲקוּלָה בְשֵׁם רִבִּי יוּדָן נְסִייָא. מְעָֽרְבִין לְאָדָם עַל כּוֹרְחוֹ. וְתַנֵּי כֵן. כּוֹפִין בְּנֵי מָנוֹי זֶה אֶת זֶה לַעֲשׁוֹת לָהֶם לֶחִי וְקוֹרָה. וְהָתַנֵּי. הֲרֵי שֶּׁאָֽמְרוּ לוֹ לְעָרֵב וְהוּא אֵינוֹ מְמָאֵן. הָיָה מְמָאֵן כּוֹפִין אוֹתוֹ. אָמַר רִבִּי מֵאִיר. מַתְנִיתָא דְּרִבִּי מֵאִיר. אָמַר רִבִּי יוֹסֵי בֵּירִבִּי בּוּן. תִּיפְתָּר כְּדִבְרֵי הַכֹּל שֶׁהָיָה צְדוּקִי. וְהָתַנֵּי. הַשּׁוכֵחַ וְלֹא עֵירֵב בֵּין שׁוֹגֵג בֵּין מֵזִיד הֲרֵי זֶה אוֹסֵר. דִּבְרֵי רִבִּי מֵאִיר. רִבִּי יוּדָן אוֹמֵר. מֵזִיד אוֹסֵר. שׁוֹגֵג אֵינוֹ אוֹסֵר. מֵזִיד אוֹסֵר. מְעָֽרְבִין לוֹ עַל כָּרְחוֹ. אֶלָּא מִשּׁוּם קְנָס. מֵעַתָּה הוּא אָסוּר וַחֲבֵירוּ מוּתָּר. מִכֵּיבָן שֶׁיְּכוֹלִין לְעָרֵב וְלֹא עֵירֵב קוֹנְסִין אוֹתוֹ. וְלֵית לֵיהּ לְרִבִּי מֵאִיר. זָכִין לָאָדָם שֶׁלֹּא בְפָנָיו וְאֵין חָבִיּן לוֹ. סְבַר רִבִּי מֵאִיר. לֵית הָדָא זְכוּ. לֹא בָעֵיי בַר נַשׁ ייֵעוֹל חֲבֵרַייָא לְבֵיתֵיהּ בַּר מִדַּצְתֵּיה.
Jerusalem Talmud Bava Batra 1:5:4,"רבי יוחנן בשם רבי לעזר בי רבי שמעון מי שאינו רוצה לערב נכנסין לביתו ומערבין לו בעל כרחו. והא תני והוא אינו רוצה לערב אינו ממאן נכנסין לביתו ומערבין לו על כורחו מפני שאין ממאן אבל אם היה ממאן לא ותני כן כופין הן בני המבוי זה את זה לעשות להן לחי וקורה למבוי. א""ר יוסי בי רבי בון לא שאינו רוצה לערב אלא מנפש בישא לא בעי מערבא.",Tosefta Bava Metzia (Lieberman) 11:18,"<i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>כופין בני חצר זה את זה לעשות לחי וקורה למבוי. כופין בני בקעה זה את זה לעשות <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>ביניהן חריץ ובן חריץ."
Jerusalem Talmud Bava Batra 1:5:5,רב חונה אמר חצר מתחלקת לפתחין אמר רב חסדא לזבלין היא מתניתא ותני כן בכירה טפח בזבלין לפי תחים באכסדר' לפי אדם. החצירות שהיו משתמשות באמה ונתקלקלה כולם מתקנות עם העליונה. והעליונה מתקנת כנגדה והשאר עם השנייה. והשנייה מתקנת כנגדה ותחתונה מתקנת עם כולם ומתקנת כנגדה. חמשה דיוטות שהיו משתמשות בבית ונתקלקל כולם מתקנות עם התחתונה והתחתונה מתקנת כנגדה והשאר עם השנייה. והשנייה מתקנת כנגדה והעליונה מתקנת כנגדה ומתקנת עם כולם. היו עשוין לגשמים יכולין למחות בידן לכביסה לכביסה אין יכולין למחות בידן לגשמים:,Tosefta Bava Metzia (Lieberman) 11:12,"זבל שבחצר מתחלק לפי <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>פתחים, <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>ואכסניא לכל אדם. הפתח <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>פתוח למרפסת, אין לו <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>אלא <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>ארבע אמות, מרפסת עצמה יש <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>לה ארבע אמות. חמשה פתחים <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>פתוחין למרפסת, אין למרפסת בחצר אלא ארבע אמות בלבד."
Jerusalem Talmud Bava Batra 1:5:5,רב חונה אמר חצר מתחלקת לפתחין אמר רב חסדא לזבלין היא מתניתא ותני כן בכירה טפח בזבלין לפי תחים באכסדר' לפי אדם. החצירות שהיו משתמשות באמה ונתקלקלה כולם מתקנות עם העליונה. והעליונה מתקנת כנגדה והשאר עם השנייה. והשנייה מתקנת כנגדה ותחתונה מתקנת עם כולם ומתקנת כנגדה. חמשה דיוטות שהיו משתמשות בבית ונתקלקל כולם מתקנות עם התחתונה והתחתונה מתקנת כנגדה והשאר עם השנייה. והשנייה מתקנת כנגדה והעליונה מתקנת כנגדה ומתקנת עם כולם. היו עשוין לגשמים יכולין למחות בידן לכביסה לכביסה אין יכולין למחות בידן לגשמים:,Tosefta Bava Metzia (Lieberman) 11:21,"חמש <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>גנות משתמשות באמה אחת, ונתקלקלה, כולן <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>מתוקנות עם העליונה, והעליונה <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>מתוקנת לעצמה, והשאר <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>מתוקנות עם השנייה, והשנייה <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>מתקנת לעצמה, <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>התחתונה שבכולן מתקנת <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>לעצמ' ומתקנת עם כולן."
