yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Makkot 1:1:2-4:2,"[['א""ר יוסי בן חנינה הכל היה בכלל לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו את שאת יכול לקיים בו ועשיתם לו כאשר זמם וגו\' את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כאשר זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם לו לא לזרעו', ""ר' יהושע בן לוי אמר ועשיתם לו שני דברים מסורין לבית דין את תופש אחד מהן יצא דבר שהוא מסור לשמים."", 'כתיב ולא יחלל זרעו בעמיו אין לי אלא זרע שהוא מתחלל היא עצמה מניין ודין הוא מה אם הזרע שלא עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עבירה ואינו מתחלל לא אם אמרתם באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת בכל מקום הואיל והיא מתחללת בכל מקום דין הוא שתתחלל. ואם נפשך לומר לא יחול ולא יחלל אף מי שהיה כשר ונתחלל.', 'בר פדייה אומר המחלל לא נתחלל היאך זה מתחלל.', 'עדים שנזדממו רבי יוחנן אמר שקר שקר עדים שנזדממו וחזרו ונשתקרו רבי יוחנן אמר שקר שקר רבי לעזר אמר רשע רשע נאמר רשע במחוייבי מיתות ונאמר רשע במחוייבי מכות מה רשע שנאמר במחוייבי מיתות אין ממון אצל מיתה אף רשע שנאמר במחוייבי מכות אין ממון אצל מכות.', 'בר פדייה אמר הוא ינוס לא זוממיו', 'ואין משלמין כל הכתובה אבל משלמין הן טובת הניית כתובה כיצד אומר כמה אדם רוצה ליתן בכתובתה של זו שמא תמות בחיי בעלה וירשנה בעלה או שמא ימות בעלה בחייה וירש הלה את כתובתה לפי כך הוא משלם:'], ['מעידים אנו באיש פלוני שהוא חייב לחבירו אלף זוז על מנת ליתנם מיכן ועד שלשים יום והוא אומר מיכן ועד עשר שנים אומדין כמה אדם רוצה ליתן ויהיו אלף זוז בידיו בין ליתנם מיכן ועד שלשים יום בין ליתנם מיכן ועד עשר שנים מעידים אנו באיש פלוני שהוא חייב לחבירו מאתים זוז ונמצאו זוממים לקוין ומשלמין שלא השם המביאו לידי מכות מביאו לידי תשלומין דברי ר""מ וחכמים אומרים כל המשלם אינו לוקה מעידין אנו באיש פלוני שהוא חייב מלקות ארבעים ונמצאו זוממין לוקים שמונים משום לא תענה ברעך עד שקר ומשום ועשיתם לו כאשר זמם לעשות לאחיו דברי ר""מ וחכ""א אינן לוקין אלא ארבעים משלשים בממון ואין משלשים במכות כיצד העידוהו שהוא חייב לחבירו מאתים זוז ונמצאו זוממין משלשין ביניהן העידוהו שהוא חייב מלקות ארבעים ונמצאו זוממין כל או""א לוקה ארבעים:', ""רב בא בר ממל רב עמרם רב מתנה בשם רב המלוה את חבירו על מנת שלא לתובעו שביעית משמטתו והא תנינן השוחט את הפרה וחילקה בראש השנה ומר ר' לעזר רבי יהודה היא וראוי הוא לתובעו בראש השנה. כיי דמר רבי בא בשם ר' זעירא מכיון שאינו ראוי לתובעו כמי שאינו ראוי להאמינו וכיון שאינו ראוי להאמינו כמי שאינו ראוי ליתן לו מעות וכאן הואיל והוא ראוי ליתן לו מעות ולא נתן נעשית הראשונה מלוה."", ""רבי יוסי בי רבי בון בשם רב המלוה את חבירו על מנת שלא תשמיטינו שמיטה אין השביעית משמטתו והא תנינן בין נותנן מיכן ועד שלשים יום בין נותנן מיכן ועד עשר שנים ויש עשר שנים בלא שמיטה ר' הונא אמר איתפלגון רב נחמן ורב ששת חד אמר במלוה על המשכון וחרנה אמר בכותב לו פרוזבול."", 'תני שלשים יום לא איתי מהו שלשים יום לא איתי שמואל אמר המלוה את חבירו סתם אינו רשאי לתובעו עד שלשים יום עאל רבי יהודה ומר טעמא קרבה שנת השבע שנת השמיטה. לא היא שנת השבע היא שנת השמיטה ומה תלמוד לומר קרבה שנת השבע שנת השמיטה שלא תאמר כל שלשים יום אין רשאי לתובעו לאחר שלשים יום בהשמט כספים הוא לא יגבנו לפום כן צריך מימר קרבה שנת השבע שנת השמיטה ולא כן אמר רבי בא בר ממל רב עמרם רב מתנה בשם רב המלוה את חבירו על מנת שלא לתובעו השביעית משמטתו אשכח תני רבי ישמעאל קרבה שנת השבע שנת השמיטה. לא היא שנת השבע היא שנת השמיטה ומה תלמוד לומר קרבה שנת השבע שנת השמיטה שלא תאמר כל שש שנים כרמו לפניו שדהו לפניו ולאחר שש שנים בהשמט כספים הוא לא יגבנו לפום כן צריך מימר קרבה שנת השבע שנת השמיטה:'], [""אין העדים נעשים זוממים עד שיזומו את עצמן כיצד אמרו מעידין אנו באיש פלוני שהרג את הנפש אמרו להן היאך אתם מעידים שהרי הנהרג הזה או ההורג היה עמנו אותו היום במקום פלוני אין אלו זוממין אבל אמרו להן היאך אתם מעידין שהרי אתם הייתם עמנו אותו היום במקום פלוני הרי אילו זוממין ונהרגין על פיהן באו אחרים והזימום באו אחרים והזימום אפילו מאה כולם ייהרגו ר' יהודה אומר איסטיסיס היא זו אינה נהרגת אלא כת הראשונה בלבד:"", 'רבי בא בר ממל והוא שנהרג אבל אם לא נהרג לא הדא היא דתנינן אינה נהרגת אלא כת הראשונה בלבד. רבי בון בר חייא בעא קומי רבי זעירא היו עומדין ומעידין עליו שהרג את הנפש בלוד באו אחרים ואמרו להן היאך אתם מעידין שהרי אתם הייתם עמנו בחמשה בחדש בקיסרי ובאו אחרים ואמרו להן היאך אתם מעידים שהרי אתם הייתם עמנו בעשרה בחדש בציפורי ההורג אינו נהרג שמא עדים זוממין הן והעדים אינן נהרגין שמא אמת אמרו:'], ['אין העדים הזוממים נהרגין עד שיוגמר הדין שהרי הצדוקים אומרים עד שייהרג שנאמר נפש תחת נפש אמרו להן חכמים והלא כבר נאמר ועשיתם לו כאשר זמם לעשות לאחיו והרי אחיו קיים אם כן למה נאמר נפש תחת נפש יכול משקיבלו עדותן ייהרגו ת""ל נפש תחת נפש הא אינן נהרגין עד שיוגמר הדין:', 'א""ר זעירה הדא אמרה עד זומם אינו נפסל בבית דין אלא מעצמו הוא נפסל פתר לה בהתרייה ותני כן אמר רבי יוסי במה דברים אמורים בשתי כיתי עדיות ובשתי התריות אבל בעדות אחת ובהתרייה אחת כל עדות שבטלה מקצתה בטלה כולה. מהו כל עדות שבטלה מקצתה בטלה כולה היו עומדין ומעידין עליו בעשרה בניסן שגנב את השור באחד בניסן וטבח ומכר בחמשה בניסן והוזמו באחד עשר בניסן כל עדות שהעידו מב\' בניסן עד חמשה עשר בניסן למפרע הרי אלו פסולין. א""ר בא בר ממל תיפתר במעידין עליו בכרך אחד ולית שמע מינה כלום ותני כן היו מן הראשונים והן האחרונים הוזמו בראשונה אין בכך כלום בשנייה הרי הוא לו עדות אחת בשלישית הרי היא לו כשתי עדיות. והיכי אמר במעידין עליו בכרך אחד לית שמע מינה כלום לא אתייא אלא על ידי עדיות סגין אמר ר\' זעירא הדא אמרה עד זומם אינו נפסל בבית דין אלא מעצמו הוא נפסל:']]",Jerusalem Talmud Terumot 7:1:8,אָמַר רִבִּי חִינְנָא קוֹמֵי רִבִּי מָנָא וְאִין יִסְבּוֹר רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ כָּל־מַתְנִיתִין דְּרִבִּי מֵאִיר קְרַייָא דִּבְרֵי מֵאִיר. וְהָא כְתִיב וְאִישׁ כִּי יֹאכַל קוֹדֵשׁ בִּשְׁגָגָה וגו׳. אֶלָּא מִיסְבַּר סָבַר רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ שֶׁהַחוֹמֶשׁ קָרְבָּן. וַאֲפִילוּ יִסְבּוֹר חוֹמֶשׁ קָרְבָּן קֶרֶן קָרְבָּן. אָמַר רִבִּי יוּדָן בַּר שָׁלוֹם מַתְנִיתִין אָֽמְרָה שֶׁהַקֶּרֶן קְנָס דְּתַנִּינָן אֵינוֹ מְשַׁלֵּם תְּרוּמָה אֶלָּא חוּלִין מְתוּקָּנִין וְהֵן נַעֲשִׂין תְּרוּמָה. אִלּוּ מִמַּה שֶׁאָכַל הָיָה מְשַׁלֵּם יֵאוּת. וְתַנֵּי כֵן אָכַל תְּרוּמָה טְמֵאָה מְשַׁלֵּם חוּלִין טְהוֹרִין וְאִם שִׁלֵּם חוּלִין טְמֵאִין יָצָא. וְלֹא דְמֵי עֵצִים הוּא חַייָב לוֹ. הָדָא אָֽמְרָה שֶׁהַקֶּרֶן קְנָס. וּכְמַה דְתֵימַר קֶרֶן קְנָס וְדִכְווָתָהּ חוֹמֶשׁ קְנָס. אֶלָּא אָמַר רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ כְּדַעְתֵּיהּ. כְּמַה דוּ רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ אָמַר תַּמָּן הַכֹּל הָיוּ בִכְלָל לֹא תַעֲנֶה בְרֵעֲךָ עֵד שָׁקֵר. יָצָא זֶה וַעֲשִׂיתֶם לוֹ כַּאֲשֶׁר זָמַם לַעֲשׂוֹת לְאָחִיו לְחַייְבוֹ מָמוֹן. וְהָכָא הַכֹּל הָיוּ בִכְלָל וְכָל־זָר לֹא יֹאכַל קוֹדֶשׁ. יָצָא וְאִישׁ כִּי יֹאכַל קוֹדֵשׁ בִּשְׁגָגָה לְחַייְבוֹ מָמוֹן.
Jerusalem Talmud Makkot 1:1:2-4:2,"[['א""ר יוסי בן חנינה הכל היה בכלל לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו את שאת יכול לקיים בו ועשיתם לו כאשר זמם וגו\' את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כאשר זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם לו לא לזרעו', ""ר' יהושע בן לוי אמר ועשיתם לו שני דברים מסורין לבית דין את תופש אחד מהן יצא דבר שהוא מסור לשמים."", 'כתיב ולא יחלל זרעו בעמיו אין לי אלא זרע שהוא מתחלל היא עצמה מניין ודין הוא מה אם הזרע שלא עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עבירה ואינו מתחלל לא אם אמרתם באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת בכל מקום הואיל והיא מתחללת בכל מקום דין הוא שתתחלל. ואם נפשך לומר לא יחול ולא יחלל אף מי שהיה כשר ונתחלל.', 'בר פדייה אומר המחלל לא נתחלל היאך זה מתחלל.', 'עדים שנזדממו רבי יוחנן אמר שקר שקר עדים שנזדממו וחזרו ונשתקרו רבי יוחנן אמר שקר שקר רבי לעזר אמר רשע רשע נאמר רשע במחוייבי מיתות ונאמר רשע במחוייבי מכות מה רשע שנאמר במחוייבי מיתות אין ממון אצל מיתה אף רשע שנאמר במחוייבי מכות אין ממון אצל מכות.', 'בר פדייה אמר הוא ינוס לא זוממיו', 'ואין משלמין כל הכתובה אבל משלמין הן טובת הניית כתובה כיצד אומר כמה אדם רוצה ליתן בכתובתה של זו שמא תמות בחיי בעלה וירשנה בעלה או שמא ימות בעלה בחייה וירש הלה את כתובתה לפי כך הוא משלם:'], ['מעידים אנו באיש פלוני שהוא חייב לחבירו אלף זוז על מנת ליתנם מיכן ועד שלשים יום והוא אומר מיכן ועד עשר שנים אומדין כמה אדם רוצה ליתן ויהיו אלף זוז בידיו בין ליתנם מיכן ועד שלשים יום בין ליתנם מיכן ועד עשר שנים מעידים אנו באיש פלוני שהוא חייב לחבירו מאתים זוז ונמצאו זוממים לקוין ומשלמין שלא השם המביאו לידי מכות מביאו לידי תשלומין דברי ר""מ וחכמים אומרים כל המשלם אינו לוקה מעידין אנו באיש פלוני שהוא חייב מלקות ארבעים ונמצאו זוממין לוקים שמונים משום לא תענה ברעך עד שקר ומשום ועשיתם לו כאשר זמם לעשות לאחיו דברי ר""מ וחכ""א אינן לוקין אלא ארבעים משלשים בממון ואין משלשים במכות כיצד העידוהו שהוא חייב לחבירו מאתים זוז ונמצאו זוממין משלשין ביניהן העידוהו שהוא חייב מלקות ארבעים ונמצאו זוממין כל או""א לוקה ארבעים:', ""רב בא בר ממל רב עמרם רב מתנה בשם רב המלוה את חבירו על מנת שלא לתובעו שביעית משמטתו והא תנינן השוחט את הפרה וחילקה בראש השנה ומר ר' לעזר רבי יהודה היא וראוי הוא לתובעו בראש השנה. כיי דמר רבי בא בשם ר' זעירא מכיון שאינו ראוי לתובעו כמי שאינו ראוי להאמינו וכיון שאינו ראוי להאמינו כמי שאינו ראוי ליתן לו מעות וכאן הואיל והוא ראוי ליתן לו מעות ולא נתן נעשית הראשונה מלוה."", ""רבי יוסי בי רבי בון בשם רב המלוה את חבירו על מנת שלא תשמיטינו שמיטה אין השביעית משמטתו והא תנינן בין נותנן מיכן ועד שלשים יום בין נותנן מיכן ועד עשר שנים ויש עשר שנים בלא שמיטה ר' הונא אמר איתפלגון רב נחמן ורב ששת חד אמר במלוה על המשכון וחרנה אמר בכותב לו פרוזבול."", 'תני שלשים יום לא איתי מהו שלשים יום לא איתי שמואל אמר המלוה את חבירו סתם אינו רשאי לתובעו עד שלשים יום עאל רבי יהודה ומר טעמא קרבה שנת השבע שנת השמיטה. לא היא שנת השבע היא שנת השמיטה ומה תלמוד לומר קרבה שנת השבע שנת השמיטה שלא תאמר כל שלשים יום אין רשאי לתובעו לאחר שלשים יום בהשמט כספים הוא לא יגבנו לפום כן צריך מימר קרבה שנת השבע שנת השמיטה ולא כן אמר רבי בא בר ממל רב עמרם רב מתנה בשם רב המלוה את חבירו על מנת שלא לתובעו השביעית משמטתו אשכח תני רבי ישמעאל קרבה שנת השבע שנת השמיטה. לא היא שנת השבע היא שנת השמיטה ומה תלמוד לומר קרבה שנת השבע שנת השמיטה שלא תאמר כל שש שנים כרמו לפניו שדהו לפניו ולאחר שש שנים בהשמט כספים הוא לא יגבנו לפום כן צריך מימר קרבה שנת השבע שנת השמיטה:'], [""אין העדים נעשים זוממים עד שיזומו את עצמן כיצד אמרו מעידין אנו באיש פלוני שהרג את הנפש אמרו להן היאך אתם מעידים שהרי הנהרג הזה או ההורג היה עמנו אותו היום במקום פלוני אין אלו זוממין אבל אמרו להן היאך אתם מעידין שהרי אתם הייתם עמנו אותו היום במקום פלוני הרי אילו זוממין ונהרגין על פיהן באו אחרים והזימום באו אחרים והזימום אפילו מאה כולם ייהרגו ר' יהודה אומר איסטיסיס היא זו אינה נהרגת אלא כת הראשונה בלבד:"", 'רבי בא בר ממל והוא שנהרג אבל אם לא נהרג לא הדא היא דתנינן אינה נהרגת אלא כת הראשונה בלבד. רבי בון בר חייא בעא קומי רבי זעירא היו עומדין ומעידין עליו שהרג את הנפש בלוד באו אחרים ואמרו להן היאך אתם מעידין שהרי אתם הייתם עמנו בחמשה בחדש בקיסרי ובאו אחרים ואמרו להן היאך אתם מעידים שהרי אתם הייתם עמנו בעשרה בחדש בציפורי ההורג אינו נהרג שמא עדים זוממין הן והעדים אינן נהרגין שמא אמת אמרו:'], ['אין העדים הזוממים נהרגין עד שיוגמר הדין שהרי הצדוקים אומרים עד שייהרג שנאמר נפש תחת נפש אמרו להן חכמים והלא כבר נאמר ועשיתם לו כאשר זמם לעשות לאחיו והרי אחיו קיים אם כן למה נאמר נפש תחת נפש יכול משקיבלו עדותן ייהרגו ת""ל נפש תחת נפש הא אינן נהרגין עד שיוגמר הדין:', 'א""ר זעירה הדא אמרה עד זומם אינו נפסל בבית דין אלא מעצמו הוא נפסל פתר לה בהתרייה ותני כן אמר רבי יוסי במה דברים אמורים בשתי כיתי עדיות ובשתי התריות אבל בעדות אחת ובהתרייה אחת כל עדות שבטלה מקצתה בטלה כולה. מהו כל עדות שבטלה מקצתה בטלה כולה היו עומדין ומעידין עליו בעשרה בניסן שגנב את השור באחד בניסן וטבח ומכר בחמשה בניסן והוזמו באחד עשר בניסן כל עדות שהעידו מב\' בניסן עד חמשה עשר בניסן למפרע הרי אלו פסולין. א""ר בא בר ממל תיפתר במעידין עליו בכרך אחד ולית שמע מינה כלום ותני כן היו מן הראשונים והן האחרונים הוזמו בראשונה אין בכך כלום בשנייה הרי הוא לו עדות אחת בשלישית הרי היא לו כשתי עדיות. והיכי אמר במעידין עליו בכרך אחד לית שמע מינה כלום לא אתייא אלא על ידי עדיות סגין אמר ר\' זעירא הדא אמרה עד זומם אינו נפסל בבית דין אלא מעצמו הוא נפסל:']]",Jerusalem Talmud Sheviit 10:1:8,וּמִפְּנֵי שֶׁהוּא מַקִּיף לוֹ פַּעַם שְׁנִייָה נַעֲשֵׂית רִאשׁוֹנָה מִלְוָה. אָמַר רִבִּי לָֽעְזָר דְּרִבִּי יוּדָה הִיא וְרָאוּי לְתוֹבְעוֹ בְּרֹאשׁ הַשָּׁנָה. רִבִּי בָּא בְשֵׁם רִבִּי זְעִירָא בְּמָמוֹן שֶׁהוּא רָאוּי לְהַאֲמִינוֹ. וּמִכֵּיוָן שֶׁהוּא רָאוּי לְתוֹבְעוֹ כְּמִי שֶהוּא רָאוּי לִיתֵּן לוֹ מָעוֹת. וְכָאן הוֹאִיל וְרָאוּי לִיתֵּן לוֹ מָעוֹת וְלֹא נָתַן נַעֲשֵׂית רִאשׁוֹנָה מִלְוָה.
Jerusalem Talmud Makkot 1:1:2,"א""ר יוסי בן חנינה הכל היה בכלל לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו את שאת יכול לקיים בו ועשיתם לו כאשר זמם וגו' את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כאשר זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם לו לא לזרעו",Jerusalem Talmud Ketubot 3:1:12,"אָמַר רִבִּי חֲנִינָה קוֹמֵי רִבִּי מָנָא. וַאֲפִילוּ <i data-overlay=""Vilna Pages"" data-value=""17a""></i>יִסְבּוֹר רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ כִּדְמַתְנִיתִין דְּרִבִּי מֵאִיר. קְרַייָה דְּרִבִּי מֵאִיר. וְהָא כְתִיב אִישׁ כִּי יֹאכַל קוֹדֵשׁ בִּשְׁגָגָה. אֶלָּא מִיסְבַּר סָבַר רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ. חוֹמֶשׁ קָרְבָּן. וַאֲפִילוּ תֵימַר. חוֹמֶשׁ קָרְבָּו. קֶרֶן קָרְבָּן. אָמַר רִבִּי יוּדָן בַּר שָׁלוֹם. מַתְנִיתִין אָֽמְרָה שֶׁהַקֶּרֶן קְנָס. דְּתַנִּינָן תַּמָּן אֵינוֹ מְשַׁלֵּם תְּרוּמָה אֶלָּא חוּלִין מְתוּקָּנִין וְהֵן נַעֲשִׂיו תְּרוּמָה. אִילּוּ מִמַּה שֶׁאָכַל הָיָה מְשַׁלֵּם נִיחָא. וְעוֹד מֵהָדָא דְתַנֵּי. אָכַל תְּרוּמָה טְמֵיאָה מְשַׁלֵּם חוּלִין טְהוֹרִין. וְאִם שִׁילֵּם חוּלִין טְמֵאִין יָצָא. וְלֹא דְמֵי עֵצִים הוּא חַייָב לוֹ. הָדָא אָֽמְרָה שֶׁהַקֶּרֶן קְנָס. כְּמַה דְּאַתְּ אָמַר קֶרֶן קְנָס. וְדִכְװָתָהּ חוֹמֶשׁ קְנָס. אֶלָּא רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ כְּדַעְתֵּיהּ. כְּמַה דוּ אָמַר תַּמָּן. הַכֹּל הָיָה בִכְלָל לֹא תַעֲנֶה בְרֵעֲךָ עֵד שָׁקֵר. יָצָא וַעֲשִׂיתֶם לוֹ כַּאֲשֶׁר זָמַם לַעֲשׂוֹת לְאָחִיו. לֹא שֶׁיְּשַׁלֵּם מָמוֹן. וָכָא הַכֹּל הָיוּ בִכְלָל וְכָל־זָר לֹא יֹאכַל קוֹדֶשׁ. יָצָא וְאִישׁ כִּי יֹאכַל קוֹדֵשׁ בִּשְׁגָגָה שֶׁיְּשַׁלֵּם מָמוֹן."
Jerusalem Talmud Makkot 1:1:2,"א""ר יוסי בן חנינה הכל היה בכלל לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו את שאת יכול לקיים בו ועשיתם לו כאשר זמם וגו' את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כאשר זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם לו לא לזרעו",Exodus 20:16,וַיֹּֽאמְרוּ֙ אֶל־מֹשֶׁ֔ה דַּבֵּר־אַתָּ֥ה עִמָּ֖נוּ וְנִשְׁמָ֑עָה וְאַל־יְדַבֵּ֥ר עִמָּ֛נוּ אֱלֹהִ֖ים פֶּן־נָמֽוּת׃
Jerusalem Talmud Makkot 1:1:2-3,"['א""ר יוסי בן חנינה הכל היה בכלל לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו את שאת יכול לקיים בו ועשיתם לו כאשר זמם וגו\' את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כאשר זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם לו לא לזרעו', ""ר' יהושע בן לוי אמר ועשיתם לו שני דברים מסורין לבית דין את תופש אחד מהן יצא דבר שהוא מסור לשמים.""]",Deuteronomy 19:19,וַעֲשִׂ֣יתֶם ל֔וֹ כַּאֲשֶׁ֥ר זָמַ֖ם לַעֲשׂ֣וֹת לְאָחִ֑יו וּבִֽעַרְתָּ֥ הָרָ֖ע מִקִּרְבֶּֽךָ׃
Jerusalem Talmud Makkot 1:1:3,ר' יהושע בן לוי אמר ועשיתם לו שני דברים מסורין לבית דין את תופש אחד מהן יצא דבר שהוא מסור לשמים.,Jerusalem Talmud Bava Kamma 7:2:2,<strong><big>הלכה:</big></strong> וְלֹא כֵן אָמַר רִבִּי אַבָּהוּ בְשֵּׁם רִבִּי יוֹחָנָן הֵזִיד בְּחֵלֶב וְשָׁגַג בְּקָרְבָּן מַתְרִין בּוֹ וְלוֹקֶה וּמֵבִיא קָרְבָּן. רִבִּי בּוּן בַּר חִייָה בְּשֵּׁם רִבִּי שְּׁמוּאֵל בַּר רַב יִצְחָק כְּדֵי רִשָּׁעָתוֹ. שְּׁנֵי דְבָרִים מְסוּרִין לְבֵית דִּין הַתּוֹפֵס אֶחָד מֵהֶן. יָצָא דָבָר שֵּׁמָּסוּר לַשָּׁמַיִם.
Jerusalem Talmud Makkot 1:1:4,כתיב ולא יחלל זרעו בעמיו אין לי אלא זרע שהוא מתחלל היא עצמה מניין ודין הוא מה אם הזרע שלא עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עבירה ואינו מתחלל לא אם אמרתם באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת בכל מקום הואיל והיא מתחללת בכל מקום דין הוא שתתחלל. ואם נפשך לומר לא יחול ולא יחלל אף מי שהיה כשר ונתחלל.,Leviticus 21:15,וְלֹֽא־יְחַלֵּ֥ל זַרְע֖וֹ בְּעַמָּ֑יו כִּ֛י אֲנִ֥י יְהֹוָ֖ה מְקַדְּשֽׁוֹ׃ <span>{ס}</span>        
Jerusalem Talmud Makkot 1:1:6,עדים שנזדממו רבי יוחנן אמר שקר שקר עדים שנזדממו וחזרו ונשתקרו רבי יוחנן אמר שקר שקר רבי לעזר אמר רשע רשע נאמר רשע במחוייבי מיתות ונאמר רשע במחוייבי מכות מה רשע שנאמר במחוייבי מיתות אין ממון אצל מיתה אף רשע שנאמר במחוייבי מכות אין ממון אצל מכות.,Numbers 35:31,וְלֹֽא־תִקְח֥וּ כֹ֙פֶר֙ לְנֶ֣פֶשׁ רֹצֵ֔חַ אֲשֶׁר־ה֥וּא רָשָׁ֖ע לָמ֑וּת כִּי־מ֖וֹת יוּמָֽת׃
Jerusalem Talmud Makkot 1:1:6,עדים שנזדממו רבי יוחנן אמר שקר שקר עדים שנזדממו וחזרו ונשתקרו רבי יוחנן אמר שקר שקר רבי לעזר אמר רשע רשע נאמר רשע במחוייבי מיתות ונאמר רשע במחוייבי מכות מה רשע שנאמר במחוייבי מיתות אין ממון אצל מיתה אף רשע שנאמר במחוייבי מכות אין ממון אצל מכות.,Deuteronomy 25:2,וְהָיָ֛ה אִם־בִּ֥ן הַכּ֖וֹת הָרָשָׁ֑ע וְהִפִּיל֤וֹ הַשֹּׁפֵט֙ וְהִכָּ֣הוּ לְפָנָ֔יו כְּדֵ֥י רִשְׁעָת֖וֹ בְּמִסְפָּֽר׃
Jerusalem Talmud Makkot 1:1:7,בר פדייה אמר הוא ינוס לא זוממיו,Deuteronomy 19:6,פֶּן־יִרְדֹּף֩ גֹּאֵ֨ל הַדָּ֜ם אַחֲרֵ֣י הָרֹצֵ֗חַ כִּי־יֵחַם֮ לְבָבוֹ֒ וְהִשִּׂיג֛וֹ כִּֽי־יִרְבֶּ֥ה הַדֶּ֖רֶךְ וְהִכָּ֣הוּ נָ֑פֶשׁ וְלוֹ֙ אֵ֣ין מִשְׁפַּט־מָ֔וֶת כִּ֠י לֹ֣א שֹׂנֵ֥א ה֛וּא ל֖וֹ מִתְּמ֥וֹל שִׁלְשֽׁוֹם׃
