yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Challah 1:1:2-6,"['חמשה דברים חייבין בחלה כו\' כתי\' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה\'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר\' ישמעאל בן', 'רבי יונה רבי זעירא ר""ש בן לקיש בשם רבי ישמעאל א""ר מנא אזלית לקיסרין ושמעית ר\' אחווה ור\' זעירא. ואבא הוה אמר ליה בשם רבי ישמעאל אומר נאמר לחם בפסח ונאמר לחם בחלה. מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ. אף לחם שנאמר בחלה דבר שהוא בא לידי מצה וחמץ. ובדקו ומצאו שאין לך בא לידי מצה וחמץ אלא חמשת המינים בלבד. ושאר כלה דברים אינן באין לידי מצה וחמץ אלא לידי סירחון.', 'תני א""ר יוחנן בן נורי קרמית חייבת בחלה. ריב""נ אמר באה היא לידי מצה וחמץ. ורבנין אמרי אינה באה לידי מצה וחמץ. ויבדקוה. על עיקר בדיקתה הן חלוקין. ריב""נ אמר בדקוה ומצאוה שהיא באה לידי מצה וחמץ. ורבנין אמרי בדקוה ולא מצאו אותו שהיא באה לידי מצה וחמץ.', ""תמן תנינן תפוח שריסקו ונתנו לתוך העיסה וחימיצה הרי זו אסורה. תני רבי יוסי אומר מותר. רבי אחא רבי אבהו בשם רבי יוסי בן חנינא מה פליגין במחמץ במימיו אבל במחמץ בגופו דברי הכל מותר. ר' יוסי כדעתי' דו אמר תמן אין תבשילו תבשיל ברור. וכן הוא אומר הכא אין חימוצו חימוץ ברור."", 'וכמה דאת אמר אין לך בא לידי מצה וחמץ אלא חמשת המינין בלבד ודכוות\' אין לך מגרר עם כולן אלא חיטים ושעורים בלבד. רבי הילא בשם ר""ש בן לקיש לא שנינו אלא העושה עיסה מן החיטים ומן האורז ואינו נגרר אלא עם החיטין בלבד:']",Jerusalem Talmud Maaser Sheni 5:5:6,אָמַר רִבִּי יוֹסֵי בֵּי רִבִּי בּוּן צָרִיךְ לוֹמַר חַלָּה עַל כֹּל תְּרוּמָה עַל הַכֹּל. לַיי֨ זֶה שֵׁם הַמְּיוּחָד. מְנַייִן לֹא עָשָׂה כְּלוּם עַד שֶׁיְּשַׁייֵר מִקְצָת. תַּלְמוּד לוֹמַר מֵרֵאשִׁית וְלֹא כַָל־רֵאשִׁית.
Jerusalem Talmud Challah 1:1:2,"חמשה דברים חייבין בחלה כו' כתי' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר' ישמעאל בן",Jerusalem Talmud Pesachim 2:4:2,<strong><big>הלכה:</big></strong> כְּתִיב וְהָיָ֕ה בַּֽאֲכָלְכֶם֭ מִלֶּ֣חֶם הָאָ֑רֶץ תָּרִ֥ימוּ תְרוּמָה֭ לַֽיי. הָיִיתִי אוֹמֵר. יְהוּ כָל־הַדְּבַרִים חַייָבִין בַּחַלָּה. תַּלְמוּד לוֹמַר מִלֶּ֣חֶם. וְלֹא כָל־לֶחֶם. אִם מִלֶּ֣חֶם לֹא כָל־לֶחֶם. אֵין לִי אֶלָּא לְחִטִּים וְלִשְׂעוֹרִים בִּלְבַד. [שְׁאָר מִינִין מְנַיִין.] תַּלְמוּד לוֹמַר רֵאשִׁית עֲרִסוֹתֵיכֶם רִיבָה. וְרִיבָה אֶת הַכֹּל. רִבִּי יוֹסֵה בְשֵׂם רִבִּי שִׂמְעוֹן תַּנֵּי רִבִּי יִשְׁמָעֵאל כֵּן. רִבִּי יוֹנָה רִבִּי זְעוּרָא רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ בְּשֵׁם רִבִּי יִשְׁמָעֵאל.
Jerusalem Talmud Challah 1:1:2,"חמשה דברים חייבין בחלה כו' כתי' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר' ישמעאל בן",Numbers 15:19,וְהָיָ֕ה בַּאֲכׇלְכֶ֖ם מִלֶּ֣חֶם הָאָ֑רֶץ תָּרִ֥ימוּ תְרוּמָ֖ה לַיהֹוָֽה׃
Jerusalem Talmud Challah 1:1:2,"חמשה דברים חייבין בחלה כו' כתי' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר' ישמעאל בן",Sifrei Bamidbar 110,"['וידבר ה\' אל משה [וגו\'] בבואכם אל הארץ אשר אני מביא אתכם שמה ר\' ישמעאל אומר שינה הכתוב ביאה זו מכל ביאות שבתורה. שבכל ביאות שבתורה אומר והיה כי תבואו אל הארץ והיה כי יביאך, וכאן הוא אומר בבואכם. ללמדך שכיון שנכנסו לארץ מיד נתחייבו בחלה. אשר אני מביא אתכם שמה מכאן אתה אומר פירות חו""ל שנכנסו לארץ חייבים בחלה (ובמעשר). יצאו מכאן לשם, ר\' אליעזר מחייב ור\' עקיבא פוטר. ר\' יהודה אומר (אפילו) פירות חו""ל שנכנסו לארץ ר\' אליעזר פוטר, שנאמר והיה באכלכם מלחם הארץ. [ ור\' עקיבא מחייב שנאמר שמה]. [מלחם הארץ] למה נאמר לפי שהוא אומר ראשית עריסותיכם, שומע אני אף שאר פירות במשמע. הרי אתה דן, נאמר כאן לחם (עוני) ונאמר להלן לחם. מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת המינים. ואלו הן חטים ושעורים וכוסמין ושבולת שועל ושיפון (יצאו אורז ודוחן והפרגים והשומשומים שאין באים לידי חימוץ אלא לידי סרחון). הרימו תרומה לה\' בתרומה גדולה הכתוב מדבר. או אינו אלא, בתרומת חלה. כשהוא אומר חלה תרימו תרומה הרי חלה אמורה, הא מה אני מקיים תרימו תרומת ה\', בתרומה גדולה הכתוב מדבר, דברי ר\' יאשיה. ר\' יונתן אומר לפי שהוא אומר ראשית דגנך תירושך ויצהרך חובה. אתה או מר חובה זו אינו אלא רשות, תלמוד לומר תרימו תרומה לה\'. [תתנו את כל תרומת ה\' חובה ולא רשות]. כתרומת גרן כן תרימו אותה מה תרומת גרן אחת [לאלף] אף חלה אחת [לאלף] מה תרומת גרן מדמעת ועולה באחד ומאה (אף זו אם נפלה לתוך מאה מדמעת) וחייבים בחומש, אף תרומת חלה כיוצא בה, דברי ר\' יאשיה. [אמר לו] ר\' יונתן (אומר) אתה מקישה לתרומת גרן סתומה, אני אקישה לתרומת מעשר המפורשת. (אומר לו) ותנטל אחת מעשרה. (אמר לו תנטל) אמר לו הרי הוא אומר כתרומת גרן כן תרימו אותה, לתרומת גרן הקשתה ולא הקשתה לתרומת מעשר. ראשית עריסותיכם שומע אני אף עיסת תרומה ועיסת מעשר שני במשמע. ת""ל חלה. תרימו תרומה את שמורם קדש והשאר חולין, ולא שזה וזה קדש. אבל אמרו עיסת מעשר שני בירושלים חייבת בחלה:', '[מראשית עריסותיכם למה נאמר לפי שהוא אומר] והיה באכלכם מלחם מארץ שומע אני אף הקמחים במשמע, תלמוד לומר מראשית עריסותיכם משיתערס. מכאן אמרו אוכלים ארעי מן העיסה עד שתתגלגל בחטים ותיטמטם בשעורים. (בלבלה) [גלגלה] בחטים וטימטמה בשעורים, האוכל ממנה חייב מיתה (כאן) [כיון] שנותנת מים מגבהת חלתה, ובלבד שתהא שם חמשת רבעים קמח ועוד, כדי שיהיה [מהן] כשיעור שאין מפרישין (קמח מן החלה) [חלה מן הקמח]. איזו היא גמר מלאכתה קרימתה בתנור, דברי רבי עקיבא. רבי יוחנן בן נורי אומר עד שיתגלגל בחטים ומטמטם בשעורים. הרי שלא הפריש חלה מן העיסה שומע אני שלא יפריש מן הלחם ת""ל והיה באכלכם מלחם הארץ. מראשית עריסותיכם למה נאמר לפי שהוא אומר ראשית עריסותיכם שומע אני הראשונה שבעיסות תלמוד לומר מראשית עריסותיכם מקצתה ולא כולה. מראשית עריסותיכם להביא לקט שכחה ופאה שחיבים בחלה. שהיה בדין, ומה שאר הפירות שחייבים במעשר פטורים מן החלה לקט שכחה ופאה שפטורים מן המעשר אין דין שיהיו פטורים מן החלה. ת""ל מראשית עדיסותיכם להביא לקט שכחה ופאה שחיבים בחלה. (מראשית) [ראשית] עריסותיכם (להביא) [להוציא] שאר פירות שפטורים מן החלה. שהיה בדין, ומה לקט שכחה ופאה שפטורים מן המעשר חייבים בחלה, שאר פירות שחייבים במעשר אינו דין שיהיו חייבים בחלה. ת""ל לחם, מה לחם האמור להלן מחמשת המינים אף לחם האמור כאן מתמשת המינים. לדורותיכם להביא את עיסת שביעית שהיא חיבת בחלה. שהיה בדין ומה שאר פירות שחייבים במעשר פטורים מן החלה, עיסת שביעית שפטורה מן המעשר אינו דין שתהא פטורה מן החלה. והרי לקט שכחה ופאה יוכיחו שפטורים מן המעשר חייבים בחלה והן יוכיחו לעיסת שביעית שאף על פי שפטורה מן המעשר שתהא חיבת בחלה. לא, אם אמרת בלקט שכחה ופאה שמינם חיבת במעשרות לפיכך חייבים בחלה, תאמר בעיסת שביעית שמינם פטורים מן המעשרות לפיכך תהיה פטורה מן החלה. תלמוד לומר לדורותיכם להביא אה עיסת שביעית שתהא חיבת בחלה. מכאן אמרו האוכל מעיסת שביעית עד שלא הורמה חלתה חיב מיתה:']"
Jerusalem Talmud Challah 1:1:2,"חמשה דברים חייבין בחלה כו' כתי' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר' ישמעאל בן",Numbers 15:20,רֵאשִׁית֙ עֲרִסֹ֣תֵכֶ֔ם חַלָּ֖ה תָּרִ֣ימוּ תְרוּמָ֑ה כִּתְרוּמַ֣ת גֹּ֔רֶן כֵּ֖ן תָּרִ֥ימוּ אֹתָֽהּ׃
Jerusalem Talmud Challah 1:1:2-6,"['חמשה דברים חייבין בחלה כו\' כתי\' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה\'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר\' ישמעאל בן', 'רבי יונה רבי זעירא ר""ש בן לקיש בשם רבי ישמעאל א""ר מנא אזלית לקיסרין ושמעית ר\' אחווה ור\' זעירא. ואבא הוה אמר ליה בשם רבי ישמעאל אומר נאמר לחם בפסח ונאמר לחם בחלה. מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ. אף לחם שנאמר בחלה דבר שהוא בא לידי מצה וחמץ. ובדקו ומצאו שאין לך בא לידי מצה וחמץ אלא חמשת המינים בלבד. ושאר כלה דברים אינן באין לידי מצה וחמץ אלא לידי סירחון.', 'תני א""ר יוחנן בן נורי קרמית חייבת בחלה. ריב""נ אמר באה היא לידי מצה וחמץ. ורבנין אמרי אינה באה לידי מצה וחמץ. ויבדקוה. על עיקר בדיקתה הן חלוקין. ריב""נ אמר בדקוה ומצאוה שהיא באה לידי מצה וחמץ. ורבנין אמרי בדקוה ולא מצאו אותו שהיא באה לידי מצה וחמץ.', ""תמן תנינן תפוח שריסקו ונתנו לתוך העיסה וחימיצה הרי זו אסורה. תני רבי יוסי אומר מותר. רבי אחא רבי אבהו בשם רבי יוסי בן חנינא מה פליגין במחמץ במימיו אבל במחמץ בגופו דברי הכל מותר. ר' יוסי כדעתי' דו אמר תמן אין תבשילו תבשיל ברור. וכן הוא אומר הכא אין חימוצו חימוץ ברור."", 'וכמה דאת אמר אין לך בא לידי מצה וחמץ אלא חמשת המינין בלבד ודכוות\' אין לך מגרר עם כולן אלא חיטים ושעורים בלבד. רבי הילא בשם ר""ש בן לקיש לא שנינו אלא העושה עיסה מן החיטים ומן האורז ואינו נגרר אלא עם החיטין בלבד:']",Jerusalem Talmud Bikkurim 1:3:2,<strong><big>הלכה:</big></strong> אֵין מְבִיאִין בִּיכּוּרִים כול׳. אִלּוּ כְּתִיב וְלָקַחְתָּ רֵאשִׁית כָּל־פְּרִי אַדְמָֽתְךָ הָייִתִי אוֹמֵר כָּל־הַדְּבָרִים יְהוּ חַייָבִין בְּבִיכּוּרִין. תַּלְמוּד לוֹמַר מֵרֵאשִׁית וְלֹא כָל־רֵאשִׁית. אִם מֵרֵאשִׁית וְלֹא כָל־רֵאשִׁית אֵין לָךְ אֶלָּא חִטִּים וּשְׂעוֹרִים בִּלְבַד. תַּלְמוּד לוֹמַר פְּרִי אַדְמָֽתְךָ רִיבָה. וְרִיבָה אֶת הַכֹּל. נֶאֱמַר כָּאן אַרְצְךָ וְנֶאֱמַר כָּאן אֶרֶץ חִיטָּה וּשְׂעוֹרָה. מָה אֶרֶץ שֶׁנֶּאֱמַר לְהַלָּן בְּשִׁבְעַת הַמִּינִין הַכָּתוּב מְדַבֵּר אַף אֶרֶץ שֶׁנֶּאֱמַר כָּאן בְּשִׁבְעַת הַמִּינִין הַכָּתוּב מְדַבֵּר.
Jerusalem Talmud Challah 1:1:2,"חמשה דברים חייבין בחלה כו' כתי' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר' ישמעאל בן",Jerusalem Talmud Bikkurim 1:3:6,"<i data-overlay=""Vilna Pages"" data-value=""3a""></i>פְּשִׁיטָא הָדָא מִילְתָא. הִפְרִישׁ בִּיכּוּרִין חוּץ מִשִּׁבְעַת הַמִּינִין לֹא קָֽדְשׁוּ. מָה פְלִיגִין. בַּתְּמָרִים שֶׁבְּהָרִים וּבְפֵירוֹת שֶׁבָּעֲמָקִים. רִבִּי זְעִירָא רִבִּי יָסָא בְּשֵׁם רִבִּי לָֽעְזָר לֹא קָֽדְשָׁה. רִבִּי אִילָא בְשֵׁם רִבִּי אִמִּי אִיתְפַּלְּגוּן רִבִּי יוֹחָנָן וְרִבִּי שִׁמְעוֹן בֶּן לָקִישׁ. רִבִּי יוֹחָנָן אָמַר לֹא קָֽדְשׁוּ. רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ אָמַר קָֽדְשׁוּ. אָמַר רִבִּי יוֹנָה טַעֲמָא דְּרִבִּי שִׁמְעוֹן בֶּן לָקִישׁ. שֶׁכֵּן אִם עָבַר וְתָרַם מִן הָרַע עַל הַיָּפֶה תְּרוּמָתוֹ תְרוּמָה. אָמַר רִבִּי יוֹסֵי שְׁמַעְנָן פֵּירוֹת הָרָעִים חַייָבִין בְּמַעְשְׂרוֹת. שְׁמַעְנָן פֵּירוֹת הָרָעִים חַייָבִין בְּבִיכּוּרִים. מַתְנִיתָא מְסַייְעָה לְרִבִּי יוֹסֵי. אֵין מְבִיאִין מִן הַצִּיפּוֹרְנִן וּמִן הַבֵּישָׁנִין וְאִם הֵבִיא לֹא קָֽדְשׁוּ. אָמַר רִבִּי זְעִירָא וְתַנֵּיי תַּמָּן תְּאֵנִים סוֹכוֹת מְנוּקָּבוֹת עֲנָבִים מְאוּנָּקוֹת <i data-commentator=""Guggenheimer Notes"" data-label=""58""></i> וּמְעוּשָּׁנוֹת אֵין מְבִיאִין. אֲבָל מְבִיאִין מִן הַתְּאֵנִים בְּנוֹת שֶׁבַע וּמִן הָעֲנָבִים הַלַּבְלוֹנִיּוֹת. מִן הַמּוּבְחָר הֵן. וְתֵימַר אֲבָל אָמַר רִבִּי אַבָּמָרִי שֶׁלֹּא תֹאמַר הוֹאִיל וְהֵן בַּסּוֹף לֹא יָבִיא."
Jerusalem Talmud Challah 1:1:3,"רבי יונה רבי זעירא ר""ש בן לקיש בשם רבי ישמעאל א""ר מנא אזלית לקיסרין ושמעית ר' אחווה ור' זעירא. ואבא הוה אמר ליה בשם רבי ישמעאל אומר נאמר לחם בפסח ונאמר לחם בחלה. מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ. אף לחם שנאמר בחלה דבר שהוא בא לידי מצה וחמץ. ובדקו ומצאו שאין לך בא לידי מצה וחמץ אלא חמשת המינים בלבד. ושאר כלה דברים אינן באין לידי מצה וחמץ אלא לידי סירחון.",Numbers 15:19,וְהָיָ֕ה בַּאֲכׇלְכֶ֖ם מִלֶּ֣חֶם הָאָ֑רֶץ תָּרִ֥ימוּ תְרוּמָ֖ה לַיהֹוָֽה׃
Jerusalem Talmud Challah 1:1:3,"רבי יונה רבי זעירא ר""ש בן לקיש בשם רבי ישמעאל א""ר מנא אזלית לקיסרין ושמעית ר' אחווה ור' זעירא. ואבא הוה אמר ליה בשם רבי ישמעאל אומר נאמר לחם בפסח ונאמר לחם בחלה. מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ. אף לחם שנאמר בחלה דבר שהוא בא לידי מצה וחמץ. ובדקו ומצאו שאין לך בא לידי מצה וחמץ אלא חמשת המינים בלבד. ושאר כלה דברים אינן באין לידי מצה וחמץ אלא לידי סירחון.",Pesachim 35a,"['אֶלָּא מַעֲלָה. הָכִי נָמֵי — מַעֲלָה.', 'אָמַר רַב שִׁימִי בַּר אָשֵׁי, אַף אֲנַן נָמֵי תְּנֵינָא: טָבַל וְעָלָה — אוֹכֵל בְּמַעֲשֵׂר. הֶעֱרִיב שִׁמְשׁוֹ — אוֹכֵל בִּתְרוּמָה. בִּתְרוּמָה אִין, בְּקָדָשִׁים לָא. אַמַּאי, טָהוֹר הוּא? אֶלָּא מַעֲלָה. הָכִי נָמֵי — מַעֲלָה.', 'אָמַר רַב אָשֵׁי, אַף אֲנַן נָמֵי תְּנֵינָא: ״וְהַבָּשָׂר״, לְרַבּוֹת אֶת הָעֵצִים וּלְבוֹנָה. עֵצִים וּלְבוֹנָה בְּנֵי אִיטַּמּוֹיֵי נִינְהוּ?! אֶלָּא מַעֲלָה. הָכָא נָמֵי — מַעֲלָה.', '<big><strong>מַתְנִי׳</strong></big> אֵלּוּ דְּבָרִים שֶׁאָדָם יוֹצֵא בָּהֶן יְדֵי חוֹבָתוֹ בַּפֶּסַח: בְּחִטִּים, בִּשְׂעוֹרִים, בְּכוּסְּמִין וּבְשִׁיפוֹן וּבְשִׁיבּוֹלֶת שׁוּעָל. וְיוֹצְאִין בִּדְמַאי וּבְמַעֲשֵׂר רִאשׁוֹן שֶׁנִּטְּלָה תְּרוּמָתוֹ, וּבְמַעֲשֵׂר שֵׁנִי וְהֶקְדֵּשׁ שֶׁנִּפְדּוּ. וְהַכֹּהֲנִים בַּחַלָּה וּבַתְּרוּמָה.', 'אֲבָל לֹא בְּטֶבֶל, וְלֹא בְּמַעֲשֵׂר רִאשׁוֹן שֶׁלֹּא נִטְּלָה תְּרוּמָתוֹ, וְלֹא בְּמַעֲשֵׂר שֵׁנִי וְהֶקְדֵּשׁ שֶׁלֹּא נִפְדּוּ. חַלּוֹת הַתּוֹדָה וּרְקִיקֵי נָזִיר, עֲשָׂאָן לְעַצְמוֹ — אֵין יוֹצֵא בָּהֶן. עֲשָׂאָן לִמְכּוֹר בַּשּׁוּק — יוֹצְאִין בָּהֶן.', '<big><strong>גְּמָ׳</strong></big> תָּנָא: כּוּסְּמִין — מִין חִיטִּין, שִׁיבּוֹלֶת שׁוּעָל וְשִׁיפוֹן — מִין שְׂעוֹרִין. כּוּסְּמִין — גּוּלְבָּא, שִׁיפוֹן — דִּישְׁרָא, שִׁיבּוֹלֶת שׁוּעָל — שֻׁבְילֵי תַעֲלָא. הָנֵי אִין, אוֹרֶז וְדוֹחַן — לָא.', 'מְנָהָנֵי מִילֵּי? אָמַר רַבִּי שִׁמְעוֹן בֶּן לָקִישׁ, וְכֵן תָּנָא דְּבֵי רַבִּי יִשְׁמָעֵאל, וְכֵן תָּנָא דְּבֵי רַבִּי אֱלִיעֶזֶר בֶּן יַעֲקֹב: אָמַר קְרָא ״לֹא תֹאכַל עָלָיו חָמֵץ שִׁבְעַת יָמִים תֹּאכַל עָלָיו מַצּוֹת״. דְּבָרִים הַבָּאִים לִידֵי חִימּוּץ — אָדָם יוֹצֵא בָּהֶן יְדֵי חוֹבָתוֹ בְּמַצָּה, יָצְאוּ אֵלּוּ שֶׁאֵין בָּאִין לִידֵי חִימּוּץ, אֶלָּא לִידֵי סִירְחוֹן.', 'מַתְנִיתִין דְּלָא כְּרַבִּי יוֹחָנָן בֶּן נוּרִי, דְּאָמַר: אוֹרֶז מִין דָּגָן הוּא, וְחַיָּיבִין עַל חִימּוּצוֹ כָּרֵת. דְּתַנְיָא, רַבִּי יוֹחָנָן בֶּן נוּרִי אוֹסֵר בְּאוֹרֶז וְדוֹחַן מִפְּנֵי שֶׁקָּרוֹב לְהַחְמִיץ.', 'אִיבַּעְיָא לְהוּ ״שֶׁקָּרוֹב לְהַחְמִיץ״? דְּקָדֵים וּמַחְמִיץ, אוֹ דִילְמָא: ״קָרוֹב לְהַחְמִיץ״ — הָוֵי, חָמֵץ גָּמוּר — לָא הָוֵי.', 'תָּא שְׁמַע, דְּתַנְיָא, אָמַר רַבִּי יוֹחָנָן בֶּן נוּרִי: אוֹרֶז מִין דָּגָן הוּא וְחַיָּיבִין עַל חִימּוּצוֹ כָּרֵת, וְאָדָם יוֹצֵא בּוֹ יְדֵי חוֹבָתוֹ בַּפֶּסַח.', 'וְכֵן הָיָה רַבִּי יוֹחָנָן בֶּן נוּרִי אוֹמֵר: קַרְמִית חַיֶּיבֶת בְּחַלָּה. מַאי קַרְמִית? אָמַר אַבָּיֵי: שֵׁיצְנִיתָא. מַאי שֵׁיצְנִיתָא? אָמַר רַב פָּפָּא: שֵׁיצְנִיתָא דְּמִשְׁתַּכְחָא בֵּינֵי כַּלָּנְיָתָא.', 'אָמַר רַבָּה בַּר בַּר חָנָה אָמַר רֵישׁ לָקִישׁ: עִיסָּה שֶׁנִּילּוֹשָׁה בְּיַיִן וְשֶׁמֶן וּדְבַשׁ — אֵין חַיָּיבִין עַל חִימּוּצָהּ כָּרֵת. יָתֵיב רַב פָּפָּא וְרַב הוּנָא בְּרֵיהּ דְּרַב יְהוֹשֻׁעַ קַמֵּיהּ דְּרַב אִידִי בַּר אָבִין, וְיָתֵיב רַב אִידִי בַּר אָבִין וְקָא מְנַמְנֵם. אֲמַר לֵיהּ רַב הוּנָא בְּרֵיהּ דְּרַב יְהוֹשֻׁעַ לְרַב פָּפָּא: מַאי טַעְמָא דְּרֵישׁ לָקִישׁ?', 'אֲמַר לֵיהּ, דְּאָמַר קְרָא: ״לֹא תֹאכַל עָלָיו חָמֵץ [וְגוֹ׳]״. דְּבָרִים שֶׁאָדָם יוֹצֵא בָּהֶן יְדֵי חוֹבָתוֹ בְּמַצָּה — חַיָּיבִין עַל חִימּוּצוֹ כָּרֵת. וְהָא, הוֹאִיל וְאֵין אָדָם יוֹצֵא בָּהּ יְדֵי חוֹבָתוֹ, דְּהָוְיָא לַיהּ מַצָּה עֲשִׁירָה — אֵין חַיָּיבִין עַל חִימּוּצָהּ כָּרֵת.', 'אֵיתִיבֵיהּ רַב הוּנָא בְּרֵיהּ דְּרַב יְהוֹשֻׁעַ לְרַב פָּפָּא: הִמְחָהוּ וּגְמָעוֹ, אִם חָמֵץ הוּא — עָנוּשׁ כָּרֵת, וְאִם מַצָּה הוּא — אֵין אָדָם יוֹצֵא יְדֵי חוֹבָתוֹ בַּפֶּסַח. וְהָא הָכָא, דְּאֵין אָדָם יוֹצֵא יְדֵי חוֹבָתוֹ בְּמַצָּה, וְחַיָּיבִין עַל חִימּוּצוֹ כָּרֵת?', 'אִיתְּעַר בְּהוּ רַב אִידִי בַּר אָבִין, אָמַר לְהוּ: דַּרְדְּקֵי, הַיְינוּ טַעְמָא דְּרֵישׁ לָקִישׁ: מִשּׁוּם דְּהָווּ לְהוּ מֵי פֵירוֹת,']"
Jerusalem Talmud Challah 1:1:3,"רבי יונה רבי זעירא ר""ש בן לקיש בשם רבי ישמעאל א""ר מנא אזלית לקיסרין ושמעית ר' אחווה ור' זעירא. ואבא הוה אמר ליה בשם רבי ישמעאל אומר נאמר לחם בפסח ונאמר לחם בחלה. מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ. אף לחם שנאמר בחלה דבר שהוא בא לידי מצה וחמץ. ובדקו ומצאו שאין לך בא לידי מצה וחמץ אלא חמשת המינים בלבד. ושאר כלה דברים אינן באין לידי מצה וחמץ אלא לידי סירחון.",Sifrei Devarim 110:1,"והגר והיתום והאלמנה אשר בשעריך. יכול בין חסרים בין שאינן חסרים? ואל תתמה, שהרי הוא אומר (דברים כ״ד:י״ז): ולא תחבול בגד אלמנה - בין עניה בין עשירה. ת""ל (ויקרא כג) [ל]עני [ולגר]. מה עני חסר אף כולם חסרים.
"
