yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Kilayim 1:1:2,כתיב (ויקרא יט) שדך לא תזרע כלאים. הייתי אומר אפילו שני מיני חטים ואפילו שני מיני שעורים. בהמתך לא תרביע כלאים הייתי אומר אפי' שור שחור על גבי שור לבן או שור לבן על גבי שחור. (שם) ובגד כלאים שעטנז לא יעלה עליך הייתי אומר [אפילו] שני מיני צמר ואפילו שני מיני פשתים. פירש בבגדים (דברים כב) לא תלבש שעטנז צמר ופשתים יחדיו. מה כלאי בגדים שאסרתי לך שני מינין לא זה ממין זה ולא זה ממין זה. אף כלאים שאסרתי לך בכל מקום לא זה ממין זה ולא זה ממין זה.,Leviticus 19:19,אֶֽת־חֻקֹּתַי֮ תִּשְׁמֹ֒רוּ֒ בְּהֶמְתְּךָ֙ לֹא־תַרְבִּ֣יעַ כִּלְאַ֔יִם שָׂדְךָ֖ לֹא־תִזְרַ֣ע כִּלְאָ֑יִם וּבֶ֤גֶד כִּלְאַ֙יִם֙ שַֽׁעַטְנֵ֔ז לֹ֥א יַעֲלֶ֖ה עָלֶֽיךָ׃
Jerusalem Talmud Kilayim 1:1:2,כתיב (ויקרא יט) שדך לא תזרע כלאים. הייתי אומר אפילו שני מיני חטים ואפילו שני מיני שעורים. בהמתך לא תרביע כלאים הייתי אומר אפי' שור שחור על גבי שור לבן או שור לבן על גבי שחור. (שם) ובגד כלאים שעטנז לא יעלה עליך הייתי אומר [אפילו] שני מיני צמר ואפילו שני מיני פשתים. פירש בבגדים (דברים כב) לא תלבש שעטנז צמר ופשתים יחדיו. מה כלאי בגדים שאסרתי לך שני מינין לא זה ממין זה ולא זה ממין זה. אף כלאים שאסרתי לך בכל מקום לא זה ממין זה ולא זה ממין זה.,Jerusalem Talmud Kilayim 1:7:3,"<i data-overlay=""Vilna Pages"" data-value=""3b""></i>תַּנֵּי מְנַיִין שֶׁאֵין מַרְכִּיבִין עֵץ סְרָק עַל גַּבֵּי עֵל מַאֲכָל וְלֹא עֵץ מַאֲכָל עַל גַּבֵּי עֵץ מַאֲכָל מִין <i data-overlay=""Venice Columns"" data-value=""27b""></i>בְּשֶׁאֵינוֹ מִינוֹ מְנַיִין תַּלְמוּד לוֹמַר אֶת חוּקּוֹתַי תִשְׁמוֹרוּ. רִבִּי יוֹנָה רִבִּי לָֽעְזָר בְשֵׁם כַּהֲנָא דְּרִבִּי לָֽעְזָר הִיא מִשּׁוּם חוּקִּים שֶׁחָקַקְתִּי בְעוֹלָמִי. מֵאַתָּה אָסוּר לְאָדָם הָרִאשׁוֹן. רִבִּי יוֹסֵי בְשֵׁם רִבִּי הִילָא דִּבְרֵי הַכֹּל הִיא מִשּׁוּם חוּקִּים שֶׁחָקַקְתִּי בְעוֹלָמִי. מֵעַתָּה אָסוּר לְהַרְכִּיב תְּאֵינָה שְׁחוֹרָה עַל גַּבֵּי תְאֵינָה לְבָנָה. אָמַר רִבִּי אָבִין וְלֹא מִכִּלְאֵי הַבְּגָדִים לָמַדְתָּ. מַה כִלְאֵי בְגָדִים שֶׁאָסַרְתִּי לָךְ שְׁנֵי מִינִין לֹא זֶה מִמִּין זֶה וְלֹא זֶה מִמִּין זֶה אַף כִּלְאַיִם שֶׁאָסַרְתִּי לָךְ בְּכָל־מָקוֹם לֹא זֶה מִמִּין זֶה וְלֹא זֶה מִמִּין זֶה."
Jerusalem Talmud Kilayim 1:1:2-6,"[""כתיב (ויקרא יט) שדך לא תזרע כלאים. הייתי אומר אפילו שני מיני חטים ואפילו שני מיני שעורים. בהמתך לא תרביע כלאים הייתי אומר אפי' שור שחור על גבי שור לבן או שור לבן על גבי שחור. (שם) ובגד כלאים שעטנז לא יעלה עליך הייתי אומר [אפילו] שני מיני צמר ואפילו שני מיני פשתים. פירש בבגדים (דברים כב) לא תלבש שעטנז צמר ופשתים יחדיו. מה כלאי בגדים שאסרתי לך שני מינין לא זה ממין זה ולא זה ממין זה. אף כלאים שאסרתי לך בכל מקום לא זה ממין זה ולא זה ממין זה."", 'החיטים והזונין אינן כלאים זה בזה. הא עם השעורים כלאים. החיטים והזונין אינן כלאים זה בזה דבר שאינו אוכל. הוינן מטעי ומתני כלאים. א""ר בא בר זבדא שכן מקומות מקיימין אותן ליונים. אמר רבי בא בר זבדא כרבי ליעזר דתנינן תמן המקיים קוצים בכרם רבי ליעזר אומר קידש וחכמים אומרים לא קידש. אמר רבי אבהו טעמא דרבי ליעזר שכן מקומות מקיימין אותן לגמלים בערביא. מה דרבנין סברין מימר אין מקומות מקיימין אותן לגמלים בערביא. ויבדקו. רבנין אמרין מקום שמקיימין אותן אסורין ומקום שאין מקיימין אותן מותרין. מה טעמא דרבי ליעזר מכיון שמקיימין אותן במקום אחד נאסור מינן בכל מקום שהוא. ולא רבי בא בר זבדא כרבי ליעזר. תמן אין דרך בני אדם להביא &lt;קרנים&gt; [קוצים] ממקום למקום. ברם הכא דרך בני אדם להביא זונין ממקום למקום.', 'מעתה יהו כלאים עם החטים. אמר רבי יונה מין חטין הם אלא שהפירות מזנין. כהדא דתני (ויקרא יט) ולא תזנה הארץ מיכן שהפירות מזנין.', ""רבי יעקב בר זבדי בעא קומי ר' ירמיה מתניתין דרבי ישמעאל בי רבי יוסי דתני רבי ישמעאל בי רבי יוסי אומר משום אביו תורמין מן היין על החומץ אבל לא מן החומץ על היין. עבר ותרם תרומתו תרומה. רבי אומר היין והחומץ שני מינין הן אין תורמין ולא מעשרין מזה על זה. והוה מסתכל ביה. אמר ליה מה את מסתכל בי הבא לך רצועה בכאן. תמן למעשרות וכאן לכלאים. אמר רבי יונה הא כן הוה צריך מסתכל ביה כד הוון רבנין קדמאיי בעון מקיימ' הדא מילתא הוון מקיימין לה. תמן למעשרות וכאן לכלאים."", ""רבי יוסה בשם רבי יוחנן כולהון זוגות זוגות. מה על כל פירקא אתאמרת או על הדא הלכתא. מן מה דאמר רב חמשה ירקות שאדם יוצא בהם ידי חובתו בפסח כולם מותרין ליזרע בערוגה ואמר הדא דרב פליגא על ר' יוחנן הדא אמרה על כל פירקא איתאמר'. רבא בשם רב כולהון זוגות זוגות. מחלפא שיטתיה דרב. תמן הוא אמר כולן מין אחד והכא הוא אמר הכין. לא דרב אמר כולן מין אחד לא אמר אלא מיני ירקות הן וכולן מותרין ליזרע בערוגה.""]",Jerusalem Talmud Kilayim 1:4:3,"שַׂלְמָן בַּר לֵוִי אַחוֹי דְּזַבְדִּי בַּר לֵוִי בְשֵׁם רִבִּי יְהוֹשֻׁעַ בֶּן לֵוִי כּוּלְּהוֹן זוּגוֹת זוּגוֹת. רַב אָמַר כּוּלְּהוֹן מִן אֶחָד. מַתְנִיתָא פְלִיגָא עַל רַב דְּתַנֵּי אַף <i data-overlay=""Vilna Pages"" data-value=""2b""></i>הַבְּכָיִים. הָתִיב רִבִּי יוֹסֵי בֵּי רִבִּי בּוּן וְהָתַנֵּי אַף הָרוֹגְייָנִין."
Jerusalem Talmud Kilayim 1:1:2,כתיב (ויקרא יט) שדך לא תזרע כלאים. הייתי אומר אפילו שני מיני חטים ואפילו שני מיני שעורים. בהמתך לא תרביע כלאים הייתי אומר אפי' שור שחור על גבי שור לבן או שור לבן על גבי שחור. (שם) ובגד כלאים שעטנז לא יעלה עליך הייתי אומר [אפילו] שני מיני צמר ואפילו שני מיני פשתים. פירש בבגדים (דברים כב) לא תלבש שעטנז צמר ופשתים יחדיו. מה כלאי בגדים שאסרתי לך שני מינין לא זה ממין זה ולא זה ממין זה. אף כלאים שאסרתי לך בכל מקום לא זה ממין זה ולא זה ממין זה.,Deuteronomy 22:11,לֹ֤א תִלְבַּשׁ֙ שַֽׁעַטְנֵ֔ז צֶ֥מֶר וּפִשְׁתִּ֖ים יַחְדָּֽו׃ <span>{ס}</span>        
Jerusalem Talmud Kilayim 1:1:3,"החיטים והזונין אינן כלאים זה בזה. הא עם השעורים כלאים. החיטים והזונין אינן כלאים זה בזה דבר שאינו אוכל. הוינן מטעי ומתני כלאים. א""ר בא בר זבדא שכן מקומות מקיימין אותן ליונים. אמר רבי בא בר זבדא כרבי ליעזר דתנינן תמן המקיים קוצים בכרם רבי ליעזר אומר קידש וחכמים אומרים לא קידש. אמר רבי אבהו טעמא דרבי ליעזר שכן מקומות מקיימין אותן לגמלים בערביא. מה דרבנין סברין מימר אין מקומות מקיימין אותן לגמלים בערביא. ויבדקו. רבנין אמרין מקום שמקיימין אותן אסורין ומקום שאין מקיימין אותן מותרין. מה טעמא דרבי ליעזר מכיון שמקיימין אותן במקום אחד נאסור מינן בכל מקום שהוא. ולא רבי בא בר זבדא כרבי ליעזר. תמן אין דרך בני אדם להביא &lt;קרנים&gt; [קוצים] ממקום למקום. ברם הכא דרך בני אדם להביא זונין ממקום למקום.",Mishnah Kilayim 5:8,"הַמְקַיֵּם קוֹצִים בַּכֶּרֶם, רַבִּי אֱלִיעֶזֶר אוֹמֵר, קִדֵּשׁ. וַחֲכָמִים אוֹמְרִים, לֹא קִדֵּשׁ אֶלָּא דָבָר שֶׁכָּמוֹהוּ מְקַיְּמִין. הָאִירוּס וְהַקִּסּוֹם וְשׁוֹשַׁנַּת הַמֶּלֶךְ וְכָל מִינֵי זְרָעִים, אֵינָן כִּלְאַיִם בַּכָּרֶם. הַקַּנְבּוֹס, רַבִּי טַרְפוֹן אוֹמֵר, אֵינוֹ כִלְאָיִם, וַחֲכָמִים אוֹמְרִים, כִּלְאָיִם. וְהַקִּנְרָס, כִּלְאַיִם בַּכָּרֶם: 
"
Jerusalem Talmud Kilayim 1:1:3,"החיטים והזונין אינן כלאים זה בזה. הא עם השעורים כלאים. החיטים והזונין אינן כלאים זה בזה דבר שאינו אוכל. הוינן מטעי ומתני כלאים. א""ר בא בר זבדא שכן מקומות מקיימין אותן ליונים. אמר רבי בא בר זבדא כרבי ליעזר דתנינן תמן המקיים קוצים בכרם רבי ליעזר אומר קידש וחכמים אומרים לא קידש. אמר רבי אבהו טעמא דרבי ליעזר שכן מקומות מקיימין אותן לגמלים בערביא. מה דרבנין סברין מימר אין מקומות מקיימין אותן לגמלים בערביא. ויבדקו. רבנין אמרין מקום שמקיימין אותן אסורין ומקום שאין מקיימין אותן מותרין. מה טעמא דרבי ליעזר מכיון שמקיימין אותן במקום אחד נאסור מינן בכל מקום שהוא. ולא רבי בא בר זבדא כרבי ליעזר. תמן אין דרך בני אדם להביא &lt;קרנים&gt; [קוצים] ממקום למקום. ברם הכא דרך בני אדם להביא זונין ממקום למקום.",Jerusalem Talmud Kilayim 5:7:2,<strong><big>הלכה:</big></strong> אָמַר רִבִּי אַבָּהוּ טַעֲמָא דְּרִבִּי לִיעֶזֶר שֶׁכֵּן מְקוֹמוֹת מְקַייְמִין אוֹתָן לִגְמָלִים בַּעֲרָבִיָּא.
Jerusalem Talmud Kilayim 1:1:3,"החיטים והזונין אינן כלאים זה בזה. הא עם השעורים כלאים. החיטים והזונין אינן כלאים זה בזה דבר שאינו אוכל. הוינן מטעי ומתני כלאים. א""ר בא בר זבדא שכן מקומות מקיימין אותן ליונים. אמר רבי בא בר זבדא כרבי ליעזר דתנינן תמן המקיים קוצים בכרם רבי ליעזר אומר קידש וחכמים אומרים לא קידש. אמר רבי אבהו טעמא דרבי ליעזר שכן מקומות מקיימין אותן לגמלים בערביא. מה דרבנין סברין מימר אין מקומות מקיימין אותן לגמלים בערביא. ויבדקו. רבנין אמרין מקום שמקיימין אותן אסורין ומקום שאין מקיימין אותן מותרין. מה טעמא דרבי ליעזר מכיון שמקיימין אותן במקום אחד נאסור מינן בכל מקום שהוא. ולא רבי בא בר זבדא כרבי ליעזר. תמן אין דרך בני אדם להביא &lt;קרנים&gt; [קוצים] ממקום למקום. ברם הכא דרך בני אדם להביא זונין ממקום למקום.",Shabbat 144b:5,"אִין, דִּתְנַן: הַמְקַיֵּים קוֹצִים בַּכֶּרֶם, רַבִּי אֱלִיעֶזֶר אוֹמֵר: קִדֵּשׁ, וַחֲכָמִים אוֹמְרִים: אֵינוֹ מְקַדֵּשׁ אֶלָּא דָּבָר שֶׁכָּמוֹהוּ מְקַיְּימִין. וְאָמַר רַבִּי חֲנִינָא: מַאי טַעְמָא דְּרַבִּי אֱלִיעֶזֶר — שֶׁכֵּן בַּעֲרַבְיָא מְקַיְּימִין קוֹצֵי שָׂדוֹת לִגְמַלֵּיהֶם."
Jerusalem Talmud Kilayim 1:1:4,מעתה יהו כלאים עם החטים. אמר רבי יונה מין חטין הם אלא שהפירות מזנין. כהדא דתני (ויקרא יט) ולא תזנה הארץ מיכן שהפירות מזנין.,Leviticus 19:29,אַל־תְּחַלֵּ֥ל אֶֽת־בִּתְּךָ֖ לְהַזְנוֹתָ֑הּ וְלֹא־תִזְנֶ֣ה הָאָ֔רֶץ וּמָלְאָ֥ה הָאָ֖רֶץ זִמָּֽה׃
Jerusalem Talmud Kilayim 1:1:4,מעתה יהו כלאים עם החטים. אמר רבי יונה מין חטין הם אלא שהפירות מזנין. כהדא דתני (ויקרא יט) ולא תזנה הארץ מיכן שהפירות מזנין.,Tosefta Kiddushin (Lieberman) 1:4,"לא ישא אדם אשה עד שתגדל בת <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>אחותו, או עד שימצא את <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>ההגון לו, <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>שנ' ומלאה הארץ זמה. זמה היא. <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>ר' <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>לעזר <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>או' זה <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>פנוי הבא על <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>הפנויה שלא <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>לשום אישות. <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>ר' <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>לעזר <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>אומ' <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>מנין שענוש לפני <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>מקום כבא על אשה ואמה, <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>נאמ' כאן <i data-commentator=""Variants"" data-label=""טז"" data-order=""16""></i>זמה, <i data-commentator=""Variants"" data-label=""יז"" data-order=""17""></i>ונאמ' <i data-commentator=""Variants"" data-label=""יח"" data-order=""18""></i>להלן <i data-commentator=""Variants"" data-label=""יט"" data-order=""19""></i>ואיש אשר <i data-commentator=""Variants"" data-label=""כ"" data-order=""20""></i>יקח את אשה ואת אמה <i data-commentator=""Variants"" data-label=""כא"" data-order=""21""></i>זמה היא. <i data-commentator=""Variants"" data-label=""כב"" data-order=""22""></i>ר' <i data-commentator=""Variants"" data-label=""כג"" data-order=""23""></i>ליעזר בן יעקב <i data-commentator=""Variants"" data-label=""כד"" data-order=""24""></i>אומ' <i data-commentator=""Variants"" data-label=""כה"" data-order=""25""></i>מתוך שבא על <i data-commentator=""Variants"" data-label=""כו"" data-order=""26""></i>נשים הרבה, <i data-commentator=""Variants"" data-label=""כז"" data-order=""27""></i>ואין ידוע על אי זו מהן בא, <i data-commentator=""Variants"" data-label=""כח"" data-order=""28""></i>והיא <i data-commentator=""Variants"" data-label=""כט"" data-order=""29""></i>שקיבלה מאנשים הרבה, ואין ידוע מאי זה <i data-commentator=""Variants"" data-label=""ל"" data-order=""30""></i>מהן <i data-commentator=""Variants"" data-label=""לא"" data-order=""31""></i>קיבלה, נמצא <i data-commentator=""Variants"" data-label=""לב"" data-order=""32""></i>זה איש נושא <i data-commentator=""Variants"" data-label=""לג"" data-order=""33""></i>את בתו, <i data-commentator=""Variants"" data-label=""לד"" data-order=""34""></i>וזה נושא <i data-commentator=""Variants"" data-label=""לה"" data-order=""35""></i>את אחותו, <i data-commentator=""Variants"" data-label=""לו"" data-order=""36""></i>נמצא כל העולם <i data-commentator=""Variants"" data-label=""לז"" data-order=""37""></i>מתמזרין, לכך <i data-commentator=""Variants"" data-label=""לח"" data-order=""38""></i>נאמ' ומלאה הארץ <i data-commentator=""Variants"" data-label=""לט"" data-order=""39""></i>זמה. <i data-commentator=""Variants"" data-label=""מ"" data-order=""40""></i>ר' יהודה <i data-commentator=""Variants"" data-label=""מא"" data-order=""41""></i>בן <i data-commentator=""Variants"" data-label=""מב"" data-order=""42""></i>בתירא <i data-commentator=""Variants"" data-label=""מג"" data-order=""43""></i>אומ' הרי הוא <i data-commentator=""Variants"" data-label=""מד"" data-order=""44""></i>או' ולא תזנה הארץ, <i data-commentator=""Variants"" data-label=""מה"" data-order=""45""></i>מוזנין הן הפירות. <i data-commentator=""Variants"" data-label=""מו"" data-order=""46""></i>זה <i data-commentator=""Variants"" data-label=""מז"" data-order=""47""></i>מה הוא, לא כהן, ולא לוי, ולא ישראל. הכריעו <i data-commentator=""Variants"" data-label=""מח"" data-order=""48""></i>חכמים לסייע דברי <i data-commentator=""Variants"" data-label=""מט"" data-order=""49""></i>ר' <i data-commentator=""Variants"" data-label=""נ"" data-order=""50""></i>יהודה, <i data-commentator=""Variants"" data-label=""נא"" data-order=""51""></i>שנ' שאי עיניך על <i data-commentator=""Variants"" data-label=""נב"" data-order=""52""></i>שפים וראי איפה <i data-commentator=""Variants"" data-label=""נג"" data-order=""53""></i>לא <i data-commentator=""Variants"" data-label=""נד"" data-order=""54""></i>שו' וימנעו <i data-commentator=""Variants"" data-label=""נה"" data-order=""55""></i>רביבים <i data-commentator=""Variants"" data-label=""נו"" data-order=""56""></i>וגו'."
Jerusalem Talmud Kilayim 1:1:5,רבי יעקב בר זבדי בעא קומי ר' ירמיה מתניתין דרבי ישמעאל בי רבי יוסי דתני רבי ישמעאל בי רבי יוסי אומר משום אביו תורמין מן היין על החומץ אבל לא מן החומץ על היין. עבר ותרם תרומתו תרומה. רבי אומר היין והחומץ שני מינין הן אין תורמין ולא מעשרין מזה על זה. והוה מסתכל ביה. אמר ליה מה את מסתכל בי הבא לך רצועה בכאן. תמן למעשרות וכאן לכלאים. אמר רבי יונה הא כן הוה צריך מסתכל ביה כד הוון רבנין קדמאיי בעון מקיימ' הדא מילתא הוון מקיימין לה. תמן למעשרות וכאן לכלאים.,Tosefta Terumot (Lieberman) 4:6,"התורם <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>את הבור <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>ונמצא מגולה, אבטיח ונמצא <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>נקוד, תרומה <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>יחזור ויתרום. ר' ישמעאל <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>בי ר' יוסה <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>אומ' <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>משם אביו תורמין יין על <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>חומץ, ואין תורמין חומץ על <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>יין. <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>אפי' תורמין, אין תורמין אלא לפי חשבון."
