yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Terumot 1:1:2,חמשה לא יתרומו כו'. ר' שמואל בר נחמן שמע לכולהון מן הכא דבר אל בני ישראל ויקחו לי תרומה פרט לגוי מאת כל איש פרט לקטן אשר ידבנו לבו פרט לחרש ולשוטה וזאת התרומה אשר תקחו מאתם פרט לתורם את שאינו שלו.,"Midrash Tanchuma Buber, Terumah 2:1","[ויקחו לי תרומה]. אמר להן הקב""ה, היתה התורה שלי ונטלתם אותם קחו אותי עמה. ויקחו לי תרומה. אמר ריש לקיש כך שנו רבותינו חמשה לא יתרומו ואם תרמו אין תרומתן רומיה, החרש והשוטה והקטן והתורם את שאינו שלו ונכרי שתרם את של ישראל [אפילו ברשותו] אין תרומתו תרומה. וכולן מן הפסוק הזה, דבר אל בני ישראל, יצא חרש שאינו שומע, אשר ידבנו לבו, יצא שוטה שאינו מתנדב בלבו, מאת כל איש, יצא קטן שאינו איש, והתורם את שאינו שלו, שנאמר מאת כל איש, משלהן, ונכרי שתרם של ישראל אפילו ברשותו, שנאמר דבר אל בני ישראל, יצא נכרי שאינו מישראל."
Jerusalem Talmud Terumot 1:1:2,חמשה לא יתרומו כו'. ר' שמואל בר נחמן שמע לכולהון מן הכא דבר אל בני ישראל ויקחו לי תרומה פרט לגוי מאת כל איש פרט לקטן אשר ידבנו לבו פרט לחרש ולשוטה וזאת התרומה אשר תקחו מאתם פרט לתורם את שאינו שלו.,Exodus 25:2,דַּבֵּר֙ אֶל־בְּנֵ֣י יִשְׂרָאֵ֔ל וְיִקְחוּ־לִ֖י תְּרוּמָ֑ה מֵאֵ֤ת כׇּל־אִישׁ֙ אֲשֶׁ֣ר יִדְּבֶ֣נּוּ לִבּ֔וֹ תִּקְח֖וּ אֶת־תְּרוּמָתִֽי׃
Jerusalem Talmud Terumot 1:1:2,חמשה לא יתרומו כו'. ר' שמואל בר נחמן שמע לכולהון מן הכא דבר אל בני ישראל ויקחו לי תרומה פרט לגוי מאת כל איש פרט לקטן אשר ידבנו לבו פרט לחרש ולשוטה וזאת התרומה אשר תקחו מאתם פרט לתורם את שאינו שלו.,Exodus 25:3,וְזֹאת֙ הַתְּרוּמָ֔ה אֲשֶׁ֥ר תִּקְח֖וּ מֵאִתָּ֑ם זָהָ֥ב וָכֶ֖סֶף וּנְחֹֽשֶׁת׃
Jerusalem Talmud Terumot 1:1:2-5,"[""חמשה לא יתרומו כו'. ר' שמואל בר נחמן שמע לכולהון מן הכא דבר אל בני ישראל ויקחו לי תרומה פרט לגוי מאת כל איש פרט לקטן אשר ידבנו לבו פרט לחרש ולשוטה וזאת התרומה אשר תקחו מאתם פרט לתורם את שאינו שלו."", 'ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר\' אבהו בשם ר\' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.', 'אמר רבי יוסי קשייתה קומי שמואל הרי גיטין הרי אין כתיב בהן מחשבה ואין מעשה שלו מוכיח על מחשבתו דתנינן הכל כשירין לכתוב את הגט חוץ מחרש שוטה וקטן אמר רב הונא והוא שיהא פיקח עומד על גביו רבי יוחנן בעי והיינו וכתב לה לשמה חזר רבי יוסי ואמר תמן זה כותב וזה מגרש ברם הכא הוא חושב והוא תורם רבי יעקב בר אחא אמר הא אילו כתב הוא וגירש הוא גט הוא ברם הכא הוא חושב והוא תורם', ""רבי יעקב בר אחא רבי חייא בשם רבי יוחנן חלוקין על השונה הזה מהו כדון אתאי דרבי יוחנן דתרומות כרבי ישמעאל בנו של רבי יוחנן בן ברוקה דקידושין ודר' יוחנן בגיטין כרבנן דקידושין דתניא חרש שוטה וקטן שקידשו אין קדושיהן קדושין רבי ישמעאל בנו של רבי יוחנן בן ברוקה אומר בינן לבין עצמן אין קידושיהן קידושין בינן לבין אחרים קידושיהן קידושין.""]",Jerusalem Talmud Terumot 1:1:10,מָאן תַּנָּא חֵרֵשׁ דְּלָא כְרִבִּי יוּדָה דְּתַנֵּי אָמַר רִבִּי יוּדָה מַעֲשֶׂה בְּבָנָיו שֶׁל רִבִּי יוֹחָנָן בֶּן גּוּדְגָּדָא שֶׁהָיוּ כּוּלּוֹ חֱרֵשִׁים וְהָיוּ כָּל־הַטָּהֳרוֹת בִּירוּשָׁלֵם נַעֲשִׂין עַל גַּבֵּיהֶן. אָֽמְרוּ לוֹ מִפְּנֵי שֶׁהַטָּהֳרוֹת אֵינָן צְרִיכוֹת מַחֲשָׁבָה וְנַעֲשׂוֹת עַל גַּבֵּי חֵרֵשׁ שׁוֹטֶה וְקָטָן. אֲבָל תְּרוֹמוּת וּמַעְשְׂרוֹת צְרִיכוֹת מַחֲשָׁבָה וְאֵינָן נִפְסָלוֹת בְהֶסֶּח הַדַּעַת. רִבִּי יוֹסֵי בְשֵׁם רִבִּי לָא אֵין כָּתוּב בָהֶן מַחֲשָׁבָה שְׁמִירָה כָּתוּב בָהֶן.
Jerusalem Talmud Terumot 1:1:3,"ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר' אבהו בשם ר' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.",Mishnah Makhshirin 6:1,"הַמַּעֲלֶה פֵרוֹתָיו לַגַּג מִפְּנֵי הַכְּנִימָה, וְיָרַד עֲלֵיהֶם טַל, אֵינָם בְּכִי יֻתַּן. אִם נִתְכַּוֵּן לְכָךְ, הֲרֵי זֶה בְכִי יֻתַּן. הֶעֱלָן חֵרֵשׁ, שׁוֹטֶה וְקָטָן, אַף עַל פִּי שֶׁחִשַּׁב שֶׁיֵּרֵד עֲלֵיהֶן הַטַּל, אֵינָן בְּכִי יֻתַּן, שֶׁיֶּשׁ לָהֶן מַעֲשֶׂה וְאֵין לָהֶן מַחֲשָׁבָה: 
"
Jerusalem Talmud Terumot 1:1:3,"ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר' אבהו בשם ר' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.",Leviticus 11:38,וְכִ֤י יֻתַּן־מַ֙יִם֙ עַל־זֶ֔רַע וְנָפַ֥ל מִנִּבְלָתָ֖ם עָלָ֑יו טָמֵ֥א ה֖וּא לָכֶֽם׃ <span>{ס}</span>        
Jerusalem Talmud Terumot 1:1:3,"ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר' אבהו בשם ר' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.",Mishnah Makhshirin 3:8,"הַמּוֹרִיד אֶת הַגַּלְגַּלִּים וְאֶת כְּלֵי הַבָּקָר בִּשְׁעַת הַקָּדִים לַמַּיִם בִּשְׁבִיל שֶׁיָּחוּצוּ, הֲרֵי זֶה בְכִי יֻתַּן. הַמּוֹרִיד בְּהֵמָה לִשְׁתּוֹת, הַמַּיִם הָעוֹלִים בְּפִיהָ, בְּכִי יֻתַּן. וּבְרַגְלֶיהָ, אֵינָן בְּכִי יֻתַּן. אִם חָשַׁב שֶׁיּוּדְחוּ רַגְלֶיהָ, אַף הָעוֹלִין בְּרַגְלֶיהָ, בְּכִי יֻתַּן. בִּשְׁעַת הַיַּחַף וְהַדַּיִשׁ, לְעוֹלָם טָמֵא. הוֹרִיד חֵרֵשׁ שׁוֹטֶה וְקָטָן, אַף עַל פִּי שֶׁחוֹשֵׁב שֶׁיּוּדְחוּ רַגְלֶיהָ, אֵינָן בְּכִי יֻתַּן, שֶׁיֶּשׁ לָהֶן מַעֲשֶׂה וְאֵין לָהֶן מַחֲשָׁבָה: 
"
Jerusalem Talmud Terumot 1:1:3,"ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר' אבהו בשם ר' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.",Numbers 18:27,וְנֶחְשַׁ֥ב לָכֶ֖ם תְּרוּמַתְכֶ֑ם כַּדָּגָן֙ מִן־הַגֹּ֔רֶן וְכַֽמְלֵאָ֖ה מִן־הַיָּֽקֶב׃
Jerusalem Talmud Terumot 1:1:3,"ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר' אבהו בשם ר' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.",Jerusalem Talmud Maasrot 4:2:2,<strong><big>הלכה:</big></strong> רַב הַמְנוּנָא אָמַר תִּינוֹק שֵׁחִיפֶּה כַלְכָּלָה לַשּׁוּק נִטְבְּלָה. מְקוֹם שֶׁמַחֲשַׁבְתּוֹ שֶׁל גָּדוֹל מִתְקַייֶמֶת שָׁם. מַעֲשָׂיו שֶׁל קָטָן מִתְקַייְמִין. רִבִּי זְעִירָא בָּעֵי כְּלוּם מַחֲשַׁבְתּוֹ שֶׁל גָּדוֹל מִתְקַייֶמֶת עַד שֶׁיִּפְתַּח לַשּׁוּק. וְדִכְװָתָהּ אֵין מַעֲשָׂיו שֶׁל קָטָן מִתְקַייְמִין עַד שֶׁיִּפְתַּח לַשּׁוּק. מַתְנִיתָא פְלִיגָא עַל רַב הַמְנוּנָא תִּינוֹקוֹת שֶׁטָּֽמְנוּ תְאֵינִים לַשַּׁבָּת וְשָׁכַח לְעַשְּׂרָן לֹא יֵאָֽכְלוּ מוֹצָאֵי שַׁבָּת עַד שֶׁיִּתְעַשְּׂרוּ. רִבִּי זְעִירָא בְשֵׁם רַב הַמְנוּנָא תִּיפְתָּר בְּשֶׁלִּקְּטוּם עִם דִּמְדּוּמֵי חַמָּה וְהוֹכִיחַ מַעֲשֶׂה שֶׁלָּהֶן עַל מַחֲשַׁבְתָּם.
Jerusalem Talmud Terumot 1:1:4,אמר רבי יוסי קשייתה קומי שמואל הרי גיטין הרי אין כתיב בהן מחשבה ואין מעשה שלו מוכיח על מחשבתו דתנינן הכל כשירין לכתוב את הגט חוץ מחרש שוטה וקטן אמר רב הונא והוא שיהא פיקח עומד על גביו רבי יוחנן בעי והיינו וכתב לה לשמה חזר רבי יוסי ואמר תמן זה כותב וזה מגרש ברם הכא הוא חושב והוא תורם רבי יעקב בר אחא אמר הא אילו כתב הוא וגירש הוא גט הוא ברם הכא הוא חושב והוא תורם,Mishnah Gittin 2:2,"נִכְתַּב בַּיּוֹם וְנֶחְתַּם בַּיּוֹם, בַּלַּיְלָה וְנֶחְתַּם בַּלַּיְלָה, בַּלַּיְלָה וְנֶחְתַּם בַּיּוֹם, כָּשֵׁר. בַּיּוֹם וְנֶחְתַּם בַּלַּיְלָה, פָּסוּל. רַבִּי שִׁמְעוֹן מַכְשִׁיר, שֶׁהָיָה רַבִּי שִׁמְעוֹן אוֹמֵר, כָּל הַגִּטִּין שֶׁנִּכְתְּבוּ בַיּוֹם וְנֶחְתְּמוּ בַלַּיְלָה, פְּסוּלִין, חוּץ מִגִּטֵּי נָשִׁים: 
"
