yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Bikkurim 1:1:3,אמר רבי יוחנן כולהן משום תורת הגוזלן ירדו להן. אמר רבי יוסי מתניתא אמרה כן. מאיזה טעם אינו מביא משום שנאמר ראשית בכורי אדמתך.,Mishnah Bikkurim 1:2,"מֵאֵיזֶה טַעַם אֵינוֹ מֵבִיא, מִשּׁוּם שֶׁנֶּאֱמַר, רֵאשִׁית בִּכּוּרֵי אַדְמָתְךָ (שמות כג), עַד שֶׁיְּהוּ כָל הַגִּדּוּלִין מֵאַדְמָתְךָ. הָאֲרִיסִין וְהֶחָכוֹרוֹת וְהַסִּקָּרִיקוֹן וְהַגַּזְלָן, אֵין מְבִיאִין מֵאוֹתוֹ הַטַּעַם, מִשּׁוּם שֶׁנֶּאֱמַר, רֵאשִׁית בִּכּוּרֵי אַדְמָתְךָ: 
"
Jerusalem Talmud Bikkurim 1:1:3,אמר רבי יוחנן כולהן משום תורת הגוזלן ירדו להן. אמר רבי יוסי מתניתא אמרה כן. מאיזה טעם אינו מביא משום שנאמר ראשית בכורי אדמתך.,Exodus 23:19,רֵאשִׁ֗ית בִּכּוּרֵי֙ אַדְמָ֣תְךָ֔ תָּבִ֕יא בֵּ֖ית יְהֹוָ֣ה אֱלֹהֶ֑יךָ לֹֽא־תְבַשֵּׁ֥ל גְּדִ֖י בַּחֲלֵ֥ב אִמּֽוֹ׃ <span>{פ}</span><br>
Jerusalem Talmud Bikkurim 1:1:4,תני אם הבריך ברשות מביא וקורא. רבי יוסי בשם רבי אימי והוא שנתן לו רשות לעולם הא לשעה לא. רבי יונה בשם רבי אימי אפילו לשעה. חייליה דרבי יונה מן הדא היה חופר בור שיח ומערה קוצץ ויורד והעצים שלו. ועצים לא לשעה הן. מה עבד לה רבי יוסי שרשים שדרכן להחליף לעולם מכיון שדרכן להחליף לעולם הן. אמר רבי מנא מילתא דרבי יוחנן מסייע לאבא דאמר רבי יוחנן כולהן משום תורת הגוזלן ירדו להן. וכאן מכיון שנתן לו רשות להבריך אפילו לשעה אין זה גוזלן.,Mishnah Bava Batra 2:12,"לֹא יִטַּע אָדָם אִילָן סָמוּךְ לִשְׂדֵה חֲבֵרוֹ, אֶלָּא אִם כֵּן הִרְחִיק מִמֶּנּוּ אַרְבַּע אַמּוֹת, אֶחָד גְּפָנִים וְאֶחָד כָּל אִילָן. הָיָה גָדֵר בֵּינְתַיִם, זֶה סוֹמֵךְ לַגָּדֵר מִכָּאן, וְזֶה סוֹמֵךְ לַגָּדֵר מִכָּאן. הָיוּ שָׁרָשִׁים יוֹצְאִין לְתוֹךְ שֶׁל חֲבֵרוֹ, מַעֲמִיק שְׁלֹשָׁה טְפָחִים, כְּדֵי שֶׁלֹּא יְעַכֵּב אֶת הַמַּחֲרֵשָׁה. הָיָה חוֹפֵר בּוֹר, שִׁיחַ וּמְעָרָה, קוֹצֵץ וְיוֹרֵד, וְהָעֵצִים שֶׁלּוֹ: 
"
Jerusalem Talmud Bikkurim 1:1:5,רבי זריקן בעי קומי רבי זעירה מתני' דרבי דרבי אמר שרשין חיין זה מזה. אמר ליה דברי הכל היא. הכא התורה אמרה ראשית בכורי אדמתך עד שיהו כל הגידולים מאדמתך.,Jerusalem Talmud Orlah 1:1:18,"רִבִּי זְעִירָא בְשֵׁם רִבִּי יוֹחָנָן שׁוֹרֶשׁ פָּטוּר פּוֹטֵר. מַה כְרִבִּי <i data-overlay=""Vilna Pages"" data-value=""3a""></i>דְּרִבִּי אָמַר שׁוֹרָשִׁין חַיִין זֶה מִזֶּה. דִּבְרֵי הַכֹּל הִיא. הָכָא שׁוֹרֶשׁ פָּטוּר פּוֹטֵר. הֵן דְּתֵימַר שׁוֹרֶשׁ פָּטוּר פּוֹטֵר בְּשׁוֹרֶשׁ יָשָׁן שֶׁהִשְׁרִישׁ מִתּוֹךְ שֶׁלּוֹ לְתוֹךְ שֶׁל חֲבֵירוֹ אֲבָל אִם הִשְׁרִישׁ מֵחוּץ לָאָרֶץ בָּאָרֶץ לֹא בְדָא."
Jerusalem Talmud Bikkurim 1:1:5-4:2,"[[""רבי זריקן בעי קומי רבי זעירה מתני' דרבי דרבי אמר שרשין חיין זה מזה. אמר ליה דברי הכל היא. הכא התורה אמרה ראשית בכורי אדמתך עד שיהו כל הגידולים מאדמתך."", ""על דעתיה דרבי יודה מה בין הנוטע לתוך שלו והבריך לתוך של יחיד. מה בין הנוטע לתוך שלו והבריך לתוך שלו ודרך היחיד באמצע. ר' אחא בשם ר' מיישא בשהבריכה בדלעת או בסילון. אי בשהבריכה בדלעת או בסילון יביא ויקרא אפילו כרבנין יביא ויקרא. אמר רבי יונה צריכה לרבי יודה המוכר שביל לחבירו מקום דריסה הוא מכר או עד התהום מכר. אין תימר מקום דריסה מכר מביא וקורא אין תימר עד התהום מכר לא יביא כל עיקר. מספק מביא ואינו קורא. רבנין פשיטא לון שמכר עד התהום ומה פליגין במוכר שביל לחבירו אבל אם מכר לו שדה ושייר לו שביל כל עמא מודיי ששייר לו עד התהום."", 'על דעתיה דרבי יודה מה בין הנוטע לתוך שלו והבריך לתוך של רבים. מה בין הנוטע לתוך שלו והבריך לתוך שלו ודרך הרבים באמצע. אמר רבי אימי אתיא דרבי יודה כרבי ליעזר דתנינן תמן אין עושים חלל תחת רשות הרבים בורות שיחין ומערות רבי ליעזר מתיר כדי שתהא עגלה מהלכת וטעונה אבנים. כמה דרבי ליעזר אמר תמן תחת רשות הרבים שלו כך רבי יהודה אמר הכא תחת רשות הרבים שלו. רבי שמואל בר רב יצחק בעי אין כרבי ליעזר יביא ויקרא. אמר רבי יוסי מיסבר סבר רבי שמואל בר רב יצחק שרבי ליעזר מתיר לעשות כן והן שלו לעולם. אלא רבי ליעזר מתיר לעשות כן וכל הקודם בהן זכה:'], ['האריסין והחכורות והסיקריקון והגזלן אין מביאין מאותו הטעם משום שנאמר (שמות כג) ראשית בכורי אדמתך:', ""עד כדון כשגזל קרקע גזל זמורה ונטעה ולא דמים הוא חייב לו. אלא צריכה לרבנין. מצות כגבוה הן או אינן כגבוה. אין תימר כגבוה הן אינו מביא ואין תימר אינן כגבוה מביא. הכל מודין באשירה שביטלה שאינו מביא ממנה גיזירין למערכה. רבי שמעון בן לקיש בעי מהו שיביא ממנה לולב. מצות כגבוה הן או אינן כגבוה. אין תימר כגבוה הן אינו מביא אין תימר אינן כגבוה מביא. פשיטא שהוא מביא ממנה לולב שאין מצות כגבוה. מהו שיביא ביכורים. כר' יודה דו אמר הוקשו לקדשי הגבול מביא. כרבנין דאינון מרין הוקשו לקדשי מקדש אינו מביא."", ""עד כדון בגזילה שלא נתייאשו הבעלים ממנה אפי' בגזילה שנתייאשו הבעלים ממנה. סברין אמרין נישמעינה מן הדא הרי אלו בתרומה ובמעשר מה שאין כן בביכורים. כלום צריכה לא בגזילה שלא נתייאשו הבעלים ממנה אבל בגזילה שנתייאשו הבעלים ממנה אפילו בתרומה לא עשה ולא כלום. כהדא דתני האונס והגנב והגזלן בזמן שהבעלים מרדפין אחריהן אין תרומתן תרומה ולא מעשרותיהן מעשר ולא הקדשן הקדש. אם אין הבעלים מרדפין אחריהן תרומתן תרומה ומעשרותיהן מעשר והקדשן הקדש. רבי יוסי בשם רבי יוחנן לא זה תרום ולא זה תורם. רבי אמי בשם רבי יוחנן אפילו הבעלים שתרמו אין תרומתן תרומה. אמר רבי יוסי עד כדון אנן קיימין בגזילה שלא נתייאשו הבעלים ממנה וליידא מי לא אנן תנינן הרי אלו בתרומה ומעשר מה שאין כן בכורין. אפשר לפירות לצאת בלא בכורין אפשר לפירות לצאת בלא תרומה ומעשרות. אבל בגזילה שנתייאשו הבעלים ממנה עד כדון צריכה:""], ['אין מביאין ביכורים חוץ משבעת המינים ולא מן התמרים שבהרים ולא מן הפירות שבעמקים ולא מזיתי שמן שאינן מן המובחר. אין מביאין ביכורים קודם לעצרת. אנשי הר צביעים הביאו ביכוריהן קודם לעצרת ולא קיבלו מהן מפני הכתוב שבתורה (שמות כג) וחג הקציר בכורי מעשיך אשר תזרע בשדה:', 'אין מביאים ביכורים כו\'. אילו כתיב (דברים כו) ולקחת ראשית כל פרי האדמה הייתי אומר כל הדברים יהו חייבים בבכורים ת""ל מראשית ולא כל ראשית. אם מראשית ולא כל ראשית אין לך אלא חיטים ושעורים בלבד תלמוד לומר פרי אדמתך ריבה. וריבה את הכל. נאמר כאן ארצך ונאמר כאן (דברים ח) ארץ חיטה ושעורה מה ארץ שנאמר להלן בשבעת המינים הכתוב מדבר אף ארץ שנאמר כאן בשבעת המינים הכתוב מדבר.', 'זית שמן זה אגורי רבי אמי בשם רבי יוחנן זה אווריסי ולמה נקרא שמו איגורי שהוא אוגר שמנו לתוכו. וכל הזתים מאבדין שמנן. א""ר חנינא כל הזתים הגשמים יורדין עליהן והן פולטין את שמנין וזה הגשמים יורדין עליו והוא אוגר את שמנו לתוכו.', 'ודבש אלו התמרים יכול דבש ממש רבי תנחומא בשם רבי יצחק ב""ר לעזר כתיב (דברי הימים ב לא) וכפרוץ הדבר הרבו בני ישראל ראשית דגן תירוש ויצהר ודבש. ודבש חייב במעשרות. אלא אלו התמרים שהן חייבין במעשרות.', 'ר\' ברכיה בשם רבי שמואל בר נחמן ולמה כתיב ארץ ארץ שני פעמים להודיעך שאין הבית עומד אלא על שני דברים הללו. ולמה נכללו רבי יהודה ב""ר ורבי שמואל ב""ר נחמן חד אמר לברכה וחרנא אמר לשיעורין. מאן דמר לברכה ניחא מאן דמר לשיעורין והא תנינן בהרת כגריס לית הוא מימן. כעדשה מן השרץ לית הוא מימן.', 'פשיטא הדא מילתא הפריש ביכורים חוץ משבעת המינים לא קדשו. מה פליגין בתמרים שבהרים ובפירות שבעמקים רבי זעירא רבי יסא בשם רבי לעזר לא קדשו. רבי אילא בשם ר\' אמי איתפלגון רבי יוחנן ורבי שמעון בן לקיש רבי יוחנן אמר לא קדשו רשב""ל אמר קדשו. א""ר יונה טעמא דרשב""ל שכן אם עבר ותרם מן הרע על היפה תרומתו תרומה. אמר רבי יוסי שמענן פירות הרעים חייבין במעשרות שמענן פירות הרעים חייבין בביכורין. מתני\' מסייע לרבי יוסי אין מביאין מן הציפורנין ולא מן הבישנין ואם הביא לא קידשו. אמר רבי זעירא ותניי תמן תאנים סוכות מנוקבות ענבין מאובקות ומעושנות אין מביאין אבל מביאין מן התאנים בנות שבע ומן הענבים הלבלונית. מן המובחר הן ותימר אבל אמר רבי אבא מרי שלא תאמר הואיל והן בסוף לא יבא.', 'תני רבן שמעון בן גמליאל אומר אין מביאין תמרים אלא מיריחו ואין קורין אלא על הכותבות. רבי שמעון בן אלעזר אומר רימוני עמקים מביאין וקורין:'], [""אלו מביאים ולא קורין הגר מביא ואינו קורא שאין יכול לומר (דברים כו) אשר נשבע ה' לאבותינו לתת לנו ואם היתה אמו מישראל מביא וקורא. וכשהוא מתפלל בינו לבין עצמו אומר אלהי אבותיכם ואם היתה אמו מישראל אומר אלהי אבותינו:"", ""רבי יונה ורבי יסא תרויהון בשם רבי שמואל בר רב יצחק בבני קיני חותן משה היא מתניתא. ובני קיני חותן משה מביאין וקורין דכתיב (במדבר י) לכה אתנו והטבנו לך. רבי חזקיה בשם ר' לעזר לא אמר כן אלא מה טעם אמרו האפיטרופיס והעבד והשליח והאשה וטומטום ואנדרוגניס מביאין ולא קורין שהגר הרי אמור בפרשה. אמר רבי שמואל בר רב יצחק תיפתר בההן גר דהכא בבני קיני חותן משה. ובני קיני חותן משה מביאין וקורין.""]]",Jerusalem Talmud Berakhot 6:4:5,הָיוּ לְפָנָיו מִינִין שִׁבְעָה עַל אֵי זֶה מֵהֶן הוּא מְבָרֵךְ. תַּמָּן אָֽמְרִין כָּל הַקּוֹדֵם לְמִקְרָא קוֹדֵם לִבְרָכָה וְכָל הַסָּמוּךְ לָאָרֶץ קוֹדֵם לַכֹּל.
Jerusalem Talmud Bikkurim 1:1:5,רבי זריקן בעי קומי רבי זעירה מתני' דרבי דרבי אמר שרשין חיין זה מזה. אמר ליה דברי הכל היא. הכא התורה אמרה ראשית בכורי אדמתך עד שיהו כל הגידולים מאדמתך.,Exodus 23:19,רֵאשִׁ֗ית בִּכּוּרֵי֙ אַדְמָ֣תְךָ֔ תָּבִ֕יא בֵּ֖ית יְהֹוָ֣ה אֱלֹהֶ֑יךָ לֹֽא־תְבַשֵּׁ֥ל גְּדִ֖י בַּחֲלֵ֥ב אִמּֽוֹ׃ <span>{פ}</span><br>
Jerusalem Talmud Bikkurim 1:1:7,על דעתיה דרבי יודה מה בין הנוטע לתוך שלו והבריך לתוך של רבים. מה בין הנוטע לתוך שלו והבריך לתוך שלו ודרך הרבים באמצע. אמר רבי אימי אתיא דרבי יודה כרבי ליעזר דתנינן תמן אין עושים חלל תחת רשות הרבים בורות שיחין ומערות רבי ליעזר מתיר כדי שתהא עגלה מהלכת וטעונה אבנים. כמה דרבי ליעזר אמר תמן תחת רשות הרבים שלו כך רבי יהודה אמר הכא תחת רשות הרבים שלו. רבי שמואל בר רב יצחק בעי אין כרבי ליעזר יביא ויקרא. אמר רבי יוסי מיסבר סבר רבי שמואל בר רב יצחק שרבי ליעזר מתיר לעשות כן והן שלו לעולם. אלא רבי ליעזר מתיר לעשות כן וכל הקודם בהן זכה:,Mishnah Bava Batra 3:8,"אֵין עוֹשִׂין חָלָל תַּחַת רְשׁוּת הָרַבִּים, בּוֹרוֹת שִׁיחִין וּמְעָרוֹת. רַבִּי אֱלִיעֶזֶר מַתִּיר כְּדֵי שֶׁתְּהֵא עֲגָלָה מְהַלֶּכֶת וּטְעוּנָה אֲבָנִים. אֵין מוֹצִיאִין זִיזִין וּגְזֻזְטְרָאוֹת לִרְשׁוּת הָרַבִּים, אֶלָּא אִם רָצָה כּוֹנֵס לְתוֹךְ שֶׁלּוֹ וּמוֹצִיא. לָקַח חָצֵר וּבָהּ זִיזִין וּגְזֻזְטְרָאוֹת, הֲרֵי זוֹ בְחֶזְקָתָהּ: 
"
Jerusalem Talmud Bikkurim 1:1:7,על דעתיה דרבי יודה מה בין הנוטע לתוך שלו והבריך לתוך של רבים. מה בין הנוטע לתוך שלו והבריך לתוך שלו ודרך הרבים באמצע. אמר רבי אימי אתיא דרבי יודה כרבי ליעזר דתנינן תמן אין עושים חלל תחת רשות הרבים בורות שיחין ומערות רבי ליעזר מתיר כדי שתהא עגלה מהלכת וטעונה אבנים. כמה דרבי ליעזר אמר תמן תחת רשות הרבים שלו כך רבי יהודה אמר הכא תחת רשות הרבים שלו. רבי שמואל בר רב יצחק בעי אין כרבי ליעזר יביא ויקרא. אמר רבי יוסי מיסבר סבר רבי שמואל בר רב יצחק שרבי ליעזר מתיר לעשות כן והן שלו לעולם. אלא רבי ליעזר מתיר לעשות כן וכל הקודם בהן זכה:,Bava Batra 27b:18,אָמַר רֵישׁ לָקִישׁ בְּמַחֲלוֹקֶת שְׁנוּיָה וְרַבִּי אֱלִיעֶזֶר הִיא דִּתְנַן אֵין עוֹשִׂין חָלָל תַּחַת רְשׁוּת הָרַבִּים בּוֹרוֹת שִׁיחִין וּמְעָרוֹת רַבִּי אֱלִיעֶזֶר מַתִּיר בִּכְדֵי שֶׁתְּהֵא עֲגָלָה מְהַלֶּכֶת וּטְעוּנַהּ אֲבָנִים
Jerusalem Talmud Bikkurim 1:2:2,עד כדון כשגזל קרקע גזל זמורה ונטעה ולא דמים הוא חייב לו. אלא צריכה לרבנין. מצות כגבוה הן או אינן כגבוה. אין תימר כגבוה הן אינו מביא ואין תימר אינן כגבוה מביא. הכל מודין באשירה שביטלה שאינו מביא ממנה גיזירין למערכה. רבי שמעון בן לקיש בעי מהו שיביא ממנה לולב. מצות כגבוה הן או אינן כגבוה. אין תימר כגבוה הן אינו מביא אין תימר אינן כגבוה מביא. פשיטא שהוא מביא ממנה לולב שאין מצות כגבוה. מהו שיביא ביכורים. כר' יודה דו אמר הוקשו לקדשי הגבול מביא. כרבנין דאינון מרין הוקשו לקדשי מקדש אינו מביא.,Mishnah Challah 4:9,"וְאֵלּוּ נִתָּנִין לְכָל כֹּהֵן, הַחֲרָמִים, וְהַבְּכוֹרוֹת, וּפִדְיוֹן הַבֵּן, וּפִדְיוֹן פֶּטֶר חֲמוֹר, וְהַזְּרוֹעַ, וְהַלְּחָיַיִם, וְהַקֵּבָה, וְרֵאשִׁית הַגֵּז, וְשֶׁמֶן שְׂרֵפָה, וְקָדְשֵׁי הַמִּקְדָּשׁ, וְהַבִּכּוּרִים. רַבִּי יְהוּדָה אוֹסֵר בַּבִּכּוּרִים. כַּרְשִׁינֵי תְרוּמָה, רַבִּי עֲקִיבָא מַתִּיר וַחֲכָמִים אוֹסְרִים: 
"
Jerusalem Talmud Bikkurim 1:2:2,עד כדון כשגזל קרקע גזל זמורה ונטעה ולא דמים הוא חייב לו. אלא צריכה לרבנין. מצות כגבוה הן או אינן כגבוה. אין תימר כגבוה הן אינו מביא ואין תימר אינן כגבוה מביא. הכל מודין באשירה שביטלה שאינו מביא ממנה גיזירין למערכה. רבי שמעון בן לקיש בעי מהו שיביא ממנה לולב. מצות כגבוה הן או אינן כגבוה. אין תימר כגבוה הן אינו מביא אין תימר אינן כגבוה מביא. פשיטא שהוא מביא ממנה לולב שאין מצות כגבוה. מהו שיביא ביכורים. כר' יודה דו אמר הוקשו לקדשי הגבול מביא. כרבנין דאינון מרין הוקשו לקדשי מקדש אינו מביא.,Mishnah Bikkurim 3:12,"לְמָה אָמְרוּ הַבִּכּוּרִים כְּנִכְסֵי כֹהֵן, שֶׁהוּא קוֹנֶה מֵהֶם עֲבָדִים וְקַרְקָעוֹת וּבְהֵמָה טְמֵאָה, וּבַעַל חוֹב נוֹטְלָן בְּחוֹבוֹ, וְהָאִשָּׁה בִכְתֻבָּתָהּ, כְּסֵפֶר תּוֹרָה. וְרַבִּי יְהוּדָה אוֹמֵר, אֵין נוֹתְנִים אוֹתָם אֶלָּא לְחָבֵר בְּטוֹבָה. וַחֲכָמִים אוֹמְרִים, נוֹתְנִין אוֹתָם לְאַנְשֵׁי מִשְׁמָר, וְהֵם מְחַלְּקִין בֵּינֵיהֶם, כְּקָדְשֵׁי הַמִּקְדָּשׁ: 
"
